Jahr;Monat;Herkunftsland_24Auspr;Herkunftsland_05Auspr;Herkunftsland_D/A;Tourismus_Ankünfte;Tourismus_Übernachtungen
2001;06;afrikanische Länder;Sonst. Ausland;Ausland;77;180
2001;06;USA;Amerika;Ausland;3386;7381
2001;06;Kanada;Amerika;Ausland;262;701
2001;06;amerik. Länder (o.USA, Kanada);Amerika;Ausland;561;1035
2001;06;China;Asien;Ausland;117;170
2001;06;Japan;Asien;Ausland;2901;4332
2001;06;asiatische Länder (o.China, Japan);Asien;Ausland;551;1723
2001;06;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;274;643
2001;06;Ausländer ohne Angabe;Sonst. Ausland;Ausland;16;24
2001;07;Deutschland;Deutschland;Deutschland;75680;172376
2001;07;Belgien;Europa ohne Deutschland;Ausland;474;909
2001;07;Dänemark;Europa ohne Deutschland;Ausland;919;1378
2001;07;Frankreich;Europa ohne Deutschland;Ausland;704;1300
2001;07;Italien;Europa ohne Deutschland;Ausland;1256;2062
2001;07;Niederlande;Europa ohne Deutschland;Ausland;832;2008
2001;07;Österreich;Europa ohne Deutschland;Ausland;839;1715
2001;07;Polen;Europa ohne Deutschland;Ausland;240;407
2001;07;Schweden;Europa ohne Deutschland;Ausland;918;1149
2001;07;Schweiz;Europa ohne Deutschland;Ausland;1965;4039
2001;07;Russland;Europa ohne Deutschland;Ausland;442;600
2001;07;Spanien;Europa ohne Deutschland;Ausland;383;694
2001;07;Tschechische Republik;Europa ohne Deutschland;Ausland;160;280
2001;07;Großbritannien;Europa ohne Deutschland;Ausland;1460;2968
2001;07;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1290;2293
2001;07;afrikanische Länder;Sonst. Ausland;Ausland;118;246
2001;07;USA;Amerika;Ausland;2546;5626
2001;07;Kanada;Amerika;Ausland;195;329
2001;07;amerik. Länder (o.USA, Kanada);Amerika;Ausland;534;923
2001;07;China;Asien;Ausland;175;243
2001;07;Japan;Asien;Ausland;2032;4253
2001;07;asiatische Länder (o.China, Japan);Asien;Ausland;738;1557
2001;07;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;183;360
2001;07;Ausländer ohne Angabe;Sonst. Ausland;Ausland;99;170
2001;08;Deutschland;Deutschland;Deutschland;94379;205852
2001;08;Belgien;Europa ohne Deutschland;Ausland;648;1303
2001;08;Dänemark;Europa ohne Deutschland;Ausland;559;878
2001;08;Frankreich;Europa ohne Deutschland;Ausland;804;1419
2001;08;Italien;Europa ohne Deutschland;Ausland;3872;6010
2001;08;Niederlande;Europa ohne Deutschland;Ausland;766;1827
2001;08;Österreich;Europa ohne Deutschland;Ausland;1064;2249
2001;08;Polen;Europa ohne Deutschland;Ausland;225;360
2001;08;Schweden;Europa ohne Deutschland;Ausland;645;815
2001;08;Schweiz;Europa ohne Deutschland;Ausland;2104;4984
2001;08;Russland;Europa ohne Deutschland;Ausland;435;627
2001;08;Spanien;Europa ohne Deutschland;Ausland;603;1007
2001;08;Tschechische Republik;Europa ohne Deutschland;Ausland;246;847
2001;08;Großbritannien;Europa ohne Deutschland;Ausland;1401;2904
2001;08;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1104;1878
2001;08;afrikanische Länder;Sonst. Ausland;Ausland;100;240
2001;08;USA;Amerika;Ausland;2308;5379
2001;08;Kanada;Amerika;Ausland;149;316
2001;08;amerik. Länder (o.USA, Kanada);Amerika;Ausland;296;560
2001;08;China;Asien;Ausland;270;401
2001;08;Japan;Asien;Ausland;2287;4332
2001;08;asiatische Länder (o.China, Japan);Asien;Ausland;609;1166
2001;08;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;186;437
2001;08;Ausländer ohne Angabe;Sonst. Ausland;Ausland;136;234
2001;09;Deutschland;Deutschland;Deutschland;102083;228157
2001;09;Belgien;Europa ohne Deutschland;Ausland;433;981
2001;09;Dänemark;Europa ohne Deutschland;Ausland;801;1226
2001;09;Frankreich;Europa ohne Deutschland;Ausland;748;1528
2001;09;Italien;Europa ohne Deutschland;Ausland;835;1502
2001;09;Niederlande;Europa ohne Deutschland;Ausland;758;1661
2001;09;Österreich;Europa ohne Deutschland;Ausland;1319;2859
2001;09;Polen;Europa ohne Deutschland;Ausland;230;463
2001;09;Schweden;Europa ohne Deutschland;Ausland;882;1268
2001;09;Schweiz;Europa ohne Deutschland;Ausland;2276;5601
2001;09;Russland;Europa ohne Deutschland;Ausland;581;1523
2001;09;Spanien;Europa ohne Deutschland;Ausland;315;609
2001;09;Tschechische Republik;Europa ohne Deutschland;Ausland;288;685
2001;09;Großbritannien;Europa ohne Deutschland;Ausland;1546;3702
2001;09;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1170;2781
2001;09;afrikanische Länder;Sonst. Ausland;Ausland;111;398
2001;09;USA;Amerika;Ausland;2626;7195
2001;09;Kanada;Amerika;Ausland;302;711
2001;09;amerik. Länder (o.USA, Kanada);Amerika;Ausland;552;1183
2001;09;China;Asien;Ausland;145;337
2001;09;Japan;Asien;Ausland;2198;4655
2001;09;asiatische Länder (o.China, Japan);Asien;Ausland;611;1404
2001;09;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;302;662
2001;09;Ausländer ohne Angabe;Sonst. Ausland;Ausland;228;464
2001;10;Deutschland;Deutschland;Deutschland;95961;212210
2001;10;Belgien;Europa ohne Deutschland;Ausland;345;634
2001;10;Dänemark;Europa ohne Deutschland;Ausland;694;1119
2001;10;Frankreich;Europa ohne Deutschland;Ausland;682;1515
2001;10;Italien;Europa ohne Deutschland;Ausland;536;966
2001;10;Niederlande;Europa ohne Deutschland;Ausland;677;1686
2001;10;Österreich;Europa ohne Deutschland;Ausland;1011;2125
2001;10;Polen;Europa ohne Deutschland;Ausland;244;546
2001;10;Schweden;Europa ohne Deutschland;Ausland;455;703
2001;10;Schweiz;Europa ohne Deutschland;Ausland;1488;3725
2001;10;Russland;Europa ohne Deutschland;Ausland;291;814
2001;10;Spanien;Europa ohne Deutschland;Ausland;151;459
2001;10;Tschechische Republik;Europa ohne Deutschland;Ausland;238;546
2001;10;Großbritannien;Europa ohne Deutschland;Ausland;1098;2878
2001;10;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;618;1308
2001;10;afrikanische Länder;Sonst. Ausland;Ausland;69;185
2001;10;USA;Amerika;Ausland;1878;4564
2001;10;Kanada;Amerika;Ausland;308;614
2001;10;amerik. Länder (o.USA, Kanada);Amerika;Ausland;265;453
2001;10;China;Asien;Ausland;87;267
2001;10;Japan;Asien;Ausland;1773;3488
2001;10;asiatische Länder (o.China, Japan);Asien;Ausland;389;1044
2001;10;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;136;298
2001;10;Ausländer ohne Angabe;Sonst. Ausland;Ausland;100;282
2001;11;Deutschland;Deutschland;Deutschland;80721;156869
2001;11;Belgien;Europa ohne Deutschland;Ausland;300;533
2001;11;Dänemark;Europa ohne Deutschland;Ausland;110;221
2001;11;Frankreich;Europa ohne Deutschland;Ausland;349;843
2001;11;Italien;Europa ohne Deutschland;Ausland;285;485
2001;11;Niederlande;Europa ohne Deutschland;Ausland;453;1076
2001;11;Österreich;Europa ohne Deutschland;Ausland;616;1475
2001;11;Polen;Europa ohne Deutschland;Ausland;422;674
2001;11;Schweden;Europa ohne Deutschland;Ausland;175;224
2001;11;Schweiz;Europa ohne Deutschland;Ausland;877;1995
2001;11;Russland;Europa ohne Deutschland;Ausland;430;983
2001;11;Spanien;Europa ohne Deutschland;Ausland;103;180
2001;11;Tschechische Republik;Europa ohne Deutschland;Ausland;205;322
2001;11;Großbritannien;Europa ohne Deutschland;Ausland;854;1604
2001;11;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;550;1536
2001;11;afrikanische Länder;Sonst. Ausland;Ausland;60;196
2001;11;USA;Amerika;Ausland;1120;2907
2001;11;Kanada;Amerika;Ausland;71;120
2001;11;amerik. Länder (o.USA, Kanada);Amerika;Ausland;186;373
2001;11;China;Asien;Ausland;52;78
2001;11;Japan;Asien;Ausland;497;1719
2001;11;asiatische Länder (o.China, Japan);Asien;Ausland;257;579
2001;11;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;74;126
2001;11;Ausländer ohne Angabe;Sonst. Ausland;Ausland;179;271
2001;12;Deutschland;Deutschland;Deutschland;89541;187300
2001;12;Belgien;Europa ohne Deutschland;Ausland;163;294
2001;12;Dänemark;Europa ohne Deutschland;Ausland;93;132
2001;12;Frankreich;Europa ohne Deutschland;Ausland;271;587
2001;12;Italien;Europa ohne Deutschland;Ausland;291;575
2001;12;Niederlande;Europa ohne Deutschland;Ausland;503;1111
2001;12;Österreich;Europa ohne Deutschland;Ausland;436;1122
2001;12;Polen;Europa ohne Deutschland;Ausland;144;300
2001;12;Schweden;Europa ohne Deutschland;Ausland;49;91
2001;12;Schweiz;Europa ohne Deutschland;Ausland;1458;4422
2001;12;Russland;Europa ohne Deutschland;Ausland;225;468
2001;12;Spanien;Europa ohne Deutschland;Ausland;71;155
2001;12;Tschechische Republik;Europa ohne Deutschland;Ausland;135;292
2001;12;Großbritannien;Europa ohne Deutschland;Ausland;634;1316
2001;12;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;440;1088
2001;12;afrikanische Länder;Sonst. Ausland;Ausland;21;96
2001;12;USA;Amerika;Ausland;1041;2365
2001;12;Kanada;Amerika;Ausland;59;110
2001;12;amerik. Länder (o.USA, Kanada);Amerika;Ausland;122;212
2001;12;China;Asien;Ausland;80;145
2001;12;Japan;Asien;Ausland;705;1664
2001;12;asiatische Länder (o.China, Japan);Asien;Ausland;166;349
2001;12;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;92;161
2001;12;Ausländer ohne Angabe;Sonst. Ausland;Ausland;54;149
2002;01;Deutschland;Deutschland;Deutschland;39547;77080
2002;01;Belgien;Europa ohne Deutschland;Ausland;115;198
2002;01;Dänemark;Europa ohne Deutschland;Ausland;45;86
2002;01;Frankreich;Europa ohne Deutschland;Ausland;209;451
2002;01;Italien;Europa ohne Deutschland;Ausland;217;511
2002;01;Niederlande;Europa ohne Deutschland;Ausland;445;1008
2002;01;Österreich;Europa ohne Deutschland;Ausland;350;610
2002;01;Polen;Europa ohne Deutschland;Ausland;151;276
2002;01;Schweden;Europa ohne Deutschland;Ausland;97;141
2002;01;Schweiz;Europa ohne Deutschland;Ausland;330;876
2002;01;Russland;Europa ohne Deutschland;Ausland;281;440
2002;01;Spanien;Europa ohne Deutschland;Ausland;59;121
2002;01;Tschechische Republik;Europa ohne Deutschland;Ausland;131;343
2002;01;Großbritannien;Europa ohne Deutschland;Ausland;327;930
2002;01;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;403;667
2002;01;afrikanische Länder;Sonst. Ausland;Ausland;3;4
2002;01;USA;Amerika;Ausland;874;2657
2002;01;Kanada;Amerika;Ausland;59;116
2002;01;amerik. Länder (o.USA, Kanada);Amerika;Ausland;96;172
2002;01;China;Asien;Ausland;28;157
2002;01;Japan;Asien;Ausland;277;862
2002;01;asiatische Länder (o.China, Japan);Asien;Ausland;160;318
2002;01;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;117;295
2002;01;Ausländer ohne Angabe;Sonst. Ausland;Ausland;89;136
2002;02;Deutschland;Deutschland;Deutschland;46123;90990
2002;02;Belgien;Europa ohne Deutschland;Ausland;153;243
2002;02;Dänemark;Europa ohne Deutschland;Ausland;72;123
2002;02;Frankreich;Europa ohne Deutschland;Ausland;204;447
2002;02;Italien;Europa ohne Deutschland;Ausland;203;480
2002;02;Niederlande;Europa ohne Deutschland;Ausland;541;1096
2002;02;Österreich;Europa ohne Deutschland;Ausland;410;1234
2002;02;Polen;Europa ohne Deutschland;Ausland;219;461
2002;02;Schweden;Europa ohne Deutschland;Ausland;68;114
2002;02;Schweiz;Europa ohne Deutschland;Ausland;1248;3372
2002;02;Russland;Europa ohne Deutschland;Ausland;190;375
2002;02;Spanien;Europa ohne Deutschland;Ausland;75;174
2002;02;Tschechische Republik;Europa ohne Deutschland;Ausland;165;709
2002;02;Großbritannien;Europa ohne Deutschland;Ausland;425;898
2002;02;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;373;1080
2002;02;afrikanische Länder;Sonst. Ausland;Ausland;26;62
2002;02;USA;Amerika;Ausland;854;2401
2002;02;Kanada;Amerika;Ausland;49;75
2002;02;amerik. Länder (o.USA, Kanada);Amerika;Ausland;144;219
2002;02;China;Asien;Ausland;49;131
2002;02;Japan;Asien;Ausland;419;1201
2002;02;asiatische Länder (o.China, Japan);Asien;Ausland;138;391
2002;02;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;62;126
2002;02;Ausländer ohne Angabe;Sonst. Ausland;Ausland;82;372
2002;03;Deutschland;Deutschland;Deutschland;70798;151379
2002;03;Belgien;Europa ohne Deutschland;Ausland;175;300
2002;03;Dänemark;Europa ohne Deutschland;Ausland;425;940
2002;03;Frankreich;Europa ohne Deutschland;Ausland;427;859
2002;03;Italien;Europa ohne Deutschland;Ausland;315;661
2002;03;Niederlande;Europa ohne Deutschland;Ausland;508;1140
2002;03;Österreich;Europa ohne Deutschland;Ausland;623;1341
2002;03;Polen;Europa ohne Deutschland;Ausland;178;266
2002;03;Schweden;Europa ohne Deutschland;Ausland;375;558
2002;03;Schweiz;Europa ohne Deutschland;Ausland;694;1693
2002;03;Russland;Europa ohne Deutschland;Ausland;573;1204
2002;03;Spanien;Europa ohne Deutschland;Ausland;261;450
2002;03;Tschechische Republik;Europa ohne Deutschland;Ausland;142;591
2002;03;Großbritannien;Europa ohne Deutschland;Ausland;723;1507
2002;03;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;606;1599
2002;03;afrikanische Länder;Sonst. Ausland;Ausland;27;48
2002;03;USA;Amerika;Ausland;1320;3445
2002;03;Kanada;Amerika;Ausland;97;161
2002;03;amerik. Länder (o.USA, Kanada);Amerika;Ausland;229;430
2002;03;China;Asien;Ausland;105;213
2002;03;Japan;Asien;Ausland;1022;2288
2002;03;asiatische Länder (o.China, Japan);Asien;Ausland;254;667
2002;03;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;96;201
2002;03;Ausländer ohne Angabe;Sonst. Ausland;Ausland;187;282
2002;04;Deutschland;Deutschland;Deutschland;85249;186649
2002;04;Belgien;Europa ohne Deutschland;Ausland;432;795
2002;04;Dänemark;Europa ohne Deutschland;Ausland;484;688
2002;04;Frankreich;Europa ohne Deutschland;Ausland;563;1253
2002;04;Italien;Europa ohne Deutschland;Ausland;889;1185
2002;04;Niederlande;Europa ohne Deutschland;Ausland;796;2306
2002;04;Österreich;Europa ohne Deutschland;Ausland;910;1749
2002;04;Polen;Europa ohne Deutschland;Ausland;283;404
2002;04;Schweden;Europa ohne Deutschland;Ausland;485;579
2002;04;Schweiz;Europa ohne Deutschland;Ausland;1201;2775
2002;04;Russland;Europa ohne Deutschland;Ausland;390;840
2002;04;Spanien;Europa ohne Deutschland;Ausland;127;206
2002;04;Tschechische Republik;Europa ohne Deutschland;Ausland;243;1085
2002;04;Großbritannien;Europa ohne Deutschland;Ausland;668;1601
2002;04;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;682;1675
2002;04;afrikanische Länder;Sonst. Ausland;Ausland;52;97
2002;04;USA;Amerika;Ausland;1398;3804
2002;04;Kanada;Amerika;Ausland;115;248
2002;04;amerik. Länder (o.USA, Kanada);Amerika;Ausland;241;438
2002;04;China;Asien;Ausland;126;253
2002;04;Japan;Asien;Ausland;2184;3366
2002;04;asiatische Länder (o.China, Japan);Asien;Ausland;398;997
2002;04;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;119;232
2002;04;Ausländer ohne Angabe;Sonst. Ausland;Ausland;214;360
2002;05;Deutschland;Deutschland;Deutschland;106530;245236
2002;05;Belgien;Europa ohne Deutschland;Ausland;552;1068
2002;05;Dänemark;Europa ohne Deutschland;Ausland;399;785
2002;05;Frankreich;Europa ohne Deutschland;Ausland;698;1805
2002;05;Italien;Europa ohne Deutschland;Ausland;820;1361
2002;05;Niederlande;Europa ohne Deutschland;Ausland;600;1749
2002;05;Österreich;Europa ohne Deutschland;Ausland;1303;3016
2002;05;Polen;Europa ohne Deutschland;Ausland;271;449
2002;05;Schweden;Europa ohne Deutschland;Ausland;703;1001
2002;05;Schweiz;Europa ohne Deutschland;Ausland;1707;4949
2002;05;Russland;Europa ohne Deutschland;Ausland;435;805
2002;05;Spanien;Europa ohne Deutschland;Ausland;319;615
2002;05;Tschechische Republik;Europa ohne Deutschland;Ausland;226;581
2002;05;Großbritannien;Europa ohne Deutschland;Ausland;1440;3240
2002;05;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;831;2357
2002;05;afrikanische Länder;Sonst. Ausland;Ausland;63;161
2002;05;USA;Amerika;Ausland;2119;5301
2002;05;Kanada;Amerika;Ausland;225;476
2002;05;amerik. Länder (o.USA, Kanada);Amerika;Ausland;280;590
2002;05;China;Asien;Ausland;63;103
2002;05;Japan;Asien;Ausland;2469;3730
2002;05;asiatische Länder (o.China, Japan);Asien;Ausland;532;1367
2002;05;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;179;379
2002;05;Ausländer ohne Angabe;Sonst. Ausland;Ausland;205;369
2002;06;Deutschland;Deutschland;Deutschland;95975;210749
2002;06;Belgien;Europa ohne Deutschland;Ausland;420;823
2002;06;Dänemark;Europa ohne Deutschland;Ausland;371;504
2002;06;Frankreich;Europa ohne Deutschland;Ausland;886;1953
2002;06;Italien;Europa ohne Deutschland;Ausland;884;1485
2002;06;Niederlande;Europa ohne Deutschland;Ausland;823;1859
2002;06;Österreich;Europa ohne Deutschland;Ausland;1131;2436
2002;06;Polen;Europa ohne Deutschland;Ausland;325;531
2002;06;Schweden;Europa ohne Deutschland;Ausland;529;634
2002;06;Schweiz;Europa ohne Deutschland;Ausland;1289;3925
2002;06;Russland;Europa ohne Deutschland;Ausland;301;454
2002;06;Spanien;Europa ohne Deutschland;Ausland;242;635
2002;06;Tschechische Republik;Europa ohne Deutschland;Ausland;254;850
2002;06;Großbritannien;Europa ohne Deutschland;Ausland;1760;3678
2002;06;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1135;2238
2002;06;afrikanische Länder;Sonst. Ausland;Ausland;111;267
2002;06;USA;Amerika;Ausland;2879;6154
2002;06;Kanada;Amerika;Ausland;186;347
2002;06;amerik. Länder (o.USA, Kanada);Amerika;Ausland;380;764
2002;06;China;Asien;Ausland;54;111
2002;06;Japan;Asien;Ausland;2657;3806
2002;06;asiatische Länder (o.China, Japan);Asien;Ausland;598;1358
2002;06;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;235;415
2002;06;Ausländer ohne Angabe;Sonst. Ausland;Ausland;249;449
2002;07;Deutschland;Deutschland;Deutschland;80753;180979
2002;07;Belgien;Europa ohne Deutschland;Ausland;488;901
2002;07;Dänemark;Europa ohne Deutschland;Ausland;657;1344
2002;07;Frankreich;Europa ohne Deutschland;Ausland;864;1447
2002;07;Italien;Europa ohne Deutschland;Ausland;1208;1825
2002;07;Niederlande;Europa ohne Deutschland;Ausland;815;1794
2002;07;Österreich;Europa ohne Deutschland;Ausland;1183;2315
2002;07;Polen;Europa ohne Deutschland;Ausland;257;421
2002;07;Schweden;Europa ohne Deutschland;Ausland;782;888
2002;07;Schweiz;Europa ohne Deutschland;Ausland;1381;3145
2002;07;Russland;Europa ohne Deutschland;Ausland;683;1709
2002;07;Spanien;Europa ohne Deutschland;Ausland;393;1095
2002;07;Tschechische Republik;Europa ohne Deutschland;Ausland;320;812
2002;07;Großbritannien;Europa ohne Deutschland;Ausland;1664;3494
2002;07;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1566;3008
2002;07;afrikanische Länder;Sonst. Ausland;Ausland;131;269
2002;07;USA;Amerika;Ausland;2471;5043
2002;07;Kanada;Amerika;Ausland;207;461
2002;07;amerik. Länder (o.USA, Kanada);Amerika;Ausland;432;749
2002;07;China;Asien;Ausland;92;267
2002;07;Japan;Asien;Ausland;1742;2984
2002;07;asiatische Länder (o.China, Japan);Asien;Ausland;855;1981
2002;07;"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;249;532
2002;07;Ausländer ohne Angabe;Sonst. Ausland;Ausland;319;889
2002;08;Deutschland;Deutschland;Deutschland;57996;129853
2002;08;Belgien;Europa ohne Deutschland;Ausland;380;560
2002;08;Dänemark;Europa ohne Deutschland;Ausland;272;590
2002;08;Frankreich;Europa ohne Deutschland;Ausland;619;1253
2002;08;Italien;Europa ohne Deutschland;Ausland;2204;3225
2002;08;Niederlande;Europa ohne Deutschland;Ausland;531;1156
2002;08;Österreich;Europa ohne Deutschland;Ausland;531;894
2002;08;Polen;Europa ohne Deutschland;Ausland;130;212
2002;08;Schweden;Europa ohne Deutschland;Ausland;268;351
2002;08;Schweiz;Europa ohne Deutschland;Ausland;1012;2659
2002;08;Russland;Europa ohne Deutschland;Ausland;428;714
2002;08;Spanien;Europa ohne Deutschland;Ausland;554;880
2002;08;Tschechische Republik;Europa ohne Deutschland;Ausland;285;674
2002;08;Großbritannien;Europa ohne Deutschland;Ausland;926;2036
