Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Familienstand;Geschlecht;Anzahl Einwohner
2020;01 Innere Altstadt;StB 0 Altstadt;ledig;männlich;597
2020;01 Innere Altstadt;StB 0 Altstadt;ledig;weiblich;449
2020;01 Innere Altstadt;StB 0 Altstadt;verheiratet;männlich;304
2020;01 Innere Altstadt;StB 0 Altstadt;verheiratet;weiblich;298
2020;01 Innere Altstadt;StB 0 Altstadt;verwitwet;männlich;34
2020;01 Innere Altstadt;StB 0 Altstadt;verwitwet;weiblich;143
2020;01 Innere Altstadt;StB 0 Altstadt;geschieden;männlich;38
2020;01 Innere Altstadt;StB 0 Altstadt;geschieden;weiblich;73
2020;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;männlich;1831
2020;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;weiblich;1383
2020;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;männlich;764
2020;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;weiblich;755
2020;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;männlich;87
2020;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;weiblich;451
2020;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;männlich;197
2020;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;weiblich;319
2020;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;männlich;2751
2020;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;weiblich;1934
2020;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;männlich;1145
2020;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;weiblich;1135
2020;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;männlich;126
2020;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;weiblich;554
2020;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;männlich;234
2020;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;weiblich;357
2020;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;männlich;2698
2020;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;weiblich;2200
2020;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;männlich;1551
2020;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;weiblich;1522
2020;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;männlich;169
2020;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;weiblich;778
2020;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;männlich;321
2020;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;weiblich;557
2020;05 Friedrichstadt;StB 0 Altstadt;ledig;männlich;4177
2020;05 Friedrichstadt;StB 0 Altstadt;ledig;weiblich;2720
2020;05 Friedrichstadt;StB 0 Altstadt;verheiratet;männlich;997
2020;05 Friedrichstadt;StB 0 Altstadt;verheiratet;weiblich;966
2020;05 Friedrichstadt;StB 0 Altstadt;verwitwet;männlich;76
2020;05 Friedrichstadt;StB 0 Altstadt;verwitwet;weiblich;360
2020;05 Friedrichstadt;StB 0 Altstadt;geschieden;männlich;257
2020;05 Friedrichstadt;StB 0 Altstadt;geschieden;weiblich;334
2020;06 Johannstadt-Nord;StB 0 Altstadt;ledig;männlich;3403
2020;06 Johannstadt-Nord;StB 0 Altstadt;ledig;weiblich;3188
2020;06 Johannstadt-Nord;StB 0 Altstadt;verheiratet;männlich;2059
2020;06 Johannstadt-Nord;StB 0 Altstadt;verheiratet;weiblich;2088
2020;06 Johannstadt-Nord;StB 0 Altstadt;verwitwet;männlich;209
2020;06 Johannstadt-Nord;StB 0 Altstadt;verwitwet;weiblich;847
2020;06 Johannstadt-Nord;StB 0 Altstadt;geschieden;männlich;314
2020;06 Johannstadt-Nord;StB 0 Altstadt;geschieden;weiblich;588
2020;07 Johannstadt-Süd;StB 0 Altstadt;ledig;männlich;2513
2020;07 Johannstadt-Süd;StB 0 Altstadt;ledig;weiblich;2387
2020;07 Johannstadt-Süd;StB 0 Altstadt;verheiratet;männlich;2411
2020;07 Johannstadt-Süd;StB 0 Altstadt;verheiratet;weiblich;2432
2020;07 Johannstadt-Süd;StB 0 Altstadt;verwitwet;männlich;304
2020;07 Johannstadt-Süd;StB 0 Altstadt;verwitwet;weiblich;1241
2020;07 Johannstadt-Süd;StB 0 Altstadt;geschieden;männlich;357
2020;07 Johannstadt-Süd;StB 0 Altstadt;geschieden;weiblich;811
2020;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;ledig;männlich;7341
2020;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;ledig;weiblich;6235
2020;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verheiratet;männlich;1665
2020;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verheiratet;weiblich;1636
2020;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verwitwet;männlich;48
2020;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verwitwet;weiblich;219
2020;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;geschieden;männlich;436
2020;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;geschieden;weiblich;518
2020;12 Radeberger Vorstadt;StB 1 Neustadt;ledig;männlich;2795
2020;12 Radeberger Vorstadt;StB 1 Neustadt;ledig;weiblich;2335
2020;12 Radeberger Vorstadt;StB 1 Neustadt;verheiratet;männlich;1453
2020;12 Radeberger Vorstadt;StB 1 Neustadt;verheiratet;weiblich;1452
2020;12 Radeberger Vorstadt;StB 1 Neustadt;verwitwet;männlich;61
2020;12 Radeberger Vorstadt;StB 1 Neustadt;verwitwet;weiblich;251
2020;12 Radeberger Vorstadt;StB 1 Neustadt;geschieden;männlich;294
2020;12 Radeberger Vorstadt;StB 1 Neustadt;geschieden;weiblich;382
2020;13 Innere Neustadt;StB 1 Neustadt;ledig;männlich;2528
2020;13 Innere Neustadt;StB 1 Neustadt;ledig;weiblich;2119
2020;13 Innere Neustadt;StB 1 Neustadt;verheiratet;männlich;1111
2020;13 Innere Neustadt;StB 1 Neustadt;verheiratet;weiblich;1095
2020;13 Innere Neustadt;StB 1 Neustadt;verwitwet;männlich;73
2020;13 Innere Neustadt;StB 1 Neustadt;verwitwet;weiblich;292
2020;13 Innere Neustadt;StB 1 Neustadt;geschieden;männlich;215
2020;13 Innere Neustadt;StB 1 Neustadt;geschieden;weiblich;328
2020;14 Leipziger Vorstadt;StB 1 Neustadt;ledig;männlich;5136
2020;14 Leipziger Vorstadt;StB 1 Neustadt;ledig;weiblich;4257
2020;14 Leipziger Vorstadt;StB 1 Neustadt;verheiratet;männlich;1362
2020;14 Leipziger Vorstadt;StB 1 Neustadt;verheiratet;weiblich;1370
2020;14 Leipziger Vorstadt;StB 1 Neustadt;verwitwet;männlich;67
2020;14 Leipziger Vorstadt;StB 1 Neustadt;verwitwet;weiblich;212
2020;14 Leipziger Vorstadt;StB 1 Neustadt;geschieden;männlich;280
2020;14 Leipziger Vorstadt;StB 1 Neustadt;geschieden;weiblich;321
2020;15 Albertstadt;StB 1 Neustadt;ledig;männlich;1129
2020;15 Albertstadt;StB 1 Neustadt;ledig;weiblich;767
2020;15 Albertstadt;StB 1 Neustadt;verheiratet;männlich;487
2020;15 Albertstadt;StB 1 Neustadt;verheiratet;weiblich;465
2020;15 Albertstadt;StB 1 Neustadt;verwitwet;männlich;37
2020;15 Albertstadt;StB 1 Neustadt;verwitwet;weiblich;176
2020;15 Albertstadt;StB 1 Neustadt;geschieden;männlich;107
2020;15 Albertstadt;StB 1 Neustadt;geschieden;weiblich;101
2020;21 Pieschen-Süd;StB 2 Pieschen;ledig;männlich;4373
2020;21 Pieschen-Süd;StB 2 Pieschen;ledig;weiblich;3833
2020;21 Pieschen-Süd;StB 2 Pieschen;verheiratet;männlich;1410
2020;21 Pieschen-Süd;StB 2 Pieschen;verheiratet;weiblich;1403
2020;21 Pieschen-Süd;StB 2 Pieschen;verwitwet;männlich;54
2020;21 Pieschen-Süd;StB 2 Pieschen;verwitwet;weiblich;246
2020;21 Pieschen-Süd;StB 2 Pieschen;geschieden;männlich;313
2020;21 Pieschen-Süd;StB 2 Pieschen;geschieden;weiblich;454
2020;22 Mickten;StB 2 Pieschen;ledig;männlich;3922
2020;22 Mickten;StB 2 Pieschen;ledig;weiblich;3309
2020;22 Mickten;StB 2 Pieschen;verheiratet;männlich;2199
2020;22 Mickten;StB 2 Pieschen;verheiratet;weiblich;2210
2020;22 Mickten;StB 2 Pieschen;verwitwet;männlich;113
2020;22 Mickten;StB 2 Pieschen;verwitwet;weiblich;530
2020;22 Mickten;StB 2 Pieschen;geschieden;männlich;480
2020;22 Mickten;StB 2 Pieschen;geschieden;weiblich;626
2020;23 Kaditz;StB 2 Pieschen;ledig;männlich;1498
2020;23 Kaditz;StB 2 Pieschen;ledig;weiblich;1285
2020;23 Kaditz;StB 2 Pieschen;verheiratet;männlich;954
2020;23 Kaditz;StB 2 Pieschen;verheiratet;weiblich;956
2020;23 Kaditz;StB 2 Pieschen;verwitwet;männlich;75
2020;23 Kaditz;StB 2 Pieschen;verwitwet;weiblich;247
2020;23 Kaditz;StB 2 Pieschen;geschieden;männlich;211
2020;23 Kaditz;StB 2 Pieschen;geschieden;weiblich;292
2020;24 Trachau;StB 2 Pieschen;ledig;männlich;2428
2020;24 Trachau;StB 2 Pieschen;ledig;weiblich;2277
2020;24 Trachau;StB 2 Pieschen;verheiratet;männlich;2000
2020;24 Trachau;StB 2 Pieschen;verheiratet;weiblich;1989
2020;24 Trachau;StB 2 Pieschen;verwitwet;männlich;132
2020;24 Trachau;StB 2 Pieschen;verwitwet;weiblich;452
2020;24 Trachau;StB 2 Pieschen;geschieden;männlich;346
2020;24 Trachau;StB 2 Pieschen;geschieden;weiblich;498
2020;25 Pieschen-N/Trachenberge;StB 2 Pieschen;ledig;männlich;4091
2020;25 Pieschen-N/Trachenberge;StB 2 Pieschen;ledig;weiblich;3296
2020;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verheiratet;männlich;1829
2020;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verheiratet;weiblich;1821
2020;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verwitwet;männlich;140
2020;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verwitwet;weiblich;557
2020;25 Pieschen-N/Trachenberge;StB 2 Pieschen;geschieden;männlich;421
2020;25 Pieschen-N/Trachenberge;StB 2 Pieschen;geschieden;weiblich;561
2020;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;ledig;männlich;3443
2020;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;ledig;weiblich;2776
2020;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;männlich;3099
2020;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;weiblich;3078
2020;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;männlich;234
2020;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;weiblich;906
2020;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;geschieden;männlich;514
2020;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;geschieden;weiblich;679
2020;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;ledig;männlich;1337
2020;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;ledig;weiblich;1142
2020;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;männlich;1545
2020;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;weiblich;1551
2020;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;männlich;91
2020;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;weiblich;277
2020;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;geschieden;männlich;185
2020;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;geschieden;weiblich;207
2020;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;ledig;männlich;1186
2020;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;ledig;weiblich;975
2020;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;männlich;1556
2020;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;weiblich;1551
2020;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;männlich;71
2020;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;weiblich;292
2020;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;geschieden;männlich;145
2020;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;geschieden;weiblich;171
2020;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;ledig;männlich;866
2020;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;ledig;weiblich;796
2020;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;männlich;1083
2020;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;weiblich;1087
2020;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;männlich;77
2020;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;weiblich;206
2020;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;geschieden;männlich;93
2020;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;geschieden;weiblich;140
2020;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;1190
2020;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;1128
2020;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;1336
2020;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;1335
2020;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;61
2020;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;264
2020;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;191
2020;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;269
2020;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;2432
2020;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;2322
2020;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;2562
2020;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;2551
2020;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;168
2020;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;640
2020;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;345
2020;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;510
2020;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;694
2020;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;594
