Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2024;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;0 Kinder;25570;0;19848
2024;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Kind;4691;1703;1703
2024;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Kinder;4118;2116;1058
2024;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 u.m. Kinder;1906;1212;358
2024;StB 0 Altstadt;02 Johannstadt;0 Kinder;16593;0;12260
2024;StB 0 Altstadt;02 Johannstadt;1 Kind;3784;1339;1339
2024;StB 0 Altstadt;02 Johannstadt;2 Kinder;3072;1580;790
2024;StB 0 Altstadt;02 Johannstadt;3 u.m. Kinder;1436;904;270
2024;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;0 Kinder;22688;0;17786
2024;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1 Kind;6970;2508;2508
2024;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;2 Kinder;6727;3480;1740
2024;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;3 u.m. Kinder;2071;1290;402
2024;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;0 Kinder;8003;0;6461
2024;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1 Kind;2494;908;908
2024;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;2 Kinder;2315;1188;594
2024;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;570;357;111
2024;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;0 Kinder;14552;0;11383
2024;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1 Kind;4752;1740;1740
2024;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;2 Kinder;3836;2000;1000
2024;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;1261;792;250
