Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2024;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;0 Kinder;18191;0;13148
2024;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1 Kind;5599;2015;2015
2024;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;2 Kinder;4476;2312;1156
2024;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;3 u.m. Kinder;1333;841;260
2024;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;0 Kinder;18603;0;11676
2024;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1 Kind;4893;1655;1655
2024;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;2 Kinder;5438;2758;1379
2024;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;3 u.m. Kinder;1995;1234;381
2024;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;0 Kinder;19649;0;12256
2024;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1 Kind;5534;1858;1858
2024;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;2 Kinder;5854;2964;1482
2024;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;1998;1224;388
2024;StB 5 Blasewitz;08 Blasewitz, Striesen;0 Kinder;30524;0;22071
2024;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;8909;3122;3122
2024;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;8752;4456;2228
2024;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;2364;1454;456
2024;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;0 Kinder;25126;0;18183
2024;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;6049;2203;2203
2024;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;4904;2552;1276
2024;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;1400;881;273
2024;StB 6 Leuben;10 StB Leuben;0 Kinder;25225;0;17650
2024;StB 6 Leuben;10 StB Leuben;1 Kind;5979;2164;2164
2024;StB 6 Leuben;10 StB Leuben;2 Kinder;5434;2820;1410
2024;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;1864;1182;362
2024;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);0 Kinder;15363;0;11570
2024;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;3585;1335;1335
2024;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;3028;1616;808
2024;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;2450;1602;455
2024;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);0 Kinder;20963;0;13909
2024;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;5774;1982;1982
2024;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;5416;2736;1368
2024;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1754;1099;338
2024;StB 8 Plauen;13 Südvorstadt, Zschertnitz;0 Kinder;18862;0;13787
2024;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;3753;1331;1331
2024;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;3790;1950;975
2024;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;2143;1351;394
2024;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;0 Kinder;15408;0;10674
2024;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;3829;1327;1327
2024;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;3759;1904;952
2024;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;1232;758;239
2024;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;0 Kinder;26922;0;20222
2024;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;6792;2434;2434
2024;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;6506;3354;1677
2024;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;2012;1252;388
2024;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;0 Kinder;13861;0;10444
2024;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;2987;1123;1123
2024;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;2817;1490;745
2024;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;2220;1465;408
2024;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;0 Kinder;14031;0;8923
2024;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;3967;1361;1361
2024;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;4105;2076;1038
2024;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;1301;800;253
