Jahr;Stadtraum;Staatsangehörigkeit-1 Deutsche / Ausländer;Wohndauer in 6 Klassen;Wohndauer in Monaten;Anzahl Einwohner
2018;01 StB Altstadt ohne Johannstadt;Deutsche;00 bis unter 1 Jahr;21527;4216
2018;01 StB Altstadt ohne Johannstadt;Deutsche;01 bis unter 3 Jahre;135479;6119
2018;01 StB Altstadt ohne Johannstadt;Deutsche;03 bis unter 5 Jahre;164448;3557
2018;01 StB Altstadt ohne Johannstadt;Deutsche;05 bis unter 10 Jahre;382936;4463
2018;01 StB Altstadt ohne Johannstadt;Deutsche;10 bis unter 20 Jahre;719509;4202
2018;01 StB Altstadt ohne Johannstadt;Deutsche;20 Jahre und mehr;2533319;5075
2018;01 StB Altstadt ohne Johannstadt;Ausländer;00 bis unter 1 Jahr;12374;2794
2018;01 StB Altstadt ohne Johannstadt;Ausländer;01 bis unter 3 Jahre;45926;2172
2018;01 StB Altstadt ohne Johannstadt;Ausländer;03 bis unter 5 Jahre;30072;678
2018;01 StB Altstadt ohne Johannstadt;Ausländer;05 bis unter 10 Jahre;48267;577
2018;01 StB Altstadt ohne Johannstadt;Ausländer;10 bis unter 20 Jahre;61085;373
2018;01 StB Altstadt ohne Johannstadt;Ausländer;20 Jahre und mehr;6161;22
2018;02 Johannstadt;Deutsche;00 bis unter 1 Jahr;10971;2107
2018;02 Johannstadt;Deutsche;01 bis unter 3 Jahre;74897;3364
2018;02 Johannstadt;Deutsche;03 bis unter 5 Jahre;121553;2650
2018;02 Johannstadt;Deutsche;05 bis unter 10 Jahre;323748;3683
2018;02 Johannstadt;Deutsche;10 bis unter 20 Jahre;805160;4618
2018;02 Johannstadt;Deutsche;20 Jahre und mehr;2446380;5278
2018;02 Johannstadt;Ausländer;00 bis unter 1 Jahr;4069;835
2018;02 Johannstadt;Ausländer;01 bis unter 3 Jahre;26027;1225
2018;02 Johannstadt;Ausländer;03 bis unter 5 Jahre;18060;398
2018;02 Johannstadt;Ausländer;05 bis unter 10 Jahre;40214;473
2018;02 Johannstadt;Ausländer;10 bis unter 20 Jahre;45652;290
2018;02 Johannstadt;Ausländer;20 Jahre und mehr;9730;27
2018;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;00 bis unter 1 Jahr;24418;4563
2018;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;01 bis unter 3 Jahre;172314;7668
2018;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;03 bis unter 5 Jahre;227749;4905
2018;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;05 bis unter 10 Jahre;675270;7763
2018;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;10 bis unter 20 Jahre;1123435;6542
2018;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;20 Jahre und mehr;1039913;2783
2018;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;00 bis unter 1 Jahr;6125;1245
2018;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;01 bis unter 3 Jahre;30651;1401
2018;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;03 bis unter 5 Jahre;22453;497
2018;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;05 bis unter 10 Jahre;43695;510
2018;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;10 bis unter 20 Jahre;54002;332
2018;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;20 Jahre und mehr;9240;31
2018;04 Leipziger Vorstadt, Pieschen;Deutsche;00 bis unter 1 Jahr;25646;4749
2018;04 Leipziger Vorstadt, Pieschen;Deutsche;01 bis unter 3 Jahre;178182;7949
2018;04 Leipziger Vorstadt, Pieschen;Deutsche;03 bis unter 5 Jahre;230632;4945
2018;04 Leipziger Vorstadt, Pieschen;Deutsche;05 bis unter 10 Jahre;674785;7748
2018;04 Leipziger Vorstadt, Pieschen;Deutsche;10 bis unter 20 Jahre;1195440;6988
2018;04 Leipziger Vorstadt, Pieschen;Deutsche;20 Jahre und mehr;1235726;3115
2018;04 Leipziger Vorstadt, Pieschen;Ausländer;00 bis unter 1 Jahr;3661;758
2018;04 Leipziger Vorstadt, Pieschen;Ausländer;01 bis unter 3 Jahre;17190;781
2018;04 Leipziger Vorstadt, Pieschen;Ausländer;03 bis unter 5 Jahre;15217;331
2018;04 Leipziger Vorstadt, Pieschen;Ausländer;05 bis unter 10 Jahre;30454;358
2018;04 Leipziger Vorstadt, Pieschen;Ausländer;10 bis unter 20 Jahre;46391;276
2018;04 Leipziger Vorstadt, Pieschen;Ausländer;20 Jahre und mehr;4561;17
2018;05 Mickten, Kaditz, Trachau;Deutsche;00 bis unter 1 Jahr;13876;2543
2018;05 Mickten, Kaditz, Trachau;Deutsche;01 bis unter 3 Jahre;93489;4108
2018;05 Mickten, Kaditz, Trachau;Deutsche;03 bis unter 5 Jahre;153228;3268
2018;05 Mickten, Kaditz, Trachau;Deutsche;05 bis unter 10 Jahre;520211;5948
2018;05 Mickten, Kaditz, Trachau;Deutsche;10 bis unter 20 Jahre;1190706;6714
2018;05 Mickten, Kaditz, Trachau;Deutsche;20 Jahre und mehr;2156807;5095
2018;05 Mickten, Kaditz, Trachau;Ausländer;00 bis unter 1 Jahr;1563;310
2018;05 Mickten, Kaditz, Trachau;Ausländer;01 bis unter 3 Jahre;6917;321
2018;05 Mickten, Kaditz, Trachau;Ausländer;03 bis unter 5 Jahre;6202;136
