Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Geschlecht;Geborene
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;männlich;159
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;weiblich;173
2017;StB 0 Altstadt;02 Johannstadt;männlich;132
2017;StB 0 Altstadt;02 Johannstadt;weiblich;128
2017;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;männlich;309
2017;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;weiblich;317
2017;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;männlich;97
2017;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;weiblich;96
2017;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;männlich;228
2017;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;weiblich;200
2017;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;männlich;180
2017;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;weiblich;178
2017;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;männlich;130
2017;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;weiblich;121
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;männlich;156
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;weiblich;141
2017;StB 5 Blasewitz;08 Blasewitz, Striesen;männlich;339
2017;StB 5 Blasewitz;08 Blasewitz, Striesen;weiblich;311
2017;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;männlich;193
2017;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;weiblich;182
2017;StB 6 Leuben;10 StB Leuben;männlich;165
2017;StB 6 Leuben;10 StB Leuben;weiblich;181
2017;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);männlich;121
2017;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);weiblich;107
2017;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);männlich;166
2017;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);weiblich;167
2017;StB 8 Plauen;13 Südvorstadt, Zschertnitz;männlich;175
2017;StB 8 Plauen;13 Südvorstadt, Zschertnitz;weiblich;163
2017;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;männlich;133
2017;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;weiblich;134
2017;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;männlich;337
2017;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;weiblich;315
2017;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;männlich;108
2017;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;weiblich;97
2017;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;männlich;96
2017;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;weiblich;115
