Jahr;Stadtraum;Staatsangehörigkeit-1 Deutsche / Ausländer;Wohndauer in 6 Klassen;Wohndauer in Monaten;Anzahl Einwohner
2025;04 Leipziger Vorstadt, Pieschen;Ausländer;03 bis unter 5 Jahre;29422;669
2025;04 Leipziger Vorstadt, Pieschen;Ausländer;05 bis unter 10 Jahre;44833;529
2025;04 Leipziger Vorstadt, Pieschen;Ausländer;10 bis unter 20 Jahre;49346;289
2025;04 Leipziger Vorstadt, Pieschen;Ausländer;20 Jahre und mehr;33953;120
2025;05 Mickten, Kaditz, Trachau;Deutsche;00 bis unter 1 Jahr;9917;1791
2025;05 Mickten, Kaditz, Trachau;Deutsche;01 bis unter 3 Jahre;90026;3817
2025;05 Mickten, Kaditz, Trachau;Deutsche;03 bis unter 5 Jahre;147256;3119
2025;05 Mickten, Kaditz, Trachau;Deutsche;05 bis unter 10 Jahre;478592;5592
2025;05 Mickten, Kaditz, Trachau;Deutsche;10 bis unter 20 Jahre;1175319;6796
2025;05 Mickten, Kaditz, Trachau;Deutsche;20 Jahre und mehr;2535067;6389
2025;05 Mickten, Kaditz, Trachau;Ausländer;00 bis unter 1 Jahr;2161;414
2025;05 Mickten, Kaditz, Trachau;Ausländer;01 bis unter 3 Jahre;14047;594
2025;05 Mickten, Kaditz, Trachau;Ausländer;03 bis unter 5 Jahre;15781;357
2025;05 Mickten, Kaditz, Trachau;Ausländer;05 bis unter 10 Jahre;24700;296
2025;05 Mickten, Kaditz, Trachau;Ausländer;10 bis unter 20 Jahre;26089;154
2025;05 Mickten, Kaditz, Trachau;Ausländer;20 Jahre und mehr;16798;55
2025;06 StB Klotzsche und nördliche OS;Deutsche;00 bis unter 1 Jahr;7941;1459
2025;06 StB Klotzsche und nördliche OS;Deutsche;01 bis unter 3 Jahre;71243;3015
2025;06 StB Klotzsche und nördliche OS;Deutsche;03 bis unter 5 Jahre;124447;2649
2025;06 StB Klotzsche und nördliche OS;Deutsche;05 bis unter 10 Jahre;490804;5465
2025;06 StB Klotzsche und nördliche OS;Deutsche;10 bis unter 20 Jahre;1266663;7325
2025;06 StB Klotzsche und nördliche OS;Deutsche;20 Jahre und mehr;4243727;9989
2025;06 StB Klotzsche und nördliche OS;Ausländer;00 bis unter 1 Jahr;1603;310
2025;06 StB Klotzsche und nördliche OS;Ausländer;01 bis unter 3 Jahre;10021;428
2025;06 StB Klotzsche und nördliche OS;Ausländer;03 bis unter 5 Jahre;12464;281
2025;06 StB Klotzsche und nördliche OS;Ausländer;05 bis unter 10 Jahre;15881;184
2025;06 StB Klotzsche und nördliche OS;Ausländer;10 bis unter 20 Jahre;24643;140
2025;06 StB Klotzsche und nördliche OS;Ausländer;20 Jahre und mehr;16351;50
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;00 bis unter 1 Jahr;8993;1675
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;01 bis unter 3 Jahre;74586;3211
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;03 bis unter 5 Jahre;128700;2721
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;05 bis unter 10 Jahre;527847;6051
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;10 bis unter 20 Jahre;1437303;8254
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;20 Jahre und mehr;4046020;9939
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;00 bis unter 1 Jahr;1281;257
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;01 bis unter 3 Jahre;7747;351
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;03 bis unter 5 Jahre;9981;223
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;05 bis unter 10 Jahre;16289;197
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;10 bis unter 20 Jahre;24235;146
2025;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;20 Jahre und mehr;22796;67
2025;08 Blasewitz, Striesen;Deutsche;00 bis unter 1 Jahr;17991;3337
2025;08 Blasewitz, Striesen;Deutsche;01 bis unter 3 Jahre;147796;6405
2025;08 Blasewitz, Striesen;Deutsche;03 bis unter 5 Jahre;254959;5410
2025;08 Blasewitz, Striesen;Deutsche;05 bis unter 10 Jahre;919541;10405
2025;08 Blasewitz, Striesen;Deutsche;10 bis unter 20 Jahre;2050975;11854
2025;08 Blasewitz, Striesen;Deutsche;20 Jahre und mehr;3532278;9282
2025;08 Blasewitz, Striesen;Ausländer;00 bis unter 1 Jahr;4373;921
2025;08 Blasewitz, Striesen;Ausländer;01 bis unter 3 Jahre;30520;1356
2025;08 Blasewitz, Striesen;Ausländer;03 bis unter 5 Jahre;41202;909
2025;08 Blasewitz, Striesen;Ausländer;05 bis unter 10 Jahre;59314;693
2025;08 Blasewitz, Striesen;Ausländer;10 bis unter 20 Jahre;65522;388
2025;08 Blasewitz, Striesen;Ausländer;20 Jahre und mehr;35433;121
2025;09 Tolkewitz, Seidnitz, Gruna;Deutsche;00 bis unter 1 Jahr;11435;2089
2025;09 Tolkewitz, Seidnitz, Gruna;Deutsche;01 bis unter 3 Jahre;95319;4187
2025;09 Tolkewitz, Seidnitz, Gruna;Deutsche;03 bis unter 5 Jahre;151165;3196
2025;09 Tolkewitz, Seidnitz, Gruna;Deutsche;05 bis unter 10 Jahre;569366;6475
2025;09 Tolkewitz, Seidnitz, Gruna;Deutsche;10 bis unter 20 Jahre;1496178;8557
2025;09 Tolkewitz, Seidnitz, Gruna;Deutsche;20 Jahre und mehr;3835153;9330
2025;09 Tolkewitz, Seidnitz, Gruna;Ausländer;00 bis unter 1 Jahr;3883;729
2025;09 Tolkewitz, Seidnitz, Gruna;Ausländer;01 bis unter 3 Jahre;25044;1128
2025;09 Tolkewitz, Seidnitz, Gruna;Ausländer;03 bis unter 5 Jahre;32942;744
2025;09 Tolkewitz, Seidnitz, Gruna;Ausländer;05 bis unter 10 Jahre;43742;525
2025;09 Tolkewitz, Seidnitz, Gruna;Ausländer;10 bis unter 20 Jahre;40964;247
2025;09 Tolkewitz, Seidnitz, Gruna;Ausländer;20 Jahre und mehr;23100;74
2025;10 StB Leuben;Deutsche;00 bis unter 1 Jahr;13397;2357
2025;10 StB Leuben;Deutsche;01 bis unter 3 Jahre;96029;4175
2025;10 StB Leuben;Deutsche;03 bis unter 5 Jahre;160521;3379
2025;10 StB Leuben;Deutsche;05 bis unter 10 Jahre;592926;6786
2025;10 StB Leuben;Deutsche;10 bis unter 20 Jahre;1545558;8828
2025;10 StB Leuben;Deutsche;20 Jahre und mehr;4373707;10774
2025;10 StB Leuben;Ausländer;00 bis unter 1 Jahr;3617;689
2025;10 StB Leuben;Ausländer;01 bis unter 3 Jahre;23197;1020
2025;10 StB Leuben;Ausländer;03 bis unter 5 Jahre;24653;560
2025;10 StB Leuben;Ausländer;05 bis unter 10 Jahre;28385;331
2025;10 StB Leuben;Ausländer;10 bis unter 20 Jahre;22439;135
2025;10 StB Leuben;Ausländer;20 Jahre und mehr;23806;71
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;6997;1288
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;54808;2374
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;91400;1934
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;260358;2986
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;796654;4490
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;1879363;4634
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;8284;1557
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;60335;2660
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;74214;1660
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;97947;1167
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;36010;225
2025;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;17193;60
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;10594;1941
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;83897;3646
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;151945;3198
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;518285;5942
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;1368130;7770
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;3802120;9761
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;3933;786
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;20255;933
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;22327;496
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;29309;354
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;20063;122
2025;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;18122;60
2025;13 Südvorstadt, Zschertnitz;Deutsche;00 bis unter 1 Jahr;11372;2366
2025;13 Südvorstadt, Zschertnitz;Deutsche;01 bis unter 3 Jahre;87197;3901
2025;13 Südvorstadt, Zschertnitz;Deutsche;03 bis unter 5 Jahre;125136;2696
2025;13 Südvorstadt, Zschertnitz;Deutsche;05 bis unter 10 Jahre;365975;4298
2025;13 Südvorstadt, Zschertnitz;Deutsche;10 bis unter 20 Jahre;750248;4323
2025;13 Südvorstadt, Zschertnitz;Deutsche;20 Jahre und mehr;2417983;5592
2025;13 Südvorstadt, Zschertnitz;Ausländer;00 bis unter 1 Jahr;11960;2739
2025;13 Südvorstadt, Zschertnitz;Ausländer;01 bis unter 3 Jahre;58600;2667
2025;13 Südvorstadt, Zschertnitz;Ausländer;03 bis unter 5 Jahre;72395;1590
2025;13 Südvorstadt, Zschertnitz;Ausländer;05 bis unter 10 Jahre;161188;1902
2025;13 Südvorstadt, Zschertnitz;Ausländer;10 bis unter 20 Jahre;49654;302
2025;13 Südvorstadt, Zschertnitz;Ausländer;20 Jahre und mehr;25078;78
2025;14 Mockritz, Coschütz, Plauen;Deutsche;00 bis unter 1 Jahr;7426;1416
2025;14 Mockritz, Coschütz, Plauen;Deutsche;01 bis unter 3 Jahre;60669;2624
2025;14 Mockritz, Coschütz, Plauen;Deutsche;03 bis unter 5 Jahre;95223;2007
2025;14 Mockritz, Coschütz, Plauen;Deutsche;05 bis unter 10 Jahre;373796;4315
2025;14 Mockritz, Coschütz, Plauen;Deutsche;10 bis unter 20 Jahre;962320;5527
2025;14 Mockritz, Coschütz, Plauen;Deutsche;20 Jahre und mehr;2610080;6608
2025;14 Mockritz, Coschütz, Plauen;Ausländer;00 bis unter 1 Jahr;1809;381
2025;14 Mockritz, Coschütz, Plauen;Ausländer;01 bis unter 3 Jahre;11742;518
2025;14 Mockritz, Coschütz, Plauen;Ausländer;03 bis unter 5 Jahre;15225;341
2025;14 Mockritz, Coschütz, Plauen;Ausländer;05 bis unter 10 Jahre;21282;250
2025;14 Mockritz, Coschütz, Plauen;Ausländer;10 bis unter 20 Jahre;22545;127
2025;14 Mockritz, Coschütz, Plauen;Ausländer;20 Jahre und mehr;15706;50
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;00 bis unter 1 Jahr;19390;3626
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;01 bis unter 3 Jahre;153373;6621
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;03 bis unter 5 Jahre;238442;5066
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;05 bis unter 10 Jahre;731317;8412
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;10 bis unter 20 Jahre;1435244;8339
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;20 Jahre und mehr;2566506;6947
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;00 bis unter 1 Jahr;4513;869
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;01 bis unter 3 Jahre;25003;1129
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;03 bis unter 5 Jahre;29823;660
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;05 bis unter 10 Jahre;44376;536
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;10 bis unter 20 Jahre;43479;259
2025;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;20 Jahre und mehr;35553;123
2025;16 Gorbitz;Deutsche;00 bis unter 1 Jahr;5846;1070
2025;16 Gorbitz;Deutsche;01 bis unter 3 Jahre;47254;2104
2025;16 Gorbitz;Deutsche;03 bis unter 5 Jahre;72626;1544
2025;16 Gorbitz;Deutsche;05 bis unter 10 Jahre;283728;3311
2025;16 Gorbitz;Deutsche;10 bis unter 20 Jahre;626120;3611
2025;16 Gorbitz;Deutsche;20 Jahre und mehr;1388045;3635
2025;16 Gorbitz;Ausländer;00 bis unter 1 Jahr;8512;1612
2025;16 Gorbitz;Ausländer;01 bis unter 3 Jahre;59568;2714
2025;16 Gorbitz;Ausländer;03 bis unter 5 Jahre;60450;1349
2025;16 Gorbitz;Ausländer;05 bis unter 10 Jahre;85966;1042
2025;16 Gorbitz;Ausländer;10 bis unter 20 Jahre;27767;174
2025;16 Gorbitz;Ausländer;20 Jahre und mehr;12967;41
2025;17 Briesnitz und westliche OS;Deutsche;00 bis unter 1 Jahr;7028;1242
2025;17 Briesnitz und westliche OS;Deutsche;01 bis unter 3 Jahre;55768;2426
2025;17 Briesnitz und westliche OS;Deutsche;03 bis unter 5 Jahre;79575;1683
2025;17 Briesnitz und westliche OS;Deutsche;05 bis unter 10 Jahre;383012;4366
2025;17 Briesnitz und westliche OS;Deutsche;10 bis unter 20 Jahre;974693;5621
2025;17 Briesnitz und westliche OS;Deutsche;20 Jahre und mehr;2996542;7349
2025;17 Briesnitz und westliche OS;Ausländer;00 bis unter 1 Jahr;679;137
2025;17 Briesnitz und westliche OS;Ausländer;01 bis unter 3 Jahre;4604;208
2025;17 Briesnitz und westliche OS;Ausländer;03 bis unter 5 Jahre;4817;106
2025;17 Briesnitz und westliche OS;Ausländer;05 bis unter 10 Jahre;8193;99
2025;17 Briesnitz und westliche OS;Ausländer;10 bis unter 20 Jahre;13922;85
2025;17 Briesnitz und westliche OS;Ausländer;20 Jahre und mehr;8800;27
