Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Alter in Jahren bis 85 (über 85-Jährige werden Jahrgang 85 zugeordnet);Anzahl Einwohner
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;0 Jahre;329
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Jahre;305
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Jahre;275
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 Jahre;236
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;4 Jahre;234
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;5 Jahre;226
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;6 Jahre;214
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;7 Jahre;167
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;8 Jahre;180
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;9 Jahre;179
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10 Jahre;128
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;11 Jahre;167
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;12 Jahre;117
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;13 Jahre;121
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;14 Jahre;148
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;15 Jahre;102
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;16 Jahre;139
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;17 Jahre;171
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;18 Jahre;323
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;19 Jahre;524
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;20 Jahre;665
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;21 Jahre;754
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;22 Jahre;742
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;23 Jahre;855
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;24 Jahre;841
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 Jahre;843
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;26 Jahre;868
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;27 Jahre;1062
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;28 Jahre;992
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;29 Jahre;842
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;30 Jahre;773
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;31 Jahre;707
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;32 Jahre;645
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;33 Jahre;558
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;34 Jahre;558
2017;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;35 Jahre;476
