Jahr;Stadtraum;Staatsangehörigkeit-1 Deutsche / Ausländer;Wohndauer in 6 Klassen;Wohndauer in Monaten;Anzahl Einwohner
2016;01 StB Altstadt ohne Johannstadt;Deutsche;00 bis unter 1 Jahr;20382;4088
2016;01 StB Altstadt ohne Johannstadt;Deutsche;01 bis unter 3 Jahre;127332;5763
2016;01 StB Altstadt ohne Johannstadt;Deutsche;03 bis unter 5 Jahre;149067;3229
2016;01 StB Altstadt ohne Johannstadt;Deutsche;05 bis unter 10 Jahre;400131;4649
2016;01 StB Altstadt ohne Johannstadt;Deutsche;10 bis unter 20 Jahre;740994;4231
2016;01 StB Altstadt ohne Johannstadt;Deutsche;20 Jahre und mehr;2614048;5063
2016;01 StB Altstadt ohne Johannstadt;Ausländer;00 bis unter 1 Jahr;10838;2643
2016;01 StB Altstadt ohne Johannstadt;Ausländer;01 bis unter 3 Jahre;28742;1448
2016;01 StB Altstadt ohne Johannstadt;Ausländer;03 bis unter 5 Jahre;22175;484
2016;01 StB Altstadt ohne Johannstadt;Ausländer;05 bis unter 10 Jahre;46141;543
2016;01 StB Altstadt ohne Johannstadt;Ausländer;10 bis unter 20 Jahre;47963;301
2016;01 StB Altstadt ohne Johannstadt;Ausländer;20 Jahre und mehr;4055;14
2016;02 Johannstadt;Deutsche;00 bis unter 1 Jahr;10254;2023
2016;02 Johannstadt;Deutsche;01 bis unter 3 Jahre;83698;3836
2016;02 Johannstadt;Deutsche;03 bis unter 5 Jahre;104157;2220
2016;02 Johannstadt;Deutsche;05 bis unter 10 Jahre;339468;3956
2016;02 Johannstadt;Deutsche;10 bis unter 20 Jahre;808120;4657
2016;02 Johannstadt;Deutsche;20 Jahre und mehr;2426938;5164
2016;02 Johannstadt;Ausländer;00 bis unter 1 Jahr;3967;890
2016;02 Johannstadt;Ausländer;01 bis unter 3 Jahre;16467;795
2016;02 Johannstadt;Ausländer;03 bis unter 5 Jahre;16215;349
2016;02 Johannstadt;Ausländer;05 bis unter 10 Jahre;37547;449
2016;02 Johannstadt;Ausländer;10 bis unter 20 Jahre;34501;224
2016;02 Johannstadt;Ausländer;20 Jahre und mehr;8120;21
2016;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;00 bis unter 1 Jahr;25803;5040
2016;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;01 bis unter 3 Jahre;171815;7754
2016;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;03 bis unter 5 Jahre;235522;5017
2016;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;05 bis unter 10 Jahre;652710;7725
2016;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;10 bis unter 20 Jahre;1090005;6327
2016;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;20 Jahre und mehr;866881;2158
2016;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;00 bis unter 1 Jahr;6100;1266
2016;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;01 bis unter 3 Jahre;20188;976
2016;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;03 bis unter 5 Jahre;19037;415
2016;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;05 bis unter 10 Jahre;42946;499
2016;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;10 bis unter 20 Jahre;44286;275
2016;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;20 Jahre und mehr;5012;15
2016;04 Leipziger Vorstadt, Pieschen;Deutsche;00 bis unter 1 Jahr;27059;5157
2016;04 Leipziger Vorstadt, Pieschen;Deutsche;01 bis unter 3 Jahre;170706;7657
2016;04 Leipziger Vorstadt, Pieschen;Deutsche;03 bis unter 5 Jahre;239822;5109
2016;04 Leipziger Vorstadt, Pieschen;Deutsche;05 bis unter 10 Jahre;685987;7997
2016;04 Leipziger Vorstadt, Pieschen;Deutsche;10 bis unter 20 Jahre;1143861;6639
