Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Alter in Jahren bis 85 (über 85-Jährige werden Jahrgang 85 zugeordnet);Anzahl Einwohner
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;0 Jahre;356
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Jahre;417
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Jahre;371
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 Jahre;362
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;4 Jahre;302
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;5 Jahre;321
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;6 Jahre;275
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;7 Jahre;285
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;8 Jahre;267
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;9 Jahre;242
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10 Jahre;266
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;11 Jahre;252
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;12 Jahre;209
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;13 Jahre;197
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;14 Jahre;214
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;15 Jahre;191
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;16 Jahre;207
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;17 Jahre;191
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;18 Jahre;376
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;19 Jahre;551
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;20 Jahre;640
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;21 Jahre;867
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;22 Jahre;992
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;23 Jahre;1022
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;24 Jahre;1080
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 Jahre;1082
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;26 Jahre;1061
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;27 Jahre;981
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;28 Jahre;963
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;29 Jahre;882
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;30 Jahre;904
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;31 Jahre;826
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;32 Jahre;943
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;33 Jahre;981
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;34 Jahre;823
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;35 Jahre;776
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;36 Jahre;684
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;37 Jahre;674
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;38 Jahre;563
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;39 Jahre;551
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;40 Jahre;495
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;41 Jahre;445
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;42 Jahre;459
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;43 Jahre;403
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;44 Jahre;358
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 Jahre;356
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;46 Jahre;294
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;47 Jahre;275
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;48 Jahre;232
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;49 Jahre;263
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;50 Jahre;237
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;51 Jahre;275
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;52 Jahre;242
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;53 Jahre;282
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;54 Jahre;275
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;55 Jahre;272
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;56 Jahre;303
