Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Familienstand;Geschlecht;Anzahl Einwohner
2016;01 Innere Altstadt;StB 0 Altstadt;ledig;männlich;474
2016;01 Innere Altstadt;StB 0 Altstadt;ledig;weiblich;383
2016;01 Innere Altstadt;StB 0 Altstadt;verheiratet;männlich;285
2016;01 Innere Altstadt;StB 0 Altstadt;verheiratet;weiblich;281
2016;01 Innere Altstadt;StB 0 Altstadt;verwitwet;männlich;28
2016;01 Innere Altstadt;StB 0 Altstadt;verwitwet;weiblich;155
2016;01 Innere Altstadt;StB 0 Altstadt;geschieden;männlich;41
2016;01 Innere Altstadt;StB 0 Altstadt;geschieden;weiblich;68
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;männlich;1665
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;weiblich;1353
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;männlich;826
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;weiblich;799
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;männlich;106
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;weiblich;518
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;männlich;235
2016;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;weiblich;360
2016;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;männlich;2190
2016;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;weiblich;1586
2016;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;männlich;1184
2016;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;weiblich;1152
2016;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;männlich;139
2016;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;weiblich;572
2016;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;männlich;242
2016;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;weiblich;347
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;männlich;2053
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;weiblich;1677
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;männlich;1416
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;weiblich;1417
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;männlich;166
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;weiblich;746
2016;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;männlich;317
