Jahr;Stadtraum;Staatsangehörigkeit-1 Deutsche / Ausländer;Wohndauer in 6 Klassen;Wohndauer in Monaten;Anzahl Einwohner
2020;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;03 bis unter 5 Jahre;33006;716
2020;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;05 bis unter 10 Jahre;43109;519
2020;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;10 bis unter 20 Jahre;61820;369
2020;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;20 Jahre und mehr;15044;52
2020;04 Leipziger Vorstadt, Pieschen;Deutsche;00 bis unter 1 Jahr;24407;4405
2020;04 Leipziger Vorstadt, Pieschen;Deutsche;01 bis unter 3 Jahre;161968;7130
2020;04 Leipziger Vorstadt, Pieschen;Deutsche;03 bis unter 5 Jahre;248640;5332
2020;04 Leipziger Vorstadt, Pieschen;Deutsche;05 bis unter 10 Jahre;639290;7368
2020;04 Leipziger Vorstadt, Pieschen;Deutsche;10 bis unter 20 Jahre;1225570;7271
2020;04 Leipziger Vorstadt, Pieschen;Deutsche;20 Jahre und mehr;1418470;3781
2020;04 Leipziger Vorstadt, Pieschen;Ausländer;00 bis unter 1 Jahr;3528;666
2020;04 Leipziger Vorstadt, Pieschen;Ausländer;01 bis unter 3 Jahre;16526;746
2020;04 Leipziger Vorstadt, Pieschen;Ausländer;03 bis unter 5 Jahre;19493;422
2020;04 Leipziger Vorstadt, Pieschen;Ausländer;05 bis unter 10 Jahre;32043;373
2020;04 Leipziger Vorstadt, Pieschen;Ausländer;10 bis unter 20 Jahre;47692;275
2020;04 Leipziger Vorstadt, Pieschen;Ausländer;20 Jahre und mehr;10098;38
2020;05 Mickten, Kaditz, Trachau;Deutsche;00 bis unter 1 Jahr;14487;2561
2020;05 Mickten, Kaditz, Trachau;Deutsche;01 bis unter 3 Jahre;96721;4191
2020;05 Mickten, Kaditz, Trachau;Deutsche;03 bis unter 5 Jahre;140598;3003
2020;05 Mickten, Kaditz, Trachau;Deutsche;05 bis unter 10 Jahre;504595;5750
2020;05 Mickten, Kaditz, Trachau;Deutsche;10 bis unter 20 Jahre;1104204;6424
2020;05 Mickten, Kaditz, Trachau;Deutsche;20 Jahre und mehr;2383368;5944
2020;05 Mickten, Kaditz, Trachau;Ausländer;00 bis unter 1 Jahr;1568;307
2020;05 Mickten, Kaditz, Trachau;Ausländer;01 bis unter 3 Jahre;7301;331
2020;05 Mickten, Kaditz, Trachau;Ausländer;03 bis unter 5 Jahre;8972;195
2020;05 Mickten, Kaditz, Trachau;Ausländer;05 bis unter 10 Jahre;14012;165
2020;05 Mickten, Kaditz, Trachau;Ausländer;10 bis unter 20 Jahre;22304;132
2020;05 Mickten, Kaditz, Trachau;Ausländer;20 Jahre und mehr;8822;26
2020;06 StB Klotzsche und nördliche OS;Deutsche;00 bis unter 1 Jahr;10230;1780
2020;06 StB Klotzsche und nördliche OS;Deutsche;01 bis unter 3 Jahre;79266;3400
2020;06 StB Klotzsche und nördliche OS;Deutsche;03 bis unter 5 Jahre;153412;3285
2020;06 StB Klotzsche und nördliche OS;Deutsche;05 bis unter 10 Jahre;479265;5505
2020;06 StB Klotzsche und nördliche OS;Deutsche;10 bis unter 20 Jahre;1228156;7050
2020;06 StB Klotzsche und nördliche OS;Deutsche;20 Jahre und mehr;4022429;9556
2020;06 StB Klotzsche und nördliche OS;Ausländer;00 bis unter 1 Jahr;800;165
2020;06 StB Klotzsche und nördliche OS;Ausländer;01 bis unter 3 Jahre;4262;204
2020;06 StB Klotzsche und nördliche OS;Ausländer;03 bis unter 5 Jahre;5996;127
2020;06 StB Klotzsche und nördliche OS;Ausländer;05 bis unter 10 Jahre;11122;133
2020;06 StB Klotzsche und nördliche OS;Ausländer;10 bis unter 20 Jahre;20411;125
2020;06 StB Klotzsche und nördliche OS;Ausländer;20 Jahre und mehr;9649;29
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;00 bis unter 1 Jahr;12298;2283
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;01 bis unter 3 Jahre;92345;3996
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;03 bis unter 5 Jahre;143117;3032
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;05 bis unter 10 Jahre;542802;6202
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;10 bis unter 20 Jahre;1409730;8134
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;20 Jahre und mehr;3712582;9172
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;00 bis unter 1 Jahr;1166;215
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;01 bis unter 3 Jahre;5677;259
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;03 bis unter 5 Jahre;5182;113
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;05 bis unter 10 Jahre;15518;182
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;10 bis unter 20 Jahre;19695;114
2020;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;20 Jahre und mehr;13430;40
2020;08 Blasewitz, Striesen;Deutsche;00 bis unter 1 Jahr;22778;4168
2020;08 Blasewitz, Striesen;Deutsche;01 bis unter 3 Jahre;184227;8060
2020;08 Blasewitz, Striesen;Deutsche;03 bis unter 5 Jahre;312868;6690
2020;08 Blasewitz, Striesen;Deutsche;05 bis unter 10 Jahre;860893;9936
2020;08 Blasewitz, Striesen;Deutsche;10 bis unter 20 Jahre;1901041;11045
2020;08 Blasewitz, Striesen;Deutsche;20 Jahre und mehr;3226658;8153
2020;08 Blasewitz, Striesen;Ausländer;00 bis unter 1 Jahr;3244;616
2020;08 Blasewitz, Striesen;Ausländer;01 bis unter 3 Jahre;21136;981
2020;08 Blasewitz, Striesen;Ausländer;03 bis unter 5 Jahre;25916;581
2020;08 Blasewitz, Striesen;Ausländer;05 bis unter 10 Jahre;38308;466
2020;08 Blasewitz, Striesen;Ausländer;10 bis unter 20 Jahre;56239;339
2020;08 Blasewitz, Striesen;Ausländer;20 Jahre und mehr;13736;46
2020;09 Tolkewitz, Seidnitz, Gruna;Deutsche;00 bis unter 1 Jahr;15411;2793
2020;09 Tolkewitz, Seidnitz, Gruna;Deutsche;01 bis unter 3 Jahre;112448;4836
2020;09 Tolkewitz, Seidnitz, Gruna;Deutsche;03 bis unter 5 Jahre;190253;4059
2020;09 Tolkewitz, Seidnitz, Gruna;Deutsche;05 bis unter 10 Jahre;609246;6920
2020;09 Tolkewitz, Seidnitz, Gruna;Deutsche;10 bis unter 20 Jahre;1561628;8920
2020;09 Tolkewitz, Seidnitz, Gruna;Deutsche;20 Jahre und mehr;3629425;8520
2020;09 Tolkewitz, Seidnitz, Gruna;Ausländer;00 bis unter 1 Jahr;1996;405
2020;09 Tolkewitz, Seidnitz, Gruna;Ausländer;01 bis unter 3 Jahre;11990;556
2020;09 Tolkewitz, Seidnitz, Gruna;Ausländer;03 bis unter 5 Jahre;13953;300
2020;09 Tolkewitz, Seidnitz, Gruna;Ausländer;05 bis unter 10 Jahre;22453;263
2020;09 Tolkewitz, Seidnitz, Gruna;Ausländer;10 bis unter 20 Jahre;29607;180
2020;09 Tolkewitz, Seidnitz, Gruna;Ausländer;20 Jahre und mehr;14420;47
2020;10 StB Leuben;Deutsche;00 bis unter 1 Jahr;15846;2845
2020;10 StB Leuben;Deutsche;01 bis unter 3 Jahre;112913;4907
2020;10 StB Leuben;Deutsche;03 bis unter 5 Jahre;185576;3987
2020;10 StB Leuben;Deutsche;05 bis unter 10 Jahre;601965;6905
2020;10 StB Leuben;Deutsche;10 bis unter 20 Jahre;1676256;9623
2020;10 StB Leuben;Deutsche;20 Jahre und mehr;4029836;9683
2020;10 StB Leuben;Ausländer;00 bis unter 1 Jahr;2001;431
2020;10 StB Leuben;Ausländer;01 bis unter 3 Jahre;9076;438
2020;10 StB Leuben;Ausländer;03 bis unter 5 Jahre;10365;222
2020;10 StB Leuben;Ausländer;05 bis unter 10 Jahre;12384;151
2020;10 StB Leuben;Ausländer;10 bis unter 20 Jahre;20273;120
2020;10 StB Leuben;Ausländer;20 Jahre und mehr;14761;41
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;8435;1539
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;60861;2733
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;89117;1906
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;323032;3706
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;866268;5064
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;1798391;4440
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;5498;990
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;30072;1364
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;43967;969
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;26361;334
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;28030;163
2020;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;7328;23
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;12895;2397
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;103420;4475
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;154768;3311
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;510592;5850
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;1458257;8326
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;3337558;8578
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;2324;549
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;12734;616
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;12075;265
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;12453;153
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;18472;106
2020;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;10074;34
2020;13 Südvorstadt, Zschertnitz;Deutsche;00 bis unter 1 Jahr;13542;2717
2020;13 Südvorstadt, Zschertnitz;Deutsche;01 bis unter 3 Jahre;105656;4882
2020;13 Südvorstadt, Zschertnitz;Deutsche;03 bis unter 5 Jahre;128271;2817
2020;13 Südvorstadt, Zschertnitz;Deutsche;05 bis unter 10 Jahre;343204;3977
2020;13 Südvorstadt, Zschertnitz;Deutsche;10 bis unter 20 Jahre;781596;4503
2020;13 Südvorstadt, Zschertnitz;Deutsche;20 Jahre und mehr;2464551;5662
2020;13 Südvorstadt, Zschertnitz;Ausländer;00 bis unter 1 Jahr;11427;2383
2020;13 Südvorstadt, Zschertnitz;Ausländer;01 bis unter 3 Jahre;70892;3259
2020;13 Südvorstadt, Zschertnitz;Ausländer;03 bis unter 5 Jahre;71313;1586
2020;13 Südvorstadt, Zschertnitz;Ausländer;05 bis unter 10 Jahre;43097;544
2020;13 Südvorstadt, Zschertnitz;Ausländer;10 bis unter 20 Jahre;34257;211
2020;13 Südvorstadt, Zschertnitz;Ausländer;20 Jahre und mehr;17294;55
2020;14 Mockritz, Coschütz, Plauen;Deutsche;00 bis unter 1 Jahr;10471;1862
2020;14 Mockritz, Coschütz, Plauen;Deutsche;01 bis unter 3 Jahre;78914;3496
2020;14 Mockritz, Coschütz, Plauen;Deutsche;03 bis unter 5 Jahre;117134;2503
2020;14 Mockritz, Coschütz, Plauen;Deutsche;05 bis unter 10 Jahre;372195;4293
2020;14 Mockritz, Coschütz, Plauen;Deutsche;10 bis unter 20 Jahre;969429;5589
2020;14 Mockritz, Coschütz, Plauen;Deutsche;20 Jahre und mehr;2324349;5917
2020;14 Mockritz, Coschütz, Plauen;Ausländer;00 bis unter 1 Jahr;1446;267
2020;14 Mockritz, Coschütz, Plauen;Ausländer;01 bis unter 3 Jahre;10699;484
2020;14 Mockritz, Coschütz, Plauen;Ausländer;03 bis unter 5 Jahre;10472;228
2020;14 Mockritz, Coschütz, Plauen;Ausländer;05 bis unter 10 Jahre;13199;162
2020;14 Mockritz, Coschütz, Plauen;Ausländer;10 bis unter 20 Jahre;19868;120
2020;14 Mockritz, Coschütz, Plauen;Ausländer;20 Jahre und mehr;7767;26
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;00 bis unter 1 Jahr;24401;4415
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;01 bis unter 3 Jahre;181771;8104
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;03 bis unter 5 Jahre;272059;5866
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;05 bis unter 10 Jahre;659956;7728
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;10 bis unter 20 Jahre;1422540;8242
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;20 Jahre und mehr;2083434;5504
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;00 bis unter 1 Jahr;2753;549
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;01 bis unter 3 Jahre;16394;753
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;03 bis unter 5 Jahre;17069;377
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;05 bis unter 10 Jahre;24179;289
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;10 bis unter 20 Jahre;46055;265
2020;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;20 Jahre und mehr;10213;36
2020;16 Gorbitz;Deutsche;00 bis unter 1 Jahr;8169;1439
2020;16 Gorbitz;Deutsche;01 bis unter 3 Jahre;65472;2954
2020;16 Gorbitz;Deutsche;03 bis unter 5 Jahre;89547;1932
2020;16 Gorbitz;Deutsche;05 bis unter 10 Jahre;309280;3539
2020;16 Gorbitz;Deutsche;10 bis unter 20 Jahre;693721;4028
2020;16 Gorbitz;Deutsche;20 Jahre und mehr;1332832;3540
2020;16 Gorbitz;Ausländer;00 bis unter 1 Jahr;7082;1322
2020;16 Gorbitz;Ausländer;01 bis unter 3 Jahre;35070;1625
2020;16 Gorbitz;Ausländer;03 bis unter 5 Jahre;35859;797
2020;16 Gorbitz;Ausländer;05 bis unter 10 Jahre;24084;294
2020;16 Gorbitz;Ausländer;10 bis unter 20 Jahre;17471;104
2020;16 Gorbitz;Ausländer;20 Jahre und mehr;8291;25
2020;17 Briesnitz und westliche OS;Deutsche;00 bis unter 1 Jahr;8821;1578
2020;17 Briesnitz und westliche OS;Deutsche;01 bis unter 3 Jahre;66827;2912
2020;17 Briesnitz und westliche OS;Deutsche;03 bis unter 5 Jahre;106170;2289
2020;17 Briesnitz und westliche OS;Deutsche;05 bis unter 10 Jahre;373961;4242
2020;17 Briesnitz und westliche OS;Deutsche;10 bis unter 20 Jahre;963545;5503
2020;17 Briesnitz und westliche OS;Deutsche;20 Jahre und mehr;2722131;6722
2020;17 Briesnitz und westliche OS;Ausländer;00 bis unter 1 Jahr;438;92
2020;17 Briesnitz und westliche OS;Ausländer;01 bis unter 3 Jahre;2526;118
2020;17 Briesnitz und westliche OS;Ausländer;03 bis unter 5 Jahre;2598;54
2020;17 Briesnitz und westliche OS;Ausländer;05 bis unter 10 Jahre;6667;82
2020;17 Briesnitz und westliche OS;Ausländer;10 bis unter 20 Jahre;8949;56
2020;17 Briesnitz und westliche OS;Ausländer;20 Jahre und mehr;5639;18
