Datum;Jahr;Monat;Tag;Laborbestätigte Fälle (Meldedatum);Laborbestätigte Fälle (kumuliert);Laborbestätigte Fälle (übermittelt);Einweisung Krankenhaus;Einweisung Krankenhaus (kumuliert);Sterbefälle;Sterbefälle (kumuliert);Genesene (geschätzt);Genesene (geschätzt, kumuliert)
2021-05-08;2021;05;08;56;29353;29353;2;2516;2;1072;63;26620
2021-05-09;2021;05;09;8;29361;29361;3;2519;1;1073;34;26654
2021-05-10;2021;05;10;111;29472;29472;17;2536;2;1075;162;26816
2021-05-11;2021;05;11;95;29567;29567;7;2543;1;1076;176;26992
2021-05-12;2021;05;12;93;29660;29660;5;2548;1;1077;153;27145
2021-05-13;2021;05;13;54;29714;29714;0;2548;3;1080;106;27251
2021-05-14;2021;05;14;49;29763;29763;10;2558;3;1083;100;27351
2021-05-15;2021;05;15;63;29826;29826;0;2558;0;1083;78;27429
2021-05-16;2021;05;16;5;29831;29831;3;2561;0;1083;20;27449
2021-05-17;2021;05;17;77;29908;29908;15;2576;1;1084;128;27577
2021-05-18;2021;05;18;115;30023;30023;5;2581;0;1084;168;27745
2021-05-19;2021;05;19;80;30103;30103;2;2583;0;1084;127;27872
2021-05-20;2021;05;20;50;30153;30153;4;2587;0;1084;122;27994
2021-05-21;2021;05;21;39;30192;30192;8;2595;4;1088;88;28082
2021-05-22;2021;05;22;23;30215;30215;1;2596;0;1088;63;28145
2021-05-23;2021;05;23;16;30231;30231;1;2597;2;1090;13;28158
2021-05-24;2021;05;24;17;30248;30248;2;2599;1;1091;95;28253
2021-05-25;2021;05;25;44;30292;30292;7;2606;0;1091;89;28342
2021-05-26;2021;05;26;32;30324;30324;3;2609;2;1093;108;28450
2021-05-27;2021;05;27;34;30358;30358;4;2613;0;1093;62;28512
2021-05-28;2021;05;28;25;30383;30383;1;2614;0;1093;47;28559
2021-05-29;2021;05;29;24;30407;30407;0;2614;0;1093;71;28630
2021-05-30;2021;05;30;3;30410;30410;0;2614;0;1093;13;28643
2021-05-31;2021;05;31;27;30437;30437;2;2616;1;1094;64;28707
2021-06-01;2021;06;01;31;30468;30468;1;2617;2;1096;110;28817
2021-06-02;2021;06;02;12;30480;30480;4;2621;0;1096;95;28912
2021-06-03;2021;06;03;15;30495;30495;1;2622;4;1100;49;28961
2021-06-04;2021;06;04;6;30501;30501;1;2623;1;1101;36;28997
2021-06-05;2021;06;05;13;30514;30514;0;2623;1;1102;27;29024
2021-06-06;2021;06;06;0;30514;30514;0;2623;0;1102;21;29045
2021-06-07;2021;06;07;9;30523;30523;2;2625;2;1104;15;29060
2021-06-08;2021;06;08;9;30532;30532;1;2626;0;1104;40;29100
2021-06-09;2021;06;09;5;30537;30537;2;2628;0;1104;46;29146
2021-06-10;2021;06;10;18;30555;30555;0;2628;1;1105;36;29182
2021-06-11;2021;06;11;4;30559;30559;1;2629;0;1105;29;29211
2021-06-12;2021;06;12;3;30562;30562;0;2629;1;1106;23;29234
2021-06-13;2021;06;13;2;30564;30564;0;2629;0;1106;13;29247
2021-06-14;2021;06;14;5;30569;30569;0;2629;0;1106;25;29272
2021-06-15;2021;06;15;7;30576;30576;0;2629;1;1107;32;29304
2021-06-16;2021;06;16;7;30583;30583;0;2629;0;1107;23;29327
2021-06-17;2021;06;17;11;30594;30594;3;2632;0;1107;19;29346
2021-06-18;2021;06;18;4;30598;30598;0;2632;1;1108;6;29352
2021-06-19;2021;06;19;3;30601;30601;0;2632;0;1108;17;29369
2021-06-20;2021;06;20;1;30602;30602;0;2632;0;1108;8;29377
2021-06-21;2021;06;21;5;30607;30607;3;2635;1;1109;7;29384
2021-06-22;2021;06;22;12;30619;30619;0;2635;0;1109;9;29393
2021-06-23;2021;06;23;5;30624;30624;0;2635;0;1109;5;29398
2021-06-24;2021;06;24;8;30632;30632;0;2635;0;1109;25;29423
2021-06-25;2021;06;25;10;30642;30642;0;2635;0;1109;6;29429
2021-06-26;2021;06;26;4;30646;30646;0;2635;0;1109;7;29436
2021-06-27;2021;06;27;1;30647;30647;0;2635;0;1109;3;29439
2021-06-28;2021;06;28;10;30657;30657;0;2635;0;1109;5;29444
2021-06-29;2021;06;29;8;30665;30665;0;2635;0;1109;7;29451
2021-06-30;2021;06;30;2;30667;30667;0;2635;0;1109;9;29460
2021-07-01;2021;07;01;5;30672;30672;0;2635;0;1109;9;29469
2021-07-02;2021;07;02;1;30673;30673;1;2636;0;1109;8;29477
2021-07-03;2021;07;03;1;30674;30674;0;2636;0;1109;4;29481
2021-07-04;2021;07;04;1;30675;30675;0;2636;0;1109;2;29483
2021-07-05;2021;07;05;2;30677;30677;1;2637;1;1110;1;29484
2021-07-06;2021;07;06;8;30685;30685;0;2637;0;1110;12;29496
2021-07-07;2021;07;07;6;30691;30691;0;2637;0;1110;7;29503
2021-07-08;2021;07;08;3;30694;30694;0;2637;0;1110;9;29512
2021-07-09;2021;07;09;2;30696;30696;0;2637;0;1110;12;29524
2021-07-10;2021;07;10;12;30708;30708;0;2637;0;1110;4;29528
2021-07-11;2021;07;11;0;30708;30708;0;2637;0;1110;2;29530
2021-07-12;2021;07;12;6;30714;30714;0;2637;0;1110;10;29540
2021-07-13;2021;07;13;20;30734;30734;1;2638;0;1110;8;29548
2021-07-14;2021;07;14;3;30737;30737;0;2638;0;1110;2;29550
2021-07-15;2021;07;15;7;30744;30744;2;2640;1;1111;4;29554
2021-07-16;2021;07;16;16;30760;30760;1;2641;0;1111;0;29554
2021-07-17;2021;07;17;9;30769;30769;0;2641;1;1112;3;29557
2021-07-18;2021;07;18;2;30771;30771;0;2641;0;1112;1;29558
2021-07-19;2021;07;19;5;30776;30776;2;2643;0;1112;1;29559
2021-07-20;2021;07;20;10;30786;30786;0;2643;0;1112;7;29566
2021-07-21;2021;07;21;10;30796;30796;1;2644;0;1112;9;29575
2021-07-22;2021;07;22;11;30807;30807;0;2644;1;1113;2;29577
2021-07-23;2021;07;23;22;30829;30829;2;2646;0;1113;2;29579
2021-07-24;2021;07;24;5;30834;30834;0;2646;0;1113;12;29591
2021-07-25;2021;07;25;2;30836;30836;0;2646;0;1113;0;29591
2021-07-26;2021;07;26;4;30840;30840;2;2648;0;1113;6;29597
2021-07-27;2021;07;27;20;30860;30860;1;2649;0;1113;19;29616
2021-07-28;2021;07;28;14;30874;30874;2;2651;0;1113;3;29619
2021-07-29;2021;07;29;8;30882;30882;0;2651;0;1113;5;29624
2021-07-30;2021;07;30;8;30890;30890;1;2652;1;1114;14;29638
2021-07-31;2021;07;31;6;30896;30896;0;2652;0;1114;9;29647
2021-08-01;2021;08;01;0;30896;30896;0;2652;0;1114;3;29650
2021-08-02;2021;08;02;10;30906;30906;1;2653;0;1114;3;29653
2021-08-03;2021;08;03;15;30921;30921;0;2653;0;1114;10;29663
2021-08-04;2021;08;04;5;30926;30926;0;2653;0;1114;10;29673
2021-08-05;2021;08;05;17;30943;30943;0;2653;0;1114;12;29685
2021-08-06;2021;08;06;9;30952;30952;2;2655;0;1114;20;29705
2021-08-07;2021;08;07;11;30963;30963;1;2656;0;1114;5;29710
2021-08-08;2021;08;08;1;30964;30964;0;2656;0;1114;2;29712
2021-08-09;2021;08;09;14;30978;30978;1;2657;0;1114;2;29714
2021-08-10;2021;08;10;19;30997;30997;0;2657;0;1114;19;29733
2021-08-11;2021;08;11;19;31016;31016;0;2657;0;1114;12;29745
2021-08-12;2021;08;12;32;31048;31048;0;2657;0;1114;9;29754
2021-08-13;2021;08;13;13;31061;31061;2;2659;0;1114;7;29761
2021-08-14;2021;08;14;27;31088;31088;0;2659;0;1114;8;29769
2021-08-15;2021;08;15;1;31089;31089;1;2660;0;1114;1;29770
2021-08-16;2021;08;16;20;31109;31109;2;2662;0;1114;9;29779
2021-08-17;2021;08;17;32;31141;31141;2;2664;0;1114;15;29794
2021-08-18;2021;08;18;33;31174;31174;1;2665;0;1114;7;29801
2021-08-19;2021;08;19;31;31205;31205;1;2666;0;1114;17;29818
2021-08-20;2021;08;20;25;31230;31230;3;2669;1;1115;7;29825
2021-08-21;2021;08;21;16;31246;31246;0;2669;0;1115;10;29835
2021-08-22;2021;08;22;12;31258;31258;0;2669;0;1115;3;29838
2021-08-23;2021;08;23;20;31278;31278;0;2669;0;1115;13;29851
2021-08-24;2021;08;24;60;31338;31338;1;2670;0;1115;19;29870
2021-08-25;2021;08;25;50;31388;31388;2;2672;0;1115;21;29891
2021-08-26;2021;08;26;35;31423;31423;2;2674;1;1116;32;29923
2021-08-27;2021;08;27;27;31450;31450;1;2675;0;1116;13;29936
2021-08-28;2021;08;28;6;31456;31456;0;2675;0;1116;27;29963
2021-08-29;2021;08;29;8;31464;31464;0;2675;0;1116;1;29964
2021-08-30;2021;08;30;45;31509;31509;4;2679;0;1116;18;29982
2021-08-31;2021;08;31;37;31546;31546;1;2680;0;1116;30;30012
2021-09-01;2021;09;01;40;31586;31586;3;2683;1;1117;32;30044
2021-09-02;2021;09;02;71;31657;31657;1;2684;0;1117;30;30074
2021-09-03;2021;09;03;24;31681;31681;3;2687;0;1117;22;30096
2021-09-04;2021;09;04;39;31720;31720;0;2687;1;1118;15;30111
2021-09-05;2021;09;05;13;31733;31733;0;2687;0;1118;14;30125
2021-09-06;2021;09;06;56;31789;31789;1;2688;0;1118;21;30146
2021-09-07;2021;09;07;84;31873;31873;3;2691;0;1118;59;30205
2021-09-08;2021;09;08;61;31934;31934;2;2693;1;1119;48;30253
2021-09-09;2021;09;09;42;31976;31976;0;2693;0;1119;33;30286
2021-09-10;2021;09;10;43;32019;32019;1;2694;0;1119;26;30312
2021-09-11;2021;09;11;53;32072;32072;1;2695;0;1119;6;30318
2021-09-12;2021;09;12;12;32084;32084;1;2696;0;1119;10;30328
2021-09-13;2021;09;13;60;32144;32144;5;2701;0;1119;41;30369
2021-09-14;2021;09;14;52;32196;32196;0;2701;0;1119;37;30406
2021-09-15;2021;09;15;44;32240;32240;2;2703;0;1119;39;30445
2021-09-16;2021;09;16;54;32294;32294;2;2705;0;1119;72;30517
2021-09-17;2021;09;17;51;32345;32345;3;2708;0;1119;22;30539
2021-09-18;2021;09;18;30;32375;32375;0;2708;1;1120;39;30578
2021-09-19;2021;09;19;16;32391;32391;1;2709;0;1120;16;30594
2021-09-20;2021;09;20;31;32422;32422;7;2716;0;1120;55;30649
2021-09-21;2021;09;21;63;32485;32485;1;2717;0;1120;81;30730
2021-09-22;2021;09;22;63;32548;32548;4;2721;0;1120;59;30789
2021-09-23;2021;09;23;62;32610;32610;2;2723;0;1120;43;30832
2021-09-24;2021;09;24;51;32661;32661;2;2725;0;1120;44;30876
2021-09-25;2021;09;25;32;32693;32693;1;2726;0;1120;54;30930
2021-09-26;2021;09;26;9;32702;32702;0;2726;0;1120;12;30942
2021-09-27;2021;09;27;55;32757;32757;2;2728;0;1120;55;30997
2021-09-28;2021;09;28;84;32841;32841;2;2730;1;1121;51;31048
2021-09-29;2021;09;29;81;32922;32922;1;2731;0;1121;46;31094
2021-09-30;2021;09;30;78;33000;33000;3;2734;1;1122;52;31146
2021-10-01;2021;10;01;77;33077;33077;3;2737;0;1122;51;31197
2021-10-02;2021;10;02;47;33124;33124;1;2738;0;1122;31;31228
2021-10-03;2021;10;03;6;33130;33130;0;2738;1;1123;17;31245
2021-10-04;2021;10;04;59;33189;33189;1;2739;0;1123;24;31269
2021-10-05;2021;10;05;131;33320;33320;4;2743;0;1123;62;31331
2021-10-06;2021;10;06;89;33409;33409;6;2749;0;1123;60;31391
2021-10-07;2021;10;07;84;33493;33493;3;2752;1;1124;62;31453
2021-10-08;2021;10;08;79;33572;33572;3;2755;0;1124;51;31504
2021-10-09;2021;10;09;40;33612;33612;2;2757;0;1124;31;31535
2021-10-10;2021;10;10;13;33625;33625;0;2757;1;1125;9;31544
2021-10-11;2021;10;11;81;33706;33706;9;2766;2;1127;52;31596
2021-10-12;2021;10;12;144;33850;33850;1;2767;0;1127;83;31679
2021-10-13;2021;10;13;121;33971;33971;4;2771;1;1128;84;31763
2021-10-14;2021;10;14;105;34076;34076;2;2773;0;1128;75;31838
2021-10-15;2021;10;15;164;34240;34240;5;2778;0;1128;76;31914
2021-10-16;2021;10;16;20;34260;34260;2;2780;1;1129;47;31961
2021-10-17;2021;10;17;49;34309;34309;0;2780;3;1132;6;31967
2021-10-18;2021;10;18;116;34425;34425;14;2794;0;1132;58;32025
2021-10-19;2021;10;19;297;34722;34722;4;2798;2;1134;126;32151
2021-10-20;2021;10;20;280;35002;35002;6;2804;0;1134;90;32241
2021-10-21;2021;10;21;228;35230;35231;4;2808;4;1138;78;32319
2021-10-22;2021;10;22;331;35561;35562;7;2815;2;1140;78;32397
2021-10-23;2021;10;23;52;35613;35614;2;2817;4;1144;36;32433
2021-10-24;2021;10;24;93;35706;35707;3;2820;1;1145;14;32447
2021-10-25;2021;10;25;216;35922;35922;19;2839;2;1147;71;32518
2021-10-26;2021;10;26;470;36392;36393;18;2857;4;1151;139;32657
2021-10-27;2021;10;27;357;36749;36751;16;2873;1;1152;118;32775
2021-10-28;2021;10;28;313;37062;37064;13;2886;4;1156;101;32876
2021-10-29;2021;10;29;226;37288;37290;14;2900;1;1157;159;33035
2021-10-30;2021;10;30;289;37577;37579;5;2905;4;1161;17;33052
2021-10-31;2021;10;31;96;37673;37675;5;2910;2;1163;50;33102
2021-11-01;2021;11;01;497;38170;38172;32;2942;4;1167;99;33201
2021-11-02;2021;11;02;691;38861;38863;16;2958;5;1172;288;33489
2021-11-03;2021;11;03;562;39423;39425;15;2973;3;1175;272;33761
2021-11-04;2021;11;04;684;40107;40109;16;2989;2;1177;227;33988
2021-11-05;2021;11;05;538;40645;40647;16;3005;3;1180;327;34315
2021-11-06;2021;11;06;260;40905;40907;9;3014;5;1185;48;34363
2021-11-07;2021;11;07;230;41135;41137;6;3020;3;1188;90;34453
2021-11-08;2021;11;08;715;41850;41852;32;3052;3;1191;195;34648
2021-11-09;2021;11;09;1232;43082;43084;16;3068;5;1196;448;35096
2021-11-10;2021;11;10;970;44052;44054;13;3081;1;1197;350;35446
2021-11-11;2021;11;11;1034;45086;45088;14;3095;6;1203;295;35741
2021-11-12;2021;11;12;1105;46191;46193;15;3110;3;1206;213;35954
2021-11-13;2021;11;13;491;46682;46684;5;3115;4;1210;282;36236
2021-11-14;2021;11;14;293;46975;46977;6;3121;7;1217;89;36325
2021-11-15;2021;11;15;1144;48119;48121;25;3146;4;1221;463;36788
2021-11-16;2021;11;16;1568;49687;49689;25;3171;6;1227;670;37458
2021-11-17;2021;11;17;935;50622;50624;9;3180;2;1229;560;38018
2021-11-18;2021;11;18;1105;51727;51729;36;3216;1;1230;672;38690
2021-11-19;2021;11;19;1480;53207;53209;23;3239;11;1241;520;39210
2021-11-20;2021;11;20;903;54110;54112;10;3249;9;1250;246;39456
2021-11-21;2021;11;21;399;54509;54511;15;3264;7;1257;224;39680
2021-11-22;2021;11;22;1381;55890;55892;37;3301;7;1264;679;40359
2021-11-23;2021;11;23;1659;57549;57551;38;3339;3;1267;1216;41575
2021-11-24;2021;11;24;1086;58635;58637;30;3369;9;1276;968;42543
2021-11-25;2021;11;25;1472;60107;60109;28;3397;9;1285;1034;43577
2021-11-26;2021;11;26;1194;61301;61303;20;3417;9;1294;1097;44674
2021-11-27;2021;11;27;767;62068;62070;8;3425;9;1303;491;45165
2021-11-28;2021;11;28;285;62353;62355;10;3435;11;1314;290;45455
2021-11-29;2021;11;29;881;63234;63236;35;3470;10;1324;1114;46569
2021-11-30;2021;11;30;1325;64559;64561;30;3500;5;1329;1544;48113
2021-12-01;2021;12;01;1116;65675;65677;30;3530;9;1338;951;49064
2021-12-02;2021;12;02;882;66557;66559;35;3565;6;1344;1079;50143
2021-12-03;2021;12;03;1001;67558;67560;17;3582;13;1357;1460;51603
2021-12-04;2021;12;04;535;68093;68095;5;3587;6;1363;905;52508
2021-12-05;2021;12;05;193;68286;68288;11;3598;5;1368;396;52904
2021-12-06;2021;12;06;982;69268;69270;44;3642;10;1378;1344;54248
2021-12-07;2021;12;07;1248;70516;70518;26;3668;5;1383;1623;55871
2021-12-08;2021;12;08;867;71383;71385;46;3714;4;1387;1083;56954
2021-12-09;2021;12;09;884;72267;72269;21;3735;7;1394;1454;58408
2021-12-10;2021;12;10;786;73053;73055;20;3755;8;1402;1180;59588
2021-12-11;2021;12;11;478;73531;73533;7;3762;2;1404;772;60360
2021-12-12;2021;12;12;156;73687;73689;5;3767;4;1408;287;60647
2021-12-13;2021;12;13;861;74548;74550;32;3799;8;1416;844;61491
2021-12-14;2021;12;14;1051;75599;75601;29;3828;9;1425;1293;62784
2021-12-15;2021;12;15;687;76286;76288;24;3852;6;1431;1105;63889
2021-12-16;2021;12;16;761;77047;77049;15;3867;7;1438;865;64754
2021-12-17;2021;12;17;539;77586;77588;23;3890;9;1447;985;65739
2021-12-18;2021;12;18;206;77792;77794;12;3902;4;1451;562;66301
2021-12-19;2021;12;19;178;77970;77972;6;3908;3;1454;202;66503
2021-12-20;2021;12;20;549;78519;78521;41;3949;3;1457;945;67448
2021-12-21;2021;12;21;930;79449;79451;30;3979;4;1461;1238;68686
2021-12-22;2021;12;22;419;79868;79870;23;4002;4;1465;853;69539
2021-12-23;2021;12;23;399;80267;80269;18;4020;5;1470;897;70436
2021-12-24;2021;12;24;185;80452;80454;3;4023;2;1472;795;71231
2021-12-25;2021;12;25;113;80565;80567;6;4029;6;1478;493;71724
2021-12-26;2021;12;26;124;80689;80691;4;4033;2;1480;170;71894
2021-12-27;2021;12;27;542;81231;81233;23;4056;6;1486;832;72726
2021-12-28;2021;12;28;486;81717;81719;22;4078;6;1492;1026;73752
2021-12-29;2021;12;29;322;82039;82041;12;4090;6;1498;692;74444
2021-12-30;2021;12;30;413;82452;82454;10;4100;4;1502;772;75216
2021-12-31;2021;12;31;131;82583;82585;3;4103;4;1506;543;75759
2022-01-01;2022;01;01;160;82743;82745;4;4107;4;1510;225;75984
2022-01-02;2022;01;02;61;82804;82806;5;4112;3;1513;186;76170
2022-01-03;2022;01;03;654;83458;83460;29;4141;5;1518;508;76678
2022-01-04;2022;01;04;527;83985;83987;17;4158;2;1520;911;77589
2022-01-05;2022;01;05;339;84324;84326;16;4174;5;1525;437;78026
2022-01-06;2022;01;06;311;84635;84637;9;4183;2;1527;404;78430
2022-01-07;2022;01;07;240;84875;84877;6;4189;5;1532;224;78654
2022-01-08;2022;01;08;145;85020;85022;2;4191;3;1535;125;78779
2022-01-09;2022;01;09;80;85100;85102;4;4195;3;1538;137;78916
2022-01-10;2022;01;10;411;85511;85513;21;4216;2;1540;526;79442
2022-01-11;2022;01;11;356;85867;85869;8;4224;4;1544;465;79907
2022-01-12;2022;01;12;349;86216;86218;7;4231;0;1544;342;80249
2022-01-13;2022;01;13;303;86519;86521;8;4239;2;1546;431;80680
2022-01-14;2022;01;14;370;86889;86891;15;4254;2;1548;150;80830
2022-01-15;2022;01;15;213;87102;87104;0;4254;3;1551;168;80998
2022-01-16;2022;01;16;134;87236;87238;3;4257;2;1553;77;81075
2022-01-17;2022;01;17;702;87938;87940;7;4264;0;1553;637;81712
2022-01-18;2022;01;18;694;88632;88634;3;4267;1;1554;515;82227
2022-01-19;2022;01;19;683;89315;89317;2;4269;7;1561;357;82584
2022-01-20;2022;01;20;621;89936;89938;11;4280;0;1561;332;82916
2022-01-21;2022;01;21;529;90465;90467;3;4283;1;1562;256;83172
2022-01-22;2022;01;22;303;90768;90770;2;4285;1;1563;160;83332
2022-01-23;2022;01;23;199;90967;90969;2;4287;1;1564;78;83410
2022-01-24;2022;01;24;1169;92136;92138;11;4298;0;1564;397;83807
2022-01-25;2022;01;25;1317;93453;93455;5;4303;1;1565;351;84158
2022-01-26;2022;01;26;1144;94597;94599;10;4313;2;1567;362;84520
2022-01-27;2022;01;27;943;95540;95542;6;4319;0;1567;316;84836
2022-01-28;2022;01;28;1005;96545;96547;12;4331;2;1569;365;85201
2022-01-29;2022;01;29;424;96969;96971;1;4332;1;1570;222;85423
2022-01-30;2022;01;30;243;97212;97214;1;4333;1;1571;133;85556
2022-01-31;2022;01;31;1501;98713;98715;16;4349;0;1571;699;86255
2022-02-01;2022;02;01;1663;100376;100378;10;4359;0;1571;696;86951
2022-02-02;2022;02;02;1346;101722;101724;10;4369;1;1572;709;87660
2022-02-03;2022;02;03;1242;102964;102966;9;4378;0;1572;627;88287
2022-02-04;2022;02;04;1104;104068;104070;5;4383;1;1573;540;88827
2022-02-05;2022;02;05;491;104559;104561;1;4384;0;1573;310;89137
2022-02-06;2022;02;06;297;104856;104858;0;4384;1;1574;202;89339
2022-02-07;2022;02;07;1804;106660;106662;18;4402;2;1576;1158;90497
2022-02-08;2022;02;08;1769;108429;108431;13;4415;2;1578;1314;91811
2022-02-09;2022;02;09;1618;110047;110049;7;4422;1;1579;1155;92966
2022-02-10;2022;02;10;1354;111401;111403;13;4435;0;1579;944;93910
2022-02-11;2022;02;11;960;112361;112363;11;4446;0;1579;1002;94912
2022-02-12;2022;02;12;873;113234;113236;2;4448;1;1580;430;95342
2022-02-13;2022;02;13;322;113556;113558;4;4452;1;1581;256;95598
2022-02-14;2022;02;14;1485;115041;115043;27;4479;1;1582;1483;97081
2022-02-15;2022;02;15;1251;116292;116294;12;4491;1;1583;1656;98737
2022-02-16;2022;02;16;954;117246;117248;10;4501;1;1584;1342;100079
2022-02-17;2022;02;17;1164;118410;118412;11;4512;1;1585;1235;101314
2022-02-18;2022;02;18;900;119310;119312;9;4521;2;1587;1099;102413
2022-02-19;2022;02;19;514;119824;119826;1;4522;4;1591;497;102910
2022-02-20;2022;02;20;436;120260;120262;1;4523;0;1591;300;103210
2022-02-21;2022;02;21;1480;121740;121742;22;4545;1;1592;1786;104996
2022-02-22;2022;02;22;1192;122932;122934;15;4560;0;1592;1758;106754
2022-02-23;2022;02;23;1422;124354;124356;7;4567;2;1594;1620;108374
2022-02-24;2022;02;24;1201;125555;125557;15;4582;2;1596;1344;109718
2022-02-25;2022;02;25;799;126354;126356;21;4603;0;1596;959;110677
2022-02-26;2022;02;26;585;126939;126941;2;4605;1;1597;877;111554
2022-02-27;2022;02;27;298;127237;127239;2;4607;1;1598;328;111882
2022-02-28;2022;02;28;1589;128826;128828;22;4629;6;1604;1453;113335
2022-03-01;2022;03;01;1830;130656;130658;11;4640;1;1605;1239;114574
2022-03-02;2022;03;02;1364;132020;132022;11;4651;1;1606;959;115533
2022-03-03;2022;03;03;1205;133225;133227;20;4671;1;1607;1160;116693
2022-03-04;2022;03;04;982;134207;134209;6;4677;2;1609;899;117592
2022-03-05;2022;03;05;792;134999;135001;2;4679;0;1609;523;118115
2022-03-06;2022;03;06;375;135374;135376;1;4680;1;1610;439;118554
2022-03-07;2022;03;07;2044;137418;137420;26;4706;0;1610;1461;120015
2022-03-08;2022;03;08;2086;139504;139506;23;4729;2;1612;1175;121190
2022-03-09;2022;03;09;2097;141601;141603;20;4749;1;1613;1430;122620
2022-03-10;2022;03;10;1807;143408;143410;17;4766;2;1615;1196;123816
2022-03-11;2022;03;11;1926;145334;145336;13;4779;0;1615;785;124601
2022-03-12;2022;03;12;1111;146445;146447;1;4780;1;1616;595;125196
2022-03-13;2022;03;13;393;146838;146840;1;4781;0;1616;307;125503
2022-03-14;2022;03;14;2867;149705;149707;30;4811;5;1621;1563;127066
2022-03-15;2022;03;15;2596;152301;152303;23;4834;2;1623;1821;128887
2022-03-16;2022;03;16;2802;155103;155105;19;4853;0;1623;1381;130268
2022-03-17;2022;03;17;2706;157809;157811;26;4879;2;1625;1196;131464
2022-03-18;2022;03;18;2600;160409;160411;21;4900;0;1625;986;132450
2022-03-19;2022;03;19;1528;161937;161939;8;4908;1;1626;800;133250
2022-03-20;2022;03;20;378;162315;162317;7;4915;3;1629;380;133630
2022-03-21;2022;03;21;3063;165378;165380;38;4953;1;1630;2018;135648
2022-03-22;2022;03;22;2969;168347;168349;19;4972;3;1633;2061;137709
2022-03-23;2022;03;23;2136;170483;170485;13;4985;2;1635;2097;139806
2022-03-24;2022;03;24;2196;172679;172681;28;5013;2;1637;1803;141609
2022-03-25;2022;03;25;1781;174460;174462;11;5024;5;1642;1915;143524
2022-03-26;2022;03;26;831;175291;175293;6;5030;4;1646;1121;144645
2022-03-27;2022;03;27;425;175716;175718;6;5036;3;1649;410;145055
2022-03-28;2022;03;28;2361;178077;178079;33;5069;0;1649;2838;147893
2022-03-29;2022;03;29;1971;180048;180050;12;5081;0;1649;2575;150468
2022-03-30;2022;03;30;2197;182245;182247;17;5098;2;1651;2805;153273
2022-03-31;2022;03;31;1290;183535;183537;11;5109;6;1657;2685;155958
2022-04-01;2022;04;01;1010;184545;184547;22;5131;3;1660;2587;158545
2022-04-02;2022;04;02;588;185133;185135;4;5135;2;1662;1537;160082
2022-04-03;2022;04;03;216;185349;185351;8;5143;1;1663;376;160458
2022-04-04;2022;04;04;1810;187159;187161;15;5158;1;1664;3027;163485
2022-04-05;2022;04;05;1438;188597;188599;6;5164;0;1664;2951;166436
2022-04-06;2022;04;06;1063;189660;189662;19;5183;2;1666;2146;168582
2022-04-07;2022;04;07;1064;190724;190726;13;5196;1;1667;2190;170772
2022-04-08;2022;04;08;886;191610;191612;15;5211;2;1669;1788;172560
2022-04-09;2022;04;09;447;192057;192059;2;5213;2;1671;840;173400
2022-04-10;2022;04;10;272;192329;192331;4;5217;1;1672;431;173831
2022-04-11;2022;04;11;1315;193644;193646;21;5238;0;1672;2329;176160
2022-04-12;2022;04;12;1261;194905;194907;17;5255;1;1673;1959;178119
2022-04-13;2022;04;13;748;195653;195655;17;5272;0;1673;2211;180330
2022-04-14;2022;04;14;783;196436;196438;19;5291;3;1676;1298;181628
2022-04-15;2022;04;15;230;196666;196668;4;5295;1;1677;1006;182634
2022-04-16;2022;04;16;259;196925;196927;3;5298;1;1678;609;183243
2022-04-17;2022;04;17;162;197087;197089;7;5305;2;1680;227;183470
2022-04-18;2022;04;18;380;197467;197469;4;5309;3;1683;1800;185270
2022-04-19;2022;04;19;1405;198872;198874;36;5345;1;1684;1438;186708
2022-04-20;2022;04;20;837;199709;199711;12;5357;3;1687;1079;187787
2022-04-21;2022;04;21;806;200515;200517;6;5363;1;1688;1069;188856
2022-04-22;2022;04;22;503;201018;201020;9;5372;1;1689;883;189739
2022-04-23;2022;04;23;202;201220;201222;6;5378;1;1690;472;190211
2022-04-24;2022;04;24;240;201460;201462;5;5383;0;1690;279;190490
2022-04-25;2022;04;25;1108;202568;202570;16;5399;1;1691;1299;191789
2022-04-26;2022;04;26;606;203174;203176;9;5408;2;1693;1248;193037
2022-04-27;2022;04;27;571;203745;203747;7;5415;2;1695;763;193800
2022-04-28;2022;04;28;501;204246;204248;6;5421;2;1697;774;194574
2022-04-29;2022;04;29;384;204630;204632;12;5433;1;1698;242;194816
2022-04-30;2022;04;30;159;204789;204791;4;5437;0;1698;267;195083
2022-05-01;2022;05;01;100;204889;204891;4;5441;1;1699;176;195259
2022-05-02;2022;05;02;706;205595;205597;15;5456;0;1699;380;195639
2022-05-03;2022;05;03;581;206176;206178;8;5464;3;1702;1374;197013
2022-05-04;2022;05;04;332;206508;206510;4;5468;1;1703;839;197852
2022-05-05;2022;05;05;361;206869;206871;5;5473;0;1703;806;198658
2022-05-06;2022;05;06;270;207139;207141;3;5476;1;1704;512;199170
2022-05-07;2022;05;07;121;207260;207262;0;5476;0;1704;209;199379
2022-05-08;2022;05;08;69;207329;207331;3;5479;1;1705;249;199628
2022-05-09;2022;05;09;508;207837;207839;10;5489;1;1706;1093;200721
2022-05-10;2022;05;10;330;208167;208169;11;5500;0;1706;601;201322
2022-05-11;2022;05;11;280;208447;208449;2;5502;1;1707;584;201906
2022-05-12;2022;05;12;252;208699;208701;6;5508;2;1709;510;202416
