Jahr;Stadtraum;Stadtbezirk mit zugeordneten Ortschaften;AltK_03A__-17-64-;Migrationshintergrund M2 (aggregiert);Anzahl Einwohner
2015;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5069
2015;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;396
2015;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 17 Jahre;Ausländer;108
2015;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;16964
2015;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;318
2015;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 64 Jahre;Ausländer;545
2015;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;7137
2015;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;53
2015;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 Jahre u.älter;Ausländer;28
2015;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5669
2015;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 17 Jahre;Deutsche mit Migrationshintergrund;448
2015;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 17 Jahre;Ausländer;111
2015;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;18024
2015;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 64 Jahre;Deutsche mit Migrationshintergrund;330
2015;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 64 Jahre;Ausländer;779
2015;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;7929
2015;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 Jahre u.älter;Deutsche mit Migrationshintergrund;62
2015;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 Jahre u.älter;Ausländer;40
2015;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;7541
2015;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 17 Jahre;Deutsche mit Migrationshintergrund;906
2015;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 17 Jahre;Ausländer;316
2015;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;27130
2015;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 64 Jahre;Deutsche mit Migrationshintergrund;856
2015;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 64 Jahre;Ausländer;1994
2015;08 Blasewitz, Striesen;StB 5 Blasewitz;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;10067
2015;08 Blasewitz, Striesen;StB 5 Blasewitz;65 Jahre u.älter;Deutsche mit Migrationshintergrund;132
2015;08 Blasewitz, Striesen;StB 5 Blasewitz;65 Jahre u.älter;Ausländer;82
2015;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5023
2015;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 17 Jahre;Deutsche mit Migrationshintergrund;532
2015;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 17 Jahre;Ausländer;157
2015;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;20026
2015;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 64 Jahre;Deutsche mit Migrationshintergrund;583
2015;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 64 Jahre;Ausländer;993
2015;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;10395
2015;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 Jahre u.älter;Deutsche mit Migrationshintergrund;114
2015;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 Jahre u.älter;Ausländer;90
2015;10 StB Leuben;StB 6 Leuben;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5706
2015;10 StB Leuben;StB 6 Leuben;00 - 17 Jahre;Deutsche mit Migrationshintergrund;338
2015;10 StB Leuben;StB 6 Leuben;00 - 17 Jahre;Ausländer;96
2015;10 StB Leuben;StB 6 Leuben;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;21226
2015;10 StB Leuben;StB 6 Leuben;18 - 64 Jahre;Deutsche mit Migrationshintergrund;374
2015;10 StB Leuben;StB 6 Leuben;18 - 64 Jahre;Ausländer;714
2015;10 StB Leuben;StB 6 Leuben;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;10679
2015;10 StB Leuben;StB 6 Leuben;65 Jahre u.älter;Deutsche mit Migrationshintergrund;86
2015;10 StB Leuben;StB 6 Leuben;65 Jahre u.älter;Ausländer;57
2015;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2659
2015;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche mit Migrationshintergrund;461
2015;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Ausländer;368
2015;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;11473
2015;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche mit Migrationshintergrund;785
2015;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Ausländer;1433
2015;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5921
2015;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche mit Migrationshintergrund;211
2015;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Ausländer;67
2015;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5079
2015;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche mit Migrationshintergrund;403
2015;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Ausländer;110
2015;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;19567
2015;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche mit Migrationshintergrund;502
2015;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Ausländer;1025
2015;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;7519
2015;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche mit Migrationshintergrund;104
2015;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Ausländer;45
2015;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2595
2015;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;563
2015;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Ausländer;651
2015;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;15744
2015;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;881
2015;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Ausländer;4817
2015;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;6446
2015;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;107
2015;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Ausländer;71
2015;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;3634
2015;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;358
2015;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Ausländer;110
2015;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;14269
2015;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;398
2015;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Ausländer;936
2015;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5176
2015;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;66
2015;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Ausländer;33
2015;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5696
2015;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;574
2015;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;158
2015;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;26773
2015;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;663
2015;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;1530
2015;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5168
2015;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;55
2015;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;102
2015;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2411
2015;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;272
2015;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;340
2015;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;11746
2015;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;385
2015;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;1644
2015;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;4126
2015;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;87
2015;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;29
2015;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;3712
2015;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;224
2015;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;34
2015;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;13633
2015;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;260
2015;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;337
2015;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;4726
2015;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;42
2015;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;13
