Jahr;Stadtraum;Staatsangehörigkeit-1 Deutsche / Ausländer;Wohndauer in 6 Klassen;Wohndauer in Monaten;Anzahl Einwohner
2023;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;00 bis unter 1 Jahr;22164;4070
2023;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;01 bis unter 3 Jahre;142276;6145
2023;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;03 bis unter 5 Jahre;214526;4606
2023;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;05 bis unter 10 Jahre;629484;7276
2023;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;10 bis unter 20 Jahre;1297410;7651
2023;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;20 Jahre und mehr;1415595;4045
2023;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;00 bis unter 1 Jahr;10671;2264
2023;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;01 bis unter 3 Jahre;39278;1916
2023;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;03 bis unter 5 Jahre;31075;659
2023;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;05 bis unter 10 Jahre;62295;754
2023;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;10 bis unter 20 Jahre;67520;400
2023;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;20 Jahre und mehr;30419;105
2023;04 Leipziger Vorstadt, Pieschen;Deutsche;00 bis unter 1 Jahr;20697;3760
2023;04 Leipziger Vorstadt, Pieschen;Deutsche;01 bis unter 3 Jahre;153172;6693
2023;04 Leipziger Vorstadt, Pieschen;Deutsche;03 bis unter 5 Jahre;226201;4885
2023;04 Leipziger Vorstadt, Pieschen;Deutsche;05 bis unter 10 Jahre;653725;7598
2023;04 Leipziger Vorstadt, Pieschen;Deutsche;10 bis unter 20 Jahre;1325673;7750
2023;04 Leipziger Vorstadt, Pieschen;Deutsche;20 Jahre und mehr;1607794;4378
2023;04 Leipziger Vorstadt, Pieschen;Ausländer;00 bis unter 1 Jahr;5267;980
2023;04 Leipziger Vorstadt, Pieschen;Ausländer;01 bis unter 3 Jahre;22273;1101
2023;04 Leipziger Vorstadt, Pieschen;Ausländer;03 bis unter 5 Jahre;18709;406
2023;04 Leipziger Vorstadt, Pieschen;Ausländer;05 bis unter 10 Jahre;38291;467
2023;04 Leipziger Vorstadt, Pieschen;Ausländer;10 bis unter 20 Jahre;50938;303
2023;04 Leipziger Vorstadt, Pieschen;Ausländer;20 Jahre und mehr;24838;91
2023;05 Mickten, Kaditz, Trachau;Deutsche;00 bis unter 1 Jahr;14344;2423
2023;05 Mickten, Kaditz, Trachau;Deutsche;01 bis unter 3 Jahre;92696;4000
2023;05 Mickten, Kaditz, Trachau;Deutsche;03 bis unter 5 Jahre;157609;3378
2023;05 Mickten, Kaditz, Trachau;Deutsche;05 bis unter 10 Jahre;459505;5247
2023;05 Mickten, Kaditz, Trachau;Deutsche;10 bis unter 20 Jahre;1132115;6606
2023;05 Mickten, Kaditz, Trachau;Deutsche;20 Jahre und mehr;2452812;6191
2023;05 Mickten, Kaditz, Trachau;Ausländer;00 bis unter 1 Jahr;2953;508
2023;05 Mickten, Kaditz, Trachau;Ausländer;01 bis unter 3 Jahre;10544;518
2023;05 Mickten, Kaditz, Trachau;Ausländer;03 bis unter 5 Jahre;10268;221
2023;05 Mickten, Kaditz, Trachau;Ausländer;05 bis unter 10 Jahre;18516;229
2023;05 Mickten, Kaditz, Trachau;Ausländer;10 bis unter 20 Jahre;24372;146
2023;05 Mickten, Kaditz, Trachau;Ausländer;20 Jahre und mehr;13931;45
2023;06 StB Klotzsche und nördliche OS;Deutsche;00 bis unter 1 Jahr;10704;1903
2023;06 StB Klotzsche und nördliche OS;Deutsche;01 bis unter 3 Jahre;74439;3247
2023;06 StB Klotzsche und nördliche OS;Deutsche;03 bis unter 5 Jahre;116332;2480
2023;06 StB Klotzsche und nördliche OS;Deutsche;05 bis unter 10 Jahre;527055;5981
2023;06 StB Klotzsche und nördliche OS;Deutsche;10 bis unter 20 Jahre;1222273;7020
2023;06 StB Klotzsche und nördliche OS;Deutsche;20 Jahre und mehr;4178003;9890
2023;06 StB Klotzsche und nördliche OS;Ausländer;00 bis unter 1 Jahr;2154;396
2023;06 StB Klotzsche und nördliche OS;Ausländer;01 bis unter 3 Jahre;9038;453
2023;06 StB Klotzsche und nördliche OS;Ausländer;03 bis unter 5 Jahre;6185;133
2023;06 StB Klotzsche und nördliche OS;Ausländer;05 bis unter 10 Jahre;14369;165
2023;06 StB Klotzsche und nördliche OS;Ausländer;10 bis unter 20 Jahre;24601;139
2023;06 StB Klotzsche und nördliche OS;Ausländer;20 Jahre und mehr;11953;35
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;00 bis unter 1 Jahr;10690;1886
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;01 bis unter 3 Jahre;77756;3337
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;03 bis unter 5 Jahre;147772;3174
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;05 bis unter 10 Jahre;522980;5981
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;10 bis unter 20 Jahre;1437770;8252
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;20 Jahre und mehr;3914768;9629
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;00 bis unter 1 Jahr;1494;297
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;01 bis unter 3 Jahre;7929;387
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;03 bis unter 5 Jahre;7064;152
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;05 bis unter 10 Jahre;13866;166
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;10 bis unter 20 Jahre;22718;139
2023;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;20 Jahre und mehr;18302;54
2023;08 Blasewitz, Striesen;Deutsche;00 bis unter 1 Jahr;20496;3688
2023;08 Blasewitz, Striesen;Deutsche;01 bis unter 3 Jahre;163491;7068
2023;08 Blasewitz, Striesen;Deutsche;03 bis unter 5 Jahre;259469;5542
2023;08 Blasewitz, Striesen;Deutsche;05 bis unter 10 Jahre;906206;10484
2023;08 Blasewitz, Striesen;Deutsche;10 bis unter 20 Jahre;1973309;11477
2023;08 Blasewitz, Striesen;Deutsche;20 Jahre und mehr;3415044;8862
2023;08 Blasewitz, Striesen;Ausländer;00 bis unter 1 Jahr;5450;1020
2023;08 Blasewitz, Striesen;Ausländer;01 bis unter 3 Jahre;30583;1438
2023;08 Blasewitz, Striesen;Ausländer;03 bis unter 5 Jahre;24472;527
2023;08 Blasewitz, Striesen;Ausländer;05 bis unter 10 Jahre;51337;618
2023;08 Blasewitz, Striesen;Ausländer;10 bis unter 20 Jahre;62094;363
2023;08 Blasewitz, Striesen;Ausländer;20 Jahre und mehr;23343;79
2023;09 Tolkewitz, Seidnitz, Gruna;Deutsche;00 bis unter 1 Jahr;12846;2327
2023;09 Tolkewitz, Seidnitz, Gruna;Deutsche;01 bis unter 3 Jahre;98878;4272
2023;09 Tolkewitz, Seidnitz, Gruna;Deutsche;03 bis unter 5 Jahre;160970;3468
2023;09 Tolkewitz, Seidnitz, Gruna;Deutsche;05 bis unter 10 Jahre;588832;6735
2023;09 Tolkewitz, Seidnitz, Gruna;Deutsche;10 bis unter 20 Jahre;1511699;8677
2023;09 Tolkewitz, Seidnitz, Gruna;Deutsche;20 Jahre und mehr;3793047;9136
2023;09 Tolkewitz, Seidnitz, Gruna;Ausländer;00 bis unter 1 Jahr;3846;734
2023;09 Tolkewitz, Seidnitz, Gruna;Ausländer;01 bis unter 3 Jahre;22125;1094
2023;09 Tolkewitz, Seidnitz, Gruna;Ausländer;03 bis unter 5 Jahre;19051;413
2023;09 Tolkewitz, Seidnitz, Gruna;Ausländer;05 bis unter 10 Jahre;32396;386
2023;09 Tolkewitz, Seidnitz, Gruna;Ausländer;10 bis unter 20 Jahre;35066;213
2023;09 Tolkewitz, Seidnitz, Gruna;Ausländer;20 Jahre und mehr;21059;68
2023;10 StB Leuben;Deutsche;00 bis unter 1 Jahr;13452;2463
2023;10 StB Leuben;Deutsche;01 bis unter 3 Jahre;102627;4373
2023;10 StB Leuben;Deutsche;03 bis unter 5 Jahre;177237;3787
2023;10 StB Leuben;Deutsche;05 bis unter 10 Jahre;592753;6783
2023;10 StB Leuben;Deutsche;10 bis unter 20 Jahre;1629605;9235
2023;10 StB Leuben;Deutsche;20 Jahre und mehr;4192521;10189
2023;10 StB Leuben;Ausländer;00 bis unter 1 Jahr;4348;844
2023;10 StB Leuben;Ausländer;01 bis unter 3 Jahre;16950;834
2023;10 StB Leuben;Ausländer;03 bis unter 5 Jahre;10825;233
2023;10 StB Leuben;Ausländer;05 bis unter 10 Jahre;22983;281
2023;10 StB Leuben;Ausländer;10 bis unter 20 Jahre;20902;122
2023;10 StB Leuben;Ausländer;20 Jahre und mehr;19211;56
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;8317;1504
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;60797;2632
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;84804;1807
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;281064;3197
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;818907;4664
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;1823747;4497
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;9876;1965
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;52026;2517
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;40831;891
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;73139;909
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;27887;160
2023;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;11754;40
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;12171;2204
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;97136;4147
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;152197;3267
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;501024;5764
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;1425687;8083
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;3592732;9214
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;4552;937
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;19819;944
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;13858;303
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;22796;278
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;19196;112
2023;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;14046;47
2023;13 Südvorstadt, Zschertnitz;Deutsche;00 bis unter 1 Jahr;12508;2531
2023;13 Südvorstadt, Zschertnitz;Deutsche;01 bis unter 3 Jahre;91180;4097
2023;13 Südvorstadt, Zschertnitz;Deutsche;03 bis unter 5 Jahre;146072;3130
2023;13 Südvorstadt, Zschertnitz;Deutsche;05 bis unter 10 Jahre;342517;3992
2023;13 Südvorstadt, Zschertnitz;Deutsche;10 bis unter 20 Jahre;743969;4278
2023;13 Südvorstadt, Zschertnitz;Deutsche;20 Jahre und mehr;2438634;5648
2023;13 Südvorstadt, Zschertnitz;Ausländer;00 bis unter 1 Jahr;13623;2827
2023;13 Südvorstadt, Zschertnitz;Ausländer;01 bis unter 3 Jahre;66560;3101
2023;13 Südvorstadt, Zschertnitz;Ausländer;03 bis unter 5 Jahre;72297;1551
2023;13 Südvorstadt, Zschertnitz;Ausländer;05 bis unter 10 Jahre;113561;1457
2023;13 Südvorstadt, Zschertnitz;Ausländer;10 bis unter 20 Jahre;38726;230
2023;13 Südvorstadt, Zschertnitz;Ausländer;20 Jahre und mehr;21618;67
2023;14 Mockritz, Coschütz, Plauen;Deutsche;00 bis unter 1 Jahr;8453;1512
2023;14 Mockritz, Coschütz, Plauen;Deutsche;01 bis unter 3 Jahre;61687;2655
2023;14 Mockritz, Coschütz, Plauen;Deutsche;03 bis unter 5 Jahre;116946;2505
2023;14 Mockritz, Coschütz, Plauen;Deutsche;05 bis unter 10 Jahre;374555;4316
2023;14 Mockritz, Coschütz, Plauen;Deutsche;10 bis unter 20 Jahre;953193;5485
2023;14 Mockritz, Coschütz, Plauen;Deutsche;20 Jahre und mehr;2498901;6361
2023;14 Mockritz, Coschütz, Plauen;Ausländer;00 bis unter 1 Jahr;2147;439
2023;14 Mockritz, Coschütz, Plauen;Ausländer;01 bis unter 3 Jahre;12107;582
2023;14 Mockritz, Coschütz, Plauen;Ausländer;03 bis unter 5 Jahre;9555;203
2023;14 Mockritz, Coschütz, Plauen;Ausländer;05 bis unter 10 Jahre;16720;204
2023;14 Mockritz, Coschütz, Plauen;Ausländer;10 bis unter 20 Jahre;22324;131
2023;14 Mockritz, Coschütz, Plauen;Ausländer;20 Jahre und mehr;13111;43
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;00 bis unter 1 Jahr;23496;4243
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;01 bis unter 3 Jahre;164847;7187
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;03 bis unter 5 Jahre;245766;5257
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;05 bis unter 10 Jahre;712817;8274
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;10 bis unter 20 Jahre;1409236;8130
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;20 Jahre und mehr;2386917;6449
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;00 bis unter 1 Jahr;4644;881
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;01 bis unter 3 Jahre;23523;1131
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;03 bis unter 5 Jahre;20031;435
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;05 bis unter 10 Jahre;35540;433
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;10 bis unter 20 Jahre;41768;245
2023;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;20 Jahre und mehr;28237;102
2023;16 Gorbitz;Deutsche;00 bis unter 1 Jahr;6696;1244
2023;16 Gorbitz;Deutsche;01 bis unter 3 Jahre;48133;2086
2023;16 Gorbitz;Deutsche;03 bis unter 5 Jahre;97474;2064
2023;16 Gorbitz;Deutsche;05 bis unter 10 Jahre;270762;3132
2023;16 Gorbitz;Deutsche;10 bis unter 20 Jahre;671191;3847
2023;16 Gorbitz;Deutsche;20 Jahre und mehr;1366162;3563
2023;16 Gorbitz;Ausländer;00 bis unter 1 Jahr;8494;1750
2023;16 Gorbitz;Ausländer;01 bis unter 3 Jahre;50710;2403
2023;16 Gorbitz;Ausländer;03 bis unter 5 Jahre;41019;892
2023;16 Gorbitz;Ausländer;05 bis unter 10 Jahre;58943;762
2023;16 Gorbitz;Ausländer;10 bis unter 20 Jahre;26091;162
2023;16 Gorbitz;Ausländer;20 Jahre und mehr;11586;35
2023;17 Briesnitz und westliche OS;Deutsche;00 bis unter 1 Jahr;7453;1362
2023;17 Briesnitz und westliche OS;Deutsche;01 bis unter 3 Jahre;49253;2128
2023;17 Briesnitz und westliche OS;Deutsche;03 bis unter 5 Jahre;105283;2235
2023;17 Briesnitz und westliche OS;Deutsche;05 bis unter 10 Jahre;371873;4273
2023;17 Briesnitz und westliche OS;Deutsche;10 bis unter 20 Jahre;978115;5646
2023;17 Briesnitz und westliche OS;Deutsche;20 Jahre und mehr;2898691;7119
2023;17 Briesnitz und westliche OS;Ausländer;00 bis unter 1 Jahr;986;185
2023;17 Briesnitz und westliche OS;Ausländer;01 bis unter 3 Jahre;3870;187
2023;17 Briesnitz und westliche OS;Ausländer;03 bis unter 5 Jahre;3915;83
2023;17 Briesnitz und westliche OS;Ausländer;05 bis unter 10 Jahre;7709;89
2023;17 Briesnitz und westliche OS;Ausländer;10 bis unter 20 Jahre;11909;72
2023;17 Briesnitz und westliche OS;Ausländer;20 Jahre und mehr;6890;21
