Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Familienstand;Geschlecht;Anzahl Einwohner
2022;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;260
2022;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;170
2022;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;261
2022;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;2448
2022;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;2348
2022;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;2557
2022;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;2542
2022;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;161
2022;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;614
2022;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;329
2022;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;509
2022;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;689
2022;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;603
2022;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;749
2022;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;761
2022;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;48
2022;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;221
2022;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;97
2022;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;166
2022;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;1249
2022;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;1055
2022;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;1166
2022;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;1161
2022;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;73
2022;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;307
2022;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;206
2022;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;302
2022;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;860
2022;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;705
2022;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;1031
2022;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;1024
2022;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;41
2022;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;148
2022;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;116
2022;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;117
2022;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;757
2022;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;601
2022;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;848
2022;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;841
2022;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;32
2022;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;140
2022;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;67
2022;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;83
2022;51 Blasewitz;StB 5 Blasewitz;ledig;männlich;2381
2022;51 Blasewitz;StB 5 Blasewitz;ledig;weiblich;2383
2022;51 Blasewitz;StB 5 Blasewitz;verheiratet;männlich;2032
2022;51 Blasewitz;StB 5 Blasewitz;verheiratet;weiblich;2038
2022;51 Blasewitz;StB 5 Blasewitz;verwitwet;männlich;136
2022;51 Blasewitz;StB 5 Blasewitz;verwitwet;weiblich;513
2022;51 Blasewitz;StB 5 Blasewitz;geschieden;männlich;264
2022;51 Blasewitz;StB 5 Blasewitz;geschieden;weiblich;461
2022;52 Striesen-Ost;StB 5 Blasewitz;ledig;männlich;4198
2022;52 Striesen-Ost;StB 5 Blasewitz;ledig;weiblich;4097
2022;52 Striesen-Ost;StB 5 Blasewitz;verheiratet;männlich;2715
2022;52 Striesen-Ost;StB 5 Blasewitz;verheiratet;weiblich;2761
2022;52 Striesen-Ost;StB 5 Blasewitz;verwitwet;männlich;116
2022;52 Striesen-Ost;StB 5 Blasewitz;verwitwet;weiblich;490
2022;52 Striesen-Ost;StB 5 Blasewitz;geschieden;männlich;401
2022;52 Striesen-Ost;StB 5 Blasewitz;geschieden;weiblich;692
2022;53 Striesen-Süd;StB 5 Blasewitz;ledig;männlich;3250
2022;53 Striesen-Süd;StB 5 Blasewitz;ledig;weiblich;2988
2022;53 Striesen-Süd;StB 5 Blasewitz;verheiratet;männlich;2141
2022;53 Striesen-Süd;StB 5 Blasewitz;verheiratet;weiblich;2160
2022;53 Striesen-Süd;StB 5 Blasewitz;verwitwet;männlich;184
2022;53 Striesen-Süd;StB 5 Blasewitz;verwitwet;weiblich;681
2022;53 Striesen-Süd;StB 5 Blasewitz;geschieden;männlich;360
2022;53 Striesen-Süd;StB 5 Blasewitz;geschieden;weiblich;615
2022;54 Striesen-West;StB 5 Blasewitz;ledig;männlich;3300
2022;54 Striesen-West;StB 5 Blasewitz;ledig;weiblich;3209
2022;54 Striesen-West;StB 5 Blasewitz;verheiratet;männlich;2344
2022;54 Striesen-West;StB 5 Blasewitz;verheiratet;weiblich;2365
2022;54 Striesen-West;StB 5 Blasewitz;verwitwet;männlich;187
2022;54 Striesen-West;StB 5 Blasewitz;verwitwet;weiblich;772
2022;54 Striesen-West;StB 5 Blasewitz;geschieden;männlich;358
2022;54 Striesen-West;StB 5 Blasewitz;geschieden;weiblich;666
2022;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;ledig;männlich;2723
2022;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;ledig;weiblich;2709
2022;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;verheiratet;männlich;2111
2022;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;verheiratet;weiblich;2155
2022;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;verwitwet;männlich;154
2022;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;verwitwet;weiblich;618
2022;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;geschieden;männlich;356
2022;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;geschieden;weiblich;599
2022;56 Seidnitz/Dobritz;StB 5 Blasewitz;ledig;männlich;3298
2022;56 Seidnitz/Dobritz;StB 5 Blasewitz;ledig;weiblich;2933
2022;56 Seidnitz/Dobritz;StB 5 Blasewitz;verheiratet;männlich;2403
2022;56 Seidnitz/Dobritz;StB 5 Blasewitz;verheiratet;weiblich;2427
2022;56 Seidnitz/Dobritz;StB 5 Blasewitz;verwitwet;männlich;164
2022;56 Seidnitz/Dobritz;StB 5 Blasewitz;verwitwet;weiblich;792
2022;56 Seidnitz/Dobritz;StB 5 Blasewitz;geschieden;männlich;474
2022;56 Seidnitz/Dobritz;StB 5 Blasewitz;geschieden;weiblich;756
2022;57 Gruna;StB 5 Blasewitz;ledig;männlich;2890
2022;57 Gruna;StB 5 Blasewitz;ledig;weiblich;2716
2022;57 Gruna;StB 5 Blasewitz;verheiratet;männlich;2563
2022;57 Gruna;StB 5 Blasewitz;verheiratet;weiblich;2566
2022;57 Gruna;StB 5 Blasewitz;verwitwet;männlich;226
2022;57 Gruna;StB 5 Blasewitz;verwitwet;weiblich;892
2022;57 Gruna;StB 5 Blasewitz;geschieden;männlich;411
2022;57 Gruna;StB 5 Blasewitz;geschieden;weiblich;708
2022;61 Leuben;StB 6 Leuben;ledig;männlich;3238
2022;61 Leuben;StB 6 Leuben;ledig;weiblich;2911
2022;61 Leuben;StB 6 Leuben;verheiratet;männlich;1963
2022;61 Leuben;StB 6 Leuben;verheiratet;weiblich;1982
2022;61 Leuben;StB 6 Leuben;verwitwet;männlich;235
2022;61 Leuben;StB 6 Leuben;verwitwet;weiblich;836
2022;61 Leuben;StB 6 Leuben;geschieden;männlich;468
2022;61 Leuben;StB 6 Leuben;geschieden;weiblich;817
2022;62 Laubegast;StB 6 Leuben;ledig;männlich;2674
2022;62 Laubegast;StB 6 Leuben;ledig;weiblich;2375
2022;62 Laubegast;StB 6 Leuben;verheiratet;männlich;2539
2022;62 Laubegast;StB 6 Leuben;verheiratet;weiblich;2582
2022;62 Laubegast;StB 6 Leuben;verwitwet;männlich;162
2022;62 Laubegast;StB 6 Leuben;verwitwet;weiblich;676
2022;62 Laubegast;StB 6 Leuben;geschieden;männlich;459
2022;62 Laubegast;StB 6 Leuben;geschieden;weiblich;653
2022;63 Kleinzschachwitz;StB 6 Leuben;ledig;männlich;1678
2022;63 Kleinzschachwitz;StB 6 Leuben;ledig;weiblich;1508
2022;63 Kleinzschachwitz;StB 6 Leuben;verheiratet;männlich;2016
2022;63 Kleinzschachwitz;StB 6 Leuben;verheiratet;weiblich;2013
2022;63 Kleinzschachwitz;StB 6 Leuben;verwitwet;männlich;111
2022;63 Kleinzschachwitz;StB 6 Leuben;verwitwet;weiblich;432
2022;63 Kleinzschachwitz;StB 6 Leuben;geschieden;männlich;280
2022;63 Kleinzschachwitz;StB 6 Leuben;geschieden;weiblich;360
2022;64 Großzschachwitz;StB 6 Leuben;ledig;männlich;1556
2022;64 Großzschachwitz;StB 6 Leuben;ledig;weiblich;1353
2022;64 Großzschachwitz;StB 6 Leuben;verheiratet;männlich;1144
2022;64 Großzschachwitz;StB 6 Leuben;verheiratet;weiblich;1134
2022;64 Großzschachwitz;StB 6 Leuben;verwitwet;männlich;98
2022;64 Großzschachwitz;StB 6 Leuben;verwitwet;weiblich;400
2022;64 Großzschachwitz;StB 6 Leuben;geschieden;männlich;213
2022;64 Großzschachwitz;StB 6 Leuben;geschieden;weiblich;315
2022;71 Prohlis-Nord;StB 7 Prohlis;ledig;männlich;1770
2022;71 Prohlis-Nord;StB 7 Prohlis;ledig;weiblich;1437
2022;71 Prohlis-Nord;StB 7 Prohlis;verheiratet;männlich;1021
2022;71 Prohlis-Nord;StB 7 Prohlis;verheiratet;weiblich;1019
2022;71 Prohlis-Nord;StB 7 Prohlis;verwitwet;männlich;87
2022;71 Prohlis-Nord;StB 7 Prohlis;verwitwet;weiblich;327
2022;71 Prohlis-Nord;StB 7 Prohlis;geschieden;männlich;289
2022;71 Prohlis-Nord;StB 7 Prohlis;geschieden;weiblich;342
2022;72 Prohlis-Süd;StB 7 Prohlis;ledig;männlich;2539
2022;72 Prohlis-Süd;StB 7 Prohlis;ledig;weiblich;1982
2022;72 Prohlis-Süd;StB 7 Prohlis;verheiratet;männlich;1292
2022;72 Prohlis-Süd;StB 7 Prohlis;verheiratet;weiblich;1242
2022;72 Prohlis-Süd;StB 7 Prohlis;verwitwet;männlich;167
2022;72 Prohlis-Süd;StB 7 Prohlis;verwitwet;weiblich;619
2022;72 Prohlis-Süd;StB 7 Prohlis;geschieden;männlich;393
2022;72 Prohlis-Süd;StB 7 Prohlis;geschieden;weiblich;566
2022;73 Niedersedlitz;StB 7 Prohlis;ledig;männlich;1432
2022;73 Niedersedlitz;StB 7 Prohlis;ledig;weiblich;1174
2022;73 Niedersedlitz;StB 7 Prohlis;verheiratet;männlich;1368
2022;73 Niedersedlitz;StB 7 Prohlis;verheiratet;weiblich;1383
2022;73 Niedersedlitz;StB 7 Prohlis;verwitwet;männlich;66
2022;73 Niedersedlitz;StB 7 Prohlis;verwitwet;weiblich;258
2022;73 Niedersedlitz;StB 7 Prohlis;geschieden;männlich;159
2022;73 Niedersedlitz;StB 7 Prohlis;geschieden;weiblich;233
2022;74 Lockwitz;StB 7 Prohlis;ledig;männlich;1570
