Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2016;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Kind;742;371;371
2016;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Kinder;345;230;115
2016;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 u.m. Kinder;111;86;25
2016;StB 0 Altstadt;02 Johannstadt;1 Kind;588;294;294
2016;StB 0 Altstadt;02 Johannstadt;2 Kinder;345;230;115
2016;StB 0 Altstadt;02 Johannstadt;3 u.m. Kinder;122;93;29
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1 Kind;1340;670;670
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;2 Kinder;813;542;271
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;3 u.m. Kinder;292;222;70
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1 Kind;544;272;272
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;2 Kinder;294;196;98
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;81;62;19
2016;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1 Kind;1064;532;532
2016;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;2 Kinder;597;398;199
2016;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;290;223;67
2016;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1 Kind;1178;589;589
2016;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;2 Kinder;651;434;217
2016;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;3 u.m. Kinder;216;164;52
2016;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1 Kind;694;347;347
2016;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;2 Kinder;441;294;147
2016;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;3 u.m. Kinder;114;87;27
2016;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1 Kind;786;393;393
2016;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;2 Kinder;486;324;162
2016;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;136;103;33
2016;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;1630;815;815
2016;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;858;572;286
2016;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;166;126;40
2016;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;1486;743;743
2016;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;903;602;301
2016;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;171;130;41
2016;StB 6 Leuben;10 StB Leuben;1 Kind;1492;746;746
2016;StB 6 Leuben;10 StB Leuben;2 Kinder;825;550;275
2016;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;238;182;56
2016;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;874;437;437
2016;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;627;418;209
2016;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;428;330;98
2016;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;920;460;460
2016;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;510;340;170
2016;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;174;135;39
2016;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;665;332;332
2016;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;423;282;141
2016;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;151;115;36
2016;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;590;295;295
2016;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;375;250;125
2016;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;58;44;14
2016;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;1406;703;703
2016;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;702;468;234
2016;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;152;116;36
2016;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;872;436;436
2016;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;648;432;216
2016;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;329;254;75
2016;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;572;286;286
2016;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;312;208;104
2016;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;89;69;20
