Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;0 Kinder;23402;0;17926
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Kind;3606;1316;1316
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Kinder;2820;1452;726
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 u.m. Kinder;1167;727;218
2018;StB 0 Altstadt;02 Johannstadt;0 Kinder;16298;0;11778
2018;StB 0 Altstadt;02 Johannstadt;1 Kind;3084;1098;1098
2018;StB 0 Altstadt;02 Johannstadt;2 Kinder;2810;1448;724
2018;StB 0 Altstadt;02 Johannstadt;3 u.m. Kinder;1218;759;232
2018;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;0 Kinder;21734;0;17071
2018;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1 Kind;6469;2321;2321
2018;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;2 Kinder;6667;3418;1709
2018;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;3 u.m. Kinder;2181;1353;425
2018;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;0 Kinder;7485;0;6018
2018;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1 Kind;2189;807;807
2018;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;2 Kinder;2171;1110;555
2018;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;602;373;119
2018;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;0 Kinder;14521;0;11202
2018;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1 Kind;4617;1684;1684
2018;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;2 Kinder;4203;2172;1086
2018;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;1528;965;300
2018;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;0 Kinder;17494;0;12462
2018;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1 Kind;5358;1935;1935
2018;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;2 Kinder;4554;2338;1169
2018;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;3 u.m. Kinder;1424;897;282
2018;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;0 Kinder;18181;0;11230
2018;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1 Kind;5057;1710;1710
2018;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;2 Kinder;5880;2970;1485
2018;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;3 u.m. Kinder;1996;1220;381
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;0 Kinder;19390;0;11883
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1 Kind;5480;1841;1841
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;2 Kinder;6249;3142;1571
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;2357;1446;454
2018;StB 5 Blasewitz;08 Blasewitz, Striesen;0 Kinder;29553;0;21055
2018;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;9217;3221;3221
2018;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;8945;4572;2286
2018;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;2706;1662;521
2018;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;0 Kinder;25119;0;17585
2018;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;6159;2242;2242
2018;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;5350;2768;1384
2018;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;1517;943;295
2018;StB 6 Leuben;10 StB Leuben;0 Kinder;24960;0;16946
2018;StB 6 Leuben;10 StB Leuben;1 Kind;6263;2263;2263
2018;StB 6 Leuben;10 StB Leuben;2 Kinder;5447;2806;1403
2018;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;2007;1268;387
2018;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);0 Kinder;15424;0;11318
2018;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;2861;1077;1077
2018;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;2732;1440;720
2018;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1822;1184;354
2018;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);0 Kinder;20913;0;13505
2018;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;5379;1868;1868
2018;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;5471;2768;1384
2018;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1791;1118;347
2018;StB 8 Plauen;13 Südvorstadt, Zschertnitz;0 Kinder;18835;0;13484
2018;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;3638;1288;1288
2018;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;3735;1894;947
2018;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;2021;1266;377
2018;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;0 Kinder;15428;0;10493
2018;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;3991;1391;1391
2018;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;4094;2074;1037
2018;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;1361;828;263
2018;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;0 Kinder;26378;0;19527
2018;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;7237;2584;2584
2018;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;6244;3182;1591
2018;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;2017;1239;392
2018;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;0 Kinder;14037;0;10519
2018;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;2694;1024;1024
2018;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;2464;1310;655
2018;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;1805;1179;338
2018;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;0 Kinder;14089;0;8680
2018;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;3856;1315;1315
2018;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;4227;2142;1071
2018;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;1182;728;231
