Jahr;Stadtraum;Staatsangehörigkeit-1 Deutsche / Ausländer;Wohndauer in 6 Klassen;Wohndauer in Monaten;Anzahl Einwohner
2022;01 StB Altstadt ohne Johannstadt;Deutsche;00 bis unter 1 Jahr;21769;3920
2022;01 StB Altstadt ohne Johannstadt;Deutsche;01 bis unter 3 Jahre;154825;6950
2022;01 StB Altstadt ohne Johannstadt;Deutsche;03 bis unter 5 Jahre;189783;4104
2022;01 StB Altstadt ohne Johannstadt;Deutsche;05 bis unter 10 Jahre;434484;5129
2022;01 StB Altstadt ohne Johannstadt;Deutsche;10 bis unter 20 Jahre;725528;4215
2022;01 StB Altstadt ohne Johannstadt;Deutsche;20 Jahre und mehr;2242057;4695
2022;01 StB Altstadt ohne Johannstadt;Ausländer;00 bis unter 1 Jahr;19389;4338
2022;01 StB Altstadt ohne Johannstadt;Ausländer;01 bis unter 3 Jahre;59928;2796
2022;01 StB Altstadt ohne Johannstadt;Ausländer;03 bis unter 5 Jahre;64959;1420
2022;01 StB Altstadt ohne Johannstadt;Ausländer;05 bis unter 10 Jahre;75179;960
2022;01 StB Altstadt ohne Johannstadt;Ausländer;10 bis unter 20 Jahre;75025;444
2022;01 StB Altstadt ohne Johannstadt;Ausländer;20 Jahre und mehr;19192;70
2022;02 Johannstadt;Deutsche;00 bis unter 1 Jahr;9243;1720
2022;02 Johannstadt;Deutsche;01 bis unter 3 Jahre;85574;3706
2022;02 Johannstadt;Deutsche;03 bis unter 5 Jahre;103460;2234
2022;02 Johannstadt;Deutsche;05 bis unter 10 Jahre;314051;3655
2022;02 Johannstadt;Deutsche;10 bis unter 20 Jahre;764937;4396
2022;02 Johannstadt;Deutsche;20 Jahre und mehr;2385456;5316
2022;02 Johannstadt;Ausländer;00 bis unter 1 Jahr;6895;1269
2022;02 Johannstadt;Ausländer;01 bis unter 3 Jahre;33390;1472
2022;02 Johannstadt;Ausländer;03 bis unter 5 Jahre;29108;639
2022;02 Johannstadt;Ausländer;05 bis unter 10 Jahre;53947;691
2022;02 Johannstadt;Ausländer;10 bis unter 20 Jahre;60664;369
2022;02 Johannstadt;Ausländer;20 Jahre und mehr;18563;56
2022;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;00 bis unter 1 Jahr;18114;3114
2022;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;01 bis unter 3 Jahre;154536;6840
2022;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;03 bis unter 5 Jahre;218052;4682
2022;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;05 bis unter 10 Jahre;637042;7418
2022;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;10 bis unter 20 Jahre;1275233;7583
2022;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;20 Jahre und mehr;1357545;3871
2022;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;00 bis unter 1 Jahr;11735;2587
2022;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;01 bis unter 3 Jahre;28092;1310
2022;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;03 bis unter 5 Jahre;32368;709
2022;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;05 bis unter 10 Jahre;56888;708
2022;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;10 bis unter 20 Jahre;67115;399
2022;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;20 Jahre und mehr;24507;85
2022;04 Leipziger Vorstadt, Pieschen;Deutsche;00 bis unter 1 Jahr;20260;3572
2022;04 Leipziger Vorstadt, Pieschen;Deutsche;01 bis unter 3 Jahre;166173;7303
2022;04 Leipziger Vorstadt, Pieschen;Deutsche;03 bis unter 5 Jahre;222561;4753
2022;04 Leipziger Vorstadt, Pieschen;Deutsche;05 bis unter 10 Jahre;654875;7658
2022;04 Leipziger Vorstadt, Pieschen;Deutsche;10 bis unter 20 Jahre;1283530;7578
2022;04 Leipziger Vorstadt, Pieschen;Deutsche;20 Jahre und mehr;1555423;4237
2022;04 Leipziger Vorstadt, Pieschen;Ausländer;00 bis unter 1 Jahr;5575;1102
2022;04 Leipziger Vorstadt, Pieschen;Ausländer;01 bis unter 3 Jahre;17043;770
2022;04 Leipziger Vorstadt, Pieschen;Ausländer;03 bis unter 5 Jahre;20197;434
2022;04 Leipziger Vorstadt, Pieschen;Ausländer;05 bis unter 10 Jahre;35584;435
2022;04 Leipziger Vorstadt, Pieschen;Ausländer;10 bis unter 20 Jahre;51332;306
2022;04 Leipziger Vorstadt, Pieschen;Ausländer;20 Jahre und mehr;20182;75
2022;05 Mickten, Kaditz, Trachau;Deutsche;00 bis unter 1 Jahr;11820;2091
2022;05 Mickten, Kaditz, Trachau;Deutsche;01 bis unter 3 Jahre;103502;4483
2022;05 Mickten, Kaditz, Trachau;Deutsche;03 bis unter 5 Jahre;145408;3099
2022;05 Mickten, Kaditz, Trachau;Deutsche;05 bis unter 10 Jahre;459380;5257
2022;05 Mickten, Kaditz, Trachau;Deutsche;10 bis unter 20 Jahre;1124335;6621
2022;05 Mickten, Kaditz, Trachau;Deutsche;20 Jahre und mehr;2446155;6178
2022;05 Mickten, Kaditz, Trachau;Ausländer;00 bis unter 1 Jahr;2841;497
2022;05 Mickten, Kaditz, Trachau;Ausländer;01 bis unter 3 Jahre;8308;369
2022;05 Mickten, Kaditz, Trachau;Ausländer;03 bis unter 5 Jahre;9613;212
2022;05 Mickten, Kaditz, Trachau;Ausländer;05 bis unter 10 Jahre;16371;202
2022;05 Mickten, Kaditz, Trachau;Ausländer;10 bis unter 20 Jahre;23150;139
2022;05 Mickten, Kaditz, Trachau;Ausländer;20 Jahre und mehr;12252;38
2022;06 StB Klotzsche und nördliche OS;Deutsche;00 bis unter 1 Jahr;9770;1733
2022;06 StB Klotzsche und nördliche OS;Deutsche;01 bis unter 3 Jahre;74057;3221
2022;06 StB Klotzsche und nördliche OS;Deutsche;03 bis unter 5 Jahre;125895;2649
2022;06 StB Klotzsche und nördliche OS;Deutsche;05 bis unter 10 Jahre;511592;5925
2022;06 StB Klotzsche und nördliche OS;Deutsche;10 bis unter 20 Jahre;1220158;7040
2022;06 StB Klotzsche und nördliche OS;Deutsche;20 Jahre und mehr;4131028;9813
2022;06 StB Klotzsche und nördliche OS;Ausländer;00 bis unter 1 Jahr;3160;566
2022;06 StB Klotzsche und nördliche OS;Ausländer;01 bis unter 3 Jahre;5004;239
2022;06 StB Klotzsche und nördliche OS;Ausländer;03 bis unter 5 Jahre;5353;117
2022;06 StB Klotzsche und nördliche OS;Ausländer;05 bis unter 10 Jahre;14143;166
2022;06 StB Klotzsche und nördliche OS;Ausländer;10 bis unter 20 Jahre;23391;134
2022;06 StB Klotzsche und nördliche OS;Ausländer;20 Jahre und mehr;10890;32
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;00 bis unter 1 Jahr;9416;1725
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;01 bis unter 3 Jahre;89687;3815
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;03 bis unter 5 Jahre;151021;3196
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;05 bis unter 10 Jahre;520897;5904
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;10 bis unter 20 Jahre;1419978;8190
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;20 Jahre und mehr;3865961;9547
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;00 bis unter 1 Jahr;2971;483
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;01 bis unter 3 Jahre;5350;234
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;03 bis unter 5 Jahre;6431;140
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;05 bis unter 10 Jahre;14701;171
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;10 bis unter 20 Jahre;22156;132
2022;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;20 Jahre und mehr;16773;50
2022;08 Blasewitz, Striesen;Deutsche;00 bis unter 1 Jahr;20620;3616
2022;08 Blasewitz, Striesen;Deutsche;01 bis unter 3 Jahre;170965;7535
2022;08 Blasewitz, Striesen;Deutsche;03 bis unter 5 Jahre;274916;5850
2022;08 Blasewitz, Striesen;Deutsche;05 bis unter 10 Jahre;908328;10575
