Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2015;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;127;98;29
2015;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;646;323;323
2015;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;405;270;135
2015;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;114;87;27
2015;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;584;292;292
2015;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;375;250;125
2015;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;52;39;13
2015;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;1430;715;715
2015;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;654;436;218
2015;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;182;138;44
2015;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;890;445;445
2015;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;594;396;198
2015;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;375;289;86
2015;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;600;300;300
2015;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;279;186;93
2015;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;86;67;19
