Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2015;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Kind;700;350;350
2015;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Kinder;321;214;107
2015;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 u.m. Kinder;106;81;25
2015;StB 0 Altstadt;02 Johannstadt;1 Kind;574;287;287
2015;StB 0 Altstadt;02 Johannstadt;2 Kinder;330;220;110
2015;StB 0 Altstadt;02 Johannstadt;3 u.m. Kinder;137;105;32
2015;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1 Kind;1356;678;678
2015;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;2 Kinder;828;552;276
2015;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;3 u.m. Kinder;253;192;61
2015;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1 Kind;504;252;252
2015;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;2 Kinder;276;184;92
2015;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;80;61;19
2015;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1 Kind;1102;551;551
2015;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;2 Kinder;585;390;195
2015;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;272;209;63
2015;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1 Kind;1192;596;596
2015;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;2 Kinder;630;420;210
2015;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;3 u.m. Kinder;250;191;59
2015;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1 Kind;720;360;360
2015;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;2 Kinder;441;294;147
2015;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;3 u.m. Kinder;130;99;31
2015;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1 Kind;772;386;386
2015;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;2 Kinder;495;330;165
2015;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;127;96;31
2015;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;1590;795;795
2015;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;822;548;274
2015;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;197;150;47
2015;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;1488;744;744
2015;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;843;562;281
2015;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;123;93;30
2015;StB 6 Leuben;10 StB Leuben;1 Kind;1506;753;753
2015;StB 6 Leuben;10 StB Leuben;2 Kinder;822;548;274
2015;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;198;151;47
2015;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;886;443;443
2015;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;675;450;225
2015;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;411;318;93
2015;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;910;455;455
2015;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;543;362;181
