Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1 Kind;5443;1827;1827
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;2 Kinder;5657;2856;1428
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;1914;1167;372
2025;StB 5 Blasewitz;08 Blasewitz, Striesen;0 Kinder;30730;0;22178
2025;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;8785;3080;3080
2025;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;8559;4372;2186
2025;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;2208;1361;428
2025;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;0 Kinder;25254;0;18334
2025;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;5941;2154;2154
2025;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;4668;2446;1223
2025;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;1356;853;265
2025;StB 6 Leuben;10 StB Leuben;0 Kinder;25390;0;17827
2025;StB 6 Leuben;10 StB Leuben;1 Kind;6053;2169;2169
2025;StB 6 Leuben;10 StB Leuben;2 Kinder;5287;2752;1376
2025;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;1779;1127;347
2025;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);0 Kinder;15510;0;11649
2025;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;3654;1356;1356
2025;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;3055;1620;810
2025;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;2429;1583;449
2025;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);0 Kinder;21069;0;14004
2025;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;5716;1960;1960
2025;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;5325;2698;1349
2025;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1642;1035;316
2025;StB 8 Plauen;13 Südvorstadt, Zschertnitz;0 Kinder;18574;0;13619
2025;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;3885;1357;1357
2025;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;3719;1912;956
2025;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;2054;1292;382
2025;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;0 Kinder;15467;0;10725
2025;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;3809;1309;1309
2025;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;3591;1822;911
2025;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;1152;714;224
2025;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;0 Kinder;27246;0;20436
2025;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;6720;2408;2408
2025;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;6291;3248;1624
2025;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;1952;1211;375
2025;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;0 Kinder;13747;0;10364
2025;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;2938;1092;1092
2025;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;2779;1460;730
2025;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;2359;1558;428
2025;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;0 Kinder;14101;0;9003
2025;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;4014;1361;1361
2025;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;3922;1998;999
2025;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;1225;752;238
