Jahr;Stadtteil zus. (Kriminalität);Stadtteil (Kriminalität);Stadtraum;Stadtbezirk mit zugeordneten Ortschaften;Fälle erfasst (Tatortprinzip);Fälle aufgeklärt;Tatverdächtige insgesamt
2004;82 Südvorstadt-Ost;82 Südvorstadt-Ost;13 Südvorstadt, Zschertnitz;StB 8 Plauen;730;227;221
2004;83 Räcknitz/Zschertnitz;83 Räcknitz/Zschertnitz;13 Südvorstadt, Zschertnitz;StB 8 Plauen;469;144;160
2004;84 Kleinpestitz/Mockritz;84 Kleinpestitz/Mockritz;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;363;188;189
2004;85 Coschütz/Gittersee;85 Coschütz/Gittersee;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;332;159;135
2004;86 Plauen;86 Plauen;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;662;271;290
2004;90 Cossebaude/Mobschatz/Oberw.;90 Cossebaude/Mobschatz/Oberw.;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;353;135;133
2004;91 Cotta;91 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;1014;546;470
2004;92 Löbtau-Nord;92 Löbtau-Nord;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;962;479;433
2004;93 Löbtau-Süd;93 Löbtau-Süd;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;812;418;333
2004;94 Naußlitz;94 Naußlitz;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;344;150;158
2004;95 Gorbitz-Süd;95 Gorbitz-Süd;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;581;339;321
2004;96 Gorbitz-Ost;96 Gorbitz-Ost;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;384;178;165
2004;97 Gorbitz-Nord/Neu-Omsewitz;97 Gorbitz-Nord/Neu-Omsewitz;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;754;375;336
2004;98 Briesnitz;98 Briesnitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;490;200;210
2004;99 Altfranken/Gompitz;99 Altfranken/Gompitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;266;162;168
2004;Korrektur Mehrfachzählung;Korrektur Mehrfachzählung;00 unbekannt;unbekannt;0;0;-4006
2005;unbekannt/unzutreffend;unbekannt/unzutreffend;00 unbekannt;unbekannt;4406;3498;0
2005;01 Innere Altstadt;01 Innere Altstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;2625;1575;1410
2005;02 Pirnaische Vorstadt;02 Pirnaische Vorstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;640;324;311
2005;03 Seevorstadt-Ost;03 Seevorstadt-Ost;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1674;921;938
2005;04 Wilsdruffer Vs./Seevs.-West;04 Wilsdruffer Vs./Seevs.-West;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;706;300;264
2005;05 Friedrichstadt;05 Friedrichstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1033;506;442
2005;06 Johannstadt-Nord;06 Johannstadt-Nord;02 Johannstadt;StB 0 Altstadt;962;472;382
2005;07 Johannstadt-Süd;07 Johannstadt-Süd;02 Johannstadt;StB 0 Altstadt;641;247;218
2005;11 Äußere Neustadt (Antonstadt);11 Äußere Neustadt (Antonstadt);03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;2951;1270;1079
2005;12 Radeberger Vorstadt;12 Radeberger Vorstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;488;236;203
2005;13 Innere Neustadt;13 Innere Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;1238;586;559
2005;14 Leipziger Vorstadt;14 Leipziger Vorstadt;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;1204;560;441
2005;15 Albertstadt;15 Albertstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;435;199;209
2005;21 Pieschen-Süd;21 Pieschen-Süd;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;1275;598;507
2005;22 Mickten;22 Mickten;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;1031;460;412
2005;23 Kaditz;23 Kaditz;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;853;544;496
2005;24 Trachau;24 Trachau;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;472;158;137
2005;25 Pieschen-N/Trachenberge;25 Pieschen-N/Trachenberge;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;951;463;402
2005;31 Klotzsche;31 Klotzsche;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;745;294;278
2005;31 Klotzsche;33 Flughafen;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;178;100;105
2005;31 Klotzsche;34 Hellerberge;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;47;22;28
2005;32 Hellerau/Wilschdorf;32 Hellerau/Wilschdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;204;95;92
2005;35 Weixdorf;35 Weixdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;269;134;100
2005;36 Langebrück/Schönborn;36 Langebrück/Schönborn;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;105;59;37
2005;41 Loschwitz/Wachwitz;41 Loschwitz/Wachwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;294;125;118
2005;42 Bühlau/Weißer Hirsch;42 Bühlau/Weißer Hirsch;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;343;171;154
2005;42 Bühlau/Weißer Hirsch;44 Dresdner Heide;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;29;15;15
2005;43 Hosterwitz/Pillnitz;43 Hosterwitz/Pillnitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;110;64;58
2005;45 Weißig;45 Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;398;245;230
2005;46 Gönnsdorf/Pappritz;46 Gönnsdorf/Pappritz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;39;17;20
2005;47 Schönfeld/Schullwitz;47 Schönfeld/Schullwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65;22;21
2005;51 Blasewitz;51 Blasewitz;08 Blasewitz, Striesen;StB 5 Blasewitz;815;406;354
2005;52 Striesen-Ost;52 Striesen-Ost;08 Blasewitz, Striesen;StB 5 Blasewitz;644;350;230
2005;53 Striesen-Süd;53 Striesen-Süd;08 Blasewitz, Striesen;StB 5 Blasewitz;396;201;158
2005;54 Striesen-West;54 Striesen-West;08 Blasewitz, Striesen;StB 5 Blasewitz;673;394;313
2005;55 Tolkewitz/Seidnitz-Nord;55 Tolkewitz/Seidnitz-Nord;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;445;211;174
2005;56 Seidnitz/Dobritz;56 Seidnitz/Dobritz;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;1051;621;545
2005;57 Gruna;57 Gruna;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;543;275;239
2005;61 Leuben;61 Leuben;10 StB Leuben;StB 6 Leuben;786;416;387
2005;62 Laubegast;62 Laubegast;10 StB Leuben;StB 6 Leuben;417;223;169
2005;63 Kleinzschachwitz;63 Kleinzschachwitz;10 StB Leuben;StB 6 Leuben;197;73;71
2005;64 Großzschachwitz;64 Großzschachwitz;10 StB Leuben;StB 6 Leuben;349;175;132
2005;71 Prohlis-Nord;71 Prohlis-Nord;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;497;322;312
2005;72 Prohlis-Süd;72 Prohlis-Süd;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;679;439;360
2005;73 Niedersedlitz;73 Niedersedlitz;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;73;38;35
2005;73 Niedersedlitz;73 Niedersedlitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;270;141;130
2005;74 Lockwitz;74 Lockwitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;743;544;473
2005;75 Leubnitz-Neuostra;75 Leubnitz-Neuostra;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;463;224;212
2005;76 Strehlen;76 Strehlen;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;378;228;203
2005;76 Strehlen;76 Strehlen;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;565;341;302
2005;77 Reick;77 Reick;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;595;363;337
2005;81 Südvorstadt-West;81 Südvorstadt-West;13 Südvorstadt, Zschertnitz;StB 8 Plauen;1024;476;464
2005;82 Südvorstadt-Ost;82 Südvorstadt-Ost;13 Südvorstadt, Zschertnitz;StB 8 Plauen;525;186;179
2005;83 Räcknitz/Zschertnitz;83 Räcknitz/Zschertnitz;13 Südvorstadt, Zschertnitz;StB 8 Plauen;430;158;174
2005;84 Kleinpestitz/Mockritz;84 Kleinpestitz/Mockritz;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;335;181;176
2005;85 Coschütz/Gittersee;85 Coschütz/Gittersee;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;290;155;152
2005;86 Plauen;86 Plauen;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;574;218;194
2005;90 Cossebaude/Mobschatz/Oberw.;90 Cossebaude/Mobschatz/Oberw.;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;349;178;146
2005;91 Cotta;91 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;793;412;355
2005;92 Löbtau-Nord;92 Löbtau-Nord;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;931;475;451
2005;93 Löbtau-Süd;93 Löbtau-Süd;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;602;320;298
2005;94 Naußlitz;94 Naußlitz;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;362;192;187
2005;95 Gorbitz-Süd;95 Gorbitz-Süd;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;488;276;235
2005;96 Gorbitz-Ost;96 Gorbitz-Ost;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;331;194;167
2005;97 Gorbitz-Nord/Neu-Omsewitz;97 Gorbitz-Nord/Neu-Omsewitz;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;532;311;309
2005;98 Briesnitz;98 Briesnitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;432;197;151
2005;99 Altfranken/Gompitz;99 Altfranken/Gompitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;173;105;114
2005;Korrektur Mehrfachzählung;Korrektur Mehrfachzählung;00 unbekannt;unbekannt;0;0;-3056
2006;unbekannt/unzutreffend;unbekannt/unzutreffend;00 unbekannt;unbekannt;4729;3887;0
2006;01 Innere Altstadt;01 Innere Altstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;2560;1577;1296
2006;02 Pirnaische Vorstadt;02 Pirnaische Vorstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;555;268;232
2006;03 Seevorstadt-Ost;03 Seevorstadt-Ost;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1645;853;765
2006;04 Wilsdruffer Vs./Seevs.-West;04 Wilsdruffer Vs./Seevs.-West;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1317;840;837
2006;05 Friedrichstadt;05 Friedrichstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1189;606;518
2006;06 Johannstadt-Nord;06 Johannstadt-Nord;02 Johannstadt;StB 0 Altstadt;763;365;352
2006;07 Johannstadt-Süd;07 Johannstadt-Süd;02 Johannstadt;StB 0 Altstadt;601;247;217
2006;11 Äußere Neustadt (Antonstadt);11 Äußere Neustadt (Antonstadt);03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;2709;1301;1045
2006;12 Radeberger Vorstadt;12 Radeberger Vorstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;488;201;176
2006;13 Innere Neustadt;13 Innere Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;1168;624;550
2006;14 Leipziger Vorstadt;14 Leipziger Vorstadt;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;1019;518;450
2006;15 Albertstadt;15 Albertstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;488;273;255
2006;21 Pieschen-Süd;21 Pieschen-Süd;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;1331;736;569
2006;22 Mickten;22 Mickten;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;1134;566;497
2006;23 Kaditz;23 Kaditz;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;853;575;573
2006;24 Trachau;24 Trachau;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;444;213;180
2006;25 Pieschen-N/Trachenberge;25 Pieschen-N/Trachenberge;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;926;438;363
2006;31 Klotzsche;31 Klotzsche;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;697;328;314
2006;31 Klotzsche;33 Flughafen;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;147;91;97
2006;31 Klotzsche;34 Hellerberge;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;33;27;24
2006;32 Hellerau/Wilschdorf;32 Hellerau/Wilschdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;227;114;92
2006;35 Weixdorf;35 Weixdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;235;138;113
2006;36 Langebrück/Schönborn;36 Langebrück/Schönborn;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;104;71;39
2006;41 Loschwitz/Wachwitz;41 Loschwitz/Wachwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;200;93;85
2006;42 Bühlau/Weißer Hirsch;42 Bühlau/Weißer Hirsch;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;418;209;188
2006;42 Bühlau/Weißer Hirsch;44 Dresdner Heide;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;40;27;22
2006;43 Hosterwitz/Pillnitz;43 Hosterwitz/Pillnitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;118;51;51
2006;45 Weißig;45 Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;392;226;214
2006;46 Gönnsdorf/Pappritz;46 Gönnsdorf/Pappritz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;40;17;15
2006;47 Schönfeld/Schullwitz;47 Schönfeld/Schullwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;73;54;40
2006;51 Blasewitz;51 Blasewitz;08 Blasewitz, Striesen;StB 5 Blasewitz;711;420;345
2006;52 Striesen-Ost;52 Striesen-Ost;08 Blasewitz, Striesen;StB 5 Blasewitz;469;246;213
2006;53 Striesen-Süd;53 Striesen-Süd;08 Blasewitz, Striesen;StB 5 Blasewitz;356;149;136
2006;54 Striesen-West;54 Striesen-West;08 Blasewitz, Striesen;StB 5 Blasewitz;653;434;322
2006;55 Tolkewitz/Seidnitz-Nord;55 Tolkewitz/Seidnitz-Nord;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;424;244;174
2006;56 Seidnitz/Dobritz;56 Seidnitz/Dobritz;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;1006;639;564
2006;57 Gruna;57 Gruna;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;507;247;213
2006;61 Leuben;61 Leuben;10 StB Leuben;StB 6 Leuben;802;418;413
2006;62 Laubegast;62 Laubegast;10 StB Leuben;StB 6 Leuben;466;230;201
2006;63 Kleinzschachwitz;63 Kleinzschachwitz;10 StB Leuben;StB 6 Leuben;180;89;73
2006;64 Großzschachwitz;64 Großzschachwitz;10 StB Leuben;StB 6 Leuben;267;157;117
2006;71 Prohlis-Nord;71 Prohlis-Nord;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;515;354;352
2006;72 Prohlis-Süd;72 Prohlis-Süd;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;660;435;376
2006;73 Niedersedlitz;73 Niedersedlitz;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;50;22;23
2006;73 Niedersedlitz;73 Niedersedlitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;264;115;124
2006;74 Lockwitz;74 Lockwitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;699;479;451
2006;75 Leubnitz-Neuostra;75 Leubnitz-Neuostra;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;452;220;219
2006;76 Strehlen;76 Strehlen;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;350;190;177
2006;76 Strehlen;76 Strehlen;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;585;318;296
2006;77 Reick;77 Reick;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;539;330;323
2006;81 Südvorstadt-West;81 Südvorstadt-West;13 Südvorstadt, Zschertnitz;StB 8 Plauen;1195;643;630
2006;82 Südvorstadt-Ost;82 Südvorstadt-Ost;13 Südvorstadt, Zschertnitz;StB 8 Plauen;555;209;188
2006;83 Räcknitz/Zschertnitz;83 Räcknitz/Zschertnitz;13 Südvorstadt, Zschertnitz;StB 8 Plauen;415;191;189
2006;84 Kleinpestitz/Mockritz;84 Kleinpestitz/Mockritz;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;320;157;117
2006;85 Coschütz/Gittersee;85 Coschütz/Gittersee;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;357;200;169
2006;86 Plauen;86 Plauen;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;558;208;226
2006;90 Cossebaude/Mobschatz/Oberw.;90 Cossebaude/Mobschatz/Oberw.;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;847;681;121
2006;91 Cotta;91 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;849;516;391
2006;92 Löbtau-Nord;92 Löbtau-Nord;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;1038;662;478
2006;93 Löbtau-Süd;93 Löbtau-Süd;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;724;382;302
2006;94 Naußlitz;94 Naußlitz;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;442;272;242
2006;95 Gorbitz-Süd;95 Gorbitz-Süd;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;661;431;321
2006;96 Gorbitz-Ost;96 Gorbitz-Ost;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;340;166;172
2006;97 Gorbitz-Nord/Neu-Omsewitz;97 Gorbitz-Nord/Neu-Omsewitz;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;585;352;340
2006;98 Briesnitz;98 Briesnitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;475;253;205
2006;99 Altfranken/Gompitz;99 Altfranken/Gompitz;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;231;168;174
2006;Korrektur Mehrfachzählung;Korrektur Mehrfachzählung;00 unbekannt;unbekannt;0;0;-2771
2007;unbekannt/unzutreffend;unbekannt/unzutreffend;00 unbekannt;unbekannt;5065;4307;0
2007;01 Innere Altstadt;01 Innere Altstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;2067;1199;1097
2007;02 Pirnaische Vorstadt;02 Pirnaische Vorstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;539;245;247
2007;03 Seevorstadt-Ost;03 Seevorstadt-Ost;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1485;863;779
2007;04 Wilsdruffer Vs./Seevs.-West;04 Wilsdruffer Vs./Seevs.-West;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1013;573;534
2007;05 Friedrichstadt;05 Friedrichstadt;01 StB Altstadt ohne Johannstadt;StB 0 Altstadt;1095;566;540
2007;06 Johannstadt-Nord;06 Johannstadt-Nord;02 Johannstadt;StB 0 Altstadt;737;338;344
2007;07 Johannstadt-Süd;07 Johannstadt-Süd;02 Johannstadt;StB 0 Altstadt;599;257;205
2007;11 Äußere Neustadt (Antonstadt);11 Äußere Neustadt (Antonstadt);03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;2753;1185;1102
2007;12 Radeberger Vorstadt;12 Radeberger Vorstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;444;195;183
2007;13 Innere Neustadt;13 Innere Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;1134;611;522
2007;14 Leipziger Vorstadt;14 Leipziger Vorstadt;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;1231;525;490
2007;15 Albertstadt;15 Albertstadt;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;579;334;329
2007;21 Pieschen-Süd;21 Pieschen-Süd;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;1497;702;650
2007;22 Mickten;22 Mickten;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;953;450;409
2007;23 Kaditz;23 Kaditz;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;907;619;598
2007;24 Trachau;24 Trachau;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;488;217;209
2007;25 Pieschen-N/Trachenberge;25 Pieschen-N/Trachenberge;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;880;406;376
2007;31 Klotzsche;31 Klotzsche;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;797;437;410
2007;31 Klotzsche;33 Flughafen;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;0;0;0
2007;31 Klotzsche;34 Hellerberge;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;45;26;27
2007;32 Hellerau/Wilschdorf;32 Hellerau/Wilschdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;210;139;105
2007;35 Weixdorf;35 Weixdorf;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;187;108;112
2007;36 Langebrück/Schönborn;36 Langebrück/Schönborn;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;78;38;40
2007;41 Loschwitz/Wachwitz;41 Loschwitz/Wachwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;220;95;98
2007;42 Bühlau/Weißer Hirsch;42 Bühlau/Weißer Hirsch;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;343;146;141
2007;42 Bühlau/Weißer Hirsch;44 Dresdner Heide;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;37;10;11
2007;43 Hosterwitz/Pillnitz;43 Hosterwitz/Pillnitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;100;56;48
2007;45 Weißig;45 Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;395;239;221
2007;46 Gönnsdorf/Pappritz;46 Gönnsdorf/Pappritz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;81;51;52
2007;47 Schönfeld/Schullwitz;47 Schönfeld/Schullwitz;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;43;29;35
2007;51 Blasewitz;51 Blasewitz;08 Blasewitz, Striesen;StB 5 Blasewitz;958;669;353
2007;52 Striesen-Ost;52 Striesen-Ost;08 Blasewitz, Striesen;StB 5 Blasewitz;489;228;232
2007;53 Striesen-Süd;53 Striesen-Süd;08 Blasewitz, Striesen;StB 5 Blasewitz;285;116;111
2007;54 Striesen-West;54 Striesen-West;08 Blasewitz, Striesen;StB 5 Blasewitz;543;359;284
2007;55 Tolkewitz/Seidnitz-Nord;55 Tolkewitz/Seidnitz-Nord;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;253;129;123
2007;56 Seidnitz/Dobritz;56 Seidnitz/Dobritz;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;914;537;521
2007;57 Gruna;57 Gruna;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;535;287;244
2007;61 Leuben;61 Leuben;10 StB Leuben;StB 6 Leuben;759;460;393
2007;62 Laubegast;62 Laubegast;10 StB Leuben;StB 6 Leuben;468;288;231
2007;63 Kleinzschachwitz;63 Kleinzschachwitz;10 StB Leuben;StB 6 Leuben;201;95;69
2007;64 Großzschachwitz;64 Großzschachwitz;10 StB Leuben;StB 6 Leuben;269;165;138
2007;71 Prohlis-Nord;71 Prohlis-Nord;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;481;315;325
2007;72 Prohlis-Süd;72 Prohlis-Süd;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;604;369;323
2007;73 Niedersedlitz;73 Niedersedlitz;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30;16;15
2007;73 Niedersedlitz;73 Niedersedlitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;256;137;132
2007;74 Lockwitz;74 Lockwitz;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;634;472;458
