Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Stadtteil zus.;WZ-Abteilung 2008 (2 Ziffern);Beschäftigtengrößenklassen_4;Anzahl Niederlassungen
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;27-Herst. von elektrischen Ausrüstungen;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;32-Herst. von sonstigen Waren;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;37-Abwasserentsorgung;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;41-Hochbau;0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;41-Hochbau;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;41-Hochbau;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;46-Großhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;12
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;46-Großhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;136
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;39
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);50-249 svB;7
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;"49-Landverkehr; Transport in Rohrfernleitungen";10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;50-Schifffahrt;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;52-Lagerei sowie sonst. DL für den Verkehr;0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;52-Lagerei sowie sonst. DL für den Verkehr;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;55-Beherbergung;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;55-Beherbergung;10-49 svB;7
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;55-Beherbergung;50-249 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;56-Gastronomie;0-9 svB;56
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;56-Gastronomie;10-49 svB;45
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;56-Gastronomie;50-249 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;58-Verlagswesen;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;58-Verlagswesen;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;61-Telekommunikation;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;62-Erbr. von DL der Informationstechnologie;0-9 svB;13
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;62-Erbr. von DL der Informationstechnologie;10-49 svB;10
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;62-Erbr. von DL der Informationstechnologie;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;62-Erbr. von DL der Informationstechnologie;250 u.m.;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;63-InformationsDL;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;64-Erbr. von FinanzDL;0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;64-Erbr. von FinanzDL;10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;0-9 svB;8
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;68-Grundstücks- und Wohnungswesen;0-9 svB;29
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;68-Grundstücks- und Wohnungswesen;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;0-9 svB;17
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;10-49 svB;7
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";0-9 svB;17
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";10-49 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";0-9 svB;9
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";10-49 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;73-Werbung und Marktforschung;0-9 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;73-Werbung und Marktforschung;10-49 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;74-Sonst. freiber., wiss. + techn. Tätigkeiten;0-9 svB;8
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;77-Verm. von beweglichen Sachen;0-9 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;78-Vermittl. + Überlassung von Arbeitskräften;0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;78-Vermittl. + Überlassung von Arbeitskräften;10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;78-Vermittl. + Überlassung von Arbeitskräften;50-249 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;78-Vermittl. + Überlassung von Arbeitskräften;250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;79-Reisebüros,-veranstalter,sonst. Reservier.DL;0-9 svB;9
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;79-Reisebüros,-veranstalter,sonst. Reservier.DL;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;"81-Gebäudebetreuung;Garten- und Landschaftsbau";0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;0-9 svB;8
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;85-Erziehung und Unterricht;0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;85-Erziehung und Unterricht;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;85-Erziehung und Unterricht;250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;86-Gesundheitswesen;0-9 svB;20
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;86-Gesundheitswesen;10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;87-Heime (ohne Erholungs- und Ferienheime);10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;90-Kreative,künstler.+ unterhaltende Tätigk.;0-9 svB;8
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;90-Kreative,künstler.+ unterhaltende Tätigk.;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;90-Kreative,künstler.+ unterhaltende Tätigk.;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;90-Kreative,künstler.+ unterhaltende Tätigk.;250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;50-249 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;92-Spiel-, Wett- und Lotteriewesen;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;93-DL des Sports, der Unterhaltung+Erholung;0-9 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);0-9 svB;21
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);10-49 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;96-sonstige überwiegend persönliche DL;0-9 svB;16
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;01 Innere Altstadt;96-sonstige überwiegend persönliche DL;10-49 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;14-Herst. von Bekleidung;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;21-Herst. von pharmazeutischen Erzeugnissen;250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;41-Hochbau;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;42-Tiefbau;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;0-9 svB;10
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;46-Großhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;10
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;"49-Landverkehr; Transport in Rohrfernleitungen";0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;"49-Landverkehr; Transport in Rohrfernleitungen";10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;52-Lagerei sowie sonst. DL für den Verkehr;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;52-Lagerei sowie sonst. DL für den Verkehr;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;53-Post-, Kurier- und Expressdienste;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;55-Beherbergung;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;55-Beherbergung;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;56-Gastronomie;0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;56-Gastronomie;10-49 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;58-Verlagswesen;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;62-Erbr. von DL der Informationstechnologie;0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;62-Erbr. von DL der Informationstechnologie;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;64-Erbr. von FinanzDL;250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;68-Grundstücks- und Wohnungswesen;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;68-Grundstücks- und Wohnungswesen;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;0-9 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;74-Sonst. freiber., wiss. + techn. Tätigkeiten;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;75-Veterinärwesen;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;77-Verm. von beweglichen Sachen;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;78-Vermittl. + Überlassung von Arbeitskräften;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;79-Reisebüros,-veranstalter,sonst. Reservier.DL;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;80-Wach- + Sicherheitsdienste sowie Detekteien;0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;"81-Gebäudebetreuung;Garten- und Landschaftsbau";0-9 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;85-Erziehung und Unterricht;0-9 svB;7
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;85-Erziehung und Unterricht;50-249 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;86-Gesundheitswesen;0-9 svB;8
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;86-Gesundheitswesen;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;87-Heime (ohne Erholungs- und Ferienheime);10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;87-Heime (ohne Erholungs- und Ferienheime);50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;88-Sozialwesen (ohne Heime);0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;88-Sozialwesen (ohne Heime);10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;90-Kreative,künstler.+ unterhaltende Tätigk.;0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;93-DL des Sports, der Unterhaltung+Erholung;0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);0-9 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;95-Rep. von DVgeräten und Gebrauchsgütern;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;02 Pirnaische Vorstadt;96-sonstige überwiegend persönliche DL;0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;10-Herst. von Nahrungs- und Futtermitteln;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;28-Maschinenbau;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;29-Herst. von Kraftwagen und Kraftwagenteilen;250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;32-Herst. von sonstigen Waren;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;35-Energieversorgung;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;35-Energieversorgung;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;41-Hochbau;0-9 svB;4
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;41-Hochbau;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;46-Großhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;10
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;46-Großhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;71
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;25
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);50-249 svB;6
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);250 u.m.;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"49-Landverkehr; Transport in Rohrfernleitungen";0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"49-Landverkehr; Transport in Rohrfernleitungen";250 u.m.;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;52-Lagerei sowie sonst. DL für den Verkehr;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;53-Post-, Kurier- und Expressdienste;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;55-Beherbergung;0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;55-Beherbergung;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;55-Beherbergung;50-249 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;56-Gastronomie;0-9 svB;35
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;56-Gastronomie;10-49 svB;11
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;56-Gastronomie;50-249 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;58-Verlagswesen;0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;58-Verlagswesen;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";0-9 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;61-Telekommunikation;0-9 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;61-Telekommunikation;10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;62-Erbr. von DL der Informationstechnologie;0-9 svB;16
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;62-Erbr. von DL der Informationstechnologie;10-49 svB;10
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;62-Erbr. von DL der Informationstechnologie;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;63-InformationsDL;50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;64-Erbr. von FinanzDL;0-9 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;64-Erbr. von FinanzDL;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);10-49 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;0-9 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;68-Grundstücks- und Wohnungswesen;0-9 svB;32
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;68-Grundstücks- und Wohnungswesen;10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;0-9 svB;26
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;10-49 svB;2
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";0-9 svB;17
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";10-49 svB;3
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";0-9 svB;18
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";10-49 svB;5
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";50-249 svB;1
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 Seevorstadt-Ost;72-Forschung und Entwicklung;0-9 svB;1
