Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Stadtteil zus.;WZ-Abteilung 2008 (2 Ziffern);Beschäftigtengrößenklassen_4;Anzahl Niederlassungen
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";0-9 svB;16
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";50-249 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";0-9 svB;64
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";10-49 svB;2
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";50-249 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;72-Forschung und Entwicklung;0-9 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;72-Forschung und Entwicklung;10-49 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;73-Werbung und Marktforschung;0-9 svB;6
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;74-Sonst. freiber., wiss. + techn. Tätigkeiten;0-9 svB;17
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;77-Verm. von beweglichen Sachen;0-9 svB;3
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;78-Vermittl. + Überlassung von Arbeitskräften;0-9 svB;2
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;79-Reisebüros,-veranstalter,sonst. Reservier.DL;0-9 svB;2
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;79-Reisebüros,-veranstalter,sonst. Reservier.DL;10-49 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;80-Wach- + Sicherheitsdienste sowie Detekteien;0-9 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;"81-Gebäudebetreuung;Garten- und Landschaftsbau";0-9 svB;14
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;"81-Gebäudebetreuung;Garten- und Landschaftsbau";10-49 svB;2
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;"81-Gebäudebetreuung;Garten- und Landschaftsbau";250 u.m.;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;0-9 svB;9
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;250 u.m.;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;85-Erziehung und Unterricht;0-9 svB;11
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;85-Erziehung und Unterricht;10-49 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;86-Gesundheitswesen;0-9 svB;33
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;86-Gesundheitswesen;10-49 svB;2
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;87-Heime (ohne Erholungs- und Ferienheime);0-9 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;87-Heime (ohne Erholungs- und Ferienheime);10-49 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;87-Heime (ohne Erholungs- und Ferienheime);50-249 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;88-Sozialwesen (ohne Heime);0-9 svB;3
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;88-Sozialwesen (ohne Heime);10-49 svB;2
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;90-Kreative,künstler.+ unterhaltende Tätigk.;0-9 svB;13
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;0-9 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;93-DL des Sports, der Unterhaltung+Erholung;0-9 svB;6
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);0-9 svB;5
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);10-49 svB;2
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;95-Rep. von DVgeräten und Gebrauchsgütern;0-9 svB;1
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;96-sonstige überwiegend persönliche DL;0-9 svB;40
2019;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;86 Plauen;96-sonstige überwiegend persönliche DL;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;15-Herst. von Leder, Lederwaren und Schuhen;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";0-9 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;27-Herst. von elektrischen Ausrüstungen;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;28-Maschinenbau;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;32-Herst. von sonstigen Waren;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;33-Rep. + Install. v. Maschinen + Ausrüstungen;0-9 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;35-Energieversorgung;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;41-Hochbau;0-9 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;41-Hochbau;50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;42-Tiefbau;0-9 svB;3
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;42-Tiefbau;50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;0-9 svB;42
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;10-49 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";0-9 svB;17
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;46-Großhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;7
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;46-Großhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;35
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"49-Landverkehr; Transport in Rohrfernleitungen";0-9 svB;3
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"49-Landverkehr; Transport in Rohrfernleitungen";10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"49-Landverkehr; Transport in Rohrfernleitungen";50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;52-Lagerei sowie sonst. DL für den Verkehr;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;53-Post-, Kurier- und Expressdienste;0-9 svB;3
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;53-Post-, Kurier- und Expressdienste;50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;55-Beherbergung;0-9 svB;3
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;55-Beherbergung;10-49 svB;3
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;56-Gastronomie;0-9 svB;25
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;56-Gastronomie;10-49 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;58-Verlagswesen;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;62-Erbr. von DL der Informationstechnologie;0-9 svB;7
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;62-Erbr. von DL der Informationstechnologie;10-49 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;62-Erbr. von DL der Informationstechnologie;50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;63-InformationsDL;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;63-InformationsDL;50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;64-Erbr. von FinanzDL;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;0-9 svB;6
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;68-Grundstücks- und Wohnungswesen;0-9 svB;11
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;68-Grundstücks- und Wohnungswesen;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;0-9 svB;9
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";0-9 svB;4
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";0-9 svB;15
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";10-49 svB;3
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";50-249 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;73-Werbung und Marktforschung;0-9 svB;6
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;74-Sonst. freiber., wiss. + techn. Tätigkeiten;0-9 svB;6
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;75-Veterinärwesen;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;77-Verm. von beweglichen Sachen;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;78-Vermittl. + Überlassung von Arbeitskräften;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;78-Vermittl. + Überlassung von Arbeitskräften;50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;79-Reisebüros,-veranstalter,sonst. Reservier.DL;0-9 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;80-Wach- + Sicherheitsdienste sowie Detekteien;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;80-Wach- + Sicherheitsdienste sowie Detekteien;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"81-Gebäudebetreuung;Garten- und Landschaftsbau";0-9 svB;16
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;"81-Gebäudebetreuung;Garten- und Landschaftsbau";10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;0-9 svB;7
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;85-Erziehung und Unterricht;0-9 svB;5
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;85-Erziehung und Unterricht;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;86-Gesundheitswesen;0-9 svB;20
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;86-Gesundheitswesen;10-49 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;88-Sozialwesen (ohne Heime);0-9 svB;5
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;88-Sozialwesen (ohne Heime);10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;88-Sozialwesen (ohne Heime);50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;90-Kreative,künstler.+ unterhaltende Tätigk.;0-9 svB;4
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;92-Spiel-, Wett- und Lotteriewesen;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;92-Spiel-, Wett- und Lotteriewesen;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;93-DL des Sports, der Unterhaltung+Erholung;0-9 svB;9
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);0-9 svB;5
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);10-49 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;95-Rep. von DVgeräten und Gebrauchsgütern;0-9 svB;3
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;91 Cotta;96-sonstige überwiegend persönliche DL;0-9 svB;23
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;10-Herst. von Nahrungs- und Futtermitteln;0-9 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;10-Herst. von Nahrungs- und Futtermitteln;10-49 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;14-Herst. von Bekleidung;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;22-Herst. von Gummi- und Kunststoffwaren;50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;28-Maschinenbau;0-9 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;28-Maschinenbau;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;28-Maschinenbau;50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;32-Herst. von sonstigen Waren;0-9 svB;7
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;33-Rep. + Install. v. Maschinen + Ausrüstungen;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;33-Rep. + Install. v. Maschinen + Ausrüstungen;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;35-Energieversorgung;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;41-Hochbau;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;0-9 svB;24
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;10-49 svB;4
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";0-9 svB;10
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;46-Großhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;5
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);0-9 svB;35
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);10-49 svB;6
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;"49-Landverkehr; Transport in Rohrfernleitungen";0-9 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;"49-Landverkehr; Transport in Rohrfernleitungen";10-49 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;52-Lagerei sowie sonst. DL für den Verkehr;0-9 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;52-Lagerei sowie sonst. DL für den Verkehr;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;53-Post-, Kurier- und Expressdienste;0-9 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;55-Beherbergung;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;55-Beherbergung;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;56-Gastronomie;0-9 svB;19
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;56-Gastronomie;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;61-Telekommunikation;0-9 svB;2
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;61-Telekommunikation;50-249 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;62-Erbr. von DL der Informationstechnologie;0-9 svB;6
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;63-InformationsDL;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;64-Erbr. von FinanzDL;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;0-9 svB;12
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;68-Grundstücks- und Wohnungswesen;0-9 svB;13
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;0-9 svB;10
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";0-9 svB;7
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";0-9 svB;12
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;73-Werbung und Marktforschung;0-9 svB;4
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;74-Sonst. freiber., wiss. + techn. Tätigkeiten;0-9 svB;11
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;75-Veterinärwesen;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;78-Vermittl. + Überlassung von Arbeitskräften;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;78-Vermittl. + Überlassung von Arbeitskräften;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;79-Reisebüros,-veranstalter,sonst. Reservier.DL;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;"81-Gebäudebetreuung;Garten- und Landschaftsbau";0-9 svB;18
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;"81-Gebäudebetreuung;Garten- und Landschaftsbau";10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;0-9 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;10-49 svB;1
2019;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;92 Löbtau-Nord;85-Erziehung und Unterricht;0-9 svB;5
