Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2016;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;2 Kinder;6267;3150;1575
2016;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;2260;1390;435
2016;StB 5 Blasewitz;08 Blasewitz, Striesen;0 Kinder;29457;0;20940
2016;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;8717;3107;3107
2016;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;8455;4320;2160
2016;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;2605;1608;504
2016;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;0 Kinder;25393;0;17688
2016;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;6087;2238;2238
2016;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;5008;2642;1321
2016;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;1560;979;302
2016;StB 6 Leuben;10 StB Leuben;0 Kinder;25159;0;17028
2016;StB 6 Leuben;10 StB Leuben;1 Kind;6365;2314;2314
2016;StB 6 Leuben;10 StB Leuben;2 Kinder;5395;2798;1399
2016;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;1812;1143;352
2016;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);0 Kinder;15974;0;11524
2016;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;3036;1147;1147
2016;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;2608;1386;693
2016;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1625;1076;318
2016;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);0 Kinder;20956;0;13466
2016;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;5468;1918;1918
2016;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;5277;2690;1345
2016;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1703;1058;327
2016;StB 8 Plauen;13 Südvorstadt, Zschertnitz;0 Kinder;19323;0;13794
2016;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;3579;1284;1284
2016;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;3235;1668;834
2016;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;1384;862;266
2016;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;0 Kinder;15589;0;10545
2016;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;3972;1372;1372
2016;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;4019;2044;1022
2016;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;1278;776;244
2016;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;0 Kinder;26240;0;19376
2016;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;7117;2578;2578
2016;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;6010;3094;1547
2016;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;1690;1050;331
2016;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;0 Kinder;14342;0;10592
2016;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;2682;1036;1036
2016;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;2290;1240;620
2016;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;1495;987;282
2016;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;0 Kinder;13925;0;8590
2016;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;3882;1336;1336
2016;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;4091;2068;1034
2016;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;1080;670;209
