Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Kind;920;460;460
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Kinder;513;342;171
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 u.m. Kinder;248;191;57
2025;StB 0 Altstadt;02 Johannstadt;1 Kind;738;369;369
2025;StB 0 Altstadt;02 Johannstadt;2 Kinder;420;280;140
2025;StB 0 Altstadt;02 Johannstadt;3 u.m. Kinder;127;97;30
2025;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1 Kind;1500;750;750
2025;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;2 Kinder;924;616;308
2025;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;3 u.m. Kinder;206;157;49
2025;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1 Kind;566;283;283
2025;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;2 Kinder;276;184;92
2025;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;49;37;12
2025;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1 Kind;1172;586;586
2025;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;2 Kinder;666;444;222
2025;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;174;131;43
2025;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1 Kind;1194;597;597
2025;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;2 Kinder;579;386;193
2025;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;3 u.m. Kinder;212;161;51
2025;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1 Kind;784;392;392
2025;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;2 Kinder;579;386;193
2025;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;3 u.m. Kinder;161;123;38
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1 Kind;844;422;422
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;2 Kinder;612;408;204
2025;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;144;109;35
2025;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;1582;791;791
2025;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;891;594;297
2025;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;142;107;35
2025;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;1428;714;714
