Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtbezirk/Ortschaft;Stadtraum;AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-;Anzahl Einwohner
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;00 - 02 Jahre;75
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 - 05 Jahre;50
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;06 - 09 Jahre;47
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10 - 14 Jahre;42
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;15 - 17 Jahre;28
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;18 - 24 Jahre;356
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 29 Jahre;454
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;30 - 44 Jahre;727
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;312
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;83
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 - 74 Jahre;200
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;75 - 84 Jahre;185
2022;01 Innere Altstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;85 Jahre u.älter;116
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;00 - 02 Jahre;181
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 - 05 Jahre;142
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;06 - 09 Jahre;144
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10 - 14 Jahre;180
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;15 - 17 Jahre;76
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;18 - 24 Jahre;841
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 29 Jahre;758
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;30 - 44 Jahre;1482
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;645
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;289
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 - 74 Jahre;444
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;75 - 84 Jahre;600
2022;02 Pirnaische Vorstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;85 Jahre u.älter;525
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;00 - 02 Jahre;168
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 - 05 Jahre;176
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;06 - 09 Jahre;217
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10 - 14 Jahre;212
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;15 - 17 Jahre;122
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;18 - 24 Jahre;1474
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 29 Jahre;1023
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;30 - 44 Jahre;1695
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;1001
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;355
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 - 74 Jahre;595
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;75 - 84 Jahre;743
2022;03 Seevorstadt-Ost;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;85 Jahre u.älter;649
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;00 - 02 Jahre;326
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 - 05 Jahre;228
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;06 - 09 Jahre;253
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10 - 14 Jahre;292
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;15 - 17 Jahre;150
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;18 - 24 Jahre;1034
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 29 Jahre;1101
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;30 - 44 Jahre;2683
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;1197
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;498
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 - 74 Jahre;800
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;75 - 84 Jahre;1003
2022;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;85 Jahre u.älter;897
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;00 - 02 Jahre;394
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;03 - 05 Jahre;389
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;06 - 09 Jahre;408
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10 - 14 Jahre;412
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;15 - 17 Jahre;213
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;18 - 24 Jahre;1823
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 29 Jahre;1633
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;30 - 44 Jahre;3298
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;1100
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;321
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 - 74 Jahre;493
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;75 - 84 Jahre;365
2022;05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;85 Jahre u.älter;318
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;00 - 02 Jahre;470
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;03 - 05 Jahre;448
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;06 - 09 Jahre;545
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;10 - 14 Jahre;632
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;15 - 17 Jahre;326
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;18 - 24 Jahre;1134
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;25 - 29 Jahre;1002
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;30 - 44 Jahre;3018
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;1780
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;471
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;65 - 74 Jahre;1027
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;75 - 84 Jahre;1484
2022;06 Johannstadt-Nord;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;85 Jahre u.älter;741
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;00 - 02 Jahre;256
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;03 - 05 Jahre;267
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;06 - 09 Jahre;291
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;10 - 14 Jahre;319
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;15 - 17 Jahre;183
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;18 - 24 Jahre;1066
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;25 - 29 Jahre;766
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;30 - 44 Jahre;2155
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;1634
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;705
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;65 - 74 Jahre;1456
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;75 - 84 Jahre;2157
2022;07 Johannstadt-Süd;StB 0 Altstadt;StB 0 Altstadt;02 Johannstadt;85 Jahre u.älter;1190
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;00 - 02 Jahre;680
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;03 - 05 Jahre;654
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;06 - 09 Jahre;756
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;10 - 14 Jahre;819
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;15 - 17 Jahre;423
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;18 - 24 Jahre;1567
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 - 29 Jahre;2394
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;30 - 44 Jahre;6492
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;45 - 59 Jahre;2891
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;60 - 64 Jahre;487
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;65 - 74 Jahre;469
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;75 - 84 Jahre;311
2022;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;85 Jahre u.älter;146
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;00 - 02 Jahre;272
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;03 - 05 Jahre;372
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;06 - 09 Jahre;477
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;10 - 14 Jahre;608
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;15 - 17 Jahre;340
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;18 - 24 Jahre;503
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 - 29 Jahre;404
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;30 - 44 Jahre;2294
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;45 - 59 Jahre;2098
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;60 - 64 Jahre;481
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;65 - 74 Jahre;638
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;75 - 84 Jahre;463
2022;12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;85 Jahre u.älter;172
2022;13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;00 - 02 Jahre;260
2022;13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;03 - 05 Jahre;266
2022;13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;06 - 09 Jahre;300
2022;13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;10 - 14 Jahre;321
2022;13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;15 - 17 Jahre;194
2022;13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;18 - 24 Jahre;677
