Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Bautätigkeit - Art;Genehmigungsjahr;Anzahl Gebäude;Wohnungen gesamt
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2018;20;371
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2019;6;71
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2020;14;223
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2021;6;58
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2022;25;243
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2023;29;288
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2024;3;7
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2025;17;244
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Neubau;2026;4;66
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1992;6;16
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1993;2;11
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1994;5;64
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1995;8;137
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1996;4;54
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1998;7;51
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;1999;5;32
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2000;1;8
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2001;3;0
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2002;2;1
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2003;3;1
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2004;8;17
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2005;4;43
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2006;5;7
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2007;10;120
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2008;9;50
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2009;5;28
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2010;12;76
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2011;10;65
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2012;4;45
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2013;14;132
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2014;8;153
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2015;11;142
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2016;13;75
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2017;4;4
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2018;12;97
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2019;9;78
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2020;9;84
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2021;5;9
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2022;11;12
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2023;8;118
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2024;15;77
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2025;8;113
05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;Umbau;2026;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1993;7;193
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1994;4;72
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1995;11;172
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1996;4;27
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1997;7;109
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;1999;5;18
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2000;8;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2001;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2002;4;9
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2003;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2004;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2005;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2006;3;8
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2007;3;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2008;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2009;3;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2011;1;1
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2012;3;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2013;3;83
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2014;9;77
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2015;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2016;3;45
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2017;13;348
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2018;5;4
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2019;16;120
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2020;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2021;4;79
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2022;3;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2023;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2024;2;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2025;1;10
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Neubau;2026;1;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1993;2;16
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1994;3;15
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1995;2;23
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1996;9;153
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1997;6;47
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1998;8;64
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;1999;10;101
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2000;9;98
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2001;6;79
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2002;3;22
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2003;5;97
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2004;17;429
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2005;5;13
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2006;2;21
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2007;4;14
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2008;5;76
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2009;20;222
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2010;6;207
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2011;6;154
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2012;3;30
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2013;4;19
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2014;11;98
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2015;5;49
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2016;2;21
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2017;1;40
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2018;8;170
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2019;26;714
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2020;11;345
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2021;3;0
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2023;2;25
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2024;10;277
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2025;4;84
06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;Umbau;2026;2;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;1993;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;1994;4;47
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;1996;9;259
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;1997;6;72
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;1998;10;79
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2000;2;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2004;2;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2005;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2009;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2012;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2013;6;56
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2014;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2015;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2016;4;85
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2017;7;134
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2018;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2019;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2020;7;61
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2021;8;234
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Neubau;2025;2;41
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1993;3;15
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1994;7;283
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1997;1;1
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1998;4;133
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;1999;13;128
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2000;29;479
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2001;2;10
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2002;8;251
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2003;43;558
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2004;12;404
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2005;2;12
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2007;2;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2008;1;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2009;16;175
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2010;21;188
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2011;13;126
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2012;40;601
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2013;20;195
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2014;3;30
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2015;11;206
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2016;6;50
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2017;2;86
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2018;9;151
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2019;1;25
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2020;4;296
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2021;2;293
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2022;2;171
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2024;2;0
07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;Umbau;2025;1;13
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1992;7;5
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1993;6;35
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1994;9;63
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1995;13;133
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1996;18;211
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1997;6;59
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1998;5;44
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1999;9;114
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2000;4;20
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2001;1;24
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2002;3;42
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2003;1;9
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2004;5;18
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2005;1;2
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2007;2;1
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2008;3;14
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2009;2;14
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2010;4;13
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2012;3;10
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2013;9;51
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2014;13;74
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2015;8;55
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2016;25;216
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2017;16;169
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2018;5;37
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2019;10;100
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2020;1;13
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2022;2;12
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2023;6;73
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2025;6;17
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1992;12;74
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1993;9;70
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1994;9;56
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1995;6;32
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1996;4;22
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1997;29;273
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1998;17;152
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1999;38;267
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2000;29;208
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2001;25;212
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2002;11;94
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2003;7;68
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2004;6;41
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2005;10;78
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2006;7;56
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2007;5;24
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2008;13;95
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2009;15;85
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2010;18;122
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2011;21;104
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2012;9;75
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2013;9;70
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2014;13;93
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2015;7;30
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2016;19;115
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2017;15;98
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2018;3;20
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2019;9;52
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2020;16;105
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2021;4;31
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2022;7;31
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2023;7;35
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2024;15;97
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2025;18;217
11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;2026;6;21
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1993;2;0
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1994;9;85
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1995;39;516
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1996;35;332
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1997;12;68
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;1998;7;43
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2000;7;37
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2001;13;11
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2002;11;58
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2003;1;7
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2004;6;6
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2005;5;8
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2006;22;21
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2007;9;9
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2008;5;14
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2009;1;1
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2010;16;34
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2011;14;21
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2012;5;21
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2013;3;23
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2014;10;25
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2015;17;65
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2016;2;18
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2017;2;9
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2018;2;13
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2019;3;23
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2020;6;13
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2022;2;8
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2024;6;4
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2025;2;6
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Neubau;2026;6;34
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1992;1;0
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1993;2;6
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1994;7;30
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1995;7;71
12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;Umbau;1996;14;76
