Jahr;Quartal;Monat;Wirtschaftszweig 2-Steller;Anzahl Betriebe;Tätige Personen (absolut);"Tätige Personen (Anteil an Gesamtbeschäftigten; in Prozent)";Geleistete Arbeitsstunden (gesamt in 1000h);Geleistete Arbeitsstunden je tätiger Person;Brutto-Entgelte (in 1000 EUR);Brutto-Entgelte je tätiger Person;Gesamtumsatz (in 1000 EUR);"Umsatzanteil Ausland am Gesamtumsatz (absolut; in 1000 EUR)";"Umsatzanteil Eurozone am Gesamtumsatz (absolut; in 1000 EUR)";Gesamtumsatz je tätiger Person;"Umsatzanteil (Anteil an Gesamtsumme des Verarb. Gewerbes; in Prozent)";Umsatz aus eigenen Erzeugnissen gesamt (in 1000 EUR);Umsatz aus eigenen Erzeugnissen Ausland (in 1000 EUR);Umsatz aus eigenen Erzeugnissen je tätiger Person
2015;1. Quartal;01;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;20;8128;34,2;1168;144;31853;3919;191565;146902;130927;23568;45,3;189006;146080;23254
2015;1. Quartal;01;27-Herst. von elektrischen Ausrüstungen;10;1549;6,5;209;135;5480;3538;27571;17974;3922;17799;6,5;26205;16767;16917
2015;1. Quartal;01;28-Maschinenbau;22;4157;17,5;606;146;14892;3582;33053;13151;4480;7951;7,8;32159;12886;7736
2015;1. Quartal;01;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;01;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;01;32-Herst. von sonstigen Waren;6;549;2,3;72;131;1083;1973;2459;-;-;4479;0,6;1453;-;2647
2015;1. Quartal;01;33-Rep. + Install. v. Maschinen + Ausrüstungen;14;1330;5,6;190;143;5019;3774;14085;2112;1382;10590;3,3;12697;1054;9547
2015;1. Quartal;02;Verarbeitendes Gewerbe gesamt;119;23756;100;3166;133;82118;3457;610357;424574;332129;25692;100;590013;418912;24836
2015;1. Quartal;02;10-Herst. von Nahrungs- und Futtermitteln;6;415;1,7;50;120;846;2039;5611;-;-;13520;0,9;5226;-;12593
2015;1. Quartal;02;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;02;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;02;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1521;6,4;189;124;3708;2438;15416;-;-;10135;2,5;14788;-;9723
2015;1. Quartal;02;20-Herst. von chemischen Erzeugnissen;5;482;2;64;133;1195;2479;8993;3292;2069;18657;1,5;7526;3203;15614
2015;1. Quartal;02;21-Herst. von pharmazeutischen Erzeugnissen;6;1531;6,4;211;138;5443;3555;21726;-;-;14190;3,6;20839;-;13611
2015;1. Quartal;02;22-Herst. von Gummi- und Kunststoffwaren;4;371;1,6;49;132;836;2253;5810;-;-;15660;1;5800;-;15633
2015;1. Quartal;02;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;02;25-Herst. von Metallerzeugnissen;12;1203;5,1;166;138;2607;2167;9307;636;475;7736;1,5;9150;550;7606
2015;1. Quartal;02;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;20;8145;34,3;1078;132;32414;3980;347359;-;-;42646;56,9;339856;-;41726
2015;1. Quartal;02;27-Herst. von elektrischen Ausrüstungen;10;1565;6,6;217;139;5671;3624;21781;12775;3517;13917;3,6;20397;11585;13033
2015;1. Quartal;02;28-Maschinenbau;22;4161;17,5;578;139;13592;3267;62382;47312;10366;14992;10,2;61490;47099;14778
2015;1. Quartal;02;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;02;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;02;32-Herst. von sonstigen Waren;6;557;2,3;69;124;1072;1925;3037;-;-;5452;0,5;1879;-;3373
2015;1. Quartal;02;33-Rep. + Install. v. Maschinen + Ausrüstungen;14;1330;5,6;183;138;5331;4008;17586;8050;6061;13222;2,9;14452;5206;10866
2015;1. Quartal;03;Verarbeitendes Gewerbe gesamt;119;23783;100;3503;147;83555;3513;779142;560463;470524;32760;100;760766;554760;31988
2015;1. Quartal;03;10-Herst. von Nahrungs- und Futtermitteln;6;432;1,8;55;127;877;2030;6390;-;-;14791;0,8;5925;-;13715
2015;1. Quartal;03;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;03;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;03;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1528;6,4;211;138;3794;2483;17153;-;-;11225;2,2;16562;-;10839
2015;1. Quartal;03;20-Herst. von chemischen Erzeugnissen;5;480;2;71;148;1239;2581;10898;3330;1858;22704;1,4;9255;3266;19281
2015;1. Quartal;03;21-Herst. von pharmazeutischen Erzeugnissen;6;1521;6,4;236;155;8050;5293;19056;-;-;12528;2,4;17889;-;11761
2015;1. Quartal;03;22-Herst. von Gummi- und Kunststoffwaren;4;375;1,6;54;144;875;2333;6195;-;-;16520;0,8;6178;-;16475
2015;1. Quartal;03;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;03;25-Herst. von Metallerzeugnissen;12;1206;5,1;188;156;2741;2273;10417;1008;761;8637;1,3;10248;933;8498
2015;1. Quartal;03;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;20;8159;34,3;1200;147;31283;3834;500836;-;-;61384;64,3;496522;-;60856
2015;1. Quartal;03;27-Herst. von elektrischen Ausrüstungen;10;1564;6,6;238;152;5842;3735;27467;14563;3374;17562;3,5;26612;13853;17015
2015;1. Quartal;03;28-Maschinenbau;22;4143;17,4;623;150;13693;3305;50840;32161;3707;12271;6,5;47178;29617;11387
2015;1. Quartal;03;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;03;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;1. Quartal;03;32-Herst. von sonstigen Waren;6;563;2,4;76;135;1091;1938;4248;-;-;7545;0,5;2664;-;4732
2015;1. Quartal;03;33-Rep. + Install. v. Maschinen + Ausrüstungen;14;1331;5,6;197;148;4851;3645;16655;2439;1339;12513;2,1;15547;1641;11681
2015;2. Quartal;04;Verarbeitendes Gewerbe gesamt;120;23896;100;3321;139;94885;3971;463528;209696;113669;19397;100;450868;205793;18868
2015;2. Quartal;04;10-Herst. von Nahrungs- und Futtermitteln;6;402;1,7;51;127;921;2291;5294;-;-;13169;1,1;5006;-;12453
2015;2. Quartal;04;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;04;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;04;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";7;1527;6,4;199;130;3859;2527;15558;-;-;10188;3,4;14923;-;9773
2015;2. Quartal;04;20-Herst. von chemischen Erzeugnissen;5;485;2;70;144;1316;2713;9485;3434;2288;19556;2;7724;3184;15926
2015;2. Quartal;04;21-Herst. von pharmazeutischen Erzeugnissen;6;1524;6,4;219;144;5347;3509;19835;-;-;13015;4,3;18864;-;12378
2015;2. Quartal;04;22-Herst. von Gummi- und Kunststoffwaren;4;375;1,6;52;139;884;2357;6284;-;-;16757;1,4;6242;-;16645
2015;2. Quartal;04;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;04;25-Herst. von Metallerzeugnissen;12;1207;5,1;170;141;2795;2316;8976;867;600;7436;1,9;8851;806;7333
2015;2. Quartal;04;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;21;8220;34,4;1147;140;39294;4780;198352;103634;87146;24130;42,8;197068;102921;23974
2015;2. Quartal;04;27-Herst. von elektrischen Ausrüstungen;10;1574;6,6;224;142;5753;3655;25775;14076;1184;16375;5,6;24281;12730;15426
2015;2. Quartal;04;28-Maschinenbau;23;4196;17,6;605;144;17372;4140;51228;34875;2570;12208;11,1;50333;34572;11995
2015;2. Quartal;04;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;04;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;04;32-Herst. von sonstigen Waren;6;563;2,4;72;128;1096;1947;3747;-;-;6655;0,8;2345;-;4165
2015;2. Quartal;04;33-Rep. + Install. v. Maschinen + Ausrüstungen;13;1340;5,6;188;140;4895;3653;18466;4565;2058;13780;4;17274;3687;12891
2015;2. Quartal;05;Verarbeitendes Gewerbe gesamt;119;24018;100;2992;125;90450;3766;476711;212655;140421;19848;100;459728;205592;19141
2015;2. Quartal;05;10-Herst. von Nahrungs- und Futtermitteln;6;418;1,7;50;120;893;2136;5559;-;-;13299;1,2;5257;-;12577
2015;2. Quartal;05;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;05;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;05;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";6;1500;6,2;172;115;3879;2586;14329;-;-;9552;3;13697;-;9131
2015;2. Quartal;05;20-Herst. von chemischen Erzeugnissen;5;490;2;60;122;1248;2547;9118;3329;1943;18608;1,9;7609;3260;15529
2015;2. Quartal;05;21-Herst. von pharmazeutischen Erzeugnissen;6;1517;6,3;196;129;5378;3545;21724;-;-;14320;4,6;20862;-;13752
2015;2. Quartal;05;22-Herst. von Gummi- und Kunststoffwaren;4;377;1,6;48;127;1082;2870;6536;-;-;17336;1,4;6492;-;17220
2015;2. Quartal;05;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;05;25-Herst. von Metallerzeugnissen;12;1212;5;155;128;2569;2120;7923;629;530;6537;1,7;7769;550;6410
2015;2. Quartal;05;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;21;8293;34,5;1101;133;38181;4604;238112;-;-;28712;49,9;235715;-;28423
2015;2. Quartal;05;27-Herst. von elektrischen Ausrüstungen;10;1578;6,6;194;123;6064;3843;21788;9590;883;13807;4,6;19535;8243;12380
2015;2. Quartal;05;28-Maschinenbau;23;4233;17,6;480;113;12567;2969;43847;27373;4507;10358;9,2;40118;24201;9477
2015;2. Quartal;05;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;05;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;05;32-Herst. von sonstigen Waren;6;590;2,5;66;112;1117;1893;3639;-;-;6167;0,8;2303;-;3903
2015;2. Quartal;05;33-Rep. + Install. v. Maschinen + Ausrüstungen;13;1328;5,5;181;136;5367;4041;16186;3497;1633;12188;3,4;14777;2336;11127
2015;2. Quartal;06;Verarbeitendes Gewerbe gesamt;119;24058;100;3479;145;96691;4019;619529;377275;288554;25751;100;603406;372186;25081
2015;2. Quartal;06;10-Herst. von Nahrungs- und Futtermitteln;6;431;1,8;58;135;885;2053;6486;-;-;15048;1;6128;-;14218
2015;2. Quartal;06;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;06;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;06;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";6;1491;6,2;201;135;3805;2552;15667;-;-;10507;2,5;15004;-;10063
2015;2. Quartal;06;20-Herst. von chemischen Erzeugnissen;5;487;2;69;142;1311;2692;10428;3449;2208;21412;1,7;8656;3271;17774
2015;2. Quartal;06;21-Herst. von pharmazeutischen Erzeugnissen;6;1529;6,4;230;150;6705;4385;17962;-;-;11747;2,9;16903;-;11055
2015;2. Quartal;06;22-Herst. von Gummi- und Kunststoffwaren;4;380;1,6;52;137;1058;2784;6784;-;-;17852;1,1;6743;-;17745
2015;2. Quartal;06;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;06;25-Herst. von Metallerzeugnissen;12;1208;5;184;152;2714;2247;13458;583;356;11140;2,2;13276;513;10990
2015;2. Quartal;06;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;21;8357;34,7;1180;141;39465;4722;352896;-;-;42227;57;349775;-;41854
2015;2. Quartal;06;27-Herst. von elektrischen Ausrüstungen;10;1591;6,6;240;151;6122;3848;27487;17451;2952;17276;4,4;25848;16019;16246
2015;2. Quartal;06;28-Maschinenbau;23;4191;17,4;631;151;14933;3563;47040;31581;7566;11224;7,6;45643;30648;10891
2015;2. Quartal;06;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;06;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;2. Quartal;06;32-Herst. von sonstigen Waren;6;590;2,5;80;136;1498;2539;4392;-;-;7444;0,7;2814;-;4769
2015;2. Quartal;06;33-Rep. + Install. v. Maschinen + Ausrüstungen;13;1335;5,5;201;151;4960;3715;18793;3098;2402;14077;3;17385;2025;13022
2015;3. Quartal;07;Verarbeitendes Gewerbe gesamt;119;24054;100;3389;141;83768;3482;464073;208156;129750;19292;100;447592;201921;18608
2015;3. Quartal;07;10-Herst. von Nahrungs- und Futtermitteln;6;427;1,8;57;133;906;2122;6558;-;-;15358;1,4;6170;-;14450
2015;3. Quartal;07;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;07;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;07;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";6;1504;6,3;205;136;3862;2568;15977;-;-;10623;3,4;15332;-;10194
2015;3. Quartal;07;20-Herst. von chemischen Erzeugnissen;5;485;2;71;146;1276;2631;9443;3033;2247;19470;2;7901;2891;16291
2015;3. Quartal;07;21-Herst. von pharmazeutischen Erzeugnissen;6;1524;6,3;231;152;5531;3629;20257;-;-;13291;4,4;19440;-;12756
2015;3. Quartal;07;22-Herst. von Gummi- und Kunststoffwaren;4;384;1,6;54;141;922;2401;6297;-;-;16398;1,4;6263;-;16310
2015;3. Quartal;07;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;07;25-Herst. von Metallerzeugnissen;12;1211;5;173;143;2774;2291;11664;892;664;9631;2,5;11601;860;9580
2015;3. Quartal;07;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;21;8353;34,7;1138;136;31709;3796;201290;114047;97354;24097;43,4;198172;113222;23725
2015;3. Quartal;07;27-Herst. von elektrischen Ausrüstungen;10;1586;6,6;242;153;5645;3559;26558;16779;4504;16745;5,7;25002;15402;15764
2015;3. Quartal;07;28-Maschinenbau;23;4194;17,4;620;148;15639;3729;47912;32683;3685;11423;10,3;46054;31424;10981
2015;3. Quartal;07;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;07;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;07;32-Herst. von sonstigen Waren;6;584;2,4;78;134;1171;2005;4795;-;-;8210;1;2323;-;3978
2015;3. Quartal;07;33-Rep. + Install. v. Maschinen + Ausrüstungen;13;1336;5,6;190;142;4778;3576;20288;4742;3069;15185;4,4;18649;3519;13959
2015;3. Quartal;08;Verarbeitendes Gewerbe gesamt;119;24202;100;3130;129;83073;3432;465173;221699;126286;19220;100;448387;214074;18527
2015;3. Quartal;08;10-Herst. von Nahrungs- und Futtermitteln;6;424;1,8;56;132;839;1979;8708;-;-;20537;1,9;8194;-;19325
2015;3. Quartal;08;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;08;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;08;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";6;1514;6,3;197;130;3871;2557;15253;-;-;10074;3,3;14582;-;9631
2015;3. Quartal;08;20-Herst. von chemischen Erzeugnissen;5;502;2,1;68;135;1372;2733;10071;2969;2049;20061;2,2;8535;2863;17002
2015;3. Quartal;08;21-Herst. von pharmazeutischen Erzeugnissen;6;1533;6,3;199;130;5401;3523;22109;-;-;14422;4,8;20455;-;13343
2015;3. Quartal;08;22-Herst. von Gummi- und Kunststoffwaren;4;386;1,6;52;135;899;2329;5429;-;-;14064;1,2;5405;-;14003
2015;3. Quartal;08;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;08;25-Herst. von Metallerzeugnissen;12;1210;5;162;134;2606;2154;8690;738;547;7181;1,9;8679;737;7173
2015;3. Quartal;08;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;21;8372;34,6;1085;130;32405;3871;196566;108668;90635;23478;42,3;192649;106246;23011
2015;3. Quartal;08;27-Herst. von elektrischen Ausrüstungen;10;1609;6,6;214;133;5679;3530;30131;17333;5156;18726;6,5;28578;15873;17761
2015;3. Quartal;08;28-Maschinenbau;23;4225;17,5;579;137;14192;3359;71055;54403;4845;16817;15,3;69838;53595;16530
2015;3. Quartal;08;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;08;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;08;32-Herst. von sonstigen Waren;6;589;2,4;69;117;1146;1946;3286;-;-;5578;0,7;1939;-;3292
2015;3. Quartal;08;33-Rep. + Install. v. Maschinen + Ausrüstungen;13;1348;5,6;181;134;4908;3641;17095;-;-;12681;3,7;14620;-;10846
2015;3. Quartal;09;Verarbeitendes Gewerbe gesamt;118;24909;100;3413;137;81687;3279;631267;373909;265407;25342;100;604323;360656;24261
2015;3. Quartal;09;10-Herst. von Nahrungs- und Futtermitteln;6;434;1,7;62;143;875;2016;10708;-;-;24672;1,7;9964;-;22959
2015;3. Quartal;09;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;09;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;09;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";6;1519;6,1;210;138;3910;2574;17657;-;-;11624;2,8;16922;-;11140
2015;3. Quartal;09;20-Herst. von chemischen Erzeugnissen;5;496;2;70;141;1301;2623;10795;3372;2545;21764;1,7;8960;3215;18065
2015;3. Quartal;09;21-Herst. von pharmazeutischen Erzeugnissen;6;1545;6,2;199;129;5506;3564;20985;-;-;13582;3,3;19902;-;12882
2015;3. Quartal;09;22-Herst. von Gummi- und Kunststoffwaren;4;387;1,6;54;140;914;2362;5454;-;-;14093;0,9;5447;-;14075
2015;3. Quartal;09;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;09;25-Herst. von Metallerzeugnissen;12;1183;4,7;172;145;2602;2199;10376;1019;796;8770;1,6;10191;1019;8615
2015;3. Quartal;09;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;21;8404;33,7;1164;139;31278;3722;346607;-;-;41243;54,9;333243;-;39653
2015;3. Quartal;09;27-Herst. von elektrischen Ausrüstungen;10;1609;6,5;235;146;5624;3495;39156;22878;1058;24335;6,2;37442;21510;23270
2015;3. Quartal;09;28-Maschinenbau;22;4864;19,5;611;126;13939;2866;64767;45321;4215;13315;10,3;63139;44332;12981
2015;3. Quartal;09;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;09;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;3. Quartal;09;32-Herst. von sonstigen Waren;6;596;2,4;78;131;1140;1913;3833;-;-;6431;0,6;2244;-;3765
2015;3. Quartal;09;33-Rep. + Install. v. Maschinen + Ausrüstungen;13;1347;5,4;199;148;4907;3643;18877;2836;1590;14014;3;17337;1676;12871
2015;4. Quartal;10;Verarbeitendes Gewerbe gesamt;118;24921;100;3422;137;84008;3371;428392;169798;102738;17190;100;413469;165794;16591
2015;4. Quartal;10;10-Herst. von Nahrungs- und Futtermitteln;6;430;1,7;61;142;924;2149;10857;372;359;25248;2,5;10425;361;24244
2015;4. Quartal;10;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;4. Quartal;10;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;4. Quartal;10;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";6;1528;6,1;209;137;3973;2600;18925;-;-;12385;4,4;18202;-;11912
2015;4. Quartal;10;20-Herst. von chemischen Erzeugnissen;5;498;2;72;145;1418;2847;11189;3787;2421;22467;2,6;9077;3446;18227
2015;4. Quartal;10;21-Herst. von pharmazeutischen Erzeugnissen;6;1541;6,2;218;141;5775;3748;23180;-;-;15042;5,4;22022;-;14291
2015;4. Quartal;10;22-Herst. von Gummi- und Kunststoffwaren;4;388;1,6;56;144;922;2376;5985;-;-;15425;1,4;5969;-;15384
2015;4. Quartal;10;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;4. Quartal;10;25-Herst. von Metallerzeugnissen;12;1175;4,7;175;149;2694;2293;10231;1661;1431;8707;2,4;10209;1659;8689
2015;4. Quartal;10;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;21;8417;33,8;1155;137;32206;3826;170979;84735;70082;20313;39,9;169015;84441;20080
2015;4. Quartal;10;27-Herst. von elektrischen Ausrüstungen;10;1607;6,4;243;151;5516;3432;22424;12398;4852;13953;5,2;20889;11021;12999
2015;4. Quartal;10;28-Maschinenbau;22;4850;19,5;615;127;14598;3010;43392;23581;4183;8946;10,1;41925;22847;8644
2015;4. Quartal;10;29-Herst. von Kraftwagen und Kraftwagenteilen;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;4. Quartal;10;30-Sonstiger Fahrzeugbau;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;4. Quartal;10;32-Herst. von sonstigen Waren;6;596;2,4;76;128;1266;2124;3643;-;-;6112;0,9;2126;-;3567
2015;4. Quartal;10;33-Rep. + Install. v. Maschinen + Ausrüstungen;13;1361;5,5;195;143;4870;3578;20104;3005;1194;14771;4,7;18608;1999;13672
2015;4. Quartal;11;Verarbeitendes Gewerbe gesamt;118;24829;100;3337;134;111858;4505;522559;276348;191036;21046;100;506435;272520;20397
2015;4. Quartal;11;10-Herst. von Nahrungs- und Futtermitteln;6;426;1,7;59;138;1059;2486;15406;-;-;36164;2,9;14897;-;34969
2015;4. Quartal;11;11-Getränkeherstellung;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;4. Quartal;11;12-TabakVerarb.;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;4. Quartal;11;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";6;1535;6,2;203;132;3968;2585;20890;-;-;13609;4;20103;-;13096
2015;4. Quartal;11;20-Herst. von chemischen Erzeugnissen;5;493;2;69;140;1704;3456;10433;2773;1916;21162;2;8524;2592;17290
2015;4. Quartal;11;21-Herst. von pharmazeutischen Erzeugnissen;6;1539;6,2;212;138;9034;5870;19482;-;-;12658;3,7;18413;-;11964
2015;4. Quartal;11;22-Herst. von Gummi- und Kunststoffwaren;4;382;1,5;53;139;1162;3042;5143;-;-;13463;1;5118;-;13398
2015;4. Quartal;11;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2015;4. Quartal;11;25-Herst. von Metallerzeugnissen;12;1171;4,7;163;139;2849;2433;11689;804;516;9982;2,2;11675;803;9970
