Jahr;Statistischer Bezirk;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtbezirk/Ortschaft;Stadtraum;Rückbaugebiete;Rückbau-Art;Gebäudeanzahl;Anzahl Wohnungen
1997;913  Cotta(Weidentalstr-West);91 Cotta;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;1;6
1997;921  Löbtau-Nord(Ebertplatz);92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;1;9
1997;932  Löbtau-Süd(Frankenbergstr);93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;1;1
1997;985  Alt-Omsewitz;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;17 Briesnitz und westliche OS;000;Totalabriss;2;3
1997;986  Leutewitz;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;17 Briesnitz und westliche OS;000;Totalabriss;1;6
1998;111  Äußere Neust.(Schönbrunnstr);11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;1;8
1998;123  Radeberger Vs.(Angelikastr);12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;2;3
1998;131  Innere Neust.(Königstr);13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;1;1
1998;212  Leipziger Vs.(Moritzburger St);21 Pieschen-Süd;StB 2 Pieschen;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;000;Totalabriss;3;6
1998;225  Mickten(Sternstr);22 Mickten;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;000;Totalabriss;4;8
1998;231  Kaditz(Wächterstr);23 Kaditz;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;000;Totalabriss;1;6
1998;233  Kaditz(Altkaditz);23 Kaditz;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;000;Totalabriss;2;12
1998;254  Pieschen-Nord(Trachenbgr. Str);25 Pieschen-N/Trachenberge;StB 2 Pieschen;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;000;Totalabriss;1;1
1998;311  Klotzsche(Altklotzsche);31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;1
1998;321  Wilschdorf;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;3;3
1998;322  Rähnitz;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;1
1998;324  Hellerau(Markt);32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;1
1998;412  Loschwitz(Körnerplatz);41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
1998;413  Oberloschwitz;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
1998;424  Bühlau(Neubühlauer Str);42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
1998;434  Oberpoyritz;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
1998;512  Blasewitz(Schillerpl);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;2
1998;514  Blasewitz(Kretschmerstr);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;2;4
1998;516  Neugruna(Gustav-Freytag-Str);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;5
1998;526  Striesen-Ost(Voglerstr);52 Striesen-Ost;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;6
1998;561  Seidnitz(Rennbahn);56 Seidnitz/Dobritz;StB 5 Blasewitz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;000;Totalabriss;1;6
1998;624  Laubegast(Altlaubegast);62 Laubegast;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;2;9
1998;626  Laubegast(Kärntner Weg);62 Laubegast;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;2
1998;632  Kleinzschachwitz-Süd;63 Kleinzschachwitz;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;3;5
1998;634  Zschieren;63 Kleinzschachwitz;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;1
1998;646  Sporbitz;64 Großzschachwitz;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;3;6
1998;742  Lockwitz;74 Lockwitz;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;3;9
1998;743  Nickern;74 Lockwitz;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;1
1998;762  Strehlen(Rayskistr);76 Strehlen;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;1
1998;764  Strehlen(Geystr);76 Strehlen;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;1
1998;765  Strehlen(Eugen-Bracht-Str);76 Strehlen;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;2
1998;771  Reick(Lohrmannstr);77 Reick;StB 7 Prohlis;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);000;Totalabriss;1;1
1998;853  Gittersee;85 Coschütz/Gittersee;StB 8 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;000;Totalabriss;2;3
1998;905  Oberwartha;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;OS Oberwartha;17 Briesnitz und westliche OS;000;Totalabriss;1;1
1998;911  Cotta(Cossebauder Str);91 Cotta;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;1;7
1998;931  Löbtau-Süd(Schillingstr);93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;2;3
1998;932  Löbtau-Süd(Frankenbergstr);93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;1;4
1998;984  Briesnitz-Süd;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;17 Briesnitz und westliche OS;000;Totalabriss;1;1
1999;114  Äußere Neust.(Böhmische Str);11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;1;3
1999;116  Äußere Neust.(Schönfelder Str);11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;1;1
1999;117  Äußere Neust.(Frühlingstr);11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;1;6
1999;131  Innere Neust.(Königstr);13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;2;21
1999;141  Leipziger Vs.(Eisenbahnstr);14 Leipziger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;000;Totalabriss;1;7
1999;144  Leipziger Vs.(Unterer Hecht);14 Leipziger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;000;Totalabriss;2;8
1999;145  Leipziger Vs.(Mittlerer Hecht);14 Leipziger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;000;Totalabriss;1;8
1999;212  Leipziger Vs.(Moritzburger St);21 Pieschen-Süd;StB 2 Pieschen;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;000;Totalabriss;1;10
1999;225  Mickten(Sternstr);22 Mickten;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;000;Totalabriss;1;5
1999;232  Kaditz(Peschelstr);23 Kaditz;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;000;Totalabriss;1;1
1999;234  Kaditz(Riegelplatz);23 Kaditz;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;000;Totalabriss;1;1
1999;251  Leipziger Vs.-NW(Liststr);25 Pieschen-N/Trachenberge;StB 2 Pieschen;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;000;Totalabriss;1;3
1999;257  Trachenberge;25 Pieschen-N/Trachenberge;StB 2 Pieschen;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;000;Totalabriss;1;4
1999;311  Klotzsche(Altklotzsche);31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;3;10
1999;312  Klotzsche(Lubminer Str);31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;1
1999;315  Klotzsche(Königswald-Süd);31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;2;4
1999;351  Weixdorf;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;OS Weixdorf;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;1
1999;355  Gomlitz;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;OS Weixdorf;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;1
1999;362  Langebrück-Süd;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;OS Langebrück;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;2
1999;411  Loschwitz(Schevenstr);41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;3
1999;425  Bühlau(Neukircher Str);42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;2
1999;429  Neu-Rochwitz;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;3
1999;433  Pillnitz;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
1999;435  Söbrigen;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
1999;451  Weißig (Heidestr./Marienbäder);45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
1999;461  Gönnsdorf;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;3
1999;511  Blasewitz(Händelallee);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;2
1999;512  Blasewitz(Schillerpl);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;2;5
1999;514  Blasewitz(Kretschmerstr);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;2;6
1999;515  Blasewitz(Oehmestr);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;3;6
1999;524  Striesen-Ost(Dornblüthstr);52 Striesen-Ost;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;1
1999;525  Striesen-Ost(Ermelstr);52 Striesen-Ost;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;2;12
1999;538  Striesen-Süd(Glashütter Str);53 Striesen-Süd;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;1
1999;545  Striesen-West(Alemannenstr);54 Striesen-West;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;2;4
1999;561  Seidnitz(Rennbahn);56 Seidnitz/Dobritz;StB 5 Blasewitz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;000;Totalabriss;1;1
1999;579  Strehlen-Nordost(Basteistr);57 Gruna;StB 5 Blasewitz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;000;Totalabriss;1;1
1999;622  Laubegast(Burgenlandstr);62 Laubegast;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;1
1999;624  Laubegast(Altlaubegast);62 Laubegast;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;2
1999;625  Laubegast(Gasteiner Str);62 Laubegast;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;5
1999;632  Kleinzschachwitz-Süd;63 Kleinzschachwitz;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;3
1999;634  Zschieren;63 Kleinzschachwitz;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;1
1999;711  Prohlis-Nord(Dohnaer Pl);71 Prohlis-Nord;StB 7 Prohlis;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);000;Totalabriss;6;24
1999;742  Lockwitz;74 Lockwitz;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;18
1999;761  Strehlen(August-Bebel-Str);76 Strehlen;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;2
1999;762  Strehlen(Rayskistr);76 Strehlen;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;3
1999;823  Südvs.-Ost(Lukasplatz);82 Südvorstadt-Ost;StB 8 Plauen;StB 8 Plauen;13 Südvorstadt, Zschertnitz;000;Totalabriss;1;1
1999;853  Gittersee;85 Coschütz/Gittersee;StB 8 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;000;Totalabriss;1;1
1999;867  Plauen(Friedrich-Hegel-Str);86 Plauen;StB 8 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;000;Totalabriss;1;1
1999;903  Gohlis;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;OS Cossebaude;17 Briesnitz und westliche OS;000;Totalabriss;1;6
1999;911  Cotta(Cossebauder Str);91 Cotta;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;3;11
1999;921  Löbtau-Nord(Ebertplatz);92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;2;5
1999;925  Löbtau-Nord(Malterstr-Nord);92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;1;2
1999;932  Löbtau-Süd(Frankenbergstr);93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;1;1
1999;944  Naußlitz-Süd;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;2;5
1999;946  Niedergorbitz/Roßthal;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;2;7
1999;984  Briesnitz-Süd;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;17 Briesnitz und westliche OS;000;Totalabriss;1;4
1999;985  Alt-Omsewitz;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;17 Briesnitz und westliche OS;000;Totalabriss;3;9
2000;042  Wilsdruffer Vs.(Ermischstr);04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;000;Totalabriss;3;28
2000;052  Friedrichst.(Schäferstr);05 Friedrichstadt;StB 0 Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;000;Totalabriss;3;27
2000;114  Äußere Neust.(Böhmische Str);11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;4;15
2000;118  Äußere Neust.(Tannenstr);11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;1;8
2000;122  Radeberger Vs.(Forststr);12 Radeberger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;2;3
2000;134  Äußere Neust.(Hoyerswerd. Str);13 Innere Neustadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;1;3
2000;144  Leipziger Vs.(Unterer Hecht);14 Leipziger Vorstadt;StB 1 Neustadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;000;Totalabriss;1;11
2000;152  Albertstadt-West;15 Albertstadt;StB 1 Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;000;Totalabriss;1;1
2000;212  Leipziger Vs.(Moritzburger St);21 Pieschen-Süd;StB 2 Pieschen;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;000;Totalabriss;4;18
2000;225  Mickten(Sternstr);22 Mickten;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;000;Totalabriss;1;5
2000;232  Kaditz(Peschelstr);23 Kaditz;StB 2 Pieschen;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;000;Totalabriss;2;2
2000;322  Rähnitz;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;2
2000;342  Waldpark Klotzsche;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;StB 3 Klotzsche;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;4
2000;353  Lausa (Alte Dr. Str./Schönburg;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;OS Weixdorf;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;2
2000;354  Alt-Lausa/Friedersdorf;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;OS Weixdorf;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;2
2000;361  Langebrück-Nord;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;OS Langebrück;06 StB Klotzsche und nördliche OS;000;Totalabriss;1;1
2000;411  Loschwitz(Schevenstr);41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;3;3
2000;413  Oberloschwitz;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
2000;414  Wachwitz;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
2000;422  Loschwitz-Nordost(Rißweg);42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;2
2000;424  Bühlau(Neubühlauer Str);42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;2;2
2000;432  Hosterwitz;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;StB 4 Loschwitz;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
2000;454  Weißig (Hauptstr.);45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;5
2000;476  Krieschendorf/Malschendorf;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;000;Totalabriss;1;1
2000;511  Blasewitz(Händelallee);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;1
2000;514  Blasewitz(Kretschmerstr);51 Blasewitz;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;1
2000;544  Striesen-West(Löscherstr);54 Striesen-West;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;7
2000;545  Striesen-West(Alemannenstr);54 Striesen-West;StB 5 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;000;Totalabriss;1;1
2000;573  Gruna(Gartenheimallee);57 Gruna;StB 5 Blasewitz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;000;Totalabriss;6;6
2000;613  Leuben(Kleinzschachwitzer Str);61 Leuben;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;2
2000;615  Leuben(Altleuben);61 Leuben;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;5
2000;632  Kleinzschachwitz-Süd;63 Kleinzschachwitz;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;4
2000;633  Meußlitz;63 Kleinzschachwitz;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;1;3
2000;634  Zschieren;63 Kleinzschachwitz;StB 6 Leuben;StB 6 Leuben;10 StB Leuben;000;Totalabriss;2;11
2000;732  Niedersedlitz(Dorfstr);73 Niedersedlitz;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;1
2000;742  Lockwitz;74 Lockwitz;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;2;12
2000;743  Nickern;74 Lockwitz;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;1
2000;755  Leubnitz(Altleubnitz);75 Leubnitz-Neuostra;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;2
2000;762  Strehlen(Rayskistr);76 Strehlen;StB 7 Prohlis;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);000;Totalabriss;1;4
2000;824  Südvs.-Ost(Ackermannstr);82 Südvorstadt-Ost;StB 8 Plauen;StB 8 Plauen;13 Südvorstadt, Zschertnitz;000;Totalabriss;1;4
2000;845  Altmockritz/Altpestitz;84 Kleinpestitz/Mockritz;StB 8 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;000;Totalabriss;1;1
2000;846  Gostritz;84 Kleinpestitz/Mockritz;StB 8 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;000;Totalabriss;1;1
2000;853  Gittersee;85 Coschütz/Gittersee;StB 8 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;000;Totalabriss;4;15
2000;862  Plauen(Würzburger Str-Ost);86 Plauen;StB 8 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;000;Totalabriss;2;4
2000;866  Plauen(Kantstr);86 Plauen;StB 8 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;000;Totalabriss;2;9
2000;868  Plauen(Hohenplauen);86 Plauen;StB 8 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;000;Totalabriss;1;1
2000;901  Cossebaude-Nord;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;OS Cossebaude;17 Briesnitz und westliche OS;000;Totalabriss;1;2
2000;902  Cossebaude-Süd;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;OS Cossebaude;17 Briesnitz und westliche OS;000;Totalabriss;1;3
2000;911  Cotta(Cossebauder Str);91 Cotta;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;2;4
2000;912  Cotta(Grillparzerplatz);91 Cotta;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;1;6
2000;941  Naußlitz-Nord;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;1;2
2000;943  Naußlitz-West;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;StB 9 Cotta;15 Cotta, Löbtau, Naußlitz, Dölzschen;000;Totalabriss;1;1
