Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2023;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1 Kind;5452;1837;1837
2023;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;2 Kinder;6123;3094;1547
2023;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;2089;1286;406
2023;StB 5 Blasewitz;08 Blasewitz, Striesen;0 Kinder;30299;0;21868
2023;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;8705;3063;3063
2023;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;8852;4516;2258
2023;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;2518;1554;486
2023;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;0 Kinder;24863;0;17899
2023;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;6142;2237;2237
2023;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;5058;2632;1316
2023;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;1377;871;269
2023;StB 6 Leuben;10 StB Leuben;0 Kinder;25240;0;17533
2023;StB 6 Leuben;10 StB Leuben;1 Kind;5963;2175;2175
2023;StB 6 Leuben;10 StB Leuben;2 Kinder;5463;2828;1414
2023;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;1913;1215;371
2023;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);0 Kinder;15276;0;11512
2023;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;3431;1279;1279
2023;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;3004;1610;805
2023;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;2293;1505;431
2023;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);0 Kinder;20988;0;13909
2023;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;5682;1961;1961
2023;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;5472;2770;1385
2023;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1855;1158;360
2023;StB 8 Plauen;13 Südvorstadt, Zschertnitz;0 Kinder;18728;0;13628
2023;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;3708;1323;1323
2023;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;3870;1990;995
2023;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;2282;1440;420
2023;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;0 Kinder;15284;0;10555
2023;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;3869;1349;1349
2023;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;3912;1982;991
2023;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;1256;776;245
2023;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;0 Kinder;26789;0;20059
2023;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;6869;2482;2482
2023;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;6600;3392;1696
2023;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;2100;1305;403
2023;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;0 Kinder;13566;0;10264
2023;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;3014;1137;1137
2023;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;2921;1556;778
2023;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;2040;1333;378
2023;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;0 Kinder;14024;0;8861
2023;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;3793;1308;1308
2023;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;4176;2122;1061
2023;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;1333;818;258
