Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2023;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;0 Kinder;24968;0;19317
2023;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Kind;4601;1671;1671
2023;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Kinder;3863;1982;991
2023;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 u.m. Kinder;1866;1187;346
2023;StB 0 Altstadt;02 Johannstadt;0 Kinder;16356;0;12087
2023;StB 0 Altstadt;02 Johannstadt;1 Kind;3595;1278;1278
2023;StB 0 Altstadt;02 Johannstadt;2 Kinder;3075;1586;793
2023;StB 0 Altstadt;02 Johannstadt;3 u.m. Kinder;1442;903;272
2023;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;0 Kinder;22049;0;17307
2023;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1 Kind;6646;2420;2420
2023;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;2 Kinder;6804;3514;1757
2023;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;3 u.m. Kinder;2074;1298;404
2023;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;0 Kinder;7816;0;6288
2023;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1 Kind;2419;891;891
2023;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;2 Kinder;2358;1214;607
2023;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;590;369;117
2023;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;0 Kinder;14496;0;11306
2023;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1 Kind;4758;1752;1752
2023;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;2 Kinder;3878;2026;1013
2023;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;1328;834;264
2023;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;0 Kinder;18078;0;13071
2023;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1 Kind;5527;1994;1994
2023;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;2 Kinder;4624;2394;1197
2023;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;3 u.m. Kinder;1414;890;277
2023;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;0 Kinder;18727;0;11725
2023;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1 Kind;4906;1672;1672
2023;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;2 Kinder;5594;2836;1418
2023;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;3 u.m. Kinder;2043;1267;391
2023;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;0 Kinder;19526;0;12132
