Jahr;Quartal;Einwohnerbewegung;Wanderungsgebiet;Staatsangehörigkeit;Geschlecht;Anzahl Einwohner
2020;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;405
2020;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;462
2020;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;89
2020;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;47
2020;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;472
2020;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;434
2020;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;231
2020;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;79
2020;4. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;831
2020;4. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;823
2020;4. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;105
2020;4. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;80
2020;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;4153
2020;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4070
2020;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;1545
2020;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;949
2021;1. Quartal;Zuzug;unbekannt;Deutsche;männlich;80
2021;1. Quartal;Zuzug;unbekannt;Deutsche;weiblich;49
2021;1. Quartal;Zuzug;unbekannt;Ausländer;männlich;35
2021;1. Quartal;Zuzug;unbekannt;Ausländer;weiblich;6
2021;1. Quartal;Zuzug;Ausland;Deutsche;männlich;66
2021;1. Quartal;Zuzug;Ausland;Deutsche;weiblich;50
2021;1. Quartal;Zuzug;Ausland;Ausländer;männlich;968
2021;1. Quartal;Zuzug;Ausland;Ausländer;weiblich;509
2021;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;389
2021;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;399
2021;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;183
2021;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;91
2021;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;311
2021;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;270
2021;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;76
2021;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;33
2021;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;398
2021;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;319
2021;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;236
2021;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;67
2021;1. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;612
2021;1. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;506
2021;1. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;109
2021;1. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;61
2021;1. Quartal;Fortzug;unbekannt;Deutsche;männlich;313
2021;1. Quartal;Fortzug;unbekannt;Deutsche;weiblich;135
2021;1. Quartal;Fortzug;unbekannt;Ausländer;männlich;533
2021;1. Quartal;Fortzug;unbekannt;Ausländer;weiblich;106
2021;1. Quartal;Fortzug;Ausland;Deutsche;männlich;82
2021;1. Quartal;Fortzug;Ausland;Deutsche;weiblich;69
2021;1. Quartal;Fortzug;Ausland;Ausländer;männlich;340
2021;1. Quartal;Fortzug;Ausland;Ausländer;weiblich;274
2021;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;348
2021;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;362
2021;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;198
2021;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;146
2021;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;291
2021;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;299
2021;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;68
2021;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;43
2021;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;338
2021;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;279
2021;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;303
2021;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;85
2021;1. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;761
2021;1. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;758
2021;1. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;142
2021;1. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;76
2021;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;4080
2021;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4053
2021;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;1709
2021;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;920
2021;2. Quartal;Zuzug;unbekannt;Deutsche;männlich;74
2021;2. Quartal;Zuzug;unbekannt;Deutsche;weiblich;45
2021;2. Quartal;Zuzug;unbekannt;Ausländer;männlich;9
2021;2. Quartal;Zuzug;unbekannt;Ausländer;weiblich;0
2021;2. Quartal;Zuzug;Ausland;Deutsche;männlich;69
2021;2. Quartal;Zuzug;Ausland;Deutsche;weiblich;49
2021;2. Quartal;Zuzug;Ausland;Ausländer;männlich;1036
2021;2. Quartal;Zuzug;Ausland;Ausländer;weiblich;561
2021;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;407
2021;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;396
2021;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;175
2021;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;125
2021;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;236
2021;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;262
2021;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;53
2021;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;36
2021;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;332
2021;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;268
2021;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;363
2021;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;157
2021;2. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;480
2021;2. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;508
2021;2. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;99
2021;2. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;67
2021;2. Quartal;Fortzug;unbekannt;Deutsche;männlich;229
2021;2. Quartal;Fortzug;unbekannt;Deutsche;weiblich;117
2021;2. Quartal;Fortzug;unbekannt;Ausländer;männlich;500
2021;2. Quartal;Fortzug;unbekannt;Ausländer;weiblich;94
2021;2. Quartal;Fortzug;Ausland;Deutsche;männlich;81
2021;2. Quartal;Fortzug;Ausland;Deutsche;weiblich;45
2021;2. Quartal;Fortzug;Ausland;Ausländer;männlich;310
2021;2. Quartal;Fortzug;Ausland;Ausländer;weiblich;221
2021;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;395
2021;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;324
2021;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;217
2021;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;132
2021;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;332
2021;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;300
2021;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;63
2021;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;37
2021;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;311
2021;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;295
2021;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;294
2021;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;130
2021;2. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;785
2021;2. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;774
2021;2. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;82
2021;2. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;37
2021;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;3926
2021;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;3926
2021;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;1568
2021;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;945
2021;3. Quartal;Zuzug;unbekannt;Deutsche;männlich;113
2021;3. Quartal;Zuzug;unbekannt;Deutsche;weiblich;72
2021;3. Quartal;Zuzug;unbekannt;Ausländer;männlich;10
2021;3. Quartal;Zuzug;unbekannt;Ausländer;weiblich;2
2021;3. Quartal;Zuzug;Ausland;Deutsche;männlich;90
2021;3. Quartal;Zuzug;Ausland;Deutsche;weiblich;81
2021;3. Quartal;Zuzug;Ausland;Ausländer;männlich;1307
2021;3. Quartal;Zuzug;Ausland;Ausländer;weiblich;843
2021;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;494
2021;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;438
2021;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;225
2021;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;143
2021;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;380
2021;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;426
2021;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;82
2021;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;58
2021;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;462
2021;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;461
2021;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;186
2021;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;88
2021;3. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;568
2021;3. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;530
2021;3. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;89
2021;3. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;62
2021;3. Quartal;Fortzug;unbekannt;Deutsche;männlich;252
2021;3. Quartal;Fortzug;unbekannt;Deutsche;weiblich;129
2021;3. Quartal;Fortzug;unbekannt;Ausländer;männlich;365
2021;3. Quartal;Fortzug;unbekannt;Ausländer;weiblich;84
2021;3. Quartal;Fortzug;Ausland;Deutsche;männlich;131
2021;3. Quartal;Fortzug;Ausland;Deutsche;weiblich;114
2021;3. Quartal;Fortzug;Ausland;Ausländer;männlich;436
2021;3. Quartal;Fortzug;Ausland;Ausländer;weiblich;342
2021;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;510
2021;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;523
2021;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;253
2021;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;189
2021;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;427
2021;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;428
2021;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;84
2021;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;66
2021;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;534
2021;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;539
2021;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;355
2021;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;177
2021;3. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;873
2021;3. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;942
2021;3. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;80
2021;3. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;69
2021;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;3890
2021;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4030
2021;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;1487
2021;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;901
2021;4. Quartal;Zuzug;unbekannt;Deutsche;männlich;79
2021;4. Quartal;Zuzug;unbekannt;Deutsche;weiblich;85
2021;4. Quartal;Zuzug;unbekannt;Ausländer;männlich;5
2021;4. Quartal;Zuzug;unbekannt;Ausländer;weiblich;2
2021;4. Quartal;Zuzug;Ausland;Deutsche;männlich;65
2021;4. Quartal;Zuzug;Ausland;Deutsche;weiblich;34
2021;4. Quartal;Zuzug;Ausland;Ausländer;männlich;1913
2021;4. Quartal;Zuzug;Ausland;Ausländer;weiblich;1159
2021;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;575
2021;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;587
2021;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;239
2021;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;177
2021;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;528
2021;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;607
2021;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;123
2021;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;81
2021;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;615
2021;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;569
2021;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;251
2021;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;110
2021;4. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;522
2021;4. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;562
2021;4. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;98
2021;4. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;72
2021;4. Quartal;Fortzug;unbekannt;Deutsche;männlich;325
2021;4. Quartal;Fortzug;unbekannt;Deutsche;weiblich;216
2021;4. Quartal;Fortzug;unbekannt;Ausländer;männlich;400
2021;4. Quartal;Fortzug;unbekannt;Ausländer;weiblich;81
2021;4. Quartal;Fortzug;Ausland;Deutsche;männlich;99
2021;4. Quartal;Fortzug;Ausland;Deutsche;weiblich;84
2021;4. Quartal;Fortzug;Ausland;Ausländer;männlich;337
2021;4. Quartal;Fortzug;Ausland;Ausländer;weiblich;233
2021;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;471
2021;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;501
2021;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;315
2021;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;213
2021;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;406
2021;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;436
2021;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;94
2021;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;56
2021;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;448
2021;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;401
2021;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;398
2021;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;126
2021;4. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;818
2021;4. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;790
2021;4. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;142
2021;4. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;121
2021;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;3664
2021;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;3656
2021;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;1749
2021;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;971
2022;1. Quartal;Zuzug;unbekannt;Deutsche;männlich;99
2022;1. Quartal;Zuzug;unbekannt;Deutsche;weiblich;57
2022;1. Quartal;Zuzug;unbekannt;Ausländer;männlich;10
2022;1. Quartal;Zuzug;unbekannt;Ausländer;weiblich;3
2022;1. Quartal;Zuzug;Ausland;Deutsche;männlich;54
2022;1. Quartal;Zuzug;Ausland;Deutsche;weiblich;52
2022;1. Quartal;Zuzug;Ausland;Ausländer;männlich;2069
2022;1. Quartal;Zuzug;Ausland;Ausländer;weiblich;2509
2022;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;374
2022;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;366
2022;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;192
2022;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;121
2022;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;320
2022;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;307
2022;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;73
2022;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;62
2022;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;383
2022;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;321
2022;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;241
2022;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;102
2022;1. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;473
2022;1. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;492
2022;1. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;100
2022;1. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;54
2022;1. Quartal;Fortzug;unbekannt;Deutsche;männlich;250
2022;1. Quartal;Fortzug;unbekannt;Deutsche;weiblich;108
2022;1. Quartal;Fortzug;unbekannt;Ausländer;männlich;562
2022;1. Quartal;Fortzug;unbekannt;Ausländer;weiblich;193
2022;1. Quartal;Fortzug;Ausland;Deutsche;männlich;111
2022;1. Quartal;Fortzug;Ausland;Deutsche;weiblich;92
2022;1. Quartal;Fortzug;Ausland;Ausländer;männlich;411
2022;1. Quartal;Fortzug;Ausland;Ausländer;weiblich;269
2022;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;333
2022;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;327
2022;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;283
2022;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;174
2022;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;301
2022;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;315
2022;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;97
2022;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;65
2022;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;334
2022;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;300
2022;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;444
2022;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;129
2022;1. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;759
2022;1. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;668
2022;1. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;93
2022;1. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;80
2022;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;3378
2022;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;3453
2022;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;1792
2022;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;1025
2022;2. Quartal;Zuzug;unbekannt;Deutsche;männlich;63
2022;2. Quartal;Zuzug;unbekannt;Deutsche;weiblich;54
2022;2. Quartal;Zuzug;unbekannt;Ausländer;männlich;8
2022;2. Quartal;Zuzug;unbekannt;Ausländer;weiblich;3
2022;2. Quartal;Zuzug;Ausland;Deutsche;männlich;69
2022;2. Quartal;Zuzug;Ausland;Deutsche;weiblich;51
2022;2. Quartal;Zuzug;Ausland;Ausländer;männlich;3063
2022;2. Quartal;Zuzug;Ausland;Ausländer;weiblich;3731
2022;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;349
2022;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;311
2022;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;207
2022;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;136
2022;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;252
2022;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;246
2022;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;98
2022;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;78
2022;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;299
2022;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;273
2022;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;289
2022;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;137
2022;2. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;437
2022;2. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;381
2022;2. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;99
2022;2. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;81
2022;2. Quartal;Fortzug;unbekannt;Deutsche;männlich;123
2022;2. Quartal;Fortzug;unbekannt;Deutsche;weiblich;66
2022;2. Quartal;Fortzug;unbekannt;Ausländer;männlich;316
2022;2. Quartal;Fortzug;unbekannt;Ausländer;weiblich;82
2022;2. Quartal;Fortzug;Ausland;Deutsche;männlich;87
2022;2. Quartal;Fortzug;Ausland;Deutsche;weiblich;57
2022;2. Quartal;Fortzug;Ausland;Ausländer;männlich;369
2022;2. Quartal;Fortzug;Ausland;Ausländer;weiblich;326
2022;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;319
2022;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;300
2022;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;315
2022;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;227
2022;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;300
2022;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;264
2022;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;166
2022;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;102
2022;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;371
2022;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;327
2022;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;402
2022;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;301
2022;2. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;769
2022;2. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;816
2022;2. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;191
2022;2. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;184
2022;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;3208
2022;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;3251
2022;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;1622
2022;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;1729
2022;3. Quartal;Zuzug;unbekannt;Deutsche;männlich;52
2022;3. Quartal;Zuzug;unbekannt;Deutsche;weiblich;20
2022;3. Quartal;Zuzug;unbekannt;Ausländer;männlich;3
2022;3. Quartal;Zuzug;unbekannt;Ausländer;weiblich;1
2022;3. Quartal;Zuzug;Ausland;Deutsche;männlich;71
2022;3. Quartal;Zuzug;Ausland;Deutsche;weiblich;79
2022;3. Quartal;Zuzug;Ausland;Ausländer;männlich;2703
2022;3. Quartal;Zuzug;Ausland;Ausländer;weiblich;2300
2022;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;510
2022;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;448
2022;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;206
2022;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;156
2022;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;351
2022;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;360
2022;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;83
