Jahr;Quartal;Einwohnerbewegung;Wanderungsgebiet;Staatsangehörigkeit;Geschlecht;Anzahl Einwohner
2003;1. Quartal;Zuzug;unbekannt;Deutsche;männlich;55
2003;1. Quartal;Zuzug;unbekannt;Deutsche;weiblich;16
2003;1. Quartal;Zuzug;unbekannt;Ausländer;männlich;20
2003;1. Quartal;Zuzug;unbekannt;Ausländer;weiblich;9
2003;1. Quartal;Zuzug;Ausland;Deutsche;männlich;60
2003;1. Quartal;Zuzug;Ausland;Deutsche;weiblich;34
2003;1. Quartal;Zuzug;Ausland;Ausländer;männlich;410
2003;1. Quartal;Zuzug;Ausland;Ausländer;weiblich;296
2003;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;465
2003;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;387
2003;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;76
2003;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;41
2003;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;279
2003;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;275
2003;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;34
2003;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;17
2003;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;343
2003;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;320
2003;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;40
2003;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;41
2003;1. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;606
2003;1. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;653
2003;1. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;33
2003;1. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;16
2003;1. Quartal;Fortzug;unbekannt;Deutsche;männlich;206
2003;1. Quartal;Fortzug;unbekannt;Deutsche;weiblich;74
2003;1. Quartal;Fortzug;unbekannt;Ausländer;männlich;194
2003;1. Quartal;Fortzug;unbekannt;Ausländer;weiblich;57
2003;1. Quartal;Fortzug;Ausland;Deutsche;männlich;58
2003;1. Quartal;Fortzug;Ausland;Deutsche;weiblich;45
2003;1. Quartal;Fortzug;Ausland;Ausländer;männlich;196
2003;1. Quartal;Fortzug;Ausland;Ausländer;weiblich;162
2003;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;574
2003;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;567
2003;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;124
2003;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;84
2003;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;239
2003;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;232
2003;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;31
2003;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;28
2003;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;192
2003;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;183
2003;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;17
2003;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;11
2003;1. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;607
2003;1. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;645
2003;1. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;30
2003;1. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;15
2003;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5465
2003;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5373
2003;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;486
2003;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;348
2003;2. Quartal;Zuzug;unbekannt;Deutsche;männlich;51
2003;2. Quartal;Zuzug;unbekannt;Deutsche;weiblich;9
2003;2. Quartal;Zuzug;unbekannt;Ausländer;männlich;8
2003;2. Quartal;Zuzug;unbekannt;Ausländer;weiblich;2
2003;2. Quartal;Zuzug;Ausland;Deutsche;männlich;47
2003;2. Quartal;Zuzug;Ausland;Deutsche;weiblich;32
2003;2. Quartal;Zuzug;Ausland;Ausländer;männlich;463
2003;2. Quartal;Zuzug;Ausland;Ausländer;weiblich;303
2003;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;439
2003;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;374
2003;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;81
2003;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;45
2003;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;258
2003;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;246
2003;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;31
2003;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;25
2003;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;314
2003;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;295
2003;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;62
2003;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;55
2003;2. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;570
2003;2. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;598
2003;2. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;53
2003;2. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;30
2003;2. Quartal;Fortzug;unbekannt;Deutsche;männlich;163
2003;2. Quartal;Fortzug;unbekannt;Deutsche;weiblich;60
2003;2. Quartal;Fortzug;unbekannt;Ausländer;männlich;173
2003;2. Quartal;Fortzug;unbekannt;Ausländer;weiblich;58
2003;2. Quartal;Fortzug;Ausland;Deutsche;männlich;63
2003;2. Quartal;Fortzug;Ausland;Deutsche;weiblich;49
2003;2. Quartal;Fortzug;Ausland;Ausländer;männlich;175
2003;2. Quartal;Fortzug;Ausland;Ausländer;weiblich;116
2003;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;509
2003;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;492
2003;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;86
2003;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;58
2003;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;211
2003;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;188
2003;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;24
2003;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;19
2003;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;188
2003;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;162
2003;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;21
2003;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;14
2003;2. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;546
2003;2. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;539
2003;2. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;14
2003;2. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;12
2003;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5116
2003;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5220
2003;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;579
2003;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;376
2003;3. Quartal;Zuzug;unbekannt;Deutsche;männlich;47
2003;3. Quartal;Zuzug;unbekannt;Deutsche;weiblich;13
2003;3. Quartal;Zuzug;unbekannt;Ausländer;männlich;9
2003;3. Quartal;Zuzug;unbekannt;Ausländer;weiblich;6
2003;3. Quartal;Zuzug;Ausland;Deutsche;männlich;65
2003;3. Quartal;Zuzug;Ausland;Deutsche;weiblich;43
2003;3. Quartal;Zuzug;Ausland;Ausländer;männlich;609
2003;3. Quartal;Zuzug;Ausland;Ausländer;weiblich;508
2003;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;636
2003;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;534
2003;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;95
2003;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;49
2003;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;406
2003;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;454
2003;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;29
2003;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;20
2003;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;429
2003;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;496
2003;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;30
2003;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;24
2003;3. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;791
2003;3. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;826
2003;3. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;33
2003;3. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;37
2003;3. Quartal;Fortzug;unbekannt;Deutsche;männlich;227
2003;3. Quartal;Fortzug;unbekannt;Deutsche;weiblich;59
2003;3. Quartal;Fortzug;unbekannt;Ausländer;männlich;159
2003;3. Quartal;Fortzug;unbekannt;Ausländer;weiblich;62
2003;3. Quartal;Fortzug;Ausland;Deutsche;männlich;68
2003;3. Quartal;Fortzug;Ausland;Deutsche;weiblich;82
2003;3. Quartal;Fortzug;Ausland;Ausländer;männlich;228
2003;3. Quartal;Fortzug;Ausland;Ausländer;weiblich;230
2003;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;676
2003;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;781
2003;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;126
2003;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;83
2003;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;266
2003;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;301
2003;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;28
2003;3. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;25
2003;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;250
2003;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;280
2003;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;33
2003;3. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;30
2003;3. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;687
2003;3. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;754
2003;3. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;15
2003;3. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;11
2003;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5320
2003;3. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5440
2003;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;555
2003;3. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;427
2003;4. Quartal;Zuzug;unbekannt;Deutsche;männlich;57
2003;4. Quartal;Zuzug;unbekannt;Deutsche;weiblich;12
2003;4. Quartal;Zuzug;unbekannt;Ausländer;männlich;2
2003;4. Quartal;Zuzug;unbekannt;Ausländer;weiblich;0
2003;4. Quartal;Zuzug;Ausland;Deutsche;männlich;58
2003;4. Quartal;Zuzug;Ausland;Deutsche;weiblich;34
2003;4. Quartal;Zuzug;Ausland;Ausländer;männlich;519
2003;4. Quartal;Zuzug;Ausland;Ausländer;weiblich;524
2003;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;700
2003;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;611
2003;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;75
2003;4. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;64
2003;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;494
2003;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;458
2003;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;37
2003;4. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;30
2003;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;502
2003;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;499
2003;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;33
2003;4. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;28
2003;4. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;739
2003;4. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;787
2003;4. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;25
2003;4. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;25
2003;4. Quartal;Fortzug;unbekannt;Deutsche;männlich;173
2003;4. Quartal;Fortzug;unbekannt;Deutsche;weiblich;66
2003;4. Quartal;Fortzug;unbekannt;Ausländer;männlich;135
2003;4. Quartal;Fortzug;unbekannt;Ausländer;weiblich;44
2003;4. Quartal;Fortzug;Ausland;Deutsche;männlich;66
2003;4. Quartal;Fortzug;Ausland;Deutsche;weiblich;51
2003;4. Quartal;Fortzug;Ausland;Ausländer;männlich;255
2003;4. Quartal;Fortzug;Ausland;Ausländer;weiblich;93
2003;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;561
2003;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;589
2003;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;139
2003;4. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;94
2003;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;246
2003;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;284
2003;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;36
2003;4. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;20
2003;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;214
2003;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;211
2003;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;28
2003;4. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;14
2003;4. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;793
2003;4. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;750
2003;4. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;27
2003;4. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;15
2003;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5733
2003;4. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5774
2003;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;650
2003;4. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;507
2004;1. Quartal;Zuzug;unbekannt;Deutsche;männlich;56
2004;1. Quartal;Zuzug;unbekannt;Deutsche;weiblich;7
2004;1. Quartal;Zuzug;unbekannt;Ausländer;männlich;6
2004;1. Quartal;Zuzug;unbekannt;Ausländer;weiblich;1
2004;1. Quartal;Zuzug;Ausland;Deutsche;männlich;61
2004;1. Quartal;Zuzug;Ausland;Deutsche;weiblich;19
2004;1. Quartal;Zuzug;Ausland;Ausländer;männlich;388
2004;1. Quartal;Zuzug;Ausland;Ausländer;weiblich;332
2004;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;489
2004;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;392
2004;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;56
2004;1. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;42
2004;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;316
2004;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;298
2004;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;24
2004;1. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;33
2004;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;355
2004;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;310
2004;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;30
2004;1. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;25
2004;1. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;615
2004;1. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;598
2004;1. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;38
2004;1. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;22
2004;1. Quartal;Fortzug;unbekannt;Deutsche;männlich;277
2004;1. Quartal;Fortzug;unbekannt;Deutsche;weiblich;74
2004;1. Quartal;Fortzug;unbekannt;Ausländer;männlich;280
2004;1. Quartal;Fortzug;unbekannt;Ausländer;weiblich;121
2004;1. Quartal;Fortzug;Ausland;Deutsche;männlich;72
2004;1. Quartal;Fortzug;Ausland;Deutsche;weiblich;53
2004;1. Quartal;Fortzug;Ausland;Ausländer;männlich;206
2004;1. Quartal;Fortzug;Ausland;Ausländer;weiblich;153
2004;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;539
2004;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;519
2004;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;114
2004;1. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;56
2004;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;245
2004;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;244
2004;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;21
2004;1. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;21
2004;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;226
2004;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;207
2004;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;14
2004;1. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;14
2004;1. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;592
2004;1. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;635
2004;1. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;18
2004;1. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;10
2004;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5284
2004;1. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;5028
2004;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;530
2004;1. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;406
2004;2. Quartal;Zuzug;unbekannt;Deutsche;männlich;27
2004;2. Quartal;Zuzug;unbekannt;Deutsche;weiblich;8
2004;2. Quartal;Zuzug;unbekannt;Ausländer;männlich;16
2004;2. Quartal;Zuzug;unbekannt;Ausländer;weiblich;2
2004;2. Quartal;Zuzug;Ausland;Deutsche;männlich;57
2004;2. Quartal;Zuzug;Ausland;Deutsche;weiblich;29
2004;2. Quartal;Zuzug;Ausland;Ausländer;männlich;345
2004;2. Quartal;Zuzug;Ausland;Ausländer;weiblich;281
2004;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;465
2004;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;411
2004;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;112
2004;2. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;44
2004;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;312
2004;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;325
2004;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;29
2004;2. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;22
2004;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;349
2004;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;309
2004;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;24
2004;2. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;15
2004;2. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;598
2004;2. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;593
2004;2. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;32
2004;2. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;31
2004;2. Quartal;Fortzug;unbekannt;Deutsche;männlich;126
2004;2. Quartal;Fortzug;unbekannt;Deutsche;weiblich;49
2004;2. Quartal;Fortzug;unbekannt;Ausländer;männlich;205
2004;2. Quartal;Fortzug;unbekannt;Ausländer;weiblich;86
2004;2. Quartal;Fortzug;Ausland;Deutsche;männlich;67
2004;2. Quartal;Fortzug;Ausland;Deutsche;weiblich;39
2004;2. Quartal;Fortzug;Ausland;Ausländer;männlich;149
2004;2. Quartal;Fortzug;Ausland;Ausländer;weiblich;102
2004;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;440
2004;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;465
2004;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;98
2004;2. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;46
2004;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;158
2004;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;179
2004;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;34
2004;2. Quartal;Fortzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;24
2004;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;176
2004;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;178
2004;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;17
2004;2. Quartal;Fortzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;15
2004;2. Quartal;Fortzug;Umland Dresden;Deutsche;männlich;528
2004;2. Quartal;Fortzug;Umland Dresden;Deutsche;weiblich;553
2004;2. Quartal;Fortzug;Umland Dresden;Ausländer;männlich;16
2004;2. Quartal;Fortzug;Umland Dresden;Ausländer;weiblich;10
2004;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;männlich;5105
2004;2. Quartal;Umzug;Innerhalb Dresdens;Deutsche;weiblich;4915
2004;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;männlich;617
2004;2. Quartal;Umzug;Innerhalb Dresdens;Ausländer;weiblich;445
2004;3. Quartal;Zuzug;unbekannt;Deutsche;männlich;31
2004;3. Quartal;Zuzug;unbekannt;Deutsche;weiblich;11
2004;3. Quartal;Zuzug;unbekannt;Ausländer;männlich;39
2004;3. Quartal;Zuzug;unbekannt;Ausländer;weiblich;12
2004;3. Quartal;Zuzug;Ausland;Deutsche;männlich;71
2004;3. Quartal;Zuzug;Ausland;Deutsche;weiblich;56
2004;3. Quartal;Zuzug;Ausland;Ausländer;männlich;626
2004;3. Quartal;Zuzug;Ausland;Ausländer;weiblich;506
2004;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;650
2004;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Deutsche;weiblich;562
2004;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;männlich;91
2004;3. Quartal;Zuzug;Alte Bundesländer (mit Berlin);Ausländer;weiblich;59
2004;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;männlich;449
2004;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Deutsche;weiblich;466
2004;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;männlich;47
2004;3. Quartal;Zuzug;Neue Bundesländer (ohne Sachsen);Ausländer;weiblich;28
2004;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;männlich;518
2004;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Deutsche;weiblich;549
2004;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;männlich;35
2004;3. Quartal;Zuzug;Sachsen (ohne Umland Dresden);Ausländer;weiblich;24
2004;3. Quartal;Zuzug;Umland Dresden;Deutsche;männlich;774
2004;3. Quartal;Zuzug;Umland Dresden;Deutsche;weiblich;859
2004;3. Quartal;Zuzug;Umland Dresden;Ausländer;männlich;33
2004;3. Quartal;Zuzug;Umland Dresden;Ausländer;weiblich;25
2004;3. Quartal;Fortzug;unbekannt;Deutsche;männlich;303
2004;3. Quartal;Fortzug;unbekannt;Deutsche;weiblich;85
2004;3. Quartal;Fortzug;unbekannt;Ausländer;männlich;260
2004;3. Quartal;Fortzug;unbekannt;Ausländer;weiblich;143
2004;3. Quartal;Fortzug;Ausland;Deutsche;männlich;77
2004;3. Quartal;Fortzug;Ausland;Deutsche;weiblich;65
2004;3. Quartal;Fortzug;Ausland;Ausländer;männlich;239
2004;3. Quartal;Fortzug;Ausland;Ausländer;weiblich;230
2004;3. Quartal;Fortzug;Alte Bundesländer (mit Berlin);Deutsche;männlich;685
