Jahr;Stadtraum;Staatsangehörigkeit-1 Deutsche / Ausländer;Wohndauer in 6 Klassen;Wohndauer in Monaten;Anzahl Einwohner
2021;01 StB Altstadt ohne Johannstadt;Deutsche;00 bis unter 1 Jahr;22928;4027
2021;01 StB Altstadt ohne Johannstadt;Deutsche;01 bis unter 3 Jahre;148832;6733
2021;01 StB Altstadt ohne Johannstadt;Deutsche;03 bis unter 5 Jahre;178108;3847
2021;01 StB Altstadt ohne Johannstadt;Deutsche;05 bis unter 10 Jahre;414710;4927
2021;01 StB Altstadt ohne Johannstadt;Deutsche;10 bis unter 20 Jahre;727576;4235
2021;01 StB Altstadt ohne Johannstadt;Deutsche;20 Jahre und mehr;2298305;4752
2021;01 StB Altstadt ohne Johannstadt;Ausländer;00 bis unter 1 Jahr;11311;2376
2021;01 StB Altstadt ohne Johannstadt;Ausländer;01 bis unter 3 Jahre;58805;2660
2021;01 StB Altstadt ohne Johannstadt;Ausländer;03 bis unter 5 Jahre;64182;1387
2021;01 StB Altstadt ohne Johannstadt;Ausländer;05 bis unter 10 Jahre;59161;742
2021;01 StB Altstadt ohne Johannstadt;Ausländer;10 bis unter 20 Jahre;72962;437
2021;01 StB Altstadt ohne Johannstadt;Ausländer;20 Jahre und mehr;15334;56
2021;02 Johannstadt;Deutsche;00 bis unter 1 Jahr;11046;1924
2021;02 Johannstadt;Deutsche;01 bis unter 3 Jahre;78103;3570
2021;02 Johannstadt;Deutsche;03 bis unter 5 Jahre;108864;2307
2021;02 Johannstadt;Deutsche;05 bis unter 10 Jahre;311952;3629
2021;02 Johannstadt;Deutsche;10 bis unter 20 Jahre;779788;4487
2021;02 Johannstadt;Deutsche;20 Jahre und mehr;2411736;5325
2021;02 Johannstadt;Ausländer;00 bis unter 1 Jahr;5121;943
2021;02 Johannstadt;Ausländer;01 bis unter 3 Jahre;28145;1331
2021;02 Johannstadt;Ausländer;03 bis unter 5 Jahre;32556;680
2021;02 Johannstadt;Ausländer;05 bis unter 10 Jahre;42360;528
2021;02 Johannstadt;Ausländer;10 bis unter 20 Jahre;57035;352
2021;02 Johannstadt;Ausländer;20 Jahre und mehr;16607;50
2021;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;00 bis unter 1 Jahr;22135;3749
2021;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;01 bis unter 3 Jahre;157055;6984
2021;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;03 bis unter 5 Jahre;224080;4773
2021;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;05 bis unter 10 Jahre;625313;7269
2021;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;10 bis unter 20 Jahre;1235538;7365
2021;03 StB Neustadt ohne Leipziger Vorstadt;Deutsche;20 Jahre und mehr;1269387;3590
2021;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;00 bis unter 1 Jahr;6110;1631
2021;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;01 bis unter 3 Jahre;30116;1327
2021;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;03 bis unter 5 Jahre;31285;666
2021;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;05 bis unter 10 Jahre;49863;613
2021;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;10 bis unter 20 Jahre;63217;377
2021;03 StB Neustadt ohne Leipziger Vorstadt;Ausländer;20 Jahre und mehr;20826;73
2021;04 Leipziger Vorstadt, Pieschen;Deutsche;00 bis unter 1 Jahr;23426;4099
2021;04 Leipziger Vorstadt, Pieschen;Deutsche;01 bis unter 3 Jahre;159141;7136
2021;04 Leipziger Vorstadt, Pieschen;Deutsche;03 bis unter 5 Jahre;236302;5041
2021;04 Leipziger Vorstadt, Pieschen;Deutsche;05 bis unter 10 Jahre;647514;7530
2021;04 Leipziger Vorstadt, Pieschen;Deutsche;10 bis unter 20 Jahre;1248151;7389
2021;04 Leipziger Vorstadt, Pieschen;Deutsche;20 Jahre und mehr;1490385;4022
2021;04 Leipziger Vorstadt, Pieschen;Ausländer;00 bis unter 1 Jahr;3080;605
2021;04 Leipziger Vorstadt, Pieschen;Ausländer;01 bis unter 3 Jahre;17023;769
2021;04 Leipziger Vorstadt, Pieschen;Ausländer;03 bis unter 5 Jahre;19917;426
2021;04 Leipziger Vorstadt, Pieschen;Ausländer;05 bis unter 10 Jahre;34976;421
2021;04 Leipziger Vorstadt, Pieschen;Ausländer;10 bis unter 20 Jahre;49484;288
2021;04 Leipziger Vorstadt, Pieschen;Ausländer;20 Jahre und mehr;14729;55
2021;05 Mickten, Kaditz, Trachau;Deutsche;00 bis unter 1 Jahr;14022;2392
2021;05 Mickten, Kaditz, Trachau;Deutsche;01 bis unter 3 Jahre;99298;4401
2021;05 Mickten, Kaditz, Trachau;Deutsche;03 bis unter 5 Jahre;142996;3062
2021;05 Mickten, Kaditz, Trachau;Deutsche;05 bis unter 10 Jahre;481986;5464
2021;05 Mickten, Kaditz, Trachau;Deutsche;10 bis unter 20 Jahre;1102606;6462
2021;05 Mickten, Kaditz, Trachau;Deutsche;20 Jahre und mehr;2425070;6097
2021;05 Mickten, Kaditz, Trachau;Ausländer;00 bis unter 1 Jahr;1488;263
2021;05 Mickten, Kaditz, Trachau;Ausländer;01 bis unter 3 Jahre;8309;384
2021;05 Mickten, Kaditz, Trachau;Ausländer;03 bis unter 5 Jahre;8626;186
2021;05 Mickten, Kaditz, Trachau;Ausländer;05 bis unter 10 Jahre;15938;190
2021;05 Mickten, Kaditz, Trachau;Ausländer;10 bis unter 20 Jahre;22246;130
