Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Geschlecht;Geborene
2021;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;männlich;236
2021;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;weiblich;202
2021;StB 0 Altstadt;02 Johannstadt;männlich;134
2021;StB 0 Altstadt;02 Johannstadt;weiblich;116
2021;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;männlich;242
2021;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;weiblich;236
2021;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;männlich;87
2021;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;weiblich;87
2021;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;männlich;165
2021;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;weiblich;189
2021;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;männlich;161
2021;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;weiblich;143
2021;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;männlich;96
2021;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;weiblich;109
2021;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;männlich;126
2021;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;weiblich;119
2021;StB 5 Blasewitz;08 Blasewitz, Striesen;männlich;281
2021;StB 5 Blasewitz;08 Blasewitz, Striesen;weiblich;265
2021;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;männlich;159
2021;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;weiblich;154
2021;StB 6 Leuben;10 StB Leuben;männlich;152
2021;StB 6 Leuben;10 StB Leuben;weiblich;147
2021;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);männlich;93
2021;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);weiblich;112
2021;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);männlich;153
2021;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);weiblich;146
2021;StB 8 Plauen;13 Südvorstadt, Zschertnitz;männlich;152
2021;StB 8 Plauen;13 Südvorstadt, Zschertnitz;weiblich;143
2021;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;männlich;111
2021;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;weiblich;116
2021;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;männlich;300
2021;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;weiblich;241
2021;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;männlich;108
2021;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;weiblich;89
2021;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;männlich;106
2021;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;weiblich;86
