Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2021;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;0 Kinder;24108;0;18613
2021;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Kind;4177;1523;1523
2021;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Kinder;3394;1734;867
2021;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 u.m. Kinder;1467;926;275
2021;StB 0 Altstadt;02 Johannstadt;0 Kinder;16223;0;11940
2021;StB 0 Altstadt;02 Johannstadt;1 Kind;3293;1179;1179
2021;StB 0 Altstadt;02 Johannstadt;2 Kinder;3097;1596;798
2021;StB 0 Altstadt;02 Johannstadt;3 u.m. Kinder;1404;888;270
2021;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;0 Kinder;21373;0;16891
2021;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1 Kind;6550;2365;2365
2021;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;2 Kinder;6783;3506;1753
2021;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;3 u.m. Kinder;2119;1330;416
2021;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;0 Kinder;7458;0;6017
2021;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1 Kind;2328;848;848
2021;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;2 Kinder;2313;1194;597
2021;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;620;387;123
2021;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;0 Kinder;14442;0;11232
2021;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1 Kind;4598;1693;1693
2021;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;2 Kinder;4128;2144;1072
2021;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;1397;884;279
2021;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;0 Kinder;17696;0;12751
2021;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1 Kind;5320;1943;1943
2021;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;2 Kinder;4717;2434;1217
2021;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;3 u.m. Kinder;1451;922;288
2021;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;0 Kinder;18243;0;11449
2021;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1 Kind;4914;1666;1666
2021;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;2 Kinder;5806;2936;1468
2021;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;3 u.m. Kinder;1984;1228;379
2021;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;0 Kinder;19525;0;12094
2021;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1 Kind;5426;1820;1820
2021;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;2 Kinder;6336;3196;1598
2021;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;2217;1362;429
2021;StB 5 Blasewitz;08 Blasewitz, Striesen;0 Kinder;29956;0;21531
2021;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;8721;3072;3072
2021;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;9144;4684;2342
2021;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;2719;1675;528
2021;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;0 Kinder;24861;0;17719
2021;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;5875;2159;2159
2021;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;5263;2736;1368
2021;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;1466;918;288
2021;StB 6 Leuben;10 StB Leuben;0 Kinder;25048;0;17330
2021;StB 6 Leuben;10 StB Leuben;1 Kind;5861;2121;2121
2021;StB 6 Leuben;10 StB Leuben;2 Kinder;5676;2924;1462
2021;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;2013;1262;389
2021;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);0 Kinder;14991;0;11256
2021;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;2903;1077;1077
2021;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;2609;1388;694
2021;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;2067;1360;398
2021;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);0 Kinder;20857;0;13656
2021;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;5378;1856;1856
2021;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;5637;2854;1427
2021;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1935;1207;372
2021;StB 8 Plauen;13 Südvorstadt, Zschertnitz;0 Kinder;18339;0;13339
2021;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;3631;1286;1286
2021;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;3764;1926;963
2021;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;2353;1491;435
2021;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;0 Kinder;15358;0;10540
2021;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;3854;1346;1346
2021;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;4165;2118;1059
2021;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;1340;830;260
