Jahr;WZ-Abschnitt 2008 (1 Buchstabe) zus.;WZ-Abschnitt 2008 (1 Buchstabe);WZ-Abteilung 2008 (2 Ziffern);Anzahl Betriebe
2014;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;77-Verm. von beweglichen Sachen;304
2014;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;78-Vermittl. + Überlassung von Arbeitskräften;257
2014;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;79-Reisebüros,-veranstalter,sonst. Reservier.DL;460
2014;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;80-Wach- + Sicherheitsdienste sowie Detekteien;93
2014;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;"81-Gebäudebetreuung;Garten- und Landschaftsbau";1769
2014;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;2466
2014;S - Sonstige DL;S - Sonstige DL;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);8
2014;S - Sonstige DL;S - Sonstige DL;95-Rep. von DVgeräten und Gebrauchsgütern;81
2014;S - Sonstige DL;S - Sonstige DL;96-sonstige überwiegend persönliche DL;3407
2014;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;01-Landwirtschaft,Jagd,damit verb. Tätigkeiten;53
2014;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;02-Forstwirtschaft und Holzeinschlag;14
2014;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;03-Fischerei und Aquakultur;2
2014;X - übrige Wirtschaftszweige;B - Bergbau u. Gewinn. v. Steinen u. Erden;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;8
2014;X - übrige Wirtschaftszweige;D - Energieversorgung;35-Energieversorgung;339
2014;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;36-Wasserversorgung;1
2014;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;37-Abwasserentsorgung;16
2014;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";70
2014;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;39-Beseit. v. Umweltverschmutz.+sonst. Entsorg.;5
2014;X - übrige Wirtschaftszweige;O - Öff. Verwaltung,Verteidigung - Sozialvers.;"84-Öff. Verw.,Verteidigung;Sozialversicherung";8
2014;X - übrige Wirtschaftszweige;P - Erziehung u. Unterricht;85-Erziehung und Unterricht;568
2014;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;86-Gesundheitswesen;290
2014;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;87-Heime (ohne Erholungs- und Ferienheime);24
2014;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;88-Sozialwesen (ohne Heime);563
2014;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;90-Kreative,künstler.+ unterhaltende Tätigk.;616
2014;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;27
2014;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;92-Spiel-, Wett- und Lotteriewesen;83
2014;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;93-DL des Sports, der Unterhaltung+Erholung;294
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;10-Herst. von Nahrungs- und Futtermitteln;57
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;11-Getränkeherstellung;9
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;12-TabakVerarb.;2
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;13-Herst. von Textilien;54
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;14-Herst. von Bekleidung;17
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;15-Herst. von Leder, Lederwaren und Schuhen;2
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);28
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;17-Herst. von Papier, Pappe und Waren daraus;12
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";146
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;19-Kokerei und MineralölVerarb.;2
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;20-Herst. von chemischen Erzeugnissen;30
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;21-Herst. von pharmazeutischen Erzeugnissen;11
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;22-Herst. von Gummi- und Kunststoffwaren;44
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;47
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;24-Metallerzeugung und -bearbeitung;10
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;25-Herst. von Metallerzeugnissen;110
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;148
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;27-Herst. von elektrischen Ausrüstungen;57
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;28-Maschinenbau;99
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;29-Herst. von Kraftwagen und Kraftwagenteilen;17
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;30-Sonstiger Fahrzeugbau;15
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;31-Herst. von Möbeln;12
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;32-Herst. von sonstigen Waren;260
2015;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;33-Rep. + Install. v. Maschinen + Ausrüstungen;107
2015;F - Baugewerbe;F - Baugewerbe;41-Hochbau;255
2015;F - Baugewerbe;F - Baugewerbe;42-Tiefbau;34
2015;F - Baugewerbe;F - Baugewerbe;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;1323
2015;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";724
2015;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;46-Großhandel (ohne Handel mit Kraftfahrzeugen);2221
2015;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);4782
2015;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;"49-Landverkehr; Transport in Rohrfernleitungen";559
2015;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;50-Schifffahrt;4
2015;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;51-Luftfahrt;6
2015;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;52-Lagerei sowie sonst. DL für den Verkehr;214
2015;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;53-Post-, Kurier- und Expressdienste;222
2015;I - Gastgewerbe;I - Gastgewerbe;55-Beherbergung;303
2015;I - Gastgewerbe;I - Gastgewerbe;56-Gastronomie;1876
2015;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;58-Verlagswesen;149
2015;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";171
2015;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;60-Rundfunkveranstalter;12
2015;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;61-Telekommunikation;57
2015;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;62-Erbr. von DL der Informationstechnologie;1737
2015;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;63-InformationsDL;361
2015;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;64-Erbr. von FinanzDL;282
2015;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);38
2015;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;1421
2015;L - Grundstücks- u. Wohnungswesen;L - Grundstücks- u. Wohnungswesen;68-Grundstücks- und Wohnungswesen;1775
2015;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;428
2015;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";1605
2015;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";943
2015;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;72-Forschung und Entwicklung;114
2015;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;73-Werbung und Marktforschung;2187
2015;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;74-Sonst. freiber., wiss. + techn. Tätigkeiten;1162
2015;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;75-Veterinärwesen;8
2015;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;77-Verm. von beweglichen Sachen;299
2015;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;78-Vermittl. + Überlassung von Arbeitskräften;254
2015;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;79-Reisebüros,-veranstalter,sonst. Reservier.DL;467
2015;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;80-Wach- + Sicherheitsdienste sowie Detekteien;94
2015;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;"81-Gebäudebetreuung;Garten- und Landschaftsbau";1760
2015;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;2414
2015;S - Sonstige DL;S - Sonstige DL;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);10
2015;S - Sonstige DL;S - Sonstige DL;95-Rep. von DVgeräten und Gebrauchsgütern;81
2015;S - Sonstige DL;S - Sonstige DL;96-sonstige überwiegend persönliche DL;3417
2015;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;01-Landwirtschaft,Jagd,damit verb. Tätigkeiten;54
2015;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;02-Forstwirtschaft und Holzeinschlag;13
2015;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;03-Fischerei und Aquakultur;2
2015;X - übrige Wirtschaftszweige;B - Bergbau u. Gewinn. v. Steinen u. Erden;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;8
2015;X - übrige Wirtschaftszweige;D - Energieversorgung;35-Energieversorgung;353
2015;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;36-Wasserversorgung;1
2015;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;37-Abwasserentsorgung;14
2015;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";66
2015;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;39-Beseit. v. Umweltverschmutz.+sonst. Entsorg.;4
2015;X - übrige Wirtschaftszweige;O - Öff. Verwaltung,Verteidigung - Sozialvers.;"84-Öff. Verw.,Verteidigung;Sozialversicherung";8
2015;X - übrige Wirtschaftszweige;P - Erziehung u. Unterricht;85-Erziehung und Unterricht;603
2015;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;86-Gesundheitswesen;292
2015;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;87-Heime (ohne Erholungs- und Ferienheime);23
2015;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;88-Sozialwesen (ohne Heime);572
2015;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;90-Kreative,künstler.+ unterhaltende Tätigk.;657
2015;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;27
2015;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;92-Spiel-, Wett- und Lotteriewesen;84
2015;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;93-DL des Sports, der Unterhaltung+Erholung;285
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;10-Herst. von Nahrungs- und Futtermitteln;68
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;11-Getränkeherstellung;12
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;12-TabakVerarb.;2
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;13-Herst. von Textilien;54
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;14-Herst. von Bekleidung;17
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;15-Herst. von Leder, Lederwaren und Schuhen;2
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);32
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;17-Herst. von Papier, Pappe und Waren daraus;13
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";151
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;19-Kokerei und MineralölVerarb.;2
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;20-Herst. von chemischen Erzeugnissen;32
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;21-Herst. von pharmazeutischen Erzeugnissen;11
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;22-Herst. von Gummi- und Kunststoffwaren;41
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;41
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;24-Metallerzeugung und -bearbeitung;11
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;25-Herst. von Metallerzeugnissen;111
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;150
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;27-Herst. von elektrischen Ausrüstungen;50
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;28-Maschinenbau;99
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;29-Herst. von Kraftwagen und Kraftwagenteilen;18
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;30-Sonstiger Fahrzeugbau;15
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;31-Herst. von Möbeln;12
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;32-Herst. von sonstigen Waren;258
2016;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;33-Rep. + Install. v. Maschinen + Ausrüstungen;98
2016;F - Baugewerbe;F - Baugewerbe;41-Hochbau;247
2016;F - Baugewerbe;F - Baugewerbe;42-Tiefbau;37
2016;F - Baugewerbe;F - Baugewerbe;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;1332
2016;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";713
2016;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;46-Großhandel (ohne Handel mit Kraftfahrzeugen);2159
2016;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);4747
2016;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;"49-Landverkehr; Transport in Rohrfernleitungen";549
2016;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;50-Schifffahrt;4
2016;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;51-Luftfahrt;6
2016;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;52-Lagerei sowie sonst. DL für den Verkehr;202
2016;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;53-Post-, Kurier- und Expressdienste;217
2016;I - Gastgewerbe;I - Gastgewerbe;55-Beherbergung;307
2016;I - Gastgewerbe;I - Gastgewerbe;56-Gastronomie;1854
2016;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;58-Verlagswesen;146
2016;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";191
2016;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;60-Rundfunkveranstalter;13
2016;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;61-Telekommunikation;59
2016;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;62-Erbr. von DL der Informationstechnologie;1781
2016;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;63-InformationsDL;372
2016;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;64-Erbr. von FinanzDL;306
2016;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;65-Versich.,Rückvers.,Pensionsk.(oh Sozialver.);35
2016;K - Finanz- u. VersicherungsDL;K - Finanz- u. VersicherungsDL;66-Mit Finanz-+ Versich.DL verb. Tätigkeiten;1386
2016;L - Grundstücks- u. Wohnungswesen;L - Grundstücks- u. Wohnungswesen;68-Grundstücks- und Wohnungswesen;1832
2016;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;69-Rechts- + Steuerberatung, Wirtschaftsprüfung;419
2016;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"70-Verw.+Führg v. Untern.+Betr.;Untern.beratung";1608
2016;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;"71-Arch./Ing.büros;techn.,phys.+chem. Unters.";960
2016;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;72-Forschung und Entwicklung;117
2016;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;73-Werbung und Marktforschung;2142
2016;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;74-Sonst. freiber., wiss. + techn. Tätigkeiten;1224
2016;M - freiberufl.,wissensch.+techn. DL;M - freiberufl.,wissensch.+techn. DL;75-Veterinärwesen;8
2016;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;77-Verm. von beweglichen Sachen;310
2016;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;78-Vermittl. + Überlassung von Arbeitskräften;261
2016;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;79-Reisebüros,-veranstalter,sonst. Reservier.DL;473
2016;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;80-Wach- + Sicherheitsdienste sowie Detekteien;107
2016;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;"81-Gebäudebetreuung;Garten- und Landschaftsbau";1745
2016;N - Sonst. witschaftl. DL;N - Sonst. witschaftl. DL;82-wirtsch. DL f. Untern.+Privatpersonen a.n.g.;2402
2016;S - Sonstige DL;S - Sonstige DL;94-Int.vertr., rel. Verein. (o. Sozialw.,Sport);42
2016;S - Sonstige DL;S - Sonstige DL;95-Rep. von DVgeräten und Gebrauchsgütern;77
2016;S - Sonstige DL;S - Sonstige DL;96-sonstige überwiegend persönliche DL;3479
2016;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;01-Landwirtschaft,Jagd,damit verb. Tätigkeiten;60
2016;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;02-Forstwirtschaft und Holzeinschlag;12
2016;X - übrige Wirtschaftszweige;A - Land- und Forstwirtschaft, Fischerei;03-Fischerei und Aquakultur;3
2016;X - übrige Wirtschaftszweige;B - Bergbau u. Gewinn. v. Steinen u. Erden;08-Gewinn. v. Steinen+Erden, sonstiger Bergbau;8
2016;X - übrige Wirtschaftszweige;D - Energieversorgung;35-Energieversorgung;354
2016;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;36-Wasserversorgung;1
2016;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;37-Abwasserentsorgung;15
2016;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;"38-Abfallsamml.,Behandl.,Beseitig.; Rückgewinn.";62
2016;X - übrige Wirtschaftszweige;E - Wass.vers - Abw.-/Abfallents.,Bes. v.Umw.verschm.;39-Beseit. v. Umweltverschmutz.+sonst. Entsorg.;6
2016;X - übrige Wirtschaftszweige;O - Öff. Verwaltung,Verteidigung - Sozialvers.;"84-Öff. Verw.,Verteidigung;Sozialversicherung";8
2016;X - übrige Wirtschaftszweige;P - Erziehung u. Unterricht;85-Erziehung und Unterricht;678
2016;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;86-Gesundheitswesen;294
2016;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;87-Heime (ohne Erholungs- und Ferienheime);25
2016;X - übrige Wirtschaftszweige;Q - Gesundheits- u. Sozialwesen;88-Sozialwesen (ohne Heime);595
2016;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;90-Kreative,künstler.+ unterhaltende Tätigk.;699
2016;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;91-Biblioth.,Archive,Museen,bot.+zool. Gärten;24
2016;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;92-Spiel-, Wett- und Lotteriewesen;89
2016;X - übrige Wirtschaftszweige;R - Kunst, Unterhaltung u. Erholung;93-DL des Sports, der Unterhaltung+Erholung;287
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;10-Herst. von Nahrungs- und Futtermitteln;65
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;11-Getränkeherstellung;12
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;12-TabakVerarb.;2
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;13-Herst. von Textilien;51
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;14-Herst. von Bekleidung;20
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;15-Herst. von Leder, Lederwaren und Schuhen;1
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;16-Herst. Holz-,Flecht-,Korb-+Korkw. (oh.Möbel);29
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;17-Herst. von Papier, Pappe und Waren daraus;13
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;"18-Druckerzeugn.;Vervielf. Ton-,Bild-,Datentr.";144
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;19-Kokerei und MineralölVerarb.;2
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;20-Herst. von chemischen Erzeugnissen;33
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;21-Herst. von pharmazeutischen Erzeugnissen;11
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;22-Herst. von Gummi- und Kunststoffwaren;44
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;23-Glas+Glasw.,Keramik,Verarb. v. Stein+Erden;40
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;24-Metallerzeugung und -bearbeitung;10
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;25-Herst. von Metallerzeugnissen;103
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;26-Herst. DVgeräten,elektron.+opt. Erzeugnissen;157
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;27-Herst. von elektrischen Ausrüstungen;48
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;28-Maschinenbau;104
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;29-Herst. von Kraftwagen und Kraftwagenteilen;19
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;30-Sonstiger Fahrzeugbau;13
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;31-Herst. von Möbeln;11
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;32-Herst. von sonstigen Waren;244
2017;C - Verarbeitendes Gewerbe;C - Verarbeitendes Gewerbe;33-Rep. + Install. v. Maschinen + Ausrüstungen;95
2017;F - Baugewerbe;F - Baugewerbe;41-Hochbau;242
2017;F - Baugewerbe;F - Baugewerbe;42-Tiefbau;37
2017;F - Baugewerbe;F - Baugewerbe;43-Baustellenvorb.,Bauinst.,sonst. Ausbaugew.;1322
2017;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;"45-Handel Kfz; Instandh.+Rep. v. Kraftfahrz.";699
2017;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;46-Großhandel (ohne Handel mit Kraftfahrzeugen);2124
2017;"G - Handel;Instandh.+ Rep. v. KFZ";G - Handel - Instandh.+ Rep. v. KFZ;47-Einzelhandel (ohne Handel mit Kraftfahrzeugen);4610
2017;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;"49-Landverkehr; Transport in Rohrfernleitungen";525
2017;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;50-Schifffahrt;3
2017;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;51-Luftfahrt;7
2017;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;52-Lagerei sowie sonst. DL für den Verkehr;196
2017;H - Verkehr u. Lagerei;H - Verkehr u. Lagerei;53-Post-, Kurier- und Expressdienste;206
2017;I - Gastgewerbe;I - Gastgewerbe;55-Beherbergung;306
2017;I - Gastgewerbe;I - Gastgewerbe;56-Gastronomie;1835
2017;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;58-Verlagswesen;146
2017;J - Informatione u. Kommunikation;J - Informatione u. Kommunikation;"59-Film+Musikherst.,Verleih,Vertrieb; Kinos";192
