Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Alter in Jahren bis 85 (über 85-Jährige werden Jahrgang 85 zugeordnet);Anzahl Einwohner
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;0 Jahre;328
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Jahre;345
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Jahre;301
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 Jahre;265
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;4 Jahre;236
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;5 Jahre;226
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;6 Jahre;233
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;7 Jahre;208
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;8 Jahre;177
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;9 Jahre;182
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10 Jahre;184
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;11 Jahre;142
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;12 Jahre;168
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;13 Jahre;126
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;14 Jahre;136
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;15 Jahre;154
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;16 Jahre;124
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;17 Jahre;175
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;18 Jahre;307
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;19 Jahre;541
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;20 Jahre;675
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;21 Jahre;800
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;22 Jahre;858
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;23 Jahre;812
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;24 Jahre;864
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 Jahre;872
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;26 Jahre;860
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;27 Jahre;886
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;28 Jahre;1041
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;29 Jahre;1000
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;30 Jahre;852
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;31 Jahre;789
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;32 Jahre;702
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;33 Jahre;634
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;34 Jahre;534
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;35 Jahre;525
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;36 Jahre;493
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;37 Jahre;443
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;38 Jahre;441
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;39 Jahre;388
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;40 Jahre;350
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;41 Jahre;315
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;42 Jahre;268
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;43 Jahre;264
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;44 Jahre;208
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 Jahre;219
2018;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;46 Jahre;227
