Jahr;Stadtbezirk mit zugeordneten Ortschaften;Fahrzeugart;Kraftstoffart;Schadstoffgruppe für Kraftfahrzeuge (Umwelt-Plakette) nach Feinstaubverordnung;Anzahl
2017;StB 0 Altstadt;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";160
2017;StB 0 Altstadt;PKW;Benzin;Schadstoffgruppe 4 - Grün;13770
2017;StB 0 Altstadt;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";32
2017;StB 0 Altstadt;PKW;Diesel;Schadstoffgruppe 2 - Rot;54
2017;StB 0 Altstadt;PKW;Diesel;Schadstoffgruppe 3 - Gelb;382
2017;StB 0 Altstadt;PKW;Diesel;Schadstoffgruppe 4 - Grün;6097
2017;StB 0 Altstadt;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";38
2017;StB 0 Altstadt;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;178
2017;StB 0 Altstadt;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";159
2017;StB 0 Altstadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;77
2017;StB 0 Altstadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;220
2017;StB 0 Altstadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;2442
2017;StB 1 Neustadt;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";216
2017;StB 1 Neustadt;PKW;Benzin;Schadstoffgruppe 4 - Grün;9782
2017;StB 1 Neustadt;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";166
2017;StB 1 Neustadt;PKW;Diesel;Schadstoffgruppe 2 - Rot;155
2017;StB 1 Neustadt;PKW;Diesel;Schadstoffgruppe 3 - Gelb;565
2017;StB 1 Neustadt;PKW;Diesel;Schadstoffgruppe 4 - Grün;5396
2017;StB 1 Neustadt;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";27
2017;StB 1 Neustadt;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;93
2017;StB 1 Neustadt;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";194
2017;StB 1 Neustadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;84
2017;StB 1 Neustadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;168
2017;StB 1 Neustadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1389
2017;StB 2 Pieschen;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";207
2017;StB 2 Pieschen;PKW;Benzin;Schadstoffgruppe 4 - Grün;14870
2017;StB 2 Pieschen;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";117
2017;StB 2 Pieschen;PKW;Diesel;Schadstoffgruppe 2 - Rot;118
2017;StB 2 Pieschen;PKW;Diesel;Schadstoffgruppe 3 - Gelb;565
2017;StB 2 Pieschen;PKW;Diesel;Schadstoffgruppe 4 - Grün;5559
2017;StB 2 Pieschen;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";31
2017;StB 2 Pieschen;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;129
2017;StB 2 Pieschen;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";226
2017;StB 2 Pieschen;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;107
2017;StB 2 Pieschen;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;256
2017;StB 2 Pieschen;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1901
2017;StB 3 Klotzsche/nördliche Ortschaften;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";223
2017;StB 3 Klotzsche/nördliche Ortschaften;PKW;Benzin;Schadstoffgruppe 4 - Grün;10947
2017;StB 3 Klotzsche/nördliche Ortschaften;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";45
2017;StB 3 Klotzsche/nördliche Ortschaften;PKW;Diesel;Schadstoffgruppe 2 - Rot;75
2017;StB 3 Klotzsche/nördliche Ortschaften;PKW;Diesel;Schadstoffgruppe 3 - Gelb;370
2017;StB 3 Klotzsche/nördliche Ortschaften;PKW;Diesel;Schadstoffgruppe 4 - Grün;4976
2017;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";37
2017;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;60
2017;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";203
2017;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;72
2017;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;163
2017;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1504
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";312
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Benzin;Schadstoffgruppe 4 - Grün;11549
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";64
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Diesel;Schadstoffgruppe 2 - Rot;110
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Diesel;Schadstoffgruppe 3 - Gelb;487
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Diesel;Schadstoffgruppe 4 - Grün;4772
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";47
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;47
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";257
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;68
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;160
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;828
2017;StB 5 Blasewitz;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";332
2017;StB 5 Blasewitz;PKW;Benzin;Schadstoffgruppe 4 - Grün;26342
2017;StB 5 Blasewitz;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";81
2017;StB 5 Blasewitz;PKW;Diesel;Schadstoffgruppe 2 - Rot;125
2017;StB 5 Blasewitz;PKW;Diesel;Schadstoffgruppe 3 - Gelb;645
2017;StB 5 Blasewitz;PKW;Diesel;Schadstoffgruppe 4 - Grün;8146
2017;StB 5 Blasewitz;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";39
2017;StB 5 Blasewitz;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;142
2017;StB 5 Blasewitz;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";118
2017;StB 5 Blasewitz;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;61
2017;StB 5 Blasewitz;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;166
2017;StB 5 Blasewitz;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1138
2017;StB 6 Leuben;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";183
2017;StB 6 Leuben;PKW;Benzin;Schadstoffgruppe 4 - Grün;13214
2017;StB 6 Leuben;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";52
2017;StB 6 Leuben;PKW;Diesel;Schadstoffgruppe 2 - Rot;86
2017;StB 6 Leuben;PKW;Diesel;Schadstoffgruppe 3 - Gelb;348
2017;StB 6 Leuben;PKW;Diesel;Schadstoffgruppe 4 - Grün;3518
2017;StB 6 Leuben;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";32
2017;StB 6 Leuben;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;66
2017;StB 6 Leuben;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";116
2017;StB 6 Leuben;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;74
2017;StB 6 Leuben;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;161
2017;StB 6 Leuben;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;936
2017;StB 7 Prohlis;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";240
2017;StB 7 Prohlis;PKW;Benzin;Schadstoffgruppe 4 - Grün;17700
2017;StB 7 Prohlis;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";61
2017;StB 7 Prohlis;PKW;Diesel;Schadstoffgruppe 2 - Rot;87
2017;StB 7 Prohlis;PKW;Diesel;Schadstoffgruppe 3 - Gelb;502
2017;StB 7 Prohlis;PKW;Diesel;Schadstoffgruppe 4 - Grün;5362
2017;StB 7 Prohlis;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";44
2017;StB 7 Prohlis;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;77
2017;StB 7 Prohlis;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";154
2017;StB 7 Prohlis;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;71
2017;StB 7 Prohlis;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;232
2017;StB 7 Prohlis;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1433
2017;StB 8 Plauen;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";234
2017;StB 8 Plauen;PKW;Benzin;Schadstoffgruppe 4 - Grün;14673
2017;StB 8 Plauen;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";58
2017;StB 8 Plauen;PKW;Diesel;Schadstoffgruppe 2 - Rot;75
2017;StB 8 Plauen;PKW;Diesel;Schadstoffgruppe 3 - Gelb;421
2017;StB 8 Plauen;PKW;Diesel;Schadstoffgruppe 4 - Grün;5480
2017;StB 8 Plauen;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";39
2017;StB 8 Plauen;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;95
2017;StB 8 Plauen;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";98
2017;StB 8 Plauen;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;52
2017;StB 8 Plauen;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;142
2017;StB 8 Plauen;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1318
2017;StB 9 Cotta/westliche Ortschaften;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";374
2017;StB 9 Cotta/westliche Ortschaften;PKW;Benzin;Schadstoffgruppe 4 - Grün;25441
2017;StB 9 Cotta/westliche Ortschaften;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";84
2017;StB 9 Cotta/westliche Ortschaften;PKW;Diesel;Schadstoffgruppe 2 - Rot;136
2017;StB 9 Cotta/westliche Ortschaften;PKW;Diesel;Schadstoffgruppe 3 - Gelb;751
2017;StB 9 Cotta/westliche Ortschaften;PKW;Diesel;Schadstoffgruppe 4 - Grün;7936
2017;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";82
2017;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;116
2017;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";268
2017;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;120
2017;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;296
2017;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1646
2017;unbekannt;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";3
2017;unbekannt;PKW;Benzin;Schadstoffgruppe 4 - Grün;37
2017;unbekannt;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";0
2017;unbekannt;PKW;Diesel;Schadstoffgruppe 2 - Rot;1
2017;unbekannt;PKW;Diesel;Schadstoffgruppe 3 - Gelb;0
2017;unbekannt;PKW;Diesel;Schadstoffgruppe 4 - Grün;24
2017;unbekannt;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";1
2017;unbekannt;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;2
2017;unbekannt;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";6
2017;unbekannt;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;1
2017;unbekannt;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;1
2017;unbekannt;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;40
2018;StB 0 Altstadt;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";162
2018;StB 0 Altstadt;PKW;Benzin;Schadstoffgruppe 4 - Grün;13870
2018;StB 0 Altstadt;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";28
2018;StB 0 Altstadt;PKW;Diesel;Schadstoffgruppe 2 - Rot;48
2018;StB 0 Altstadt;PKW;Diesel;Schadstoffgruppe 3 - Gelb;326
2018;StB 0 Altstadt;PKW;Diesel;Schadstoffgruppe 4 - Grün;6081
2018;StB 0 Altstadt;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";40
2018;StB 0 Altstadt;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;196
2018;StB 0 Altstadt;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";141
2018;StB 0 Altstadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;62
2018;StB 0 Altstadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;190
2018;StB 0 Altstadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;2530
2018;StB 1 Neustadt;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";221
2018;StB 1 Neustadt;PKW;Benzin;Schadstoffgruppe 4 - Grün;9961
2018;StB 1 Neustadt;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";170
2018;StB 1 Neustadt;PKW;Diesel;Schadstoffgruppe 2 - Rot;145
2018;StB 1 Neustadt;PKW;Diesel;Schadstoffgruppe 3 - Gelb;488
2018;StB 1 Neustadt;PKW;Diesel;Schadstoffgruppe 4 - Grün;5491
2018;StB 1 Neustadt;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";30
2018;StB 1 Neustadt;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;88
2018;StB 1 Neustadt;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";189
2018;StB 1 Neustadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;86
2018;StB 1 Neustadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;158
2018;StB 1 Neustadt;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1541
2018;StB 2 Pieschen;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";218
2018;StB 2 Pieschen;PKW;Benzin;Schadstoffgruppe 4 - Grün;14991
2018;StB 2 Pieschen;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";114
2018;StB 2 Pieschen;PKW;Diesel;Schadstoffgruppe 2 - Rot;108
2018;StB 2 Pieschen;PKW;Diesel;Schadstoffgruppe 3 - Gelb;454
2018;StB 2 Pieschen;PKW;Diesel;Schadstoffgruppe 4 - Grün;5728
2018;StB 2 Pieschen;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";36
2018;StB 2 Pieschen;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;137
2018;StB 2 Pieschen;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";213
2018;StB 2 Pieschen;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;90
2018;StB 2 Pieschen;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;240
2018;StB 2 Pieschen;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;2072
2018;StB 3 Klotzsche/nördliche Ortschaften;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";237
2018;StB 3 Klotzsche/nördliche Ortschaften;PKW;Benzin;Schadstoffgruppe 4 - Grün;11030
2018;StB 3 Klotzsche/nördliche Ortschaften;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";42
2018;StB 3 Klotzsche/nördliche Ortschaften;PKW;Diesel;Schadstoffgruppe 2 - Rot;64
2018;StB 3 Klotzsche/nördliche Ortschaften;PKW;Diesel;Schadstoffgruppe 3 - Gelb;303
2018;StB 3 Klotzsche/nördliche Ortschaften;PKW;Diesel;Schadstoffgruppe 4 - Grün;5090
2018;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";48
2018;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;62
2018;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";196
2018;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;56
2018;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;145
2018;StB 3 Klotzsche/nördliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1616
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";330
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Benzin;Schadstoffgruppe 4 - Grün;11778
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";58
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Diesel;Schadstoffgruppe 2 - Rot;96
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Diesel;Schadstoffgruppe 3 - Gelb;396
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;PKW;Diesel;Schadstoffgruppe 4 - Grün;4902
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";53
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;48
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";257
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;52
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;145
2018;StB 4 Loschwitz/OS Schönfeld-Weißig;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;878
2018;StB 5 Blasewitz;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";339
2018;StB 5 Blasewitz;PKW;Benzin;Schadstoffgruppe 4 - Grün;26674
2018;StB 5 Blasewitz;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";80
2018;StB 5 Blasewitz;PKW;Diesel;Schadstoffgruppe 2 - Rot;116
2018;StB 5 Blasewitz;PKW;Diesel;Schadstoffgruppe 3 - Gelb;529
2018;StB 5 Blasewitz;PKW;Diesel;Schadstoffgruppe 4 - Grün;8245
2018;StB 5 Blasewitz;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";42
2018;StB 5 Blasewitz;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;134
2018;StB 5 Blasewitz;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";100
2018;StB 5 Blasewitz;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;55
2018;StB 5 Blasewitz;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;149
2018;StB 5 Blasewitz;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1222
2018;StB 6 Leuben;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";208
2018;StB 6 Leuben;PKW;Benzin;Schadstoffgruppe 4 - Grün;13229
2018;StB 6 Leuben;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";52
2018;StB 6 Leuben;PKW;Diesel;Schadstoffgruppe 2 - Rot;73
2018;StB 6 Leuben;PKW;Diesel;Schadstoffgruppe 3 - Gelb;299
2018;StB 6 Leuben;PKW;Diesel;Schadstoffgruppe 4 - Grün;3587
2018;StB 6 Leuben;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";37
2018;StB 6 Leuben;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;75
2018;StB 6 Leuben;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";105
2018;StB 6 Leuben;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;60
2018;StB 6 Leuben;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;144
2018;StB 6 Leuben;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;958
2018;StB 7 Prohlis;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";247
2018;StB 7 Prohlis;PKW;Benzin;Schadstoffgruppe 4 - Grün;17577
2018;StB 7 Prohlis;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";63
2018;StB 7 Prohlis;PKW;Diesel;Schadstoffgruppe 2 - Rot;85
2018;StB 7 Prohlis;PKW;Diesel;Schadstoffgruppe 3 - Gelb;405
2018;StB 7 Prohlis;PKW;Diesel;Schadstoffgruppe 4 - Grün;5342
2018;StB 7 Prohlis;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";43
2018;StB 7 Prohlis;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;88
2018;StB 7 Prohlis;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";133
2018;StB 7 Prohlis;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;66
2018;StB 7 Prohlis;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;213
2018;StB 7 Prohlis;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1494
2018;StB 8 Plauen;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";246
2018;StB 8 Plauen;PKW;Benzin;Schadstoffgruppe 4 - Grün;14904
2018;StB 8 Plauen;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";57
2018;StB 8 Plauen;PKW;Diesel;Schadstoffgruppe 2 - Rot;65
2018;StB 8 Plauen;PKW;Diesel;Schadstoffgruppe 3 - Gelb;355
2018;StB 8 Plauen;PKW;Diesel;Schadstoffgruppe 4 - Grün;5513
2018;StB 8 Plauen;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";37
2018;StB 8 Plauen;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;97
2018;StB 8 Plauen;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";93
2018;StB 8 Plauen;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;46
2018;StB 8 Plauen;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;140
2018;StB 8 Plauen;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1375
2018;StB 9 Cotta/westliche Ortschaften;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";396
2018;StB 9 Cotta/westliche Ortschaften;PKW;Benzin;Schadstoffgruppe 4 - Grün;25685
2018;StB 9 Cotta/westliche Ortschaften;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";89
2018;StB 9 Cotta/westliche Ortschaften;PKW;Diesel;Schadstoffgruppe 2 - Rot;126
2018;StB 9 Cotta/westliche Ortschaften;PKW;Diesel;Schadstoffgruppe 3 - Gelb;613
2018;StB 9 Cotta/westliche Ortschaften;PKW;Diesel;Schadstoffgruppe 4 - Grün;8105
2018;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";93
2018;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;122
2018;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";262
2018;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;96
2018;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;247
2018;StB 9 Cotta/westliche Ortschaften;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;1802
2018;unbekannt;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";0
2018;unbekannt;PKW;Benzin;Schadstoffgruppe 4 - Grün;33
2018;unbekannt;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";0
2018;unbekannt;PKW;Diesel;Schadstoffgruppe 2 - Rot;0
2018;unbekannt;PKW;Diesel;Schadstoffgruppe 3 - Gelb;0
2018;unbekannt;PKW;Diesel;Schadstoffgruppe 4 - Grün;11
2018;unbekannt;Nutzfahrzeug;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";1
2018;unbekannt;Nutzfahrzeug;Benzin;Schadstoffgruppe 4 - Grün;1
2018;unbekannt;Nutzfahrzeug;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";6
2018;unbekannt;Nutzfahrzeug;Diesel;Schadstoffgruppe 2 - Rot;0
2018;unbekannt;Nutzfahrzeug;Diesel;Schadstoffgruppe 3 - Gelb;0
2018;unbekannt;Nutzfahrzeug;Diesel;Schadstoffgruppe 4 - Grün;42
2019;StB 0 Altstadt;PKW;Benzin;"Schadstoffgruppe 1 - ohne Plakette  ";165
2019;StB 0 Altstadt;PKW;Benzin;Schadstoffgruppe 4 - Grün;14236
2019;StB 0 Altstadt;PKW;Diesel;"Schadstoffgruppe 1 - ohne Plakette  ";23
2019;StB 0 Altstadt;PKW;Diesel;Schadstoffgruppe 2 - Rot;49
