Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Geborene
2017;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;54
2017;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;52
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;86
2017;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;130
2017;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;159
2017;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;101
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;308
2017;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;152
2017;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;124
2017;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;193
2017;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;42
2017;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;239
2017;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;164
2017;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;73
2017;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;121
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;189
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;120
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;37
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;44
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;50
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;59
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;110
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;21
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;52
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;26
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;29
2017;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;109
2017;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;229
2017;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;142
2017;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;170
2017;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;151
2017;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;116
2017;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;108
