Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Baujahrgr-18-45-69-90-;Gebäudeart;Anzahl Wohnungen;Anzahl leerstehende Wohnungen
2003;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Eigenheim;55;6
2003;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;390;76
2003;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Eigenheim;15;0
2003;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;177;21
2003;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Eigenheim;18;0
2003;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;1153;215
2003;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;20;1
2003;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;1290;204
2003;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Eigenheim;24;8
2003;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Mehrfamilienhaus;1381;453
2003;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Eigenheim;1;0
2003;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;30;20
2003;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;322;40
2003;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;1603;195
2003;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;6;1
2003;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;413;89
2003;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;" bis 1918";Eigenheim;47;5
2003;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;" bis 1918";Mehrfamilienhaus;4135;1072
2003;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Eigenheim;108;2
2003;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Mehrfamilienhaus;1523;163
2003;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Eigenheim;8;1
2003;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Mehrfamilienhaus;177;20
2003;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Eigenheim;1;0
2003;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;ab 1991;Eigenheim;1;0
2003;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;ab 1991;Mehrfamilienhaus;518;78
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Eigenheim;3;1
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;" bis 1918";Mehrfamilienhaus;389;237
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Eigenheim;2;0
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1919 - 1945;Mehrfamilienhaus;261;101
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Eigenheim;13;0
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1946 - 1969;Mehrfamilienhaus;26;7
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Eigenheim;8;0
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1970 - 1990;Mehrfamilienhaus;250;25
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Eigenheim;1;0
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;ab 1991;Mehrfamilienhaus;217;43
2003;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Eigenheim;24;3
2003;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Mehrfamilienhaus;4294;1242
2003;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Eigenheim;12;5
2003;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Mehrfamilienhaus;1242;398
2003;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Mehrfamilienhaus;44;8
2003;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Eigenheim;1;0
2003;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Mehrfamilienhaus;12;5
2003;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Eigenheim;17;0
2003;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Mehrfamilienhaus;878;174
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Eigenheim;103;23
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Mehrfamilienhaus;2677;837
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Eigenheim;12;1
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Mehrfamilienhaus;1334;264
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Eigenheim;8;0
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Mehrfamilienhaus;665;66
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Eigenheim;3;0
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Mehrfamilienhaus;729;77
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Eigenheim;34;0
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Mehrfamilienhaus;1610;253
2003;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Eigenheim;116;12
2003;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Mehrfamilienhaus;1268;376
2003;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Eigenheim;397;4
2003;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Mehrfamilienhaus;765;110
2003;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Eigenheim;24;1
2003;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Mehrfamilienhaus;333;64
2003;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Eigenheim;19;0
2003;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Eigenheim;43;2
2003;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Mehrfamilienhaus;125;18
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Eigenheim;98;9
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;" bis 1918";Mehrfamilienhaus;1760;273
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Eigenheim;442;5
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1919 - 1945;Mehrfamilienhaus;2593;365
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Eigenheim;7;0
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1946 - 1969;Mehrfamilienhaus;129;16
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Eigenheim;10;1
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1970 - 1990;Mehrfamilienhaus;4;2
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Eigenheim;26;0
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;ab 1991;Mehrfamilienhaus;339;44
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Eigenheim;125;19
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;" bis 1918";Mehrfamilienhaus;3555;947
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Eigenheim;202;3
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1919 - 1945;Mehrfamilienhaus;1593;335
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Eigenheim;22;1
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1946 - 1969;Mehrfamilienhaus;99;76
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Eigenheim;27;1
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1970 - 1990;Mehrfamilienhaus;320;15
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Eigenheim;31;3
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;ab 1991;Mehrfamilienhaus;1142;154
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;352;14
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;1117;332
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;475;11
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;685;112
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;35;1
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;182;15
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;61;1
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Mehrfamilienhaus;2535;308
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;327;10
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;1523;189
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;704;33
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;379;140
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;798;31
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;232;40
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;125;9
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;4;1
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;170;6
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Mehrfamilienhaus;56;6
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;302;4
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;143;39
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;549;19
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;185;51
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;665;13
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;173;53
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;90;5
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;23;6
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;137;2
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Mehrfamilienhaus;1;0
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;561;16
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;220;31
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Eigenheim;439;28
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;" bis 1918";Mehrfamilienhaus;411;93
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Eigenheim;249;6
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1919 - 1945;Mehrfamilienhaus;100;16
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Eigenheim;15;1
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1946 - 1969;Mehrfamilienhaus;5;0
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Eigenheim;66;0
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1970 - 1990;Mehrfamilienhaus;4;0
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Eigenheim;360;15
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;ab 1991;Mehrfamilienhaus;181;27
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;559;52
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;904;321
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;312;12
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;228;85
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;90;3
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;18;8
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;44;0
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;13;3
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;87;4
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;542;80
2003;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;519;48
2003;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;1994;572
2003;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;767;37
2003;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;871;193
2003;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;144;10
2003;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;46;8
2003;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;190;2
2003;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;196;6
2003;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;758;92
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;365;40
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;411;156
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;245;8
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;85;31
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;79;4
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;86;8
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;43;3
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;18;6
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;129;2
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;171;18
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;225;3
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;110;35
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;161;3
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;59;14
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;60;9
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;1;0
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;50;0
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;27;3
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;585;17
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;1655;249
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;158;12
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;92;41
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;118;4
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;53;18
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;53;3
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;11;6
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;80;1
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;6;1
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;704;36
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Mehrfamilienhaus;335;48
2003;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Eigenheim;489;30
2003;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;" bis 1918";Mehrfamilienhaus;147;38
2003;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Eigenheim;131;6
2003;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1919 - 1945;Mehrfamilienhaus;63;23
2003;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Eigenheim;59;5
2003;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1946 - 1969;Mehrfamilienhaus;27;7
2003;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Eigenheim;64;0
2003;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1970 - 1990;Mehrfamilienhaus;34;4
2003;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;ab 1991;Eigenheim;367;10
