Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Bautätigkeit - Art;Fertigstellungsjahr;Anzahl Gebäude;Wohnungen gesamt
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2008;16;114
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2009;15;76
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2010;15;109
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2011;20;120
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2012;27;251
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2013;17;112
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2014;13;91
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2015;8;23
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2016;17;87
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2017;7;20
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2018;10;46
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2019;5;13
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2020;15;90
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2021;20;205
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2022;3;8
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2023;20;165
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2024;6;30
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2025;10;86
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2026;1;9
22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;unbekannt;28;169
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1992;1;0
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1993;4;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1994;5;24
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1995;18;58
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1996;7;25
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1997;9;23
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1998;6;7
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1999;6;6
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2000;4;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2001;3;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2003;3;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2004;3;3
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2005;6;3
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2006;1;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2007;2;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2008;4;6
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2009;3;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2010;7;6
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2011;2;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2012;6;4
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2013;4;5
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2014;10;8
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2015;6;5
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2016;4;20
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2017;1;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2018;3;3
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2019;1;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2020;1;0
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2021;3;58
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2022;2;58
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2023;1;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2024;4;3
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2025;11;15
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;unbekannt;31;172
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1992;1;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1993;2;0
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1994;3;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1995;6;8
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1996;17;97
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1997;16;112
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1998;18;90
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1999;18;129
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2000;7;65
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2001;6;29
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2002;6;35
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2003;8;23
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2004;8;16
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2005;3;3
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2006;18;167
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2007;5;15
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2008;10;44
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2009;2;7
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2010;8;6
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2011;3;10
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2012;2;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2013;1;1
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2014;13;26
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2015;4;9
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2016;5;12
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2017;5;21
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2018;8;28
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2019;6;14
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2020;17;144
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2021;7;14
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2022;2;2
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2023;4;4
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2024;6;21
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2025;6;8
23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;unbekannt;17;61
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1993;1;0
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1994;5;32
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1995;18;91
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1996;6;42
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1997;13;86
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1998;2;13
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;1999;2;9
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2000;1;3
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2001;1;5
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2002;5;5
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2003;6;11
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2004;6;5
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2005;6;5
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2006;1;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2007;3;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2008;1;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2009;1;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2010;3;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2011;4;10
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2012;2;7
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2013;1;0
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2014;4;12
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2015;4;2
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2016;7;13
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2017;2;2
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2018;6;6
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2020;4;27
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2021;2;7
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2022;1;2
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2023;1;6
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;2024;2;13
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Neubau;unbekannt;9;39
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1992;3;0
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1993;5;7
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1994;5;28
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1995;5;24
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1996;7;46
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1997;9;69
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1998;29;231
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;1999;12;86
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2000;13;114
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2001;9;63
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2002;25;161
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2003;7;46
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2004;10;55
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2005;4;12
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2006;7;27
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2007;2;9
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2008;8;29
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2009;5;29
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2010;16;92
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2011;6;21
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2012;3;16
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2013;3;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2014;7;41
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2015;6;19
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2016;3;11
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2017;6;34
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2018;1;1
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2019;1;8
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2020;5;19
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2021;4;17
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2022;1;0
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2023;2;13
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;2025;2;3
24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;Umbau;unbekannt;17;53
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1993;2;0
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1994;6;36
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1995;11;108
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1996;16;221
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1997;27;284
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1998;23;212
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;1999;11;197
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2000;14;20
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2001;4;5
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2002;7;5
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2003;3;4
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2004;13;9
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2005;5;3
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2006;7;5
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2007;3;2
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2008;5;9
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2009;4;1
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2010;2;1
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2011;6;8
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2012;6;4
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2013;9;5
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2014;8;6
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2015;4;2
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2016;9;43
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2017;22;20
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2018;4;17
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2019;8;4
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2020;6;17
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2021;10;15
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2022;11;63
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2024;10;39
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;2025;2;5
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Neubau;unbekannt;23;141
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1992;1;0
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1993;5;7
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1994;9;40
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1995;8;50
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1996;11;123
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1997;30;265
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1998;27;239
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;1999;29;314
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2000;13;119
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2001;17;135
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2002;8;61
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2003;4;28
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2004;5;44
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2005;7;39
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2006;12;66
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2007;27;185
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2008;20;187
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2009;11;82
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2010;21;186
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2011;6;37
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2012;8;43
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2013;7;40
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2014;9;38
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2015;5;29
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2016;10;161
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2017;4;10
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2018;4;38
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2019;10;90
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2020;6;22
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2021;5;30
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2022;2;14
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2023;4;20
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2024;2;17
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2025;8;68
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;2026;1;6
25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;Umbau;unbekannt;19;137
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1992;10;72
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1993;15;19
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1994;28;113
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1995;42;369
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1996;44;141
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1997;78;812
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1998;97;271
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;1999;31;56
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2000;57;45
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2001;42;33
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2002;37;80
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2003;34;17
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2004;42;41
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2005;29;26
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2006;29;43
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2007;31;26
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2008;25;24
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2009;14;18
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2010;19;14
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2011;17;22
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2012;18;19
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2013;12;12
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2014;21;51
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2015;22;31
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2016;39;37
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2017;72;138
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2018;38;111
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2019;13;33
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2020;17;22
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2021;11;67
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2022;28;109
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2023;10;16
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2024;10;6
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;2025;11;6
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Neubau;unbekannt;30;153
31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;Umbau;1992;4;0
