Jahr;Stadtraum;Stadtbezirk mit zugeordneten Ortschaften;AltK_03A__-17-64-;Migrationshintergrund M2 (aggregiert);Anzahl Einwohner
2013;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5033
2013;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;00 - 17 Jahre;Deutsche mit Migrationshintergrund;747
2013;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;00 - 17 Jahre;Ausländer;243
2013;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;22894
2013;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;18 - 64 Jahre;Deutsche mit Migrationshintergrund;731
2013;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;18 - 64 Jahre;Ausländer;2569
2013;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;3561
2013;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;65 Jahre u.älter;Deutsche mit Migrationshintergrund;56
2013;03 StB Neustadt ohne Leipziger Vorstadt;StB 1 Neustadt;65 Jahre u.älter;Ausländer;78
2013;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;1741
2013;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;00 - 17 Jahre;Deutsche mit Migrationshintergrund;163
2013;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;00 - 17 Jahre;Ausländer;94
2013;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;8634
2013;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;18 - 64 Jahre;Deutsche mit Migrationshintergrund;222
2013;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;18 - 64 Jahre;Ausländer;624
2013;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;836
2013;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;65 Jahre u.älter;Deutsche mit Migrationshintergrund;18
2013;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;65 Jahre u.älter;Ausländer;27
2013;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;3736
2013;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;371
2013;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;00 - 17 Jahre;Ausländer;134
2013;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;15709
2013;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;412
2013;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;18 - 64 Jahre;Ausländer;1009
2013;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;2739
2013;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;52
2013;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;65 Jahre u.älter;Ausländer;36
2013;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;4446
2013;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;335
2013;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;00 - 17 Jahre;Ausländer;99
2013;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;17108
2013;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;359
2013;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;18 - 64 Jahre;Ausländer;709
2013;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5438
2013;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;54
2013;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;65 Jahre u.älter;Ausländer;24
2013;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;4864
2013;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;365
2013;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 17 Jahre;Ausländer;86
2013;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;17159
2013;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;293
2013;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 64 Jahre;Ausländer;505
2013;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;6924
2013;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;47
2013;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 Jahre u.älter;Ausländer;20
2013;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5489
2013;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 17 Jahre;Deutsche mit Migrationshintergrund;436
2013;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 17 Jahre;Ausländer;83
2013;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;18310
2013;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 64 Jahre;Deutsche mit Migrationshintergrund;304
2013;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 64 Jahre;Ausländer;627
2013;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;7666
2013;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 Jahre u.älter;Deutsche mit Migrationshintergrund;56
2013;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 Jahre u.älter;Ausländer;34
2013;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;7244
2013;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 17 Jahre;Deutsche mit Migrationshintergrund;814
2013;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 17 Jahre;Ausländer;287
2013;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;26788
2013;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 64 Jahre;Deutsche mit Migrationshintergrund;807
2013;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 64 Jahre;Ausländer;1745
2013;08 Blasewitz, Striesen;StB 5 Blasewitz;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;9931
2013;08 Blasewitz, Striesen;StB 5 Blasewitz;65 Jahre u.älter;Deutsche mit Migrationshintergrund;125
2013;08 Blasewitz, Striesen;StB 5 Blasewitz;65 Jahre u.älter;Ausländer;68
2013;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;4772
2013;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 17 Jahre;Deutsche mit Migrationshintergrund;469
2013;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 17 Jahre;Ausländer;119
2013;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;20211
2013;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 64 Jahre;Deutsche mit Migrationshintergrund;552
2013;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 64 Jahre;Ausländer;773
2013;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;10314
2013;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 Jahre u.älter;Deutsche mit Migrationshintergrund;104
2013;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 Jahre u.älter;Ausländer;86
2013;10 StB Leuben;StB 6 Leuben;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5478
2013;10 StB Leuben;StB 6 Leuben;00 - 17 Jahre;Deutsche mit Migrationshintergrund;323
2013;10 StB Leuben;StB 6 Leuben;00 - 17 Jahre;Ausländer;55
2013;10 StB Leuben;StB 6 Leuben;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;21579
2013;10 StB Leuben;StB 6 Leuben;18 - 64 Jahre;Deutsche mit Migrationshintergrund;364
2013;10 StB Leuben;StB 6 Leuben;18 - 64 Jahre;Ausländer;544
2013;10 StB Leuben;StB 6 Leuben;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;10353
2013;10 StB Leuben;StB 6 Leuben;65 Jahre u.älter;Deutsche mit Migrationshintergrund;69
2013;10 StB Leuben;StB 6 Leuben;65 Jahre u.älter;Ausländer;49
2013;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2602
2013;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche mit Migrationshintergrund;436
2013;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Ausländer;158
2013;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;12122
2013;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche mit Migrationshintergrund;782
2013;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Ausländer;884
2013;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5642
2013;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche mit Migrationshintergrund;182
2013;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Ausländer;63
2013;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;4959
2013;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche mit Migrationshintergrund;347
2013;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Ausländer;68
2013;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;19860
2013;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche mit Migrationshintergrund;459
2013;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Ausländer;660
2013;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;7183
2013;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche mit Migrationshintergrund;83
2013;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Ausländer;38
2013;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2411
2013;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;486
2013;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Ausländer;250
2013;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;16001
2013;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;789
2013;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Ausländer;3261
2013;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;6374
2013;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;95
2013;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Ausländer;53
2013;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;3522
2013;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;334
2013;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Ausländer;93
2013;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;14610
2013;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;350
2013;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Ausländer;741
2013;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;4955
2013;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;55
2013;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Ausländer;16
2013;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5276
2013;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;501
2013;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;131
2013;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;26487
2013;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;583
2013;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;1286
2013;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5100
2013;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;59
2013;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;86
2013;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2409
2013;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;242
2013;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;183
2013;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;12696
2013;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;399
2013;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;855
2013;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;3832
2013;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;68
2013;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;24
2013;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;3556
2013;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;197
2013;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;26
2013;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;13862
2013;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;240
2013;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;250
2013;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;4495
2013;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;33
2013;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;11
