Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Familienstand;Geschlecht;Anzahl Einwohner
2017;01 Innere Altstadt;StB 0 Altstadt;ledig;männlich;487
2017;01 Innere Altstadt;StB 0 Altstadt;ledig;weiblich;388
2017;01 Innere Altstadt;StB 0 Altstadt;verheiratet;männlich;282
2017;01 Innere Altstadt;StB 0 Altstadt;verheiratet;weiblich;264
2017;01 Innere Altstadt;StB 0 Altstadt;verwitwet;männlich;31
2017;01 Innere Altstadt;StB 0 Altstadt;verwitwet;weiblich;148
2017;01 Innere Altstadt;StB 0 Altstadt;geschieden;männlich;36
2017;01 Innere Altstadt;StB 0 Altstadt;geschieden;weiblich;69
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;männlich;1722
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;weiblich;1379
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;männlich;832
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;weiblich;800
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;männlich;99
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;weiblich;497
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;männlich;220
2017;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;weiblich;355
2017;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;männlich;2350
2017;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;weiblich;1643
2017;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;männlich;1156
2017;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;weiblich;1132
2017;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;männlich;141
2017;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;weiblich;598
2017;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;männlich;247
2017;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;weiblich;355
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;männlich;2277
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;weiblich;1822
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;männlich;1468
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;weiblich;1450
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;männlich;161
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;weiblich;742
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;männlich;315
2017;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;weiblich;552
2017;05 Friedrichstadt;StB 0 Altstadt;ledig;männlich;3814
2017;05 Friedrichstadt;StB 0 Altstadt;ledig;weiblich;2598
2017;05 Friedrichstadt;StB 0 Altstadt;verheiratet;männlich;884
2017;05 Friedrichstadt;StB 0 Altstadt;verheiratet;weiblich;830
2017;05 Friedrichstadt;StB 0 Altstadt;verwitwet;männlich;72
2017;05 Friedrichstadt;StB 0 Altstadt;verwitwet;weiblich;352
2017;05 Friedrichstadt;StB 0 Altstadt;geschieden;männlich;269
2017;05 Friedrichstadt;StB 0 Altstadt;geschieden;weiblich;337
2017;06 Johannstadt-Nord;StB 0 Altstadt;ledig;männlich;3211
2017;06 Johannstadt-Nord;StB 0 Altstadt;ledig;weiblich;2976
2017;06 Johannstadt-Nord;StB 0 Altstadt;verheiratet;männlich;2078
2017;06 Johannstadt-Nord;StB 0 Altstadt;verheiratet;weiblich;2110
2017;06 Johannstadt-Nord;StB 0 Altstadt;verwitwet;männlich;215
2017;06 Johannstadt-Nord;StB 0 Altstadt;verwitwet;weiblich;893
2017;06 Johannstadt-Nord;StB 0 Altstadt;geschieden;männlich;359
2017;06 Johannstadt-Nord;StB 0 Altstadt;geschieden;weiblich;614
2017;07 Johannstadt-Süd;StB 0 Altstadt;ledig;männlich;2365
2017;07 Johannstadt-Süd;StB 0 Altstadt;ledig;weiblich;2278
2017;07 Johannstadt-Süd;StB 0 Altstadt;verheiratet;männlich;2494
2017;07 Johannstadt-Süd;StB 0 Altstadt;verheiratet;weiblich;2505
2017;07 Johannstadt-Süd;StB 0 Altstadt;verwitwet;männlich;292
2017;07 Johannstadt-Süd;StB 0 Altstadt;verwitwet;weiblich;1233
2017;07 Johannstadt-Süd;StB 0 Altstadt;geschieden;männlich;340
2017;07 Johannstadt-Süd;StB 0 Altstadt;geschieden;weiblich;821
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;ledig;männlich;7503
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;ledig;weiblich;6346
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verheiratet;männlich;1524
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verheiratet;weiblich;1480
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verwitwet;männlich;61
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verwitwet;weiblich;221
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;geschieden;männlich;427
2017;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;geschieden;weiblich;530
2017;12 Radeberger Vorstadt;StB 1 Neustadt;ledig;männlich;2733
2017;12 Radeberger Vorstadt;StB 1 Neustadt;ledig;weiblich;2376
2017;12 Radeberger Vorstadt;StB 1 Neustadt;verheiratet;männlich;1472
2017;12 Radeberger Vorstadt;StB 1 Neustadt;verheiratet;weiblich;1468
2017;12 Radeberger Vorstadt;StB 1 Neustadt;verwitwet;männlich;62
2017;12 Radeberger Vorstadt;StB 1 Neustadt;verwitwet;weiblich;226
2017;12 Radeberger Vorstadt;StB 1 Neustadt;geschieden;männlich;306
2017;12 Radeberger Vorstadt;StB 1 Neustadt;geschieden;weiblich;373
2017;13 Innere Neustadt;StB 1 Neustadt;ledig;männlich;2514
2017;13 Innere Neustadt;StB 1 Neustadt;ledig;weiblich;2132
2017;13 Innere Neustadt;StB 1 Neustadt;verheiratet;männlich;1127
2017;13 Innere Neustadt;StB 1 Neustadt;verheiratet;weiblich;1086
2017;13 Innere Neustadt;StB 1 Neustadt;verwitwet;männlich;62
2017;13 Innere Neustadt;StB 1 Neustadt;verwitwet;weiblich;294
2017;13 Innere Neustadt;StB 1 Neustadt;geschieden;männlich;202
2017;13 Innere Neustadt;StB 1 Neustadt;geschieden;weiblich;316
2017;14 Leipziger Vorstadt;StB 1 Neustadt;ledig;männlich;5293
2017;14 Leipziger Vorstadt;StB 1 Neustadt;ledig;weiblich;4100
2017;14 Leipziger Vorstadt;StB 1 Neustadt;verheiratet;männlich;1281
2017;14 Leipziger Vorstadt;StB 1 Neustadt;verheiratet;weiblich;1283
2017;14 Leipziger Vorstadt;StB 1 Neustadt;verwitwet;männlich;69
2017;14 Leipziger Vorstadt;StB 1 Neustadt;verwitwet;weiblich;208
2017;14 Leipziger Vorstadt;StB 1 Neustadt;geschieden;männlich;283
2017;14 Leipziger Vorstadt;StB 1 Neustadt;geschieden;weiblich;327
2017;15 Albertstadt;StB 1 Neustadt;ledig;männlich;1096
2017;15 Albertstadt;StB 1 Neustadt;ledig;weiblich;738
2017;15 Albertstadt;StB 1 Neustadt;verheiratet;männlich;495
2017;15 Albertstadt;StB 1 Neustadt;verheiratet;weiblich;461
2017;15 Albertstadt;StB 1 Neustadt;verwitwet;männlich;35
2017;15 Albertstadt;StB 1 Neustadt;verwitwet;weiblich;159
2017;15 Albertstadt;StB 1 Neustadt;geschieden;männlich;109
2017;15 Albertstadt;StB 1 Neustadt;geschieden;weiblich;93
2017;21 Pieschen-Süd;StB 2 Pieschen;ledig;männlich;4474
2017;21 Pieschen-Süd;StB 2 Pieschen;ledig;weiblich;3913
2017;21 Pieschen-Süd;StB 2 Pieschen;verheiratet;männlich;1367
2017;21 Pieschen-Süd;StB 2 Pieschen;verheiratet;weiblich;1338
2017;21 Pieschen-Süd;StB 2 Pieschen;verwitwet;männlich;55
2017;21 Pieschen-Süd;StB 2 Pieschen;verwitwet;weiblich;269
2017;21 Pieschen-Süd;StB 2 Pieschen;geschieden;männlich;316
2017;21 Pieschen-Süd;StB 2 Pieschen;geschieden;weiblich;470
2017;22 Mickten;StB 2 Pieschen;ledig;männlich;3692
2017;22 Mickten;StB 2 Pieschen;ledig;weiblich;3196
2017;22 Mickten;StB 2 Pieschen;verheiratet;männlich;2072
2017;22 Mickten;StB 2 Pieschen;verheiratet;weiblich;2078
2017;22 Mickten;StB 2 Pieschen;verwitwet;männlich;129
2017;22 Mickten;StB 2 Pieschen;verwitwet;weiblich;548
2017;22 Mickten;StB 2 Pieschen;geschieden;männlich;469
2017;22 Mickten;StB 2 Pieschen;geschieden;weiblich;602
2017;23 Kaditz;StB 2 Pieschen;ledig;männlich;1492
2017;23 Kaditz;StB 2 Pieschen;ledig;weiblich;1284
2017;23 Kaditz;StB 2 Pieschen;verheiratet;männlich;996
2017;23 Kaditz;StB 2 Pieschen;verheiratet;weiblich;997
2017;23 Kaditz;StB 2 Pieschen;verwitwet;männlich;76
2017;23 Kaditz;StB 2 Pieschen;verwitwet;weiblich;235
2017;23 Kaditz;StB 2 Pieschen;geschieden;männlich;208
2017;23 Kaditz;StB 2 Pieschen;geschieden;weiblich;295
2017;24 Trachau;StB 2 Pieschen;ledig;männlich;2488
2017;24 Trachau;StB 2 Pieschen;ledig;weiblich;2250
2017;24 Trachau;StB 2 Pieschen;verheiratet;männlich;2032
2017;24 Trachau;StB 2 Pieschen;verheiratet;weiblich;2049
2017;24 Trachau;StB 2 Pieschen;verwitwet;männlich;127
2017;24 Trachau;StB 2 Pieschen;verwitwet;weiblich;448
2017;24 Trachau;StB 2 Pieschen;geschieden;männlich;339
2017;24 Trachau;StB 2 Pieschen;geschieden;weiblich;487
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;ledig;männlich;4025
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;ledig;weiblich;3238
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verheiratet;männlich;1884
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verheiratet;weiblich;1870
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verwitwet;männlich;144
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verwitwet;weiblich;551
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;geschieden;männlich;435
2017;25 Pieschen-N/Trachenberge;StB 2 Pieschen;geschieden;weiblich;594
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;ledig;männlich;3380
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;ledig;weiblich;2740
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;männlich;3113
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;weiblich;3074
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;männlich;205
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;weiblich;819
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;geschieden;männlich;490
2017;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;geschieden;weiblich;647
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;ledig;männlich;1300
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;ledig;weiblich;1104
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;männlich;1563
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;weiblich;1579
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;männlich;101
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;weiblich;281
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;geschieden;männlich;184
2017;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;geschieden;weiblich;202
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;ledig;männlich;1177
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;ledig;weiblich;949
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;männlich;1594
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;weiblich;1594
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;männlich;78
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;weiblich;288
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;geschieden;männlich;136
2017;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;geschieden;weiblich;171
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;ledig;männlich;895
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;ledig;weiblich;806
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;männlich;1115
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;verheiratet;weiblich;1106
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;männlich;65
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;verwitwet;weiblich;210
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;geschieden;männlich;85
2017;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;geschieden;weiblich;135
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;1154
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;1109
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;1321
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;1307
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;53
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;239
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;190
2017;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;255
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;2410
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;2327
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;2581
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;2583
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;164
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;621
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;330
2017;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;490
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;702
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;563
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;776
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;774
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;44
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;211
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;120
2017;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;176
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;1239
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;1018
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;1283
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;1280
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;64
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;315
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;219
2017;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;307
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;852
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;670
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;1038
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;1040
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;45
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;155
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;121
2017;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;weiblich;108
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;männlich;749
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;ledig;weiblich;572
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;männlich;843
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verheiratet;weiblich;846
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;männlich;34
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;verwitwet;weiblich;136
2017;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;geschieden;männlich;78
