Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;AltK_05D__-24-44-59-64-;Geschlecht;Anzahl Einwohner
2015;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;74
2015;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;90
2015;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;176
2015;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;89
2015;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;55
2015;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;34
2015;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;16
2015;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;13
2015;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;39
2015;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;153
2015;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;225
2015;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;228
2015;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;617
2015;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;357
2015;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;220
2015;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;171
2015;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;57
2015;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;45
2015;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;162
2015;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;592
2015;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;194
2015;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;110
2015;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;566
2015;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;230
2015;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;268
2015;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;183
2015;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;58
2015;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;61
2015;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;185
2015;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;626
2015;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;172
2015;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;160
2015;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;590
2015;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;359
2015;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;287
2015;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;215
2015;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;64
2015;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;102
2015;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;277
2015;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;969
2015;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;436
2015;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;380
2015;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;1050
2015;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;490
2015;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;235
2015;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;146
2015;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;59
2015;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;49
2015;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;82
2015;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;179
2015;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;männlich;215
2015;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;weiblich;269
2015;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;männlich;825
2015;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;weiblich;524
2015;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;männlich;282
2015;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;weiblich;236
2015;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;männlich;59
2015;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;weiblich;102
2015;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;männlich;250
2015;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;weiblich;763
2015;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;männlich;97
2015;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;weiblich;129
2015;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;männlich;507
2015;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;weiblich;331
2015;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;männlich;317
2015;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;weiblich;334
2015;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;männlich;69
2015;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;weiblich;183
2015;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;männlich;429
2015;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;weiblich;1597
2015;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;bis 24 Jahre;männlich;682
2015;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;bis 24 Jahre;weiblich;655
2015;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 - 44 Jahre;männlich;2956
