Jahr;Quartal;Einwohnerbewegung;Staatsangehörigkeit;Geschlecht;Anzahl Einwohner
2015;3. Quartal;Gestorbene;Deutsche;männlich;620
2015;3. Quartal;Gestorbene;Deutsche;weiblich;668
2015;3. Quartal;Gestorbene;Ausländer;männlich;7
2015;3. Quartal;Gestorbene;Ausländer;weiblich;4
2015;4. Quartal;Eheschließung;Deutsche;männlich;598
2015;4. Quartal;Eheschließung;Deutsche;weiblich;580
2015;4. Quartal;Eheschließung;Ausländer;männlich;67
2015;4. Quartal;Eheschließung;Ausländer;weiblich;72
2015;4. Quartal;Ehescheidung;Deutsche;männlich;231
2015;4. Quartal;Ehescheidung;Deutsche;weiblich;229
2015;4. Quartal;Ehescheidung;Ausländer;männlich;19
2015;4. Quartal;Ehescheidung;Ausländer;weiblich;14
2015;4. Quartal;Geborene;Deutsche;männlich;729
2015;4. Quartal;Geborene;Deutsche;weiblich;682
2015;4. Quartal;Geborene;Ausländer;männlich;14
2015;4. Quartal;Geborene;Ausländer;weiblich;35
2015;4. Quartal;Gestorbene;Deutsche;männlich;640
2015;4. Quartal;Gestorbene;Deutsche;weiblich;664
2015;4. Quartal;Gestorbene;Ausländer;männlich;11
2015;4. Quartal;Gestorbene;Ausländer;weiblich;9
2016;1. Quartal;Eheschließung;Deutsche;männlich;288
2016;1. Quartal;Eheschließung;Deutsche;weiblich;279
2016;1. Quartal;Eheschließung;Ausländer;männlich;40
2016;1. Quartal;Eheschließung;Ausländer;weiblich;34
2016;1. Quartal;Ehescheidung;Deutsche;männlich;162
2016;1. Quartal;Ehescheidung;Deutsche;weiblich;179
2016;1. Quartal;Ehescheidung;Ausländer;männlich;11
2016;1. Quartal;Ehescheidung;Ausländer;weiblich;17
2016;1. Quartal;Geborene;Deutsche;männlich;715
2016;1. Quartal;Geborene;Deutsche;weiblich;715
2016;1. Quartal;Geborene;Ausländer;männlich;36
2016;1. Quartal;Geborene;Ausländer;weiblich;43
2016;1. Quartal;Gestorbene;Deutsche;männlich;693
2016;1. Quartal;Gestorbene;Deutsche;weiblich;776
2016;1. Quartal;Gestorbene;Ausländer;männlich;11
2016;1. Quartal;Gestorbene;Ausländer;weiblich;5
2016;2. Quartal;Eheschließung;Deutsche;männlich;930
2016;2. Quartal;Eheschließung;Deutsche;weiblich;920
2016;2. Quartal;Eheschließung;Ausländer;männlich;63
2016;2. Quartal;Eheschließung;Ausländer;weiblich;63
2016;2. Quartal;Ehescheidung;Deutsche;männlich;224
2016;2. Quartal;Ehescheidung;Deutsche;weiblich;223
2016;2. Quartal;Ehescheidung;Ausländer;männlich;22
2016;2. Quartal;Ehescheidung;Ausländer;weiblich;20
2016;2. Quartal;Geborene;Deutsche;männlich;798
2016;2. Quartal;Geborene;Deutsche;weiblich;732
2016;2. Quartal;Geborene;Ausländer;männlich;47
2016;2. Quartal;Geborene;Ausländer;weiblich;30
2016;2. Quartal;Gestorbene;Deutsche;männlich;576
2016;2. Quartal;Gestorbene;Deutsche;weiblich;602
2016;2. Quartal;Gestorbene;Ausländer;männlich;11
2016;2. Quartal;Gestorbene;Ausländer;weiblich;8
2016;3. Quartal;Eheschließung;Deutsche;männlich;1174
2016;3. Quartal;Eheschließung;Deutsche;weiblich;1153
2016;3. Quartal;Eheschließung;Ausländer;männlich;111
2016;3. Quartal;Eheschließung;Ausländer;weiblich;105
2016;3. Quartal;Ehescheidung;Deutsche;männlich;202
2016;3. Quartal;Ehescheidung;Deutsche;weiblich;210
2016;3. Quartal;Ehescheidung;Ausländer;männlich;18
2016;3. Quartal;Ehescheidung;Ausländer;weiblich;16
2016;3. Quartal;Geborene;Deutsche;männlich;856
2016;3. Quartal;Geborene;Deutsche;weiblich;810
2016;3. Quartal;Geborene;Ausländer;männlich;51
2016;3. Quartal;Geborene;Ausländer;weiblich;40
2016;3. Quartal;Gestorbene;Deutsche;männlich;598
2016;3. Quartal;Gestorbene;Deutsche;weiblich;590
2016;3. Quartal;Gestorbene;Ausländer;männlich;12
2016;3. Quartal;Gestorbene;Ausländer;weiblich;5
2016;4. Quartal;Eheschließung;Deutsche;männlich;622
2016;4. Quartal;Eheschließung;Deutsche;weiblich;595
2016;4. Quartal;Eheschließung;Ausländer;männlich;116
2016;4. Quartal;Eheschließung;Ausländer;weiblich;116
2016;4. Quartal;Ehescheidung;Deutsche;männlich;178
2016;4. Quartal;Ehescheidung;Deutsche;weiblich;201
2016;4. Quartal;Ehescheidung;Ausländer;männlich;11
2016;4. Quartal;Ehescheidung;Ausländer;weiblich;19
2016;4. Quartal;Geborene;Deutsche;männlich;735
2016;4. Quartal;Geborene;Deutsche;weiblich;696
2016;4. Quartal;Geborene;Ausländer;männlich;61
2016;4. Quartal;Geborene;Ausländer;weiblich;64
2016;4. Quartal;Gestorbene;Deutsche;männlich;633
2016;4. Quartal;Gestorbene;Deutsche;weiblich;661
2016;4. Quartal;Gestorbene;Ausländer;männlich;6
2016;4. Quartal;Gestorbene;Ausländer;weiblich;1
2017;1. Quartal;Eheschließung;Deutsche;männlich;327
2017;1. Quartal;Eheschließung;Deutsche;weiblich;320
2017;1. Quartal;Eheschließung;Ausländer;männlich;97
2017;1. Quartal;Eheschließung;Ausländer;weiblich;91
2017;1. Quartal;Ehescheidung;Deutsche;männlich;203
2017;1. Quartal;Ehescheidung;Deutsche;weiblich;251
2017;1. Quartal;Ehescheidung;Ausländer;männlich;16
2017;1. Quartal;Ehescheidung;Ausländer;weiblich;13
2017;1. Quartal;Geborene;Deutsche;männlich;702
2017;1. Quartal;Geborene;Deutsche;weiblich;685
2017;1. Quartal;Geborene;Ausländer;männlich;52
2017;1. Quartal;Geborene;Ausländer;weiblich;60
2017;1. Quartal;Gestorbene;Deutsche;männlich;712
2017;1. Quartal;Gestorbene;Deutsche;weiblich;811
2017;1. Quartal;Gestorbene;Ausländer;männlich;10
2017;1. Quartal;Gestorbene;Ausländer;weiblich;3
2017;2. Quartal;Eheschließung;Deutsche;männlich;931
2017;2. Quartal;Eheschließung;Deutsche;weiblich;921
2017;2. Quartal;Eheschließung;Ausländer;männlich;120
2017;2. Quartal;Eheschließung;Ausländer;weiblich;115
2017;2. Quartal;Ehescheidung;Deutsche;männlich;197
2017;2. Quartal;Ehescheidung;Deutsche;weiblich;204
2017;2. Quartal;Ehescheidung;Ausländer;männlich;5
2017;2. Quartal;Ehescheidung;Ausländer;weiblich;19
2017;2. Quartal;Geborene;Deutsche;männlich;754
2017;2. Quartal;Geborene;Deutsche;weiblich;685
2017;2. Quartal;Geborene;Ausländer;männlich;47
2017;2. Quartal;Geborene;Ausländer;weiblich;51
2017;2. Quartal;Gestorbene;Deutsche;männlich;662
2017;2. Quartal;Gestorbene;Deutsche;weiblich;649
2017;2. Quartal;Gestorbene;Ausländer;männlich;6
2017;2. Quartal;Gestorbene;Ausländer;weiblich;5
2017;3. Quartal;Eheschließung;Deutsche;männlich;1159
2017;3. Quartal;Eheschließung;Deutsche;weiblich;1130
2017;3. Quartal;Eheschließung;Ausländer;männlich;79
2017;3. Quartal;Eheschließung;Ausländer;weiblich;97
2017;3. Quartal;Ehescheidung;Deutsche;männlich;172
2017;3. Quartal;Ehescheidung;Deutsche;weiblich;201
2017;3. Quartal;Ehescheidung;Ausländer;männlich;20
2017;3. Quartal;Ehescheidung;Ausländer;weiblich;17
2017;3. Quartal;Geborene;Deutsche;männlich;824
2017;3. Quartal;Geborene;Deutsche;weiblich;821
2017;3. Quartal;Geborene;Ausländer;männlich;68
2017;3. Quartal;Geborene;Ausländer;weiblich;54
2017;3. Quartal;Gestorbene;Deutsche;männlich;605
2017;3. Quartal;Gestorbene;Deutsche;weiblich;599
2017;3. Quartal;Gestorbene;Ausländer;männlich;10
2017;3. Quartal;Gestorbene;Ausländer;weiblich;5
2017;4. Quartal;Eheschließung;Deutsche;männlich;694
2017;4. Quartal;Eheschließung;Deutsche;weiblich;663
2017;4. Quartal;Eheschließung;Ausländer;männlich;93
2017;4. Quartal;Eheschließung;Ausländer;weiblich;115
2017;4. Quartal;Ehescheidung;Deutsche;männlich;186
2017;4. Quartal;Ehescheidung;Deutsche;weiblich;189
2017;4. Quartal;Ehescheidung;Ausländer;männlich;11
2017;4. Quartal;Ehescheidung;Ausländer;weiblich;15
2017;4. Quartal;Geborene;Deutsche;männlich;703
2017;4. Quartal;Geborene;Deutsche;weiblich;709
2017;4. Quartal;Geborene;Ausländer;männlich;70
2017;4. Quartal;Geborene;Ausländer;weiblich;56
2017;4. Quartal;Gestorbene;Deutsche;männlich;637
2017;4. Quartal;Gestorbene;Deutsche;weiblich;618
2017;4. Quartal;Gestorbene;Ausländer;männlich;9
2017;4. Quartal;Gestorbene;Ausländer;weiblich;8
2018;1. Quartal;Eheschließung;Deutsche;männlich;354
2018;1. Quartal;Eheschließung;Deutsche;weiblich;346
2018;1. Quartal;Eheschließung;Ausländer;männlich;74
2018;1. Quartal;Eheschließung;Ausländer;weiblich;82
2018;1. Quartal;Ehescheidung;Deutsche;männlich;185
2018;1. Quartal;Ehescheidung;Deutsche;weiblich;190
2018;1. Quartal;Ehescheidung;Ausländer;männlich;13
2018;1. Quartal;Ehescheidung;Ausländer;weiblich;19
2018;1. Quartal;Geborene;Deutsche;männlich;678
2018;1. Quartal;Geborene;Deutsche;weiblich;652
2018;1. Quartal;Geborene;Ausländer;männlich;57
2018;1. Quartal;Geborene;Ausländer;weiblich;60
2018;1. Quartal;Gestorbene;Deutsche;männlich;764
2018;1. Quartal;Gestorbene;Deutsche;weiblich;840
2018;1. Quartal;Gestorbene;Ausländer;männlich;9
2018;1. Quartal;Gestorbene;Ausländer;weiblich;6
2018;2. Quartal;Eheschließung;Deutsche;männlich;942
2018;2. Quartal;Eheschließung;Deutsche;weiblich;958
2018;2. Quartal;Eheschließung;Ausländer;männlich;76
2018;2. Quartal;Eheschließung;Ausländer;weiblich;70
2018;2. Quartal;Ehescheidung;Deutsche;männlich;199
2018;2. Quartal;Ehescheidung;Deutsche;weiblich;199
2018;2. Quartal;Ehescheidung;Ausländer;männlich;11
2018;2. Quartal;Ehescheidung;Ausländer;weiblich;15
2018;2. Quartal;Geborene;Deutsche;männlich;734
2018;2. Quartal;Geborene;Deutsche;weiblich;711
2018;2. Quartal;Geborene;Ausländer;männlich;64
2018;2. Quartal;Geborene;Ausländer;weiblich;60
2018;2. Quartal;Gestorbene;Deutsche;männlich;692
2018;2. Quartal;Gestorbene;Deutsche;weiblich;650
2018;2. Quartal;Gestorbene;Ausländer;männlich;19
2018;2. Quartal;Gestorbene;Ausländer;weiblich;9
2018;3. Quartal;Eheschließung;Deutsche;männlich;1288
2018;3. Quartal;Eheschließung;Deutsche;weiblich;1261
2018;3. Quartal;Eheschließung;Ausländer;männlich;106
2018;3. Quartal;Eheschließung;Ausländer;weiblich;122
2018;3. Quartal;Ehescheidung;Deutsche;männlich;180
2018;3. Quartal;Ehescheidung;Deutsche;weiblich;179
2018;3. Quartal;Ehescheidung;Ausländer;männlich;15
2018;3. Quartal;Ehescheidung;Ausländer;weiblich;19
2018;3. Quartal;Geborene;Deutsche;männlich;860
2018;3. Quartal;Geborene;Deutsche;weiblich;700
2018;3. Quartal;Geborene;Ausländer;männlich;73
2018;3. Quartal;Geborene;Ausländer;weiblich;56
2018;3. Quartal;Gestorbene;Deutsche;männlich;655
2018;3. Quartal;Gestorbene;Deutsche;weiblich;661
2018;3. Quartal;Gestorbene;Ausländer;männlich;9
2018;3. Quartal;Gestorbene;Ausländer;weiblich;8
2018;4. Quartal;Eheschließung;Deutsche;männlich;676
2018;4. Quartal;Eheschließung;Deutsche;weiblich;651
2018;4. Quartal;Eheschließung;Ausländer;männlich;91
2018;4. Quartal;Eheschließung;Ausländer;weiblich;100
2018;4. Quartal;Ehescheidung;Deutsche;männlich;190
2018;4. Quartal;Ehescheidung;Deutsche;weiblich;182
2018;4. Quartal;Ehescheidung;Ausländer;männlich;14
2018;4. Quartal;Ehescheidung;Ausländer;weiblich;8
2018;4. Quartal;Geborene;Deutsche;männlich;619
2018;4. Quartal;Geborene;Deutsche;weiblich;626
2018;4. Quartal;Geborene;Ausländer;männlich;69
2018;4. Quartal;Geborene;Ausländer;weiblich;55
2018;4. Quartal;Gestorbene;Deutsche;männlich;719
2018;4. Quartal;Gestorbene;Deutsche;weiblich;503
2018;4. Quartal;Gestorbene;Ausländer;männlich;9
2018;4. Quartal;Gestorbene;Ausländer;weiblich;7
2019;1. Quartal;Eheschließung;Deutsche;männlich;325
2019;1. Quartal;Eheschließung;Deutsche;weiblich;311
2019;1. Quartal;Eheschließung;Ausländer;männlich;77
2019;1. Quartal;Eheschließung;Ausländer;weiblich;81
2019;1. Quartal;Ehescheidung;Deutsche;männlich;190
2019;1. Quartal;Ehescheidung;Deutsche;weiblich;224
2019;1. Quartal;Ehescheidung;Ausländer;männlich;20
2019;1. Quartal;Ehescheidung;Ausländer;weiblich;20
2019;1. Quartal;Geborene;Deutsche;männlich;666
2019;1. Quartal;Geborene;Deutsche;weiblich;634
2019;1. Quartal;Geborene;Ausländer;männlich;80
2019;1. Quartal;Geborene;Ausländer;weiblich;66
2019;1. Quartal;Gestorbene;Deutsche;männlich;719
2019;1. Quartal;Gestorbene;Deutsche;weiblich;766
2019;1. Quartal;Gestorbene;Ausländer;männlich;11
2019;1. Quartal;Gestorbene;Ausländer;weiblich;5
2019;2. Quartal;Eheschließung;Deutsche;männlich;802
2019;2. Quartal;Eheschließung;Deutsche;weiblich;788
2019;2. Quartal;Eheschließung;Ausländer;männlich;94
2019;2. Quartal;Eheschließung;Ausländer;weiblich;102
2019;2. Quartal;Ehescheidung;Deutsche;männlich;174
2019;2. Quartal;Ehescheidung;Deutsche;weiblich;169
2019;2. Quartal;Ehescheidung;Ausländer;männlich;23
2019;2. Quartal;Ehescheidung;Ausländer;weiblich;26
2019;2. Quartal;Geborene;Deutsche;männlich;655
2019;2. Quartal;Geborene;Deutsche;weiblich;634
2019;2. Quartal;Geborene;Ausländer;männlich;76
2019;2. Quartal;Geborene;Ausländer;weiblich;76
2019;2. Quartal;Gestorbene;Deutsche;männlich;668
2019;2. Quartal;Gestorbene;Deutsche;weiblich;610
2019;2. Quartal;Gestorbene;Ausländer;männlich;20
2019;2. Quartal;Gestorbene;Ausländer;weiblich;8
2019;3. Quartal;Eheschließung;Deutsche;männlich;1056
2019;3. Quartal;Eheschließung;Deutsche;weiblich;1069
2019;3. Quartal;Eheschließung;Ausländer;männlich;126
2019;3. Quartal;Eheschließung;Ausländer;weiblich;123
2019;3. Quartal;Ehescheidung;Deutsche;männlich;175
2019;3. Quartal;Ehescheidung;Deutsche;weiblich;185
2019;3. Quartal;Ehescheidung;Ausländer;männlich;20
2019;3. Quartal;Ehescheidung;Ausländer;weiblich;21
2019;3. Quartal;Geborene;Deutsche;männlich;751
2019;3. Quartal;Geborene;Deutsche;weiblich;709
2019;3. Quartal;Geborene;Ausländer;männlich;69
2019;3. Quartal;Geborene;Ausländer;weiblich;76
2019;3. Quartal;Gestorbene;Deutsche;männlich;677
2019;3. Quartal;Gestorbene;Deutsche;weiblich;674
2019;3. Quartal;Gestorbene;Ausländer;männlich;13
2019;3. Quartal;Gestorbene;Ausländer;weiblich;5
2019;4. Quartal;Eheschließung;Deutsche;männlich;572
2019;4. Quartal;Eheschließung;Deutsche;weiblich;557
2019;4. Quartal;Eheschließung;Ausländer;männlich;99
2019;4. Quartal;Eheschließung;Ausländer;weiblich;100
2019;4. Quartal;Ehescheidung;Deutsche;männlich;178
2019;4. Quartal;Ehescheidung;Deutsche;weiblich;175
2019;4. Quartal;Ehescheidung;Ausländer;männlich;23
2019;4. Quartal;Ehescheidung;Ausländer;weiblich;15
2019;4. Quartal;Geborene;Deutsche;männlich;647
2019;4. Quartal;Geborene;Deutsche;weiblich;630
2019;4. Quartal;Geborene;Ausländer;männlich;64
2019;4. Quartal;Geborene;Ausländer;weiblich;57
2019;4. Quartal;Gestorbene;Deutsche;männlich;639
2019;4. Quartal;Gestorbene;Deutsche;weiblich;682
2019;4. Quartal;Gestorbene;Ausländer;männlich;13
2019;4. Quartal;Gestorbene;Ausländer;weiblich;5
2020;1. Quartal;Eheschließung;Deutsche;männlich;356
2020;1. Quartal;Eheschließung;Deutsche;weiblich;359
2020;1. Quartal;Eheschließung;Ausländer;männlich;101
2020;1. Quartal;Eheschließung;Ausländer;weiblich;78
2020;1. Quartal;Ehescheidung;Deutsche;männlich;191
2020;1. Quartal;Ehescheidung;Deutsche;weiblich;219
2020;1. Quartal;Ehescheidung;Ausländer;männlich;19
2020;1. Quartal;Ehescheidung;Ausländer;weiblich;15
2020;1. Quartal;Geborene;Deutsche;männlich;620
2020;1. Quartal;Geborene;Deutsche;weiblich;603
2020;1. Quartal;Geborene;Ausländer;männlich;76
2020;1. Quartal;Geborene;Ausländer;weiblich;59
2020;1. Quartal;Gestorbene;Deutsche;männlich;803
2020;1. Quartal;Gestorbene;Deutsche;weiblich;781
2020;1. Quartal;Gestorbene;Ausländer;männlich;20
2020;1. Quartal;Gestorbene;Ausländer;weiblich;13
2020;2. Quartal;Eheschließung;Deutsche;männlich;761
2020;2. Quartal;Eheschließung;Deutsche;weiblich;737
2020;2. Quartal;Eheschließung;Ausländer;männlich;42
2020;2. Quartal;Eheschließung;Ausländer;weiblich;62
2020;2. Quartal;Ehescheidung;Deutsche;männlich;153
2020;2. Quartal;Ehescheidung;Deutsche;weiblich;156
2020;2. Quartal;Ehescheidung;Ausländer;männlich;11
2020;2. Quartal;Ehescheidung;Ausländer;weiblich;10
2020;2. Quartal;Geborene;Deutsche;männlich;677
2020;2. Quartal;Geborene;Deutsche;weiblich;620
2020;2. Quartal;Geborene;Ausländer;männlich;74
2020;2. Quartal;Geborene;Ausländer;weiblich;67
2020;2. Quartal;Gestorbene;Deutsche;männlich;662
2020;2. Quartal;Gestorbene;Deutsche;weiblich;643
2020;2. Quartal;Gestorbene;Ausländer;männlich;12
2020;2. Quartal;Gestorbene;Ausländer;weiblich;5
2020;3. Quartal;Eheschließung;Deutsche;männlich;1066
2020;3. Quartal;Eheschließung;Deutsche;weiblich;1075
2020;3. Quartal;Eheschließung;Ausländer;männlich;96
2020;3. Quartal;Eheschließung;Ausländer;weiblich;89
2020;3. Quartal;Ehescheidung;Deutsche;männlich;244
2020;3. Quartal;Ehescheidung;Deutsche;weiblich;258
2020;3. Quartal;Ehescheidung;Ausländer;männlich;14
2020;3. Quartal;Ehescheidung;Ausländer;weiblich;24
2020;3. Quartal;Geborene;Deutsche;männlich;683
2020;3. Quartal;Geborene;Deutsche;weiblich;700
2020;3. Quartal;Geborene;Ausländer;männlich;87
2020;3. Quartal;Geborene;Ausländer;weiblich;73
2020;3. Quartal;Gestorbene;Deutsche;männlich;661
2020;3. Quartal;Gestorbene;Deutsche;weiblich;645
2020;3. Quartal;Gestorbene;Ausländer;männlich;19
2020;3. Quartal;Gestorbene;Ausländer;weiblich;7
2020;4. Quartal;Eheschließung;Deutsche;männlich;570
2020;4. Quartal;Eheschließung;Deutsche;weiblich;553
2020;4. Quartal;Eheschließung;Ausländer;männlich;83
2020;4. Quartal;Eheschließung;Ausländer;weiblich;86
2020;4. Quartal;Ehescheidung;Deutsche;männlich;200
2020;4. Quartal;Ehescheidung;Deutsche;weiblich;179
2020;4. Quartal;Ehescheidung;Ausländer;männlich;13
2020;4. Quartal;Ehescheidung;Ausländer;weiblich;31
2020;4. Quartal;Geborene;Deutsche;männlich;671
2020;4. Quartal;Geborene;Deutsche;weiblich;600
2020;4. Quartal;Geborene;Ausländer;männlich;72
2020;4. Quartal;Geborene;Ausländer;weiblich;65
2020;4. Quartal;Gestorbene;Deutsche;männlich;858
2020;4. Quartal;Gestorbene;Deutsche;weiblich;922
2020;4. Quartal;Gestorbene;Ausländer;männlich;12
2020;4. Quartal;Gestorbene;Ausländer;weiblich;6
2021;1. Quartal;Eheschließung;Deutsche;männlich;286
2021;1. Quartal;Eheschließung;Deutsche;weiblich;270
2021;1. Quartal;Eheschließung;Ausländer;männlich;100
2021;1. Quartal;Eheschließung;Ausländer;weiblich;89
2021;1. Quartal;Ehescheidung;Deutsche;männlich;190
2021;1. Quartal;Ehescheidung;Deutsche;weiblich;214
2021;1. Quartal;Ehescheidung;Ausländer;männlich;10
2021;1. Quartal;Ehescheidung;Ausländer;weiblich;24
2021;1. Quartal;Geborene;Deutsche;männlich;599
2021;1. Quartal;Geborene;Deutsche;weiblich;516
2021;1. Quartal;Geborene;Ausländer;männlich;70
2021;1. Quartal;Geborene;Ausländer;weiblich;76
2021;1. Quartal;Gestorbene;Deutsche;männlich;1040
2021;1. Quartal;Gestorbene;Deutsche;weiblich;957
2021;1. Quartal;Gestorbene;Ausländer;männlich;16
2021;1. Quartal;Gestorbene;Ausländer;weiblich;13
2021;2. Quartal;Eheschließung;Deutsche;männlich;696
2021;2. Quartal;Eheschließung;Deutsche;weiblich;684
2021;2. Quartal;Eheschließung;Ausländer;männlich;101
2021;2. Quartal;Eheschließung;Ausländer;weiblich;90
2021;2. Quartal;Ehescheidung;Deutsche;männlich;171
2021;2. Quartal;Ehescheidung;Deutsche;weiblich;199
2021;2. Quartal;Ehescheidung;Ausländer;männlich;17
2021;2. Quartal;Ehescheidung;Ausländer;weiblich;12
2021;2. Quartal;Geborene;Deutsche;männlich;656
2021;2. Quartal;Geborene;Deutsche;weiblich;626
2021;2. Quartal;Geborene;Ausländer;männlich;77
2021;2. Quartal;Geborene;Ausländer;weiblich;54
2021;2. Quartal;Gestorbene;Deutsche;männlich;697
2021;2. Quartal;Gestorbene;Deutsche;weiblich;677
2021;2. Quartal;Gestorbene;Ausländer;männlich;14
2021;2. Quartal;Gestorbene;Ausländer;weiblich;2
2021;3. Quartal;Eheschließung;Deutsche;männlich;976
2021;3. Quartal;Eheschließung;Deutsche;weiblich;951
2021;3. Quartal;Eheschließung;Ausländer;männlich;122
2021;3. Quartal;Eheschließung;Ausländer;weiblich;110
2021;3. Quartal;Ehescheidung;Deutsche;männlich;155
2021;3. Quartal;Ehescheidung;Deutsche;weiblich;177
2021;3. Quartal;Ehescheidung;Ausländer;männlich;17
2021;3. Quartal;Ehescheidung;Ausländer;weiblich;14
2021;3. Quartal;Geborene;Deutsche;männlich;673
2021;3. Quartal;Geborene;Deutsche;weiblich;634
2021;3. Quartal;Geborene;Ausländer;männlich;74
2021;3. Quartal;Geborene;Ausländer;weiblich;83
2021;3. Quartal;Gestorbene;Deutsche;männlich;647
2021;3. Quartal;Gestorbene;Deutsche;weiblich;668
2021;3. Quartal;Gestorbene;Ausländer;männlich;12
2021;3. Quartal;Gestorbene;Ausländer;weiblich;6
2021;4. Quartal;Eheschließung;Deutsche;männlich;519
2021;4. Quartal;Eheschließung;Deutsche;weiblich;503
2021;4. Quartal;Eheschließung;Ausländer;männlich;113
2021;4. Quartal;Eheschließung;Ausländer;weiblich;118
2021;4. Quartal;Ehescheidung;Deutsche;männlich;184
2021;4. Quartal;Ehescheidung;Deutsche;weiblich;186
2021;4. Quartal;Ehescheidung;Ausländer;männlich;16
2021;4. Quartal;Ehescheidung;Ausländer;weiblich;19
2021;4. Quartal;Geborene;Deutsche;männlich;658
2021;4. Quartal;Geborene;Deutsche;weiblich;636
2021;4. Quartal;Geborene;Ausländer;männlich;70
2021;4. Quartal;Geborene;Ausländer;weiblich;77
2021;4. Quartal;Gestorbene;Deutsche;männlich;915
2021;4. Quartal;Gestorbene;Deutsche;weiblich;878
2021;4. Quartal;Gestorbene;Ausländer;männlich;21
2021;4. Quartal;Gestorbene;Ausländer;weiblich;8
2022;1. Quartal;Eheschließung;Deutsche;männlich;261
2022;1. Quartal;Eheschließung;Deutsche;weiblich;258
2022;1. Quartal;Eheschließung;Ausländer;männlich;93
2022;1. Quartal;Eheschließung;Ausländer;weiblich;86
2022;1. Quartal;Ehescheidung;Deutsche;männlich;187
2022;1. Quartal;Ehescheidung;Deutsche;weiblich;205
2022;1. Quartal;Ehescheidung;Ausländer;männlich;13
2022;1. Quartal;Ehescheidung;Ausländer;weiblich;17
2022;1. Quartal;Geborene;Deutsche;männlich;492
2022;1. Quartal;Geborene;Deutsche;weiblich;450
2022;1. Quartal;Geborene;Ausländer;männlich;71
2022;1. Quartal;Geborene;Ausländer;weiblich;67
2022;1. Quartal;Gestorbene;Deutsche;männlich;773
2022;1. Quartal;Gestorbene;Deutsche;weiblich;786
2022;1. Quartal;Gestorbene;Ausländer;männlich;13
2022;1. Quartal;Gestorbene;Ausländer;weiblich;3
2022;2. Quartal;Eheschließung;Deutsche;männlich;769
2022;2. Quartal;Eheschließung;Deutsche;weiblich;746
2022;2. Quartal;Eheschließung;Ausländer;männlich;88
2022;2. Quartal;Eheschließung;Ausländer;weiblich;88
2022;2. Quartal;Ehescheidung;Deutsche;männlich;187
2022;2. Quartal;Ehescheidung;Deutsche;weiblich;196
2022;2. Quartal;Ehescheidung;Ausländer;männlich;22
2022;2. Quartal;Ehescheidung;Ausländer;weiblich;21
2022;2. Quartal;Geborene;Deutsche;männlich;518
2022;2. Quartal;Geborene;Deutsche;weiblich;427
2022;2. Quartal;Geborene;Ausländer;männlich;72
2022;2. Quartal;Geborene;Ausländer;weiblich;69
2022;2. Quartal;Gestorbene;Deutsche;männlich;686
2022;2. Quartal;Gestorbene;Deutsche;weiblich;646
2022;2. Quartal;Gestorbene;Ausländer;männlich;15
2022;2. Quartal;Gestorbene;Ausländer;weiblich;7
2022;3. Quartal;Eheschließung;Deutsche;männlich;948
2022;3. Quartal;Eheschließung;Deutsche;weiblich;916
2022;3. Quartal;Eheschließung;Ausländer;männlich;123
2022;3. Quartal;Eheschließung;Ausländer;weiblich;124
2022;3. Quartal;Ehescheidung;Deutsche;männlich;163
2022;3. Quartal;Ehescheidung;Deutsche;weiblich;183
2022;3. Quartal;Ehescheidung;Ausländer;männlich;14
2022;3. Quartal;Ehescheidung;Ausländer;weiblich;20
2022;3. Quartal;Geborene;Deutsche;männlich;585
2022;3. Quartal;Geborene;Deutsche;weiblich;578
2022;3. Quartal;Geborene;Ausländer;männlich;93
2022;3. Quartal;Geborene;Ausländer;weiblich;91
2022;3. Quartal;Gestorbene;Deutsche;männlich;699
2022;3. Quartal;Gestorbene;Deutsche;weiblich;729
2022;3. Quartal;Gestorbene;Ausländer;männlich;18
2022;3. Quartal;Gestorbene;Ausländer;weiblich;9
2022;4. Quartal;Eheschließung;Deutsche;männlich;573
2022;4. Quartal;Eheschließung;Deutsche;weiblich;524
2022;4. Quartal;Eheschließung;Ausländer;männlich;111
2022;4. Quartal;Eheschließung;Ausländer;weiblich;118
2022;4. Quartal;Ehescheidung;Deutsche;männlich;169
2022;4. Quartal;Ehescheidung;Deutsche;weiblich;188
2022;4. Quartal;Ehescheidung;Ausländer;männlich;16
2022;4. Quartal;Ehescheidung;Ausländer;weiblich;20
2022;4. Quartal;Geborene;Deutsche;männlich;536
2022;4. Quartal;Geborene;Deutsche;weiblich;545
2022;4. Quartal;Geborene;Ausländer;männlich;79
2022;4. Quartal;Geborene;Ausländer;weiblich;67
2022;4. Quartal;Gestorbene;Deutsche;männlich;800
2022;4. Quartal;Gestorbene;Deutsche;weiblich;835
2022;4. Quartal;Gestorbene;Ausländer;männlich;13
2022;4. Quartal;Gestorbene;Ausländer;weiblich;16
2023;1. Quartal;Eheschließung;Deutsche;männlich;254
2023;1. Quartal;Eheschließung;Deutsche;weiblich;253
2023;1. Quartal;Eheschließung;Ausländer;männlich;143
2023;1. Quartal;Eheschließung;Ausländer;weiblich;130
2023;1. Quartal;Ehescheidung;Deutsche;männlich;203
2023;1. Quartal;Ehescheidung;Deutsche;weiblich;222
2023;1. Quartal;Ehescheidung;Ausländer;männlich;23
2023;1. Quartal;Ehescheidung;Ausländer;weiblich;19
