Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Alter in Jahren bis 85 (über 85-Jährige werden Jahrgang 85 zugeordnet);Anzahl Einwohner
2016;StB 0 Altstadt;02 Johannstadt;15 Jahre;111
2016;StB 0 Altstadt;02 Johannstadt;16 Jahre;128
2016;StB 0 Altstadt;02 Johannstadt;17 Jahre;156
2016;StB 0 Altstadt;02 Johannstadt;18 Jahre;172
2016;StB 0 Altstadt;02 Johannstadt;19 Jahre;230
2016;StB 0 Altstadt;02 Johannstadt;20 Jahre;291
2016;StB 0 Altstadt;02 Johannstadt;21 Jahre;314
2016;StB 0 Altstadt;02 Johannstadt;22 Jahre;300
2016;StB 0 Altstadt;02 Johannstadt;23 Jahre;335
2016;StB 0 Altstadt;02 Johannstadt;24 Jahre;339
2016;StB 0 Altstadt;02 Johannstadt;25 Jahre;387
2016;StB 0 Altstadt;02 Johannstadt;26 Jahre;463
2016;StB 0 Altstadt;02 Johannstadt;27 Jahre;459
2016;StB 0 Altstadt;02 Johannstadt;28 Jahre;466
2016;StB 0 Altstadt;02 Johannstadt;29 Jahre;453
2016;StB 0 Altstadt;02 Johannstadt;30 Jahre;402
2016;StB 0 Altstadt;02 Johannstadt;31 Jahre;392
2016;StB 0 Altstadt;02 Johannstadt;32 Jahre;371
2016;StB 0 Altstadt;02 Johannstadt;33 Jahre;327
2016;StB 0 Altstadt;02 Johannstadt;34 Jahre;320
2016;StB 0 Altstadt;02 Johannstadt;35 Jahre;309
2016;StB 0 Altstadt;02 Johannstadt;36 Jahre;271
2016;StB 0 Altstadt;02 Johannstadt;37 Jahre;289
2016;StB 0 Altstadt;02 Johannstadt;38 Jahre;226
2016;StB 0 Altstadt;02 Johannstadt;39 Jahre;259
2016;StB 0 Altstadt;02 Johannstadt;40 Jahre;197
2016;StB 0 Altstadt;02 Johannstadt;41 Jahre;193
2016;StB 0 Altstadt;02 Johannstadt;42 Jahre;195
2016;StB 0 Altstadt;02 Johannstadt;43 Jahre;204
2016;StB 0 Altstadt;02 Johannstadt;44 Jahre;228
2016;StB 0 Altstadt;02 Johannstadt;45 Jahre;212
2016;StB 0 Altstadt;02 Johannstadt;46 Jahre;241
2016;StB 0 Altstadt;02 Johannstadt;47 Jahre;217
2016;StB 0 Altstadt;02 Johannstadt;48 Jahre;206
2016;StB 0 Altstadt;02 Johannstadt;49 Jahre;228
2016;StB 0 Altstadt;02 Johannstadt;50 Jahre;230
2016;StB 0 Altstadt;02 Johannstadt;51 Jahre;242
2016;StB 0 Altstadt;02 Johannstadt;52 Jahre;254
2016;StB 0 Altstadt;02 Johannstadt;53 Jahre;210
2016;StB 0 Altstadt;02 Johannstadt;54 Jahre;263
2016;StB 0 Altstadt;02 Johannstadt;55 Jahre;225
2016;StB 0 Altstadt;02 Johannstadt;56 Jahre;237
2016;StB 0 Altstadt;02 Johannstadt;57 Jahre;227
2016;StB 0 Altstadt;02 Johannstadt;58 Jahre;202
2016;StB 0 Altstadt;02 Johannstadt;59 Jahre;209
2016;StB 0 Altstadt;02 Johannstadt;60 Jahre;199
2016;StB 0 Altstadt;02 Johannstadt;61 Jahre;250
2016;StB 0 Altstadt;02 Johannstadt;62 Jahre;247
2016;StB 0 Altstadt;02 Johannstadt;63 Jahre;231
2016;StB 0 Altstadt;02 Johannstadt;64 Jahre;261
2016;StB 0 Altstadt;02 Johannstadt;65 Jahre;263
2016;StB 0 Altstadt;02 Johannstadt;66 Jahre;282
2016;StB 0 Altstadt;02 Johannstadt;67 Jahre;309
2016;StB 0 Altstadt;02 Johannstadt;68 Jahre;225
2016;StB 0 Altstadt;02 Johannstadt;69 Jahre;293
2016;StB 0 Altstadt;02 Johannstadt;70 Jahre;233
2016;StB 0 Altstadt;02 Johannstadt;71 Jahre;314
2016;StB 0 Altstadt;02 Johannstadt;72 Jahre;444
2016;StB 0 Altstadt;02 Johannstadt;73 Jahre;443
2016;StB 0 Altstadt;02 Johannstadt;74 Jahre;415
2016;StB 0 Altstadt;02 Johannstadt;75 Jahre;531
2016;StB 0 Altstadt;02 Johannstadt;76 Jahre;502
2016;StB 0 Altstadt;02 Johannstadt;77 Jahre;522
2016;StB 0 Altstadt;02 Johannstadt;78 Jahre;459
2016;StB 0 Altstadt;02 Johannstadt;79 Jahre;442
2016;StB 0 Altstadt;02 Johannstadt;80 Jahre;448
2016;StB 0 Altstadt;02 Johannstadt;81 Jahre;444
2016;StB 0 Altstadt;02 Johannstadt;82 Jahre;371
2016;StB 0 Altstadt;02 Johannstadt;83 Jahre;277
2016;StB 0 Altstadt;02 Johannstadt;84 Jahre;216
2016;StB 0 Altstadt;02 Johannstadt;85 Jahre u.älter;1430
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;0 Jahre;523
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1 Jahre;543
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;2 Jahre;515
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;3 Jahre;478
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;4 Jahre;436
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;5 Jahre;462
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;6 Jahre;420
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;7 Jahre;415
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;8 Jahre;389
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;9 Jahre;387
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;10 Jahre;340
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;11 Jahre;302
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;12 Jahre;315
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;13 Jahre;275
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;14 Jahre;269
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;15 Jahre;233
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;16 Jahre;256
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;17 Jahre;278
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;18 Jahre;258
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;19 Jahre;328
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;20 Jahre;388
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;21 Jahre;470
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;22 Jahre;588
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;23 Jahre;616
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;24 Jahre;741
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 Jahre;845
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;26 Jahre;1150
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;27 Jahre;1121
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;28 Jahre;1140
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;29 Jahre;1075
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;30 Jahre;1055
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;31 Jahre;1023
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;32 Jahre;979
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;33 Jahre;934
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;34 Jahre;894
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;35 Jahre;827
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;36 Jahre;806
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;37 Jahre;801
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;38 Jahre;784
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;39 Jahre;732
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;40 Jahre;631
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;41 Jahre;539
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;42 Jahre;537
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;43 Jahre;455
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;44 Jahre;503
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;45 Jahre;548
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;46 Jahre;515
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;47 Jahre;487
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;48 Jahre;453
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;49 Jahre;488
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;50 Jahre;447
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;51 Jahre;430
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;52 Jahre;429
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;53 Jahre;400
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;54 Jahre;374
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;55 Jahre;365
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;56 Jahre;297
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;57 Jahre;297
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;58 Jahre;257
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;59 Jahre;227
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;60 Jahre;227
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;61 Jahre;235
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;62 Jahre;217
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;63 Jahre;214
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;64 Jahre;188
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;65 Jahre;183
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;66 Jahre;195
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;67 Jahre;181
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;68 Jahre;131
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;69 Jahre;161
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;70 Jahre;130
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;71 Jahre;137
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;72 Jahre;209
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;73 Jahre;208
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;74 Jahre;158
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;75 Jahre;203
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;76 Jahre;199
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;77 Jahre;208
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;78 Jahre;180
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;79 Jahre;142
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;80 Jahre;139
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;81 Jahre;132
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;82 Jahre;127
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;83 Jahre;97
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;84 Jahre;88
2016;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;85 Jahre u.älter;657
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;0 Jahre;219
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1 Jahre;196
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;2 Jahre;195
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;3 Jahre;166
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;4 Jahre;164
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;5 Jahre;158
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;6 Jahre;138
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;7 Jahre;138
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;8 Jahre;126
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;9 Jahre;118
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;10 Jahre;105
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;11 Jahre;95
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;12 Jahre;99
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;13 Jahre;91
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;14 Jahre;67
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;15 Jahre;75
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;16 Jahre;72
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;17 Jahre;59
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;18 Jahre;94
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;19 Jahre;113
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;20 Jahre;201
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;21 Jahre;246
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;22 Jahre;268
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;23 Jahre;274
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;24 Jahre;315
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;25 Jahre;328
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;26 Jahre;443
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;27 Jahre;521
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;28 Jahre;463
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;29 Jahre;459
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;30 Jahre;382
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;31 Jahre;379
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;32 Jahre;381
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;33 Jahre;356
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;34 Jahre;369
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;35 Jahre;324
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;36 Jahre;350
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;37 Jahre;297
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;38 Jahre;291
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;39 Jahre;270
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;40 Jahre;232
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;41 Jahre;187
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;42 Jahre;145
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;43 Jahre;157
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;44 Jahre;143
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;45 Jahre;166
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;46 Jahre;131
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;47 Jahre;118
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;48 Jahre;125
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;49 Jahre;122
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;50 Jahre;115
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;51 Jahre;116
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;52 Jahre;102
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;53 Jahre;108
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;54 Jahre;98
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;55 Jahre;87
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;56 Jahre;94
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;57 Jahre;77
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;58 Jahre;58
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;59 Jahre;62
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;60 Jahre;78
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;61 Jahre;63
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;62 Jahre;60
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;63 Jahre;50
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;64 Jahre;51
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;65 Jahre;53
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;66 Jahre;60
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;67 Jahre;37
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;68 Jahre;39
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;69 Jahre;47
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;70 Jahre;28
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;71 Jahre;30
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;72 Jahre;57
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;73 Jahre;59
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;74 Jahre;41
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;75 Jahre;48
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;76 Jahre;50
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;77 Jahre;39
2016;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;78 Jahre;36
