Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Alter in Jahren bis 85 (über 85-Jährige werden Jahrgang 85 zugeordnet);Anzahl Einwohner
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;0 Jahre;349
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Jahre;335
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Jahre;330
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 Jahre;293
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;4 Jahre;260
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;5 Jahre;246
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;6 Jahre;225
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;7 Jahre;231
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;8 Jahre;228
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;9 Jahre;190
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10 Jahre;189
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;11 Jahre;194
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;12 Jahre;152
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;13 Jahre;165
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;14 Jahre;126
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;15 Jahre;141
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;16 Jahre;173
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;17 Jahre;175
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;18 Jahre;353
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;19 Jahre;608
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;20 Jahre;754
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;21 Jahre;784
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;22 Jahre;890
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;23 Jahre;993
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;24 Jahre;828
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 Jahre;913
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;26 Jahre;842
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;27 Jahre;882
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;28 Jahre;874
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;29 Jahre;1031
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;30 Jahre;949
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;31 Jahre;853
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;32 Jahre;768
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;33 Jahre;706
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;34 Jahre;648
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;35 Jahre;537
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;36 Jahre;543
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;37 Jahre;491
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;38 Jahre;450
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;39 Jahre;474
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;40 Jahre;402
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;41 Jahre;352
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;42 Jahre;332
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;43 Jahre;274
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;44 Jahre;275
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 Jahre;205
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;46 Jahre;226
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;47 Jahre;245
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;48 Jahre;260
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;49 Jahre;237
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;50 Jahre;271
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;51 Jahre;272
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;52 Jahre;251
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;53 Jahre;288
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;54 Jahre;295
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;55 Jahre;305
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;56 Jahre;313
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;57 Jahre;293
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;58 Jahre;292
2019;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;59 Jahre;341
