Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Geschlecht;Geborene
2009;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;weiblich;155
2009;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;männlich;279
2009;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;weiblich;217
2009;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;männlich;88
2009;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;weiblich;80
2009;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;männlich;107
2009;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;weiblich;70
2010;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;männlich;103
2010;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;weiblich;110
2010;StB 0 Altstadt;02 Johannstadt;männlich;94
2010;StB 0 Altstadt;02 Johannstadt;weiblich;99
2010;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;männlich;278
2010;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;weiblich;272
2010;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;männlich;100
2010;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;weiblich;96
2010;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;männlich;191
2010;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;weiblich;205
2010;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;männlich;213
2010;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;weiblich;194
2010;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;männlich;146
2010;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;weiblich;125
2010;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;männlich;140
2010;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;weiblich;168
2010;StB 5 Blasewitz;08 Blasewitz, Striesen;männlich;328
2010;StB 5 Blasewitz;08 Blasewitz, Striesen;weiblich;321
2010;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;männlich;151
2010;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;weiblich;185
2010;StB 6 Leuben;10 StB Leuben;männlich;229
2010;StB 6 Leuben;10 StB Leuben;weiblich;201
2010;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);männlich;97
2010;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);weiblich;99
2010;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);männlich;172
2010;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);weiblich;176
2010;StB 8 Plauen;13 Südvorstadt, Zschertnitz;männlich;143
2010;StB 8 Plauen;13 Südvorstadt, Zschertnitz;weiblich;108
2010;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;männlich;120
2010;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;weiblich;136
2010;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;männlich;272
2010;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;weiblich;272
2010;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;männlich;103
2010;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;weiblich;84
2010;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;männlich;115
2010;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;weiblich;96
2011;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;männlich;134
2011;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;weiblich;110
2011;StB 0 Altstadt;02 Johannstadt;männlich;118
2011;StB 0 Altstadt;02 Johannstadt;weiblich;103
2011;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;männlich;309
2011;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;weiblich;279
2011;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;männlich;93
2011;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;weiblich;111
2011;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;männlich;230
2011;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;weiblich;177
2011;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;männlich;173
2011;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;weiblich;172
2011;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;männlich;137
2011;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;weiblich;136
2011;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;männlich;154
2011;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;weiblich;148
2011;StB 5 Blasewitz;08 Blasewitz, Striesen;männlich;324
2011;StB 5 Blasewitz;08 Blasewitz, Striesen;weiblich;290
2011;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;männlich;199
2011;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;weiblich;173
2011;StB 6 Leuben;10 StB Leuben;männlich;155
2011;StB 6 Leuben;10 StB Leuben;weiblich;173
2011;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);männlich;88
2011;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);weiblich;85
2011;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);männlich;161
2011;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);weiblich;119
2011;StB 8 Plauen;13 Südvorstadt, Zschertnitz;männlich;127
2011;StB 8 Plauen;13 Südvorstadt, Zschertnitz;weiblich;116
2011;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;männlich;145
2011;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;weiblich;167
2011;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;männlich;273
2011;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;weiblich;278
2011;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;männlich;74
2011;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;weiblich;86
2011;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;männlich;106
2011;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;weiblich;117
2012;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;männlich;124
2012;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;weiblich;122
2012;StB 0 Altstadt;02 Johannstadt;männlich;117
2012;StB 0 Altstadt;02 Johannstadt;weiblich;100
2012;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;männlich;283
2012;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;weiblich;270
2012;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;männlich;104
2012;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;weiblich;120
2012;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;männlich;221
2012;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;weiblich;195
2012;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;männlich;182
2012;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;weiblich;168
2012;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;männlich;155
2012;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;weiblich;117
2012;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;männlich;167
2012;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;weiblich;139
2012;StB 5 Blasewitz;08 Blasewitz, Striesen;männlich;333
2012;StB 5 Blasewitz;08 Blasewitz, Striesen;weiblich;313
2012;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;männlich;189
2012;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;weiblich;191
2012;StB 6 Leuben;10 StB Leuben;männlich;165
2012;StB 6 Leuben;10 StB Leuben;weiblich;169
2012;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);männlich;105
2012;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);weiblich;109
2012;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);männlich;164
2012;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);weiblich;154
2012;StB 8 Plauen;13 Südvorstadt, Zschertnitz;männlich;140
2012;StB 8 Plauen;13 Südvorstadt, Zschertnitz;weiblich;134
2012;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;männlich;139
2012;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;weiblich;144
2012;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;männlich;291
2012;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;weiblich;263
2012;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;männlich;83
2012;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;weiblich;87
2012;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;männlich;105
2012;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;weiblich;94
