Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Alter in Jahren bis 85 (über 85-Jährige werden Jahrgang 85 zugeordnet);Anzahl Einwohner
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;47 Jahre;240
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;48 Jahre;229
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;49 Jahre;269
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;50 Jahre;226
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;51 Jahre;265
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;52 Jahre;264
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;53 Jahre;254
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;54 Jahre;283
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;55 Jahre;287
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;56 Jahre;306
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;57 Jahre;308
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;58 Jahre;295
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;59 Jahre;291
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 Jahre;329
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;61 Jahre;301
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;62 Jahre;259
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;63 Jahre;242
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;64 Jahre;267
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre;256
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;66 Jahre;268
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;67 Jahre;218
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;68 Jahre;244
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;69 Jahre;258
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;70 Jahre;234
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;71 Jahre;251
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;72 Jahre;196
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;73 Jahre;192
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;74 Jahre;148
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;75 Jahre;183
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;76 Jahre;254
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;77 Jahre;276
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;78 Jahre;295
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;79 Jahre;349
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;80 Jahre;421
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;81 Jahre;437
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;82 Jahre;481
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;83 Jahre;510
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;84 Jahre;428
2020;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;85 Jahre u.älter;2274
2020;StB 0 Altstadt;02 Johannstadt;0 Jahre;258
2020;StB 0 Altstadt;02 Johannstadt;1 Jahre;252
2020;StB 0 Altstadt;02 Johannstadt;2 Jahre;254
2020;StB 0 Altstadt;02 Johannstadt;3 Jahre;252
2020;StB 0 Altstadt;02 Johannstadt;4 Jahre;229
2020;StB 0 Altstadt;02 Johannstadt;5 Jahre;216
2020;StB 0 Altstadt;02 Johannstadt;6 Jahre;202
2020;StB 0 Altstadt;02 Johannstadt;7 Jahre;199
2020;StB 0 Altstadt;02 Johannstadt;8 Jahre;190
2020;StB 0 Altstadt;02 Johannstadt;9 Jahre;206
2020;StB 0 Altstadt;02 Johannstadt;10 Jahre;164
2020;StB 0 Altstadt;02 Johannstadt;11 Jahre;173
2020;StB 0 Altstadt;02 Johannstadt;12 Jahre;148
2020;StB 0 Altstadt;02 Johannstadt;13 Jahre;165
2020;StB 0 Altstadt;02 Johannstadt;14 Jahre;166
2020;StB 0 Altstadt;02 Johannstadt;15 Jahre;142
2020;StB 0 Altstadt;02 Johannstadt;16 Jahre;181
2020;StB 0 Altstadt;02 Johannstadt;17 Jahre;135
2020;StB 0 Altstadt;02 Johannstadt;18 Jahre;195
2020;StB 0 Altstadt;02 Johannstadt;19 Jahre;229
2020;StB 0 Altstadt;02 Johannstadt;20 Jahre;284
2020;StB 0 Altstadt;02 Johannstadt;21 Jahre;310
2020;StB 0 Altstadt;02 Johannstadt;22 Jahre;318
2020;StB 0 Altstadt;02 Johannstadt;23 Jahre;347
2020;StB 0 Altstadt;02 Johannstadt;24 Jahre;356
2020;StB 0 Altstadt;02 Johannstadt;25 Jahre;347
2020;StB 0 Altstadt;02 Johannstadt;26 Jahre;324
2020;StB 0 Altstadt;02 Johannstadt;27 Jahre;331
2020;StB 0 Altstadt;02 Johannstadt;28 Jahre;344
2020;StB 0 Altstadt;02 Johannstadt;29 Jahre;362
2020;StB 0 Altstadt;02 Johannstadt;30 Jahre;430
2020;StB 0 Altstadt;02 Johannstadt;31 Jahre;442
2020;StB 0 Altstadt;02 Johannstadt;32 Jahre;460
2020;StB 0 Altstadt;02 Johannstadt;33 Jahre;401
2020;StB 0 Altstadt;02 Johannstadt;34 Jahre;394
2020;StB 0 Altstadt;02 Johannstadt;35 Jahre;352
2020;StB 0 Altstadt;02 Johannstadt;36 Jahre;340
2020;StB 0 Altstadt;02 Johannstadt;37 Jahre;319
2020;StB 0 Altstadt;02 Johannstadt;38 Jahre;308
2020;StB 0 Altstadt;02 Johannstadt;39 Jahre;284
2020;StB 0 Altstadt;02 Johannstadt;40 Jahre;257
2020;StB 0 Altstadt;02 Johannstadt;41 Jahre;279
2020;StB 0 Altstadt;02 Johannstadt;42 Jahre;227
2020;StB 0 Altstadt;02 Johannstadt;43 Jahre;269
2020;StB 0 Altstadt;02 Johannstadt;44 Jahre;190
2020;StB 0 Altstadt;02 Johannstadt;45 Jahre;202
2020;StB 0 Altstadt;02 Johannstadt;46 Jahre;192
2020;StB 0 Altstadt;02 Johannstadt;47 Jahre;192
2020;StB 0 Altstadt;02 Johannstadt;48 Jahre;226
2020;StB 0 Altstadt;02 Johannstadt;49 Jahre;217
2020;StB 0 Altstadt;02 Johannstadt;50 Jahre;245
2020;StB 0 Altstadt;02 Johannstadt;51 Jahre;221
2020;StB 0 Altstadt;02 Johannstadt;52 Jahre;205
2020;StB 0 Altstadt;02 Johannstadt;53 Jahre;229
2020;StB 0 Altstadt;02 Johannstadt;54 Jahre;230
2020;StB 0 Altstadt;02 Johannstadt;55 Jahre;241
2020;StB 0 Altstadt;02 Johannstadt;56 Jahre;252
2020;StB 0 Altstadt;02 Johannstadt;57 Jahre;224
2020;StB 0 Altstadt;02 Johannstadt;58 Jahre;255
2020;StB 0 Altstadt;02 Johannstadt;59 Jahre;224
2020;StB 0 Altstadt;02 Johannstadt;60 Jahre;250
2020;StB 0 Altstadt;02 Johannstadt;61 Jahre;220
2020;StB 0 Altstadt;02 Johannstadt;62 Jahre;210
2020;StB 0 Altstadt;02 Johannstadt;63 Jahre;203
2020;StB 0 Altstadt;02 Johannstadt;64 Jahre;211
2020;StB 0 Altstadt;02 Johannstadt;65 Jahre;262
2020;StB 0 Altstadt;02 Johannstadt;66 Jahre;250
2020;StB 0 Altstadt;02 Johannstadt;67 Jahre;240
2020;StB 0 Altstadt;02 Johannstadt;68 Jahre;256
2020;StB 0 Altstadt;02 Johannstadt;69 Jahre;274
2020;StB 0 Altstadt;02 Johannstadt;70 Jahre;290
2020;StB 0 Altstadt;02 Johannstadt;71 Jahre;293
2020;StB 0 Altstadt;02 Johannstadt;72 Jahre;217
2020;StB 0 Altstadt;02 Johannstadt;73 Jahre;293
2020;StB 0 Altstadt;02 Johannstadt;74 Jahre;218
2020;StB 0 Altstadt;02 Johannstadt;75 Jahre;306
2020;StB 0 Altstadt;02 Johannstadt;76 Jahre;443
2020;StB 0 Altstadt;02 Johannstadt;77 Jahre;423
2020;StB 0 Altstadt;02 Johannstadt;78 Jahre;390
2020;StB 0 Altstadt;02 Johannstadt;79 Jahre;497
2020;StB 0 Altstadt;02 Johannstadt;80 Jahre;460
2020;StB 0 Altstadt;02 Johannstadt;81 Jahre;469
2020;StB 0 Altstadt;02 Johannstadt;82 Jahre;403
2020;StB 0 Altstadt;02 Johannstadt;83 Jahre;382
2020;StB 0 Altstadt;02 Johannstadt;84 Jahre;386
2020;StB 0 Altstadt;02 Johannstadt;85 Jahre u.älter;1720
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;0 Jahre;497
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1 Jahre;512
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;2 Jahre;524
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;3 Jahre;482
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;4 Jahre;436
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;5 Jahre;453
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;6 Jahre;431
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;7 Jahre;418
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;8 Jahre;397
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;9 Jahre;386
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;10 Jahre;397
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;11 Jahre;395
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;12 Jahre;357
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;13 Jahre;364
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;14 Jahre;318
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;15 Jahre;290
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;16 Jahre;325
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;17 Jahre;273
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;18 Jahre;301
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;19 Jahre;288
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;20 Jahre;348
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;21 Jahre;426
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;22 Jahre;455
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;23 Jahre;563
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;24 Jahre;660
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;25 Jahre;710
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;26 Jahre;778
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;27 Jahre;837
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;28 Jahre;768
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;29 Jahre;853
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;30 Jahre;1067
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;31 Jahre;1026
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;32 Jahre;994
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;33 Jahre;977
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;34 Jahre;892
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;35 Jahre;860
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;36 Jahre;815
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;37 Jahre;788
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;38 Jahre;745
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;39 Jahre;689
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;40 Jahre;711
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;41 Jahre;719
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;42 Jahre;670
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;43 Jahre;674
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;44 Jahre;580
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;45 Jahre;518
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;46 Jahre;482
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;47 Jahre;420
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;48 Jahre;455
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;49 Jahre;513
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;50 Jahre;495
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;51 Jahre;481
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;52 Jahre;454
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;53 Jahre;454
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;54 Jahre;406
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;55 Jahre;388
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;56 Jahre;384
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;57 Jahre;358
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;58 Jahre;323
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;59 Jahre;321
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;60 Jahre;291
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;61 Jahre;269
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;62 Jahre;229
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;63 Jahre;210
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;64 Jahre;216
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;65 Jahre;208
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;66 Jahre;190
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;67 Jahre;199
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;68 Jahre;179
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;69 Jahre;172
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;70 Jahre;182
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;71 Jahre;173
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;72 Jahre;120
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;73 Jahre;146
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;74 Jahre;119
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;75 Jahre;136
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;76 Jahre;202
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;77 Jahre;196
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;78 Jahre;142
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;79 Jahre;193
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;80 Jahre;187
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;81 Jahre;182
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;82 Jahre;148
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;83 Jahre;142
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;84 Jahre;116
2020;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;85 Jahre u.älter;703
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;0 Jahre;183
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1 Jahre;168
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;2 Jahre;167
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;3 Jahre;161
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;4 Jahre;173
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;5 Jahre;161
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;6 Jahre;151
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;7 Jahre;149
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;8 Jahre;156
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;9 Jahre;135
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;10 Jahre;117
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;11 Jahre;114
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;12 Jahre;125
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;13 Jahre;105
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;14 Jahre;104
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;15 Jahre;85
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;16 Jahre;87
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;17 Jahre;86
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;18 Jahre;105
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;19 Jahre;128
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;20 Jahre;163
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;21 Jahre;189
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;22 Jahre;274
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;23 Jahre;237
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;24 Jahre;269
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;25 Jahre;311
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;26 Jahre;286
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;27 Jahre;296
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;28 Jahre;320
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;29 Jahre;333
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;30 Jahre;429
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;31 Jahre;433
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;32 Jahre;424
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;33 Jahre;365
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;34 Jahre;347
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;35 Jahre;309
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;36 Jahre;313
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;37 Jahre;302
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;38 Jahre;310
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;39 Jahre;261
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;40 Jahre;273
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;41 Jahre;265
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;42 Jahre;268
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;43 Jahre;224
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;44 Jahre;195
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;45 Jahre;161
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;46 Jahre;124
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;47 Jahre;138
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;48 Jahre;134
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;49 Jahre;156
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;50 Jahre;116
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;51 Jahre;104
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;52 Jahre;110
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;53 Jahre;112
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;54 Jahre;103
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;55 Jahre;89
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;56 Jahre;89
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;57 Jahre;101
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;58 Jahre;89
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;59 Jahre;89
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;60 Jahre;83
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;61 Jahre;67
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;62 Jahre;60
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;63 Jahre;57
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;64 Jahre;64
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;65 Jahre;51
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;66 Jahre;52
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;67 Jahre;43
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;68 Jahre;48
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;69 Jahre;51
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;70 Jahre;58
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;71 Jahre;36
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;72 Jahre;37
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;73 Jahre;40
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;74 Jahre;26
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;75 Jahre;25
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;76 Jahre;52
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;77 Jahre;43
2020;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;78 Jahre;36
