Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Alter in Jahren bis 85 (über 85-Jährige werden Jahrgang 85 zugeordnet);Anzahl Einwohner
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;0 Jahre;328
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Jahre;361
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Jahre;327
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 Jahre;317
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;4 Jahre;367
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;5 Jahre;319
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;6 Jahre;313
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;7 Jahre;296
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;8 Jahre;317
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;9 Jahre;289
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;10 Jahre;310
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;11 Jahre;274
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;12 Jahre;251
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;13 Jahre;263
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;14 Jahre;262
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;15 Jahre;230
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;16 Jahre;222
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;17 Jahre;264
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;18 Jahre;342
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;19 Jahre;537
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;20 Jahre;652
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;21 Jahre;777
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;22 Jahre;916
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;23 Jahre;995
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;24 Jahre;1102
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 Jahre;1176
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;26 Jahre;1148
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;27 Jahre;1128
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;28 Jahre;1110
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;29 Jahre;1058
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;30 Jahre;957
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;31 Jahre;886
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;32 Jahre;880
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;33 Jahre;810
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;34 Jahre;783
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;35 Jahre;847
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;36 Jahre;857
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;37 Jahre;785
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;38 Jahre;728
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;39 Jahre;645
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;40 Jahre;653
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;41 Jahre;563
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;42 Jahre;514
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;43 Jahre;473
2025;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;44 Jahre;431
