Jahr;Stadtraum;Staatsangehörigkeit-1 Deutsche / Ausländer;Wohndauer in 6 Klassen;Wohndauer in Monaten;Anzahl Einwohner
2019;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;10 bis unter 20 Jahre;1417804;8155
2019;07 StB Loschwitz und OS Schönfeld-Weißig;Deutsche;20 Jahre und mehr;3614870;8892
2019;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;00 bis unter 1 Jahr;1199;255
2019;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;01 bis unter 3 Jahre;4943;237
2019;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;03 bis unter 5 Jahre;6387;137
2019;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;05 bis unter 10 Jahre;13580;159
2019;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;10 bis unter 20 Jahre;18620;111
2019;07 StB Loschwitz und OS Schönfeld-Weißig;Ausländer;20 Jahre und mehr;12033;36
2019;08 Blasewitz, Striesen;Deutsche;00 bis unter 1 Jahr;25617;4784
2019;08 Blasewitz, Striesen;Deutsche;01 bis unter 3 Jahre;192609;8384
2019;08 Blasewitz, Striesen;Deutsche;03 bis unter 5 Jahre;306374;6607
2019;08 Blasewitz, Striesen;Deutsche;05 bis unter 10 Jahre;849730;9779
2019;08 Blasewitz, Striesen;Deutsche;10 bis unter 20 Jahre;1978996;11373
2019;08 Blasewitz, Striesen;Deutsche;20 Jahre und mehr;3040773;7441
2019;08 Blasewitz, Striesen;Ausländer;00 bis unter 1 Jahr;3726;775
2019;08 Blasewitz, Striesen;Ausländer;01 bis unter 3 Jahre;23194;1013
2019;08 Blasewitz, Striesen;Ausländer;03 bis unter 5 Jahre;21461;461
2019;08 Blasewitz, Striesen;Ausländer;05 bis unter 10 Jahre;35611;422
2019;08 Blasewitz, Striesen;Ausländer;10 bis unter 20 Jahre;50477;304
2019;08 Blasewitz, Striesen;Ausländer;20 Jahre und mehr;10693;35
2019;09 Tolkewitz, Seidnitz, Gruna;Deutsche;00 bis unter 1 Jahr;15059;2760
2019;09 Tolkewitz, Seidnitz, Gruna;Deutsche;01 bis unter 3 Jahre;122616;5340
2019;09 Tolkewitz, Seidnitz, Gruna;Deutsche;03 bis unter 5 Jahre;184400;3956
2019;09 Tolkewitz, Seidnitz, Gruna;Deutsche;05 bis unter 10 Jahre;613173;7043
2019;09 Tolkewitz, Seidnitz, Gruna;Deutsche;10 bis unter 20 Jahre;1586346;9082
2019;09 Tolkewitz, Seidnitz, Gruna;Deutsche;20 Jahre und mehr;3542649;8205
2019;09 Tolkewitz, Seidnitz, Gruna;Ausländer;00 bis unter 1 Jahr;2025;421
2019;09 Tolkewitz, Seidnitz, Gruna;Ausländer;01 bis unter 3 Jahre;11071;495
2019;09 Tolkewitz, Seidnitz, Gruna;Ausländer;03 bis unter 5 Jahre;12315;274
2019;09 Tolkewitz, Seidnitz, Gruna;Ausländer;05 bis unter 10 Jahre;20844;248
2019;09 Tolkewitz, Seidnitz, Gruna;Ausländer;10 bis unter 20 Jahre;28773;174
2019;09 Tolkewitz, Seidnitz, Gruna;Ausländer;20 Jahre und mehr;12105;39
2019;10 StB Leuben;Deutsche;00 bis unter 1 Jahr;16980;2950
2019;10 StB Leuben;Deutsche;01 bis unter 3 Jahre;120044;5196
2019;10 StB Leuben;Deutsche;03 bis unter 5 Jahre;184550;3921
2019;10 StB Leuben;Deutsche;05 bis unter 10 Jahre;607021;6899
2019;10 StB Leuben;Deutsche;10 bis unter 20 Jahre;1706167;9781
2019;10 StB Leuben;Deutsche;20 Jahre und mehr;3905058;9307
2019;10 StB Leuben;Ausländer;00 bis unter 1 Jahr;1919;431
2019;10 StB Leuben;Ausländer;01 bis unter 3 Jahre;7681;356
2019;10 StB Leuben;Ausländer;03 bis unter 5 Jahre;7980;175
2019;10 StB Leuben;Ausländer;05 bis unter 10 Jahre;10344;122
2019;10 StB Leuben;Ausländer;10 bis unter 20 Jahre;19402;115
2019;10 StB Leuben;Ausländer;20 Jahre und mehr;15635;42
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;9559;1822
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;58332;2596
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;99502;2112
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;336432;3856
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;861798;5075
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;1770475;4349
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;4841;987
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;34527;1490
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;27568;640
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;22021;277
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;28090;168
2019;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;6089;18
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;00 bis unter 1 Jahr;13676;2545
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;01 bis unter 3 Jahre;104812;4613
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;03 bis unter 5 Jahre;157597;3351
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;05 bis unter 10 Jahre;523534;5960
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;10 bis unter 20 Jahre;1526985;8622
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Deutsche;20 Jahre und mehr;3159146;7994
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;00 bis unter 1 Jahr;3019;695
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;01 bis unter 3 Jahre;12214;555
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;03 bis unter 5 Jahre;8712;197
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;05 bis unter 10 Jahre;11947;146
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;10 bis unter 20 Jahre;17754;102
2019;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);Ausländer;20 Jahre und mehr;9404;30
2019;13 Südvorstadt, Zschertnitz;Deutsche;00 bis unter 1 Jahr;16024;3426
2019;13 Südvorstadt, Zschertnitz;Deutsche;01 bis unter 3 Jahre;105942;4791
2019;13 Südvorstadt, Zschertnitz;Deutsche;03 bis unter 5 Jahre;123111;2659
2019;13 Südvorstadt, Zschertnitz;Deutsche;05 bis unter 10 Jahre;352078;4080
2019;13 Südvorstadt, Zschertnitz;Deutsche;10 bis unter 20 Jahre;801994;4578
2019;13 Südvorstadt, Zschertnitz;Deutsche;20 Jahre und mehr;2448592;5567
2019;13 Südvorstadt, Zschertnitz;Ausländer;00 bis unter 1 Jahr;13373;3087
2019;13 Südvorstadt, Zschertnitz;Ausländer;01 bis unter 3 Jahre;67799;3095
2019;13 Südvorstadt, Zschertnitz;Ausländer;03 bis unter 5 Jahre;45720;1057
2019;13 Südvorstadt, Zschertnitz;Ausländer;05 bis unter 10 Jahre;37081;462
2019;13 Südvorstadt, Zschertnitz;Ausländer;10 bis unter 20 Jahre;35877;220
2019;13 Südvorstadt, Zschertnitz;Ausländer;20 Jahre und mehr;13853;42
2019;14 Mockritz, Coschütz, Plauen;Deutsche;00 bis unter 1 Jahr;10798;2083
2019;14 Mockritz, Coschütz, Plauen;Deutsche;01 bis unter 3 Jahre;77925;3459
2019;14 Mockritz, Coschütz, Plauen;Deutsche;03 bis unter 5 Jahre;125853;2680
2019;14 Mockritz, Coschütz, Plauen;Deutsche;05 bis unter 10 Jahre;385430;4378
2019;14 Mockritz, Coschütz, Plauen;Deutsche;10 bis unter 20 Jahre;984195;5624
2019;14 Mockritz, Coschütz, Plauen;Deutsche;20 Jahre und mehr;2248485;5678
2019;14 Mockritz, Coschütz, Plauen;Ausländer;00 bis unter 1 Jahr;1871;397
2019;14 Mockritz, Coschütz, Plauen;Ausländer;01 bis unter 3 Jahre;10460;492
2019;14 Mockritz, Coschütz, Plauen;Ausländer;03 bis unter 5 Jahre;8130;181
2019;14 Mockritz, Coschütz, Plauen;Ausländer;05 bis unter 10 Jahre;12520;152
2019;14 Mockritz, Coschütz, Plauen;Ausländer;10 bis unter 20 Jahre;18717;114
2019;14 Mockritz, Coschütz, Plauen;Ausländer;20 Jahre und mehr;6315;21
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;00 bis unter 1 Jahr;26031;4988
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;01 bis unter 3 Jahre;192634;8447
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;03 bis unter 5 Jahre;261837;5632
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;05 bis unter 10 Jahre;658896;7596
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;10 bis unter 20 Jahre;1420368;8180
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Deutsche;20 Jahre und mehr;1975415;5118
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;00 bis unter 1 Jahr;3526;683
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;01 bis unter 3 Jahre;16663;736
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;03 bis unter 5 Jahre;15759;350
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;05 bis unter 10 Jahre;23787;275
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;10 bis unter 20 Jahre;44290;256
2019;15 Cotta, Löbtau, Naußlitz, Dölzschen;Ausländer;20 Jahre und mehr;6766;23
2019;16 Gorbitz;Deutsche;00 bis unter 1 Jahr;9697;1884
2019;16 Gorbitz;Deutsche;01 bis unter 3 Jahre;60511;2744
2019;16 Gorbitz;Deutsche;03 bis unter 5 Jahre;93276;1997
2019;16 Gorbitz;Deutsche;05 bis unter 10 Jahre;318395;3650
2019;16 Gorbitz;Deutsche;10 bis unter 20 Jahre;695854;4047
2019;16 Gorbitz;Deutsche;20 Jahre und mehr;1317298;3514
2019;16 Gorbitz;Ausländer;00 bis unter 1 Jahr;6347;1260
2019;16 Gorbitz;Ausländer;01 bis unter 3 Jahre;35778;1583
2019;16 Gorbitz;Ausländer;03 bis unter 5 Jahre;21180;488
2019;16 Gorbitz;Ausländer;05 bis unter 10 Jahre;19432;239
2019;16 Gorbitz;Ausländer;10 bis unter 20 Jahre;16500;99
2019;16 Gorbitz;Ausländer;20 Jahre und mehr;7803;24
2019;17 Briesnitz und westliche OS;Deutsche;00 bis unter 1 Jahr;9016;1674
2019;17 Briesnitz und westliche OS;Deutsche;01 bis unter 3 Jahre;67470;2943
2019;17 Briesnitz und westliche OS;Deutsche;03 bis unter 5 Jahre;99490;2120
2019;17 Briesnitz und westliche OS;Deutsche;05 bis unter 10 Jahre;374959;4283
2019;17 Briesnitz und westliche OS;Deutsche;10 bis unter 20 Jahre;993003;5629
2019;17 Briesnitz und westliche OS;Deutsche;20 Jahre und mehr;2632960;6443
2019;17 Briesnitz und westliche OS;Ausländer;00 bis unter 1 Jahr;542;113
2019;17 Briesnitz und westliche OS;Ausländer;01 bis unter 3 Jahre;2697;124
2019;17 Briesnitz und westliche OS;Ausländer;03 bis unter 5 Jahre;3266;71
2019;17 Briesnitz und westliche OS;Ausländer;05 bis unter 10 Jahre;6411;78
2019;17 Briesnitz und westliche OS;Ausländer;10 bis unter 20 Jahre;8978;55
2019;17 Briesnitz und westliche OS;Ausländer;20 Jahre und mehr;4841;15
