Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Familienstand;Geschlecht;Anzahl Einwohner
2025;01 Innere Altstadt;StB 0 Altstadt;ledig;männlich;1010
2025;01 Innere Altstadt;StB 0 Altstadt;ledig;weiblich;838
2025;01 Innere Altstadt;StB 0 Altstadt;verheiratet;männlich;490
2025;01 Innere Altstadt;StB 0 Altstadt;verheiratet;weiblich;450
2025;01 Innere Altstadt;StB 0 Altstadt;verwitwet;männlich;31
2025;01 Innere Altstadt;StB 0 Altstadt;verwitwet;weiblich;139
2025;01 Innere Altstadt;StB 0 Altstadt;geschieden;männlich;79
2025;01 Innere Altstadt;StB 0 Altstadt;geschieden;weiblich;96
2025;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;männlich;2433
2025;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;weiblich;1794
2025;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;männlich;793
2025;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;weiblich;781
2025;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;männlich;84
2025;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;weiblich;439
2025;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;männlich;197
2025;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;weiblich;313
2025;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;männlich;3062
2025;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;weiblich;2352
2025;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;männlich;1086
2025;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;weiblich;1057
2025;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;männlich;128
2025;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;weiblich;510
2025;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;männlich;222
2025;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;weiblich;334
2025;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;männlich;3487
2025;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;weiblich;2856
2025;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;männlich;1652
2025;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;weiblich;1635
2025;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;männlich;156
2025;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;weiblich;725
2025;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;männlich;336
2025;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;weiblich;573
2025;05 Friedrichstadt;StB 0 Altstadt;ledig;männlich;4347
2025;05 Friedrichstadt;StB 0 Altstadt;ledig;weiblich;3211
2025;05 Friedrichstadt;StB 0 Altstadt;verheiratet;männlich;1158
2025;05 Friedrichstadt;StB 0 Altstadt;verheiratet;weiblich;1132
2025;05 Friedrichstadt;StB 0 Altstadt;verwitwet;männlich;71
2025;05 Friedrichstadt;StB 0 Altstadt;verwitwet;weiblich;372
2025;05 Friedrichstadt;StB 0 Altstadt;geschieden;männlich;238
2025;05 Friedrichstadt;StB 0 Altstadt;geschieden;weiblich;339
2025;06 Johannstadt-Nord;StB 0 Altstadt;ledig;männlich;3711
2025;06 Johannstadt-Nord;StB 0 Altstadt;ledig;weiblich;3489
2025;06 Johannstadt-Nord;StB 0 Altstadt;verheiratet;männlich;2053
2025;06 Johannstadt-Nord;StB 0 Altstadt;verheiratet;weiblich;2046
2025;06 Johannstadt-Nord;StB 0 Altstadt;verwitwet;männlich;204
2025;06 Johannstadt-Nord;StB 0 Altstadt;verwitwet;weiblich;830
2025;06 Johannstadt-Nord;StB 0 Altstadt;geschieden;männlich;303
2025;06 Johannstadt-Nord;StB 0 Altstadt;geschieden;weiblich;543
2025;07 Johannstadt-Süd;StB 0 Altstadt;ledig;männlich;3043
2025;07 Johannstadt-Süd;StB 0 Altstadt;ledig;weiblich;2864
2025;07 Johannstadt-Süd;StB 0 Altstadt;verheiratet;männlich;2214
2025;07 Johannstadt-Süd;StB 0 Altstadt;verheiratet;weiblich;2263
2025;07 Johannstadt-Süd;StB 0 Altstadt;verwitwet;männlich;265
2025;07 Johannstadt-Süd;StB 0 Altstadt;verwitwet;weiblich;1156
2025;07 Johannstadt-Süd;StB 0 Altstadt;geschieden;männlich;343
2025;07 Johannstadt-Süd;StB 0 Altstadt;geschieden;weiblich;802
2025;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;ledig;männlich;7082
2025;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;ledig;weiblich;6273
2025;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verheiratet;männlich;1783
2025;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verheiratet;weiblich;1735
2025;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verwitwet;männlich;58
2025;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verwitwet;weiblich;203
2025;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;geschieden;männlich;418
2025;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;geschieden;weiblich;540
2025;12 Radeberger Vorstadt;StB 1 Neustadt;ledig;männlich;2775
2025;12 Radeberger Vorstadt;StB 1 Neustadt;ledig;weiblich;2405
2025;12 Radeberger Vorstadt;StB 1 Neustadt;verheiratet;männlich;1393
2025;12 Radeberger Vorstadt;StB 1 Neustadt;verheiratet;weiblich;1392
2025;12 Radeberger Vorstadt;StB 1 Neustadt;verwitwet;männlich;61
2025;12 Radeberger Vorstadt;StB 1 Neustadt;verwitwet;weiblich;235
2025;12 Radeberger Vorstadt;StB 1 Neustadt;geschieden;männlich;272
2025;12 Radeberger Vorstadt;StB 1 Neustadt;geschieden;weiblich;370
2025;13 Innere Neustadt;StB 1 Neustadt;ledig;männlich;2748
2025;13 Innere Neustadt;StB 1 Neustadt;ledig;weiblich;2290
2025;13 Innere Neustadt;StB 1 Neustadt;verheiratet;männlich;1165
2025;13 Innere Neustadt;StB 1 Neustadt;verheiratet;weiblich;1119
2025;13 Innere Neustadt;StB 1 Neustadt;verwitwet;männlich;79
2025;13 Innere Neustadt;StB 1 Neustadt;verwitwet;weiblich;306
2025;13 Innere Neustadt;StB 1 Neustadt;geschieden;männlich;213
2025;13 Innere Neustadt;StB 1 Neustadt;geschieden;weiblich;331
2025;14 Leipziger Vorstadt;StB 1 Neustadt;ledig;männlich;5241
2025;14 Leipziger Vorstadt;StB 1 Neustadt;ledig;weiblich;4614
2025;14 Leipziger Vorstadt;StB 1 Neustadt;verheiratet;männlich;1520
2025;14 Leipziger Vorstadt;StB 1 Neustadt;verheiratet;weiblich;1534
2025;14 Leipziger Vorstadt;StB 1 Neustadt;verwitwet;männlich;59
2025;14 Leipziger Vorstadt;StB 1 Neustadt;verwitwet;weiblich;182
