Jahr;Stadtraum;Stadtbezirk mit zugeordneten Ortschaften;AltK_03A__-17-64-;Migrationshintergrund M2 (aggregiert);Anzahl Einwohner
2017;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;491
2017;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;00 - 17 Jahre;Ausländer;210
2017;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;15408
2017;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;498
2017;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;18 - 64 Jahre;Ausländer;1315
2017;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;2820
2017;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;68
2017;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;65 Jahre u.älter;Ausländer;52
2017;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;4632
2017;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;368
2017;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;00 - 17 Jahre;Ausländer;99
2017;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;16512
2017;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;406
2017;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;18 - 64 Jahre;Ausländer;828
2017;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5621
2017;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;80
2017;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;65 Jahre u.älter;Ausländer;43
2017;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5297
2017;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;420
2017;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 17 Jahre;Ausländer;112
2017;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;16858
2017;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;363
2017;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 64 Jahre;Ausländer;627
2017;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;7400
2017;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;74
2017;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 Jahre u.älter;Ausländer;35
2017;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5854
2017;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 17 Jahre;Deutsche mit Migrationshintergrund;462
2017;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 17 Jahre;Ausländer;111
2017;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;17650
2017;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 64 Jahre;Deutsche mit Migrationshintergrund;404
2017;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 64 Jahre;Ausländer;766
2017;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;8223
2017;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 Jahre u.älter;Deutsche mit Migrationshintergrund;69
2017;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 Jahre u.älter;Ausländer;47
2017;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;7980
2017;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 17 Jahre;Deutsche mit Migrationshintergrund;1006
2017;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 17 Jahre;Ausländer;388
2017;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;27408
2017;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 64 Jahre;Deutsche mit Migrationshintergrund;988
2017;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 64 Jahre;Ausländer;2371
2017;08 Blasewitz, Striesen;StB 5 Blasewitz;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;10348
2017;08 Blasewitz, Striesen;StB 5 Blasewitz;65 Jahre u.älter;Deutsche mit Migrationshintergrund;151
2017;08 Blasewitz, Striesen;StB 5 Blasewitz;65 Jahre u.älter;Ausländer;109
2017;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5183
2017;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 17 Jahre;Deutsche mit Migrationshintergrund;580
2017;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 17 Jahre;Ausländer;191
2017;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;19688
2017;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 64 Jahre;Deutsche mit Migrationshintergrund;643
2017;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 64 Jahre;Ausländer;1149
2017;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;10496
2017;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 Jahre u.älter;Deutsche mit Migrationshintergrund;136
2017;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 Jahre u.älter;Ausländer;102
2017;10 StB Leuben;StB 6 Leuben;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5757
2017;10 StB Leuben;StB 6 Leuben;00 - 17 Jahre;Deutsche mit Migrationshintergrund;357
2017;10 StB Leuben;StB 6 Leuben;00 - 17 Jahre;Ausländer;183
2017;10 StB Leuben;StB 6 Leuben;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;20675
2017;10 StB Leuben;StB 6 Leuben;18 - 64 Jahre;Deutsche mit Migrationshintergrund;417
2017;10 StB Leuben;StB 6 Leuben;18 - 64 Jahre;Ausländer;791
2017;10 StB Leuben;StB 6 Leuben;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;10912
2017;10 StB Leuben;StB 6 Leuben;65 Jahre u.älter;Deutsche mit Migrationshintergrund;117
2017;10 StB Leuben;StB 6 Leuben;65 Jahre u.älter;Ausländer;61
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2511
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche mit Migrationshintergrund;472
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Ausländer;718
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;10378
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche mit Migrationshintergrund;739
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Ausländer;2203
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;6124
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche mit Migrationshintergrund;238
2017;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Ausländer;95
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;5183
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Deutsche mit Migrationshintergrund;414
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 17 Jahre;Ausländer;175
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;18985
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Deutsche mit Migrationshintergrund;527
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 64 Jahre;Ausländer;1308
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;7786
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Deutsche mit Migrationshintergrund;122
2017;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 Jahre u.älter;Ausländer;50
2017;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2644
2017;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;591
2017;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 17 Jahre;Ausländer;1004
2017;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;15052
2017;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;876
2017;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 64 Jahre;Ausländer;5419
2017;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;6497
2017;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;127
2017;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 Jahre u.älter;Ausländer;81
2017;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;3744
2017;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Deutsche mit Migrationshintergrund;348
2017;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 17 Jahre;Ausländer;133
2017;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;13866
2017;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Deutsche mit Migrationshintergrund;442
2017;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 64 Jahre;Ausländer;1121
2017;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5360
2017;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Deutsche mit Migrationshintergrund;73
2017;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 Jahre u.älter;Ausländer;35
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;6042
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;616
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;215
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;26953
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;787
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;1810
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;5384
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;68
2017;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;101
2017;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;2395
2017;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;294
2017;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;680
2017;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;10574
2017;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;371
2017;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;2215
2017;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;4477
2017;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;98
2017;16 Gorbitz;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;41
2017;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche ohne Migrationshintergrund;3859
2017;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Deutsche mit Migrationshintergrund;231
2017;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;00 - 17 Jahre;Ausländer;64
2017;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche ohne Migrationshintergrund;13389
2017;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Deutsche mit Migrationshintergrund;259
2017;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;18 - 64 Jahre;Ausländer;399
2017;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche ohne Migrationshintergrund;4936
2017;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Deutsche mit Migrationshintergrund;60
2017;17 Briesnitz und westliche OS;StB 9 Cotta/westliche Ortschaften;65 Jahre u.älter;Ausländer;19
