Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2017;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;2263;1393;437
2017;StB 5 Blasewitz;08 Blasewitz, Striesen;0 Kinder;29581;0;21125
2017;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;9049;3213;3213
2017;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;8767;4500;2250
2017;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;2672;1650;518
2017;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;0 Kinder;25349;0;17735
2017;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;6165;2268;2268
2017;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;5149;2700;1350
2017;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;1521;952;296
2017;StB 6 Leuben;10 StB Leuben;0 Kinder;25111;0;17026
2017;StB 6 Leuben;10 StB Leuben;1 Kind;6244;2258;2258
2017;StB 6 Leuben;10 StB Leuben;2 Kinder;5445;2818;1409
2017;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;1864;1190;363
2017;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);0 Kinder;15686;0;11441
2017;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;2856;1075;1075
2017;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;2755;1458;729
2017;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1736;1140;338
2017;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);0 Kinder;20857;0;13454
2017;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;5511;1926;1926
2017;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;5310;2702;1351
2017;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1763;1098;342
2017;StB 8 Plauen;13 Südvorstadt, Zschertnitz;0 Kinder;19138;0;13712
2017;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;3559;1275;1275
2017;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;3561;1818;909
2017;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;1780;1111;330
2017;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;0 Kinder;15573;0;10610
2017;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;3942;1377;1377
2017;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;4083;2078;1039
2017;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;1288;790;249
2017;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;0 Kinder;26553;0;19615
2017;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;7144;2576;2576
2017;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;6082;3134;1567
2017;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;1893;1182;373
2017;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;0 Kinder;14062;0;10552
2017;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;2622;1016;1016
2017;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;2436;1310;655
2017;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;3 u.m. Kinder;1620;1068;302
2017;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;0 Kinder;13944;0;8597
2017;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;1 Kind;3860;1322;1322
2017;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;2 Kinder;4184;2120;1060
2017;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;3 u.m. Kinder;1115;692;217
