Jahresquartal;Stadtraum;Stadtbezirk mit zugeordneten Ortschaften;AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-;Geschlecht;Anzahl Einwohner
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;06 - 09 Jahre;männlich;243
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;06 - 09 Jahre;weiblich;228
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;10 - 14 Jahre;männlich;198
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;10 - 14 Jahre;weiblich;188
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;15 - 17 Jahre;männlich;75
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;15 - 17 Jahre;weiblich;71
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;18 - 24 Jahre;männlich;730
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;18 - 24 Jahre;weiblich;759
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;25 - 29 Jahre;männlich;1184
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;25 - 29 Jahre;weiblich;1018
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;30 - 44 Jahre;männlich;2230
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;30 - 44 Jahre;weiblich;1774
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;45 - 59 Jahre;männlich;832
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;45 - 59 Jahre;weiblich;634
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;60 - 64 Jahre;männlich;156
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;60 - 64 Jahre;weiblich;126
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;65 - 74 Jahre;männlich;210
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;65 - 74 Jahre;weiblich;259
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;75 - 84 Jahre;männlich;127
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;75 - 84 Jahre;weiblich;158
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;85 Jahre u.älter;männlich;26
20144;04 Leipziger Vorstadt, Pieschen;StB 1 Neustadt;85 Jahre u.älter;weiblich;85
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;00 - 02 Jahre;männlich;582
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;00 - 02 Jahre;weiblich;578
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;03 - 05 Jahre;männlich;490
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;03 - 05 Jahre;weiblich;407
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;06 - 09 Jahre;männlich;477
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;06 - 09 Jahre;weiblich;478
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;10 - 14 Jahre;männlich;441
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;10 - 14 Jahre;weiblich;449
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;15 - 17 Jahre;männlich;222
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;15 - 17 Jahre;weiblich;227
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;18 - 24 Jahre;männlich;977
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;18 - 24 Jahre;weiblich;1152
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;25 - 29 Jahre;männlich;1698
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;25 - 29 Jahre;weiblich;1673
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;30 - 44 Jahre;männlich;3785
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;30 - 44 Jahre;weiblich;3146
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;45 - 59 Jahre;männlich;2094
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;45 - 59 Jahre;weiblich;1751
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;60 - 64 Jahre;männlich;406
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;60 - 64 Jahre;weiblich;479
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;65 - 74 Jahre;männlich;652
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;65 - 74 Jahre;weiblich;755
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;75 - 84 Jahre;männlich;396
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;75 - 84 Jahre;weiblich;615
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;85 Jahre u.älter;männlich;100
20144;04 Leipziger Vorstadt, Pieschen;StB 2 Pieschen;85 Jahre u.älter;weiblich;333
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;00 - 02 Jahre;männlich;546
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;00 - 02 Jahre;weiblich;520
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;03 - 05 Jahre;männlich;507
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;03 - 05 Jahre;weiblich;495
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;06 - 09 Jahre;männlich;604
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;06 - 09 Jahre;weiblich;586
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;10 - 14 Jahre;männlich;607
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;10 - 14 Jahre;weiblich;527
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;15 - 17 Jahre;männlich;285
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;15 - 17 Jahre;weiblich;299
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;18 - 24 Jahre;männlich;794
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;18 - 24 Jahre;weiblich;856
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;25 - 29 Jahre;männlich;1239
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;25 - 29 Jahre;weiblich;1380
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;30 - 44 Jahre;männlich;3612
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;30 - 44 Jahre;weiblich;3233
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;45 - 59 Jahre;männlich;2851
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;45 - 59 Jahre;weiblich;2700
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;60 - 64 Jahre;männlich;712
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;60 - 64 Jahre;weiblich;850
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;65 - 74 Jahre;männlich;1221
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;65 - 74 Jahre;weiblich;1482
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;75 - 84 Jahre;männlich;952
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;75 - 84 Jahre;weiblich;1243
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;85 Jahre u.älter;männlich;208
20144;05 Mickten, Kaditz, Trachau;StB 2 Pieschen;85 Jahre u.älter;weiblich;453
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 02 Jahre;männlich;454
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;00 - 02 Jahre;weiblich;412
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;03 - 05 Jahre;männlich;492
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;03 - 05 Jahre;weiblich;489
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;06 - 09 Jahre;männlich;661
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;06 - 09 Jahre;weiblich;655
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;10 - 14 Jahre;männlich;781
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;10 - 14 Jahre;weiblich;723
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;15 - 17 Jahre;männlich;414
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;15 - 17 Jahre;weiblich;393
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 24 Jahre;männlich;643
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;18 - 24 Jahre;weiblich;541
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;25 - 29 Jahre;männlich;798
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;25 - 29 Jahre;weiblich;715
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;30 - 44 Jahre;männlich;2920
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;30 - 44 Jahre;weiblich;2827
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;45 - 59 Jahre;männlich;3772
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;45 - 59 Jahre;weiblich;3580
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;60 - 64 Jahre;männlich;1019
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;60 - 64 Jahre;weiblich;1049
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 - 74 Jahre;männlich;1713
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 - 74 Jahre;weiblich;1915
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;75 - 84 Jahre;männlich;1166
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;75 - 84 Jahre;weiblich;1442
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;85 Jahre u.älter;männlich;256
20144;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;85 Jahre u.älter;weiblich;609
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 02 Jahre;männlich;492
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 02 Jahre;weiblich;460
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;03 - 05 Jahre;männlich;503
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;03 - 05 Jahre;weiblich;547
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;06 - 09 Jahre;männlich;721
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;06 - 09 Jahre;weiblich;741
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;10 - 14 Jahre;männlich;883
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;10 - 14 Jahre;weiblich;856
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;15 - 17 Jahre;männlich;479
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;15 - 17 Jahre;weiblich;460
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 24 Jahre;männlich;691
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 24 Jahre;weiblich;647
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;25 - 29 Jahre;männlich;688
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;25 - 29 Jahre;weiblich;626
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;30 - 44 Jahre;männlich;3136
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;30 - 44 Jahre;weiblich;3298
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;45 - 59 Jahre;männlich;3906
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;45 - 59 Jahre;weiblich;3790
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;60 - 64 Jahre;männlich;1085
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;60 - 64 Jahre;weiblich;1199
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 - 74 Jahre;männlich;1856
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 - 74 Jahre;weiblich;2106
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;75 - 84 Jahre;männlich;1320
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;75 - 84 Jahre;weiblich;1610
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;85 Jahre u.älter;männlich;326
20144;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;85 Jahre u.älter;weiblich;674
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 02 Jahre;männlich;933
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 02 Jahre;weiblich;918
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;03 - 05 Jahre;männlich;873
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;03 - 05 Jahre;weiblich;833
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;06 - 09 Jahre;männlich;950
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;06 - 09 Jahre;weiblich;1007
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;10 - 14 Jahre;männlich;1061
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;10 - 14 Jahre;weiblich;975
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;15 - 17 Jahre;männlich;509
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;15 - 17 Jahre;weiblich;501
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 24 Jahre;männlich;1555
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 24 Jahre;weiblich;1634
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;25 - 29 Jahre;männlich;2092
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;25 - 29 Jahre;weiblich;2237
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;30 - 44 Jahre;männlich;5513
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;30 - 44 Jahre;weiblich;5563
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;45 - 59 Jahre;männlich;4416
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;45 - 59 Jahre;weiblich;4522
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;60 - 64 Jahre;männlich;975
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;60 - 64 Jahre;weiblich;1216
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;65 - 74 Jahre;männlich;1864
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;65 - 74 Jahre;weiblich;2524
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;75 - 84 Jahre;männlich;1901
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;75 - 84 Jahre;weiblich;2582
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;85 Jahre u.älter;männlich;405
20144;08 Blasewitz, Striesen;StB 5 Blasewitz;85 Jahre u.älter;weiblich;870
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 02 Jahre;männlich;574
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 02 Jahre;weiblich;564
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;03 - 05 Jahre;männlich;513
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;03 - 05 Jahre;weiblich;530
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;06 - 09 Jahre;männlich;675
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;06 - 09 Jahre;weiblich;627
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;10 - 14 Jahre;männlich;704
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;10 - 14 Jahre;weiblich;669
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;15 - 17 Jahre;männlich;373
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;15 - 17 Jahre;weiblich;343
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 24 Jahre;männlich;1051
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 24 Jahre;weiblich;1193
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;25 - 29 Jahre;männlich;1495
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;25 - 29 Jahre;weiblich;1503
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;30 - 44 Jahre;männlich;3638
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;30 - 44 Jahre;weiblich;3512
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;45 - 59 Jahre;männlich;3392
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;45 - 59 Jahre;weiblich;3607
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;60 - 64 Jahre;männlich;950
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;60 - 64 Jahre;weiblich;1303
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 - 74 Jahre;männlich;2258
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 - 74 Jahre;weiblich;2999
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;75 - 84 Jahre;männlich;1923
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;75 - 84 Jahre;weiblich;2328
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;85 Jahre u.älter;männlich;348
20144;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;85 Jahre u.älter;weiblich;696
20144;10 StB Leuben;StB 6 Leuben;00 - 02 Jahre;männlich;535
20144;10 StB Leuben;StB 6 Leuben;00 - 02 Jahre;weiblich;490
20144;10 StB Leuben;StB 6 Leuben;03 - 05 Jahre;männlich;550
20144;10 StB Leuben;StB 6 Leuben;03 - 05 Jahre;weiblich;548
20144;10 StB Leuben;StB 6 Leuben;06 - 09 Jahre;männlich;696
20144;10 StB Leuben;StB 6 Leuben;06 - 09 Jahre;weiblich;648
20144;10 StB Leuben;StB 6 Leuben;10 - 14 Jahre;männlich;838
20144;10 StB Leuben;StB 6 Leuben;10 - 14 Jahre;weiblich;791
20144;10 StB Leuben;StB 6 Leuben;15 - 17 Jahre;männlich;506
20144;10 StB Leuben;StB 6 Leuben;15 - 17 Jahre;weiblich;397
20144;10 StB Leuben;StB 6 Leuben;18 - 24 Jahre;männlich;932
20144;10 StB Leuben;StB 6 Leuben;18 - 24 Jahre;weiblich;1055
20144;10 StB Leuben;StB 6 Leuben;25 - 29 Jahre;männlich;1176
20144;10 StB Leuben;StB 6 Leuben;25 - 29 Jahre;weiblich;1198
20144;10 StB Leuben;StB 6 Leuben;30 - 44 Jahre;männlich;3736
20144;10 StB Leuben;StB 6 Leuben;30 - 44 Jahre;weiblich;3528
20144;10 StB Leuben;StB 6 Leuben;45 - 59 Jahre;männlich;4113
20144;10 StB Leuben;StB 6 Leuben;45 - 59 Jahre;weiblich;3995
20144;10 StB Leuben;StB 6 Leuben;60 - 64 Jahre;männlich;1199
20144;10 StB Leuben;StB 6 Leuben;60 - 64 Jahre;weiblich;1475
20144;10 StB Leuben;StB 6 Leuben;65 - 74 Jahre;männlich;2529
20144;10 StB Leuben;StB 6 Leuben;65 - 74 Jahre;weiblich;3128
20144;10 StB Leuben;StB 6 Leuben;75 - 84 Jahre;männlich;1709
20144;10 StB Leuben;StB 6 Leuben;75 - 84 Jahre;weiblich;2061
20144;10 StB Leuben;StB 6 Leuben;85 Jahre u.älter;männlich;347
20144;10 StB Leuben;StB 6 Leuben;85 Jahre u.älter;weiblich;881
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;männlich;309
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;weiblich;301
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;männlich;304
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;weiblich;317
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;männlich;396
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;weiblich;374
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;männlich;437
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;weiblich;391
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;männlich;228
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;weiblich;218
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;männlich;958
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;weiblich;791
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;männlich;937
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;weiblich;778
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;männlich;2199
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;weiblich;1733
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;männlich;2268
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;weiblich;2148
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;männlich;880
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;weiblich;1098
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;männlich;1482
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;weiblich;1748
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;männlich;872
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;weiblich;1194
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;männlich;171
20144;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;weiblich;587
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;männlich;530
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;weiblich;480
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;männlich;502
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;weiblich;474
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;männlich;669
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;weiblich;586
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;männlich;723
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;weiblich;704
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;männlich;377
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;weiblich;399
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;männlich;1241
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;weiblich;1179
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;männlich;1252
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;weiblich;1182
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;männlich;3358
20144;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;weiblich;3211
