Jahresquartal;Stadtraum;Stadtbezirk mit zugeordneten Ortschaften;AltK_13IRB-2-5-9-14-17-24-29-44-59-64-74-84-;Geschlecht;Anzahl Einwohner
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;25 - 29 Jahre;weiblich;721
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;30 - 44 Jahre;männlich;3331
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;30 - 44 Jahre;weiblich;3110
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;45 - 59 Jahre;männlich;3432
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;45 - 59 Jahre;weiblich;3434
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;60 - 64 Jahre;männlich;794
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;60 - 64 Jahre;weiblich;858
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 - 74 Jahre;männlich;1902
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;65 - 74 Jahre;weiblich;2081
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;75 - 84 Jahre;männlich;782
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;75 - 84 Jahre;weiblich;1086
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;85 Jahre u.älter;männlich;200
20083;06 StB Klotzsche und nördliche OS;StB 3 Klotzsche/nördliche Ortschaften;85 Jahre u.älter;weiblich;542
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 02 Jahre;männlich;471
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;00 - 02 Jahre;weiblich;459
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;03 - 05 Jahre;männlich;471
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;03 - 05 Jahre;weiblich;487
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;06 - 09 Jahre;männlich;659
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;06 - 09 Jahre;weiblich;624
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;10 - 14 Jahre;männlich;616
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;10 - 14 Jahre;weiblich;632
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;15 - 17 Jahre;männlich;358
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;15 - 17 Jahre;weiblich;350
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 24 Jahre;männlich;1150
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;18 - 24 Jahre;weiblich;1056
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;25 - 29 Jahre;männlich;794
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;25 - 29 Jahre;weiblich;788
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;30 - 44 Jahre;männlich;3497
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;30 - 44 Jahre;weiblich;3502
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;45 - 59 Jahre;männlich;3416
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;45 - 59 Jahre;weiblich;3441
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;60 - 64 Jahre;männlich;855
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;60 - 64 Jahre;weiblich;930
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 - 74 Jahre;männlich;2121
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;65 - 74 Jahre;weiblich;2278
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;75 - 84 Jahre;männlich;815
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;75 - 84 Jahre;weiblich;1248
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;85 Jahre u.älter;männlich;214
20083;07 StB Loschwitz und OS Schönfeld-Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;85 Jahre u.älter;weiblich;617
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 02 Jahre;männlich;854
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;00 - 02 Jahre;weiblich;887
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;03 - 05 Jahre;männlich;754
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;03 - 05 Jahre;weiblich;687
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;06 - 09 Jahre;männlich;851
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;06 - 09 Jahre;weiblich;775
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;10 - 14 Jahre;männlich;726
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;10 - 14 Jahre;weiblich;630
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;15 - 17 Jahre;männlich;377
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;15 - 17 Jahre;weiblich;331
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 24 Jahre;männlich;1833
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;18 - 24 Jahre;weiblich;2119
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;25 - 29 Jahre;männlich;1805
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;25 - 29 Jahre;weiblich;2087
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;30 - 44 Jahre;männlich;5706
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;30 - 44 Jahre;weiblich;5535
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;45 - 59 Jahre;männlich;3432
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;45 - 59 Jahre;weiblich;3764
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;60 - 64 Jahre;männlich;762
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;60 - 64 Jahre;weiblich;936
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;65 - 74 Jahre;männlich;2618
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;65 - 74 Jahre;weiblich;3357
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;75 - 84 Jahre;männlich;1131
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;75 - 84 Jahre;weiblich;1723
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;85 Jahre u.älter;männlich;233
20083;08 Blasewitz, Striesen;StB 5 Blasewitz;85 Jahre u.älter;weiblich;729
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 02 Jahre;männlich;485
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;00 - 02 Jahre;weiblich;453
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;03 - 05 Jahre;männlich;415
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;03 - 05 Jahre;weiblich;430
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;06 - 09 Jahre;männlich;550
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;06 - 09 Jahre;weiblich;495
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;10 - 14 Jahre;männlich;463
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;10 - 14 Jahre;weiblich;477
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;15 - 17 Jahre;männlich;299
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;15 - 17 Jahre;weiblich;309
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 24 Jahre;männlich;1603
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;18 - 24 Jahre;weiblich;1661
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;25 - 29 Jahre;männlich;1246
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;25 - 29 Jahre;weiblich;1345
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;30 - 44 Jahre;männlich;3465
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;30 - 44 Jahre;weiblich;3319
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;45 - 59 Jahre;männlich;3127
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;45 - 59 Jahre;weiblich;3559
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;60 - 64 Jahre;männlich;1023
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;60 - 64 Jahre;weiblich;1308
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 - 74 Jahre;männlich;2984
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;65 - 74 Jahre;weiblich;3552
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;75 - 84 Jahre;männlich;1133
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;75 - 84 Jahre;weiblich;1671
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;85 Jahre u.älter;männlich;197
20083;09 Tolkewitz, Seidnitz, Gruna;StB 5 Blasewitz;85 Jahre u.älter;weiblich;584
20083;10 StB Leuben;StB 6 Leuben;00 - 02 Jahre;männlich;522
20083;10 StB Leuben;StB 6 Leuben;00 - 02 Jahre;weiblich;485
20083;10 StB Leuben;StB 6 Leuben;03 - 05 Jahre;männlich;538
20083;10 StB Leuben;StB 6 Leuben;03 - 05 Jahre;weiblich;444
20083;10 StB Leuben;StB 6 Leuben;06 - 09 Jahre;männlich;649
20083;10 StB Leuben;StB 6 Leuben;06 - 09 Jahre;weiblich;580
20083;10 StB Leuben;StB 6 Leuben;10 - 14 Jahre;männlich;619
20083;10 StB Leuben;StB 6 Leuben;10 - 14 Jahre;weiblich;538
20083;10 StB Leuben;StB 6 Leuben;15 - 17 Jahre;männlich;335
20083;10 StB Leuben;StB 6 Leuben;15 - 17 Jahre;weiblich;334
20083;10 StB Leuben;StB 6 Leuben;18 - 24 Jahre;männlich;1440
20083;10 StB Leuben;StB 6 Leuben;18 - 24 Jahre;weiblich;1498
20083;10 StB Leuben;StB 6 Leuben;25 - 29 Jahre;männlich;1105
20083;10 StB Leuben;StB 6 Leuben;25 - 29 Jahre;weiblich;1200
20083;10 StB Leuben;StB 6 Leuben;30 - 44 Jahre;männlich;3909
20083;10 StB Leuben;StB 6 Leuben;30 - 44 Jahre;weiblich;3643
20083;10 StB Leuben;StB 6 Leuben;45 - 59 Jahre;männlich;3742
20083;10 StB Leuben;StB 6 Leuben;45 - 59 Jahre;weiblich;3939
20083;10 StB Leuben;StB 6 Leuben;60 - 64 Jahre;männlich;1116
20083;10 StB Leuben;StB 6 Leuben;60 - 64 Jahre;weiblich;1337
20083;10 StB Leuben;StB 6 Leuben;65 - 74 Jahre;männlich;2944
20083;10 StB Leuben;StB 6 Leuben;65 - 74 Jahre;weiblich;3277
20083;10 StB Leuben;StB 6 Leuben;75 - 84 Jahre;männlich;926
20083;10 StB Leuben;StB 6 Leuben;75 - 84 Jahre;weiblich;1559
20083;10 StB Leuben;StB 6 Leuben;85 Jahre u.älter;männlich;242
20083;10 StB Leuben;StB 6 Leuben;85 Jahre u.älter;weiblich;828
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;männlich;260
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;weiblich;250
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;männlich;260
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;weiblich;239
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;männlich;296
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;weiblich;280
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;männlich;318
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;weiblich;291
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;männlich;247
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;weiblich;234
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;männlich;1254
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;weiblich;1158
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;männlich;885
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;weiblich;699
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;männlich;2024
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;weiblich;1596
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;männlich;2516
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;weiblich;2711
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;männlich;767
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;weiblich;830
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;männlich;1471
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;weiblich;1715
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;männlich;514
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;weiblich;1058
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;männlich;116
20083;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;weiblich;518
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;männlich;476
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;00 - 02 Jahre;weiblich;422
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;männlich;449
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;03 - 05 Jahre;weiblich;437
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;männlich;585
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;06 - 09 Jahre;weiblich;568
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;männlich;531
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;10 - 14 Jahre;weiblich;529
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;männlich;343
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;15 - 17 Jahre;weiblich;282
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;männlich;1573
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;18 - 24 Jahre;weiblich;1567
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;männlich;1155
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;25 - 29 Jahre;weiblich;1120
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;männlich;3456
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;30 - 44 Jahre;weiblich;3342
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;männlich;3456
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;45 - 59 Jahre;weiblich;3591
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;männlich;864
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;60 - 64 Jahre;weiblich;953
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;männlich;2021
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;65 - 74 Jahre;weiblich;2121
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;männlich;775
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;75 - 84 Jahre;weiblich;1137
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;männlich;163
20083;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);StB 7 Prohlis;85 Jahre u.älter;weiblich;544
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 02 Jahre;männlich;303
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;00 - 02 Jahre;weiblich;297
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;03 - 05 Jahre;männlich;261
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;03 - 05 Jahre;weiblich;236
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;06 - 09 Jahre;männlich;279
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;06 - 09 Jahre;weiblich;283
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;10 - 14 Jahre;männlich;297
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;10 - 14 Jahre;weiblich;264
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;15 - 17 Jahre;männlich;169
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;15 - 17 Jahre;weiblich;175
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 24 Jahre;männlich;2640
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;18 - 24 Jahre;weiblich;2135
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;25 - 29 Jahre;männlich;1881
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;25 - 29 Jahre;weiblich;1389
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;30 - 44 Jahre;männlich;2347
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;30 - 44 Jahre;weiblich;1936
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;45 - 59 Jahre;männlich;2005
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;45 - 59 Jahre;weiblich;2197
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;60 - 64 Jahre;männlich;679
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;60 - 64 Jahre;weiblich;817
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 - 74 Jahre;männlich;1746
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;65 - 74 Jahre;weiblich;2056
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;75 - 84 Jahre;männlich;792
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;75 - 84 Jahre;weiblich;1211
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;85 Jahre u.älter;männlich;121
20083;13 Südvorstadt, Zschertnitz;StB 8 Plauen;85 Jahre u.älter;weiblich;381
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 02 Jahre;männlich;374
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;00 - 02 Jahre;weiblich;350
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;03 - 05 Jahre;männlich;324
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;03 - 05 Jahre;weiblich;301
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;06 - 09 Jahre;männlich;401
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;06 - 09 Jahre;weiblich;360
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;10 - 14 Jahre;männlich;391
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;10 - 14 Jahre;weiblich;370
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;15 - 17 Jahre;männlich;211
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;15 - 17 Jahre;weiblich;203
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 24 Jahre;männlich;1226
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;18 - 24 Jahre;weiblich;1113
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;25 - 29 Jahre;männlich;1048
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;25 - 29 Jahre;weiblich;961
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;30 - 44 Jahre;männlich;2709
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;30 - 44 Jahre;weiblich;2386
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;45 - 59 Jahre;männlich;2400
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;45 - 59 Jahre;weiblich;2554
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;60 - 64 Jahre;männlich;571
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;60 - 64 Jahre;weiblich;554
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 - 74 Jahre;männlich;1355
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;65 - 74 Jahre;weiblich;1501
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;75 - 84 Jahre;männlich;595
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;75 - 84 Jahre;weiblich;830
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;85 Jahre u.älter;männlich;126
20083;14 Mockritz, Coschütz, Plauen;StB 8 Plauen;85 Jahre u.älter;weiblich;427
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;männlich;643
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;00 - 02 Jahre;weiblich;629
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;männlich;558
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;03 - 05 Jahre;weiblich;482
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;männlich;534
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;06 - 09 Jahre;weiblich;500
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;männlich;452
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;10 - 14 Jahre;weiblich;426
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;männlich;283
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;15 - 17 Jahre;weiblich;319
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;männlich;2449
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;18 - 24 Jahre;weiblich;2924
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;männlich;2539
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;25 - 29 Jahre;weiblich;2309
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;männlich;4403
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;30 - 44 Jahre;weiblich;3629
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;männlich;3180
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;45 - 59 Jahre;weiblich;3185
20083;15 Cotta, Löbtau, Naußlitz, Dölzschen;StB 9 Cotta/westliche Ortschaften;60 - 64 Jahre;männlich;622
