Jahr;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Kinderanzahl im Haushalt in Klassen (4);Anzahl Einwohner;Kinderanzahl im Haushalt (sum);Anzahl Haushalte
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;0 Kinder;25076;0;19368
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;1 Kind;4574;1664;1664
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;2 Kinder;3768;1938;969
2022;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;3 u.m. Kinder;1662;1057;312
2022;StB 0 Altstadt;02 Johannstadt;0 Kinder;16295;0;12040
2022;StB 0 Altstadt;02 Johannstadt;1 Kind;3363;1195;1195
2022;StB 0 Altstadt;02 Johannstadt;2 Kinder;3136;1618;809
2022;StB 0 Altstadt;02 Johannstadt;3 u.m. Kinder;1490;939;284
2022;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;0 Kinder;21526;0;16975
2022;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1 Kind;6663;2412;2412
2022;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;2 Kinder;6879;3556;1778
2022;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;3 u.m. Kinder;2124;1345;417
2022;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;0 Kinder;7606;0;6138
2022;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;1 Kind;2377;867;867
2022;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;2 Kinder;2433;1256;628
2022;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;599;377;118
2022;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;0 Kinder;14439;0;11221
2022;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;1 Kind;4698;1726;1726
2022;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;2 Kinder;4140;2156;1078
2022;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;3 u.m. Kinder;1324;830;264
2022;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;0 Kinder;17696;0;12787
2022;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;1 Kind;5486;1983;1983
2022;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;2 Kinder;4657;2414;1207
2022;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;3 u.m. Kinder;1499;954;295
2022;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;0 Kinder;18446;0;11592
2022;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;1 Kind;4992;1697;1697
2022;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;2 Kinder;5703;2896;1448
2022;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;3 u.m. Kinder;2034;1255;389
2022;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;0 Kinder;19521;0;12094
2022;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;1 Kind;5521;1860;1860
2022;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;2 Kinder;6169;3128;1564
2022;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;3 u.m. Kinder;2186;1349;424
2022;StB 5 Blasewitz;08 Blasewitz, Striesen;0 Kinder;30016;0;21646
2022;StB 5 Blasewitz;08 Blasewitz, Striesen;1 Kind;8782;3096;3096
2022;StB 5 Blasewitz;08 Blasewitz, Striesen;2 Kinder;9137;4668;2334
2022;StB 5 Blasewitz;08 Blasewitz, Striesen;3 u.m. Kinder;2662;1652;519
2022;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;0 Kinder;24907;0;17833
2022;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;1 Kind;6011;2210;2210
2022;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;2 Kinder;5252;2742;1371
2022;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;3 u.m. Kinder;1464;924;286
2022;StB 6 Leuben;10 StB Leuben;0 Kinder;25111;0;17412
2022;StB 6 Leuben;10 StB Leuben;1 Kind;6023;2170;2170
2022;StB 6 Leuben;10 StB Leuben;2 Kinder;5502;2852;1426
2022;StB 6 Leuben;10 StB Leuben;3 u.m. Kinder;2064;1304;402
2022;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);0 Kinder;15170;0;11376
2022;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);1 Kind;3273;1228;1228
2022;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);2 Kinder;2903;1556;778
2022;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);3 u.m. Kinder;2274;1500;430
2022;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);0 Kinder;20969;0;13786
2022;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);1 Kind;5468;1904;1904
2022;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);2 Kinder;5690;2882;1441
2022;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);3 u.m. Kinder;1906;1193;367
2022;StB 8 Plauen;13 Südvorstadt, Zschertnitz;0 Kinder;18391;0;13375
2022;StB 8 Plauen;13 Südvorstadt, Zschertnitz;1 Kind;3719;1318;1318
2022;StB 8 Plauen;13 Südvorstadt, Zschertnitz;2 Kinder;3964;2036;1018
2022;StB 8 Plauen;13 Südvorstadt, Zschertnitz;3 u.m. Kinder;2447;1541;452
2022;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;0 Kinder;15352;0;10570
2022;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;1 Kind;3834;1353;1353
2022;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;2 Kinder;4146;2096;1048
2022;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;3 u.m. Kinder;1291;802;251
2022;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;0 Kinder;26476;0;19824
2022;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;1 Kind;6832;2458;2458
2022;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;2 Kinder;6708;3446;1723
2022;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;3 u.m. Kinder;2118;1325;411
2022;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;0 Kinder;13664;0;10330
2022;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;1 Kind;2980;1124;1124
2022;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;2 Kinder;2879;1534;767
