Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;Anzahl Einwohner;Anzahl Haushalte
2003;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;264;114
2003;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;209;93
2003;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;274;118
2003;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;349;144
2003;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;591;245
2003;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;514;224
2003;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1071;468
2003;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;548;227
2003;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;277;117
2003;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;694;296
2003;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;96;44
2003;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;862;356
2003;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;703;297
2003;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;313;134
2003;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;551;235
2003;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;761;313
2003;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;668;286
2003;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;257;111
2003;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;196;86
2003;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;154;65
2003;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;236;99
2003;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;478;202
2003;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;153;62
2003;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;267;111
2003;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;113;49
2003;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;123;52
2003;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;509;219
2003;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;883;376
2003;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;499;218
2003;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;611;262
2003;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;767;329
2003;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;763;331
2003;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;568;244
2003;61 Leuben;StB 6 Leuben;10 StB Leuben;726;311
2003;62 Laubegast;StB 6 Leuben;10 StB Leuben;524;224
2003;63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;317;138
2003;64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;296;122
2003;71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);338;143
2003;72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);436;171
2003;73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);459;187
2003;74 Lockwitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);255;110
2003;75 Leubnitz-Neuostra;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);674;290
2003;76 Strehlen;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);449;175
2003;76 Strehlen;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);303;129
2003;77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);350;135
2003;81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;566;234
2003;82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;191;76
2003;83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;336;144
2003;84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;339;144
2003;85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;254;112
2003;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;514;225
2003;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;315;135
2003;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;729;319
2003;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;540;231
2003;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;659;275
2003;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;428;190
2003;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;487;186
2003;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;337;145
2003;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;591;245
2003;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;483;208
2003;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;115;50
2004;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;44;20
2004;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;238;104
2004;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;223;97
2004;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;274;117
2004;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;357;147
2004;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;573;237
2004;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;470;209
2004;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1133;483
2004;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;543;226
2004;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;276;122
2004;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;713;305
2004;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;77;36
2004;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;881;364
2004;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;656;282
2004;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;332;144
2004;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;540;229
2004;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;780;322
2004;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;642;277
2004;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;281;120
2004;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;208;89
2004;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;158;67
2004;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;271;113
2004;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;479;203
2004;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;151;63
2004;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;276;117
2004;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;142;60
2004;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;116;49
2004;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;498;212
2004;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;876;378
2004;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;515;221
2004;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;575;252
2004;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;762;327
2004;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;757;331
2004;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;639;273
2004;61 Leuben;StB 6 Leuben;10 StB Leuben;752;328
2004;62 Laubegast;StB 6 Leuben;10 StB Leuben;548;238
2004;63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;309;134
2004;64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;307;129
2004;71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);332;142
2004;72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);455;181
2004;73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);444;179
2004;74 Lockwitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);247;109
2004;75 Leubnitz-Neuostra;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);685;297
2004;76 Strehlen;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);400;160
2004;76 Strehlen;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);276;116
2004;77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);331;128
2004;81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;515;217
2004;82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;204;81
2004;83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;325;139
2004;84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;355;150
2004;85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;248;107
2004;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;515;225
2004;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;328;139
2004;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;691;309
2004;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;513;222
2004;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;637;274
2004;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;442;195
2004;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;486;180
2004;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;348;152
2004;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;563;230
2004;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;500;218
2004;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;111;48
2005;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;55;24
2005;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;226;101
2005;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;206;93
2005;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;278;118
2005;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;360;147
2005;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;592;245
2005;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;451;203
2005;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1160;504
2005;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;571;242
2005;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;320;136
2005;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;659;284
2005;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;77;35
2005;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;910;378
2005;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;688;295
2005;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;332;143
2005;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;505;215
2005;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;732;299
2005;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;624;267
2005;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;210;90
2005;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;194;83
2005;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;135;56
2005;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;254;110
2005;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;477;205
2005;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;144;59
2005;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;265;113
2005;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;118;49
2005;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;104;43
2005;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;462;198
2005;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;809;350
2005;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;495;213
2005;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;545;240
2005;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;748;318
2005;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;760;332
2005;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;572;245
2005;61 Leuben;StB 6 Leuben;10 StB Leuben;793;344
2005;62 Laubegast;StB 6 Leuben;10 StB Leuben;561;243
2005;63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;290;121
2005;64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;368;152
2005;71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);335;137
2005;72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);460;172
2005;73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);358;148
2005;74 Lockwitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);243;109
2005;75 Leubnitz-Neuostra;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);633;275
2005;76 Strehlen;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);364;142
2005;76 Strehlen;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);281;119
2005;77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);383;143
2005;81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;531;220
2005;82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;164;69
2005;83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;349;145
2005;84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;322;133
2005;85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;219;99
2005;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;520;224
2005;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;320;134
2005;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;702;307
2005;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;479;203
2005;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;613;259
2005;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;375;168
2005;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;513;192
2005;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;341;144
2005;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;500;207
2005;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;444;194
2005;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;118;51
2006;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;56;23
2006;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;206;88
2006;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;194;82
2006;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;243;105
2006;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;361;146
2006;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;564;231
2006;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;451;203
2006;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;1159;497
2006;12 Radeberger Vorstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;514;217
2006;13 Innere Neustadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;302;129
2006;14 Leipziger Vorstadt;StB 1 Neustadt;04 Leipziger Vorstadt, Pieschen;584;250
2006;15 Albertstadt;StB 1 Neustadt;03 StB Neustadt ohne Leipziger Vorstadt;81;37
2006;21 Pieschen-Süd;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;915;381
2006;22 Mickten;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;711;301
2006;23 Kaditz;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;306;130
2006;24 Trachau;StB 2 Pieschen;05 Mickten, Kaditz, Trachau;521;224
2006;25 Pieschen-N/Trachenberge;StB 2 Pieschen;04 Leipziger Vorstadt, Pieschen;706;290
2006;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;571;244
2006;32 Hellerau/Wilschdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;226;93
2006;35 Weixdorf;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;208;88
2006;36 Langebrück/Schönborn;StB 3 Klotzsche/nördliche Ortschaften;06 StB Klotzsche und nördliche OS;129;53
2006;41 Loschwitz/Wachwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;244;104
2006;42 Bühlau/Weißer Hirsch;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;500;210
2006;43 Hosterwitz/Pillnitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;122;53
2006;45 Weißig;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;254;108
2006;46 Gönnsdorf/Pappritz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;109;47
2006;47 Schönfeld/Schullwitz;StB 4 Loschwitz/OS Schönfeld-Weißig;07 StB Loschwitz und OS Schönfeld-Weißig;77;35
2006;51 Blasewitz;StB 5 Blasewitz;08 Blasewitz, Striesen;442;196
2006;52 Striesen-Ost;StB 5 Blasewitz;08 Blasewitz, Striesen;835;361
2006;53 Striesen-Süd;StB 5 Blasewitz;08 Blasewitz, Striesen;502;216
2006;54 Striesen-West;StB 5 Blasewitz;08 Blasewitz, Striesen;548;240
2006;55 Tolkewitz/Seidnitz-Nord;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;769;325
2006;56 Seidnitz/Dobritz;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;726;319
2006;57 Gruna;StB 5 Blasewitz;09 Tolkewitz, Seidnitz, Gruna;573;246
2006;61 Leuben;StB 6 Leuben;10 StB Leuben;787;343
2006;62 Laubegast;StB 6 Leuben;10 StB Leuben;575;255
2006;63 Kleinzschachwitz;StB 6 Leuben;10 StB Leuben;308;131
2006;64 Großzschachwitz;StB 6 Leuben;10 StB Leuben;362;153
2006;71 Prohlis-Nord;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);366;148
2006;72 Prohlis-Süd;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);459;180
2006;73 Niedersedlitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);291;120
2006;74 Lockwitz;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);220;97
2006;75 Leubnitz-Neuostra;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);595;258
2006;76 Strehlen;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);319;126
2006;76 Strehlen;StB 7 Prohlis;12 Niedersedlitz, Leubnitz, Strehlen (ohne Sternhäuser, Am Koitschgraben);279;119
2006;77 Reick;StB 7 Prohlis;11 Prohlis, Reick (mit Sternhäuser, Am Koitschgraben);377;148
2006;81 Südvorstadt-West;StB 8 Plauen;13 Südvorstadt, Zschertnitz;502;213
2006;82 Südvorstadt-Ost;StB 8 Plauen;13 Südvorstadt, Zschertnitz;155;65
2006;83 Räcknitz/Zschertnitz;StB 8 Plauen;13 Südvorstadt, Zschertnitz;360;151
2006;84 Kleinpestitz/Mockritz;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;316;129
2006;85 Coschütz/Gittersee;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;225;100
2006;86 Plauen;StB 8 Plauen;14 Mockritz, Coschütz, Plauen;496;216
2006;90 Cossebaude/Mobschatz/Oberw.;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;353;150
2006;91 Cotta;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;704;301
2006;92 Löbtau-Nord;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;470;200
2006;93 Löbtau-Süd;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;634;263
2006;94 Naußlitz;StB 9 Cotta/westliche Ortschaften;15 Cotta, Löbtau, Naußlitz, Dölzschen;348;157
2006;95 Gorbitz-Süd;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;542;205
2006;96 Gorbitz-Ost;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;346;141
2006;97 Gorbitz-Nord/Neu-Omsewitz;StB 9 Cotta/westliche Ortschaften;16 Gorbitz;439;184
2006;98 Briesnitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;430;194
2006;99 Altfranken/Gompitz;StB 9 Cotta/westliche Ortschaften;17 Briesnitz und westliche OS;104;47
2007;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;44;20
2007;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;219;93
2007;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;157;66
2007;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;248;112
2007;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;347;141
2007;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;614;242
