Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Familienstand;Geschlecht;Anzahl Einwohner
2021;01 Innere Altstadt;StB 0 Altstadt;ledig;männlich;712
2021;01 Innere Altstadt;StB 0 Altstadt;ledig;weiblich;565
2021;01 Innere Altstadt;StB 0 Altstadt;verheiratet;männlich;375
2021;01 Innere Altstadt;StB 0 Altstadt;verheiratet;weiblich;365
2021;01 Innere Altstadt;StB 0 Altstadt;verwitwet;männlich;29
2021;01 Innere Altstadt;StB 0 Altstadt;verwitwet;weiblich;150
2021;01 Innere Altstadt;StB 0 Altstadt;geschieden;männlich;45
2021;01 Innere Altstadt;StB 0 Altstadt;geschieden;weiblich;79
2021;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;männlich;1877
2021;02 Pirnaische Vorstadt;StB 0 Altstadt;ledig;weiblich;1399
2021;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;männlich;744
2021;02 Pirnaische Vorstadt;StB 0 Altstadt;verheiratet;weiblich;727
2021;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;männlich;88
2021;02 Pirnaische Vorstadt;StB 0 Altstadt;verwitwet;weiblich;465
2021;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;männlich;190
2021;02 Pirnaische Vorstadt;StB 0 Altstadt;geschieden;weiblich;323
2021;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;männlich;2787
2021;03 Seevorstadt-Ost;StB 0 Altstadt;ledig;weiblich;1912
2021;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;männlich;1095
2021;03 Seevorstadt-Ost;StB 0 Altstadt;verheiratet;weiblich;1094
2021;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;männlich;133
2021;03 Seevorstadt-Ost;StB 0 Altstadt;verwitwet;weiblich;532
2021;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;männlich;228
2021;03 Seevorstadt-Ost;StB 0 Altstadt;geschieden;weiblich;348
2021;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;männlich;2846
2021;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;ledig;weiblich;2315
2021;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;männlich;1566
2021;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verheiratet;weiblich;1544
2021;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;männlich;156
2021;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;verwitwet;weiblich;783
2021;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;männlich;320
2021;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;geschieden;weiblich;546
2021;05 Friedrichstadt;StB 0 Altstadt;ledig;männlich;4082
2021;05 Friedrichstadt;StB 0 Altstadt;ledig;weiblich;2807
2021;05 Friedrichstadt;StB 0 Altstadt;verheiratet;männlich;1009
2021;05 Friedrichstadt;StB 0 Altstadt;verheiratet;weiblich;999
2021;05 Friedrichstadt;StB 0 Altstadt;verwitwet;männlich;67
2021;05 Friedrichstadt;StB 0 Altstadt;verwitwet;weiblich;315
2021;05 Friedrichstadt;StB 0 Altstadt;geschieden;männlich;238
2021;05 Friedrichstadt;StB 0 Altstadt;geschieden;weiblich;324
2021;06 Johannstadt-Nord;StB 0 Altstadt;ledig;männlich;3504
2021;06 Johannstadt-Nord;StB 0 Altstadt;ledig;weiblich;3290
2021;06 Johannstadt-Nord;StB 0 Altstadt;verheiratet;männlich;2057
2021;06 Johannstadt-Nord;StB 0 Altstadt;verheiratet;weiblich;2081
2021;06 Johannstadt-Nord;StB 0 Altstadt;verwitwet;männlich;187
2021;06 Johannstadt-Nord;StB 0 Altstadt;verwitwet;weiblich;823
2021;06 Johannstadt-Nord;StB 0 Altstadt;geschieden;männlich;305
2021;06 Johannstadt-Nord;StB 0 Altstadt;geschieden;weiblich;590
2021;07 Johannstadt-Süd;StB 0 Altstadt;ledig;männlich;2530
2021;07 Johannstadt-Süd;StB 0 Altstadt;ledig;weiblich;2405
2021;07 Johannstadt-Süd;StB 0 Altstadt;verheiratet;männlich;2332
2021;07 Johannstadt-Süd;StB 0 Altstadt;verheiratet;weiblich;2362
2021;07 Johannstadt-Süd;StB 0 Altstadt;verwitwet;männlich;295
2021;07 Johannstadt-Süd;StB 0 Altstadt;verwitwet;weiblich;1214
2021;07 Johannstadt-Süd;StB 0 Altstadt;geschieden;männlich;344
2021;07 Johannstadt-Süd;StB 0 Altstadt;geschieden;weiblich;807
2021;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;ledig;männlich;7252
2021;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;ledig;weiblich;6139
2021;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verheiratet;männlich;1689
2021;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verheiratet;weiblich;1634
2021;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verwitwet;männlich;50
2021;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;verwitwet;weiblich;196
2021;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;geschieden;männlich;422
2021;11 Äußere Neustadt (Antonstadt);StB 1 Neustadt;geschieden;weiblich;524
2021;12 Radeberger Vorstadt;StB 1 Neustadt;ledig;männlich;2761
2021;12 Radeberger Vorstadt;StB 1 Neustadt;ledig;weiblich;2318
2021;12 Radeberger Vorstadt;StB 1 Neustadt;verheiratet;männlich;1428
2021;12 Radeberger Vorstadt;StB 1 Neustadt;verheiratet;weiblich;1432
2021;12 Radeberger Vorstadt;StB 1 Neustadt;verwitwet;männlich;62
2021;12 Radeberger Vorstadt;StB 1 Neustadt;verwitwet;weiblich;248
2021;12 Radeberger Vorstadt;StB 1 Neustadt;geschieden;männlich;305
2021;12 Radeberger Vorstadt;StB 1 Neustadt;geschieden;weiblich;385
2021;13 Innere Neustadt;StB 1 Neustadt;ledig;männlich;2519
2021;13 Innere Neustadt;StB 1 Neustadt;ledig;weiblich;2149
2021;13 Innere Neustadt;StB 1 Neustadt;verheiratet;männlich;1110
2021;13 Innere Neustadt;StB 1 Neustadt;verheiratet;weiblich;1081
2021;13 Innere Neustadt;StB 1 Neustadt;verwitwet;männlich;71
2021;13 Innere Neustadt;StB 1 Neustadt;verwitwet;weiblich;291
2021;13 Innere Neustadt;StB 1 Neustadt;geschieden;männlich;205
2021;13 Innere Neustadt;StB 1 Neustadt;geschieden;weiblich;329
2021;14 Leipziger Vorstadt;StB 1 Neustadt;ledig;männlich;5122
2021;14 Leipziger Vorstadt;StB 1 Neustadt;ledig;weiblich;4265
2021;14 Leipziger Vorstadt;StB 1 Neustadt;verheiratet;männlich;1377
2021;14 Leipziger Vorstadt;StB 1 Neustadt;verheiratet;weiblich;1374
2021;14 Leipziger Vorstadt;StB 1 Neustadt;verwitwet;männlich;66
2021;14 Leipziger Vorstadt;StB 1 Neustadt;verwitwet;weiblich;213
2021;14 Leipziger Vorstadt;StB 1 Neustadt;geschieden;männlich;271
2021;14 Leipziger Vorstadt;StB 1 Neustadt;geschieden;weiblich;319
2021;15 Albertstadt;StB 1 Neustadt;ledig;männlich;1512
2021;15 Albertstadt;StB 1 Neustadt;ledig;weiblich;903
2021;15 Albertstadt;StB 1 Neustadt;verheiratet;männlich;496
2021;15 Albertstadt;StB 1 Neustadt;verheiratet;weiblich;470
2021;15 Albertstadt;StB 1 Neustadt;verwitwet;männlich;39
2021;15 Albertstadt;StB 1 Neustadt;verwitwet;weiblich;192
2021;15 Albertstadt;StB 1 Neustadt;geschieden;männlich;99
2021;15 Albertstadt;StB 1 Neustadt;geschieden;weiblich;106
2021;21 Pieschen-Süd;StB 2 Pieschen;ledig;männlich;4382
2021;21 Pieschen-Süd;StB 2 Pieschen;ledig;weiblich;3894
2021;21 Pieschen-Süd;StB 2 Pieschen;verheiratet;männlich;1415
2021;21 Pieschen-Süd;StB 2 Pieschen;verheiratet;weiblich;1401
2021;21 Pieschen-Süd;StB 2 Pieschen;verwitwet;männlich;50
2021;21 Pieschen-Süd;StB 2 Pieschen;verwitwet;weiblich;248
2021;21 Pieschen-Süd;StB 2 Pieschen;geschieden;männlich;310
2021;21 Pieschen-Süd;StB 2 Pieschen;geschieden;weiblich;446
2021;22 Mickten;StB 2 Pieschen;ledig;männlich;3952
2021;22 Mickten;StB 2 Pieschen;ledig;weiblich;3352
2021;22 Mickten;StB 2 Pieschen;verheiratet;männlich;2184
2021;22 Mickten;StB 2 Pieschen;verheiratet;weiblich;2207
2021;22 Mickten;StB 2 Pieschen;verwitwet;männlich;126
2021;22 Mickten;StB 2 Pieschen;verwitwet;weiblich;524
2021;22 Mickten;StB 2 Pieschen;geschieden;männlich;477
2021;22 Mickten;StB 2 Pieschen;geschieden;weiblich;613
2021;23 Kaditz;StB 2 Pieschen;ledig;männlich;1534
2021;23 Kaditz;StB 2 Pieschen;ledig;weiblich;1305
2021;23 Kaditz;StB 2 Pieschen;verheiratet;männlich;927
2021;23 Kaditz;StB 2 Pieschen;verheiratet;weiblich;936
2021;23 Kaditz;StB 2 Pieschen;verwitwet;männlich;78
2021;23 Kaditz;StB 2 Pieschen;verwitwet;weiblich;250
2021;23 Kaditz;StB 2 Pieschen;geschieden;männlich;216
2021;23 Kaditz;StB 2 Pieschen;geschieden;weiblich;296
2021;24 Trachau;StB 2 Pieschen;ledig;männlich;2457
2021;24 Trachau;StB 2 Pieschen;ledig;weiblich;2256
2021;24 Trachau;StB 2 Pieschen;verheiratet;männlich;1960
2021;24 Trachau;StB 2 Pieschen;verheiratet;weiblich;1966
2021;24 Trachau;StB 2 Pieschen;verwitwet;männlich;132
2021;24 Trachau;StB 2 Pieschen;verwitwet;weiblich;459
2021;24 Trachau;StB 2 Pieschen;geschieden;männlich;363
2021;24 Trachau;StB 2 Pieschen;geschieden;weiblich;492
2021;25 Pieschen-N/Trachenberge;StB 2 Pieschen;ledig;männlich;4050
2021;25 Pieschen-N/Trachenberge;StB 2 Pieschen;ledig;weiblich;3291
2021;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verheiratet;männlich;1822
2021;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verheiratet;weiblich;1804
2021;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verwitwet;männlich;132
2021;25 Pieschen-N/Trachenberge;StB 2 Pieschen;verwitwet;weiblich;555
2021;25 Pieschen-N/Trachenberge;StB 2 Pieschen;geschieden;männlich;407
2021;25 Pieschen-N/Trachenberge;StB 2 Pieschen;geschieden;weiblich;567
2021;31 Klotzsche;StB 3 Klotzsche/nördliche Ortschaften;ledig;männlich;3455
