Jahr;Herkunftsland_37Auspr;Herkunftsland_24Auspr;Herkunftsland_05Auspr;Herkunftsland_D/A;Tourismus_Ankünfte;Tourismus_Übernachtungen
2017;Großbritannien;Großbritannien;Europa ohne Deutschland;Ausland;21023;45063
2017;sonst.europäische Länder (o.20Länder);sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;23872;47573
2017;afrikanische Länder;afrikanische Länder;Sonst. Ausland;Ausland;1839;4445
2017;USA;USA;Amerika;Ausland;38932;82296
2017;Kanada;Kanada;Amerika;Ausland;5169;10788
2017;Brasilien;amerik. Länder (o.USA, Kanada);Amerika;Ausland;6006;10667
2017;Mittelamerika und Karibik;amerik. Länder (o.USA, Kanada);Amerika;Ausland;2452;6277
2017;"sonst. nordamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;1933;4673
2017;"sonst. südamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;4088;8151
2017;China;China;Asien;Ausland;33536;47205
2017;"Indien  ";asiatische Länder (o.China, Japan);Asien;Ausland;2118;5913
2017;Israel;asiatische Länder (o.China, Japan);Asien;Ausland;3750;8630
2017;Japan;Japan;Asien;Ausland;14635;27281
2017;Südkorea;asiatische Länder (o.China, Japan);Asien;Ausland;10052;14734
2017;Taiwan;asiatische Länder (o.China, Japan);Asien;Ausland;3491;6050
2017;Arabische Golfstaaten;asiatische Länder (o.China, Japan);Asien;Ausland;2541;5566
2017;sonst. asiatische Länder;asiatische Länder (o.China, Japan);Asien;Ausland;8463;17742
2017;"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;6777;14334
2017;Ausländer ohne Angabe;Ausländer ohne Angabe;Sonst. Ausland;Ausland;10460;25241
2018;Deutschland;Deutschland;Deutschland;Deutschland;1773746;3635077
2018;Belgien;Belgien;Europa ohne Deutschland;Ausland;8447;18508
2018;Dänemark;Dänemark;Europa ohne Deutschland;Ausland;8274;17215
2018;Finnland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3139;5911
2018;Frankreich;Frankreich;Europa ohne Deutschland;Ausland;14871;32592
2018;Griechenland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1852;3774
2018;Irland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1717;3161
2018;Italien;Italien;Europa ohne Deutschland;Ausland;15804;33298
2018;Luxemburg;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1479;3076
2018;Niederlande;Niederlande;Europa ohne Deutschland;Ausland;25161;55628
2018;Norwegen;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3550;6904
2018;Österreich;Österreich;Europa ohne Deutschland;Ausland;31475;71813
2018;Polen;Polen;Europa ohne Deutschland;Ausland;32489;68904
2018;Schweden;Schweden;Europa ohne Deutschland;Ausland;7555;12999
2018;Schweiz;Schweiz;Europa ohne Deutschland;Ausland;31212;75251
2018;Russland;Russland;Europa ohne Deutschland;Ausland;26283;50782
2018;Spanien;Spanien;Europa ohne Deutschland;Ausland;13504;28993
2018;Tschechische Republik;Tschechische Republik;Europa ohne Deutschland;Ausland;23605;38039
2018;Ungarn;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;4976;12180
2018;Ukraine;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;7579;13139
2018;Großbritannien;Großbritannien;Europa ohne Deutschland;Ausland;20918;45280
2018;sonst.europäische Länder (o.20Länder);sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;26397;53709
2018;afrikanische Länder;afrikanische Länder;Sonst. Ausland;Ausland;2003;4720
2018;USA;USA;Amerika;Ausland;40826;87229
2018;Kanada;Kanada;Amerika;Ausland;5636;11238
2018;Brasilien;amerik. Länder (o.USA, Kanada);Amerika;Ausland;5078;9347
2018;Mittelamerika und Karibik;amerik. Länder (o.USA, Kanada);Amerika;Ausland;4034;11028
2018;"sonst. nordamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;2595;6129
2018;"sonst. südamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;3134;6568
2018;China;China;Asien;Ausland;34973;48878
2018;"Indien  ";asiatische Länder (o.China, Japan);Asien;Ausland;1825;5590
2018;Israel;asiatische Länder (o.China, Japan);Asien;Ausland;3962;8539
2018;Japan;Japan;Asien;Ausland;15276;28833
2018;Südkorea;asiatische Länder (o.China, Japan);Asien;Ausland;8716;15057
2018;Taiwan;asiatische Länder (o.China, Japan);Asien;Ausland;3381;6191
2018;Arabische Golfstaaten;asiatische Länder (o.China, Japan);Asien;Ausland;2430;5686
2018;sonst. asiatische Länder;asiatische Länder (o.China, Japan);Asien;Ausland;8574;17991
2018;"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;7006;14624
2018;Ausländer ohne Angabe;Ausländer ohne Angabe;Sonst. Ausland;Ausland;13525;30527
2019;Deutschland;Deutschland;Deutschland;Deutschland;1846950;3749780
2019;Belgien;Belgien;Europa ohne Deutschland;Ausland;9163;20247
2019;Dänemark;Dänemark;Europa ohne Deutschland;Ausland;7674;16395
2019;Finnland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3313;6249
2019;Frankreich;Frankreich;Europa ohne Deutschland;Ausland;14715;32802
2019;Griechenland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1953;3863
2019;Irland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1478;3426
2019;Italien;Italien;Europa ohne Deutschland;Ausland;15016;31133
2019;Luxemburg;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1533;3353
2019;Niederlande;Niederlande;Europa ohne Deutschland;Ausland;24775;53892
2019;Norwegen;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3645;7353
2019;Österreich;Österreich;Europa ohne Deutschland;Ausland;29573;68902
2019;Polen;Polen;Europa ohne Deutschland;Ausland;36527;73936
2019;Schweden;Schweden;Europa ohne Deutschland;Ausland;7789;12962
2019;Schweiz;Schweiz;Europa ohne Deutschland;Ausland;30580;71722
2019;Russland;Russland;Europa ohne Deutschland;Ausland;27951;53354
2019;Spanien;Spanien;Europa ohne Deutschland;Ausland;17807;40545
2019;Tschechische Republik;Tschechische Republik;Europa ohne Deutschland;Ausland;25694;40916
2019;Ungarn;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5515;16133
2019;Ukraine;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;8329;14583
2019;Großbritannien;Großbritannien;Europa ohne Deutschland;Ausland;20280;43160
2019;sonst.europäische Länder (o.20Länder);sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;26808;53782
2019;afrikanische Länder;afrikanische Länder;Sonst. Ausland;Ausland;1751;4170
2019;USA;USA;Amerika;Ausland;38827;83429
2019;Kanada;Kanada;Amerika;Ausland;5667;11726
2019;Brasilien;amerik. Länder (o.USA, Kanada);Amerika;Ausland;5026;9380
2019;Mittelamerika und Karibik;amerik. Länder (o.USA, Kanada);Amerika;Ausland;2200;4523
2019;"sonst. nordamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;270;580
2019;"sonst. südamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;3157;7153
2019;China;China;Asien;Ausland;30609;46861
2019;"Indien  ";asiatische Länder (o.China, Japan);Asien;Ausland;1922;5297
2019;Israel;asiatische Länder (o.China, Japan);Asien;Ausland;3333;7424
2019;Japan;Japan;Asien;Ausland;13323;26373
2019;Südkorea;asiatische Länder (o.China, Japan);Asien;Ausland;7302;11671
2019;Taiwan;asiatische Länder (o.China, Japan);Asien;Ausland;3659;6785
2019;Arabische Golfstaaten;asiatische Länder (o.China, Japan);Asien;Ausland;2247;5291
2019;sonst. asiatische Länder;asiatische Länder (o.China, Japan);Asien;Ausland;10411;21649
2019;"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;6598;14476
2019;Ausländer ohne Angabe;Ausländer ohne Angabe;Sonst. Ausland;Ausland;13081;24610
2020;Deutschland;Deutschland;Deutschland;Deutschland;1033634;2273145
2020;Belgien;Belgien;Europa ohne Deutschland;Ausland;3438;7130
2020;Dänemark;Dänemark;Europa ohne Deutschland;Ausland;4252;9509
2020;Finnland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;881;2123
2020;Frankreich;Frankreich;Europa ohne Deutschland;Ausland;4676;10836
2020;Griechenland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;582;1422
2020;Irland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;471;1607
2020;Italien;Italien;Europa ohne Deutschland;Ausland;4109;9867
2020;Luxemburg;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;692;1432
2020;Niederlande;Niederlande;Europa ohne Deutschland;Ausland;12150;25401
2020;Norwegen;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;680;1311
2020;Österreich;Österreich;Europa ohne Deutschland;Ausland;11240;23979
2020;Polen;Polen;Europa ohne Deutschland;Ausland;18867;47059
2020;Schweden;Schweden;Europa ohne Deutschland;Ausland;1594;2929
2020;Schweiz;Schweiz;Europa ohne Deutschland;Ausland;13774;31685
2020;Russland;Russland;Europa ohne Deutschland;Ausland;6081;11692
2020;Spanien;Spanien;Europa ohne Deutschland;Ausland;5935;15549
2020;Tschechische Republik;Tschechische Republik;Europa ohne Deutschland;Ausland;9432;16874
2020;Ungarn;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1491;6209
2020;Ukraine;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2275;4152
2020;Großbritannien;Großbritannien;Europa ohne Deutschland;Ausland;5968;13281
2020;sonst.europäische Länder (o.20Länder);sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;9923;25623
2020;afrikanische Länder;afrikanische Länder;Sonst. Ausland;Ausland;493;1298
2020;USA;USA;Amerika;Ausland;8482;20362
2020;Kanada;Kanada;Amerika;Ausland;751;1657
2020;Brasilien;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1085;2158
2020;Mittelamerika und Karibik;amerik. Länder (o.USA, Kanada);Amerika;Ausland;360;783
2020;"sonst. nordamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;24;50
2020;"sonst. südamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;741;2559
2020;China;China;Asien;Ausland;2837;5031
2020;"Indien  ";asiatische Länder (o.China, Japan);Asien;Ausland;411;1507
2020;Israel;asiatische Länder (o.China, Japan);Asien;Ausland;715;2230
2020;Japan;Japan;Asien;Ausland;2301;5768
2020;Südkorea;asiatische Länder (o.China, Japan);Asien;Ausland;1262;2322
2020;Taiwan;asiatische Länder (o.China, Japan);Asien;Ausland;393;1415
2020;Arabische Golfstaaten;asiatische Länder (o.China, Japan);Asien;Ausland;362;893
2020;sonst. asiatische Länder;asiatische Länder (o.China, Japan);Asien;Ausland;1529;4295
2020;"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;934;2170
2020;Ausländer ohne Angabe;Ausländer ohne Angabe;Sonst. Ausland;Ausland;7576;15605
2021;Deutschland;Deutschland;Deutschland;Deutschland;866166;1945711
2021;Belgien;Belgien;Europa ohne Deutschland;Ausland;3727;7822
2021;Dänemark;Dänemark;Europa ohne Deutschland;Ausland;4014;8994
2021;Finnland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1455;4867
2021;Frankreich;Frankreich;Europa ohne Deutschland;Ausland;4300;8903
2021;Griechenland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;385;818
2021;Irland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;612;2361
2021;Italien;Italien;Europa ohne Deutschland;Ausland;4017;8776
2021;Luxemburg;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;510;997
2021;Niederlande;Niederlande;Europa ohne Deutschland;Ausland;12167;26506
2021;Norwegen;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;772;1395
2021;Österreich;Österreich;Europa ohne Deutschland;Ausland;10814;23080
2021;Polen;Polen;Europa ohne Deutschland;Ausland;16555;40080
2021;Schweden;Schweden;Europa ohne Deutschland;Ausland;2547;4461
2021;Schweiz;Schweiz;Europa ohne Deutschland;Ausland;9962;23458
2021;Russland;Russland;Europa ohne Deutschland;Ausland;918;2118
2021;Spanien;Spanien;Europa ohne Deutschland;Ausland;5437;15269
2021;Tschechische Republik;Tschechische Republik;Europa ohne Deutschland;Ausland;8842;20673
2021;Ungarn;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1842;5231
2021;Ukraine;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1677;3172
2021;Großbritannien;Großbritannien;Europa ohne Deutschland;Ausland;3065;7943
2021;sonst.europäische Länder (o.20Länder);sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;10232;24858
2021;afrikanische Länder;afrikanische Länder;Sonst. Ausland;Ausland;474;946
2021;USA;USA;Amerika;Ausland;8451;18535
2021;Kanada;Kanada;Amerika;Ausland;536;1226
2021;Brasilien;amerik. Länder (o.USA, Kanada);Amerika;Ausland;342;741
2021;Mittelamerika und Karibik;amerik. Länder (o.USA, Kanada);Amerika;Ausland;327;885
2021;"sonst. nordamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;33;53
2021;"sonst. südamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;484;1362
2021;China;China;Asien;Ausland;408;1459
2021;"Indien  ";asiatische Länder (o.China, Japan);Asien;Ausland;405;1446
2021;Israel;asiatische Länder (o.China, Japan);Asien;Ausland;1147;3076
2021;Japan;Japan;Asien;Ausland;392;3246
2021;Südkorea;asiatische Länder (o.China, Japan);Asien;Ausland;385;1008
2021;Taiwan;asiatische Länder (o.China, Japan);Asien;Ausland;290;678
2021;Arabische Golfstaaten;asiatische Länder (o.China, Japan);Asien;Ausland;460;1110
2021;sonst. asiatische Länder;asiatische Länder (o.China, Japan);Asien;Ausland;1436;3427
2021;"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;290;573
2021;Ausländer ohne Angabe;Ausländer ohne Angabe;Sonst. Ausland;Ausland;8845;15455
2022;Deutschland;Deutschland;Deutschland;Deutschland;1515092;3184839
2022;Belgien;Belgien;Europa ohne Deutschland;Ausland;5395;11679
2022;Dänemark;Dänemark;Europa ohne Deutschland;Ausland;7881;18520
2022;Finnland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2968;7736
2022;Frankreich;Frankreich;Europa ohne Deutschland;Ausland;9536;19536
2022;Griechenland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1123;2744
2022;Irland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1945;5845
2022;Italien;Italien;Europa ohne Deutschland;Ausland;8712;18512
2022;Luxemburg;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1097;2228
2022;Niederlande;Niederlande;Europa ohne Deutschland;Ausland;19552;42614
2022;Norwegen;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2758;5056
2022;Österreich;Österreich;Europa ohne Deutschland;Ausland;23744;49270
2022;Polen;Polen;Europa ohne Deutschland;Ausland;32295;63122
2022;Schweden;Schweden;Europa ohne Deutschland;Ausland;5095;8723
2022;Schweiz;Schweiz;Europa ohne Deutschland;Ausland;18734;44779
2022;Russland;Russland;Europa ohne Deutschland;Ausland;2038;4505
2022;Spanien;Spanien;Europa ohne Deutschland;Ausland;10815;26504
2022;Tschechische Republik;Tschechische Republik;Europa ohne Deutschland;Ausland;24454;41400
2022;Ungarn;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3947;8024
2022;Ukraine;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;11212;17544
2022;Großbritannien;Großbritannien;Europa ohne Deutschland;Ausland;13415;27771
2022;sonst.europäische Länder (o.20Länder);sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;27113;57075
2022;afrikanische Länder;afrikanische Länder;Sonst. Ausland;Ausland;1714;3687
2022;USA;USA;Amerika;Ausland;28116;60752
2022;Kanada;Kanada;Amerika;Ausland;3120;7295
2022;Brasilien;amerik. Länder (o.USA, Kanada);Amerika;Ausland;2611;5372
2022;Mittelamerika und Karibik;amerik. Länder (o.USA, Kanada);Amerika;Ausland;1484;3287
2022;"sonst. nordamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;225;455
2022;"sonst. südamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;2520;5568
2022;China;China;Asien;Ausland;1896;3320
2022;"Indien  ";asiatische Länder (o.China, Japan);Asien;Ausland;1357;3835
2022;Israel;asiatische Länder (o.China, Japan);Asien;Ausland;2481;6178
2022;Japan;Japan;Asien;Ausland;3789;12235
2022;Südkorea;asiatische Länder (o.China, Japan);Asien;Ausland;2920;8047
2022;Taiwan;asiatische Länder (o.China, Japan);Asien;Ausland;1041;3089
2022;Arabische Golfstaaten;asiatische Länder (o.China, Japan);Asien;Ausland;1223;2731
2022;sonst. asiatische Länder;asiatische Länder (o.China, Japan);Asien;Ausland;5597;14035
2022;"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;3098;6745
2022;Ausländer ohne Angabe;Ausländer ohne Angabe;Sonst. Ausland;Ausland;9940;19843
2023;Deutschland;Deutschland;Deutschland;Deutschland;1707007;3591820
2023;Belgien;Belgien;Europa ohne Deutschland;Ausland;6734;13957
2023;Dänemark;Dänemark;Europa ohne Deutschland;Ausland;9933;23848
2023;Finnland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2996;6201
2023;Frankreich;Frankreich;Europa ohne Deutschland;Ausland;11471;24850
2023;Griechenland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1547;3379
2023;Irland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2014;5000
2023;Italien;Italien;Europa ohne Deutschland;Ausland;11025;22952
2023;Luxemburg;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1226;2662
2023;Niederlande;Niederlande;Europa ohne Deutschland;Ausland;24716;51100
2023;Norwegen;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3061;5730
2023;Österreich;Österreich;Europa ohne Deutschland;Ausland;30319;65194
2023;Polen;Polen;Europa ohne Deutschland;Ausland;44762;93185
2023;Schweden;Schweden;Europa ohne Deutschland;Ausland;6858;12167
2023;Schweiz;Schweiz;Europa ohne Deutschland;Ausland;25094;59627
2023;Russland;Russland;Europa ohne Deutschland;Ausland;2045;5472
2023;Spanien;Spanien;Europa ohne Deutschland;Ausland;11113;26963
2023;Tschechische Republik;Tschechische Republik;Europa ohne Deutschland;Ausland;28591;47464
2023;Ungarn;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5407;10277
2023;Ukraine;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;11757;18728
2023;Großbritannien;Großbritannien;Europa ohne Deutschland;Ausland;17034;36111
2023;sonst.europäische Länder (o.20Länder);sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;42288;94007
2023;afrikanische Länder;afrikanische Länder;Sonst. Ausland;Ausland;2045;4818
2023;USA;USA;Amerika;Ausland;33722;71426
2023;Kanada;Kanada;Amerika;Ausland;4397;10936
2023;Brasilien;amerik. Länder (o.USA, Kanada);Amerika;Ausland;3197;6586
2023;Mittelamerika und Karibik;amerik. Länder (o.USA, Kanada);Amerika;Ausland;2912;5671
2023;"sonst. nordamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;425;797
2023;"sonst. südamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;3234;8795
2023;China;China;Asien;Ausland;6694;12091
2023;"Indien  ";asiatische Länder (o.China, Japan);Asien;Ausland;1968;6186
2023;Israel;asiatische Länder (o.China, Japan);Asien;Ausland;2421;5595
2023;Japan;Japan;Asien;Ausland;6444;19796
2023;Südkorea;asiatische Länder (o.China, Japan);Asien;Ausland;5568;11499
2023;Taiwan;asiatische Länder (o.China, Japan);Asien;Ausland;2449;5730
2023;Arabische Golfstaaten;asiatische Länder (o.China, Japan);Asien;Ausland;1765;3821
2023;sonst. asiatische Länder;asiatische Länder (o.China, Japan);Asien;Ausland;9493;20603
2023;"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;5979;13322
2023;Ausländer ohne Angabe;Ausländer ohne Angabe;Sonst. Ausland;Ausland;5314;9098
2024;Deutschland;Deutschland;Deutschland;Deutschland;1842779;3756111
2024;Belgien;Belgien;Europa ohne Deutschland;Ausland;7056;14752
2024;Dänemark;Dänemark;Europa ohne Deutschland;Ausland;10322;23168
2024;Finnland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3050;6182
2024;Frankreich;Frankreich;Europa ohne Deutschland;Ausland;11839;24953
2024;Griechenland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1937;4236
2024;Irland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2159;5330
2024;Italien;Italien;Europa ohne Deutschland;Ausland;11915;24465
2024;Luxemburg;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1485;3198
2024;Niederlande;Niederlande;Europa ohne Deutschland;Ausland;23427;50866
2024;Norwegen;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3496;6301
2024;Österreich;Österreich;Europa ohne Deutschland;Ausland;31770;68415
2024;Polen;Polen;Europa ohne Deutschland;Ausland;51102;98192
2024;Schweden;Schweden;Europa ohne Deutschland;Ausland;7073;12496
2024;Schweiz;Schweiz;Europa ohne Deutschland;Ausland;26751;63320
2024;Russland;Russland;Europa ohne Deutschland;Ausland;1856;3977
2024;Spanien;Spanien;Europa ohne Deutschland;Ausland;12135;28387
2024;Tschechische Republik;Tschechische Republik;Europa ohne Deutschland;Ausland;28345;48139
2024;Ungarn;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5508;11427
2024;Ukraine;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;10749;17243
2024;Großbritannien;Großbritannien;Europa ohne Deutschland;Ausland;16554;34563
2024;sonst.europäische Länder (o.20Länder);sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;42183;79000
2024;afrikanische Länder;afrikanische Länder;Sonst. Ausland;Ausland;2552;5352
2024;USA;USA;Amerika;Ausland;38616;81316
2024;Kanada;Kanada;Amerika;Ausland;4953;12398
2024;Brasilien;amerik. Länder (o.USA, Kanada);Amerika;Ausland;3797;8009
2024;Mittelamerika und Karibik;amerik. Länder (o.USA, Kanada);Amerika;Ausland;2998;5785
2024;"sonst. nordamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;619;1358
2024;"sonst. südamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;3580;7259
2024;China;China;Asien;Ausland;11184;22752
2024;"Indien  ";asiatische Länder (o.China, Japan);Asien;Ausland;2301;7123
2024;Israel;asiatische Länder (o.China, Japan);Asien;Ausland;3310;7188
2024;Japan;Japan;Asien;Ausland;8195;22088
2024;Südkorea;asiatische Länder (o.China, Japan);Asien;Ausland;6153;12343
2024;Taiwan;asiatische Länder (o.China, Japan);Asien;Ausland;2599;9215
2024;Arabische Golfstaaten;asiatische Länder (o.China, Japan);Asien;Ausland;2267;5021
2024;sonst. asiatische Länder;asiatische Länder (o.China, Japan);Asien;Ausland;8677;20017
2024;"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;6143;13892
2024;Ausländer ohne Angabe;Ausländer ohne Angabe;Sonst. Ausland;Ausland;7273;12562
2025;Deutschland;Deutschland;Deutschland;Deutschland;1764945;3674860
2025;Belgien;Belgien;Europa ohne Deutschland;Ausland;6445;12861
2025;Dänemark;Dänemark;Europa ohne Deutschland;Ausland;11381;26042
2025;Finnland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;3217;6827
2025;Frankreich;Frankreich;Europa ohne Deutschland;Ausland;11409;24895
2025;Griechenland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1638;3831
2025;Irland;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2913;7762
2025;Italien;Italien;Europa ohne Deutschland;Ausland;11750;24494
2025;Luxemburg;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;1793;3592
2025;Niederlande;Niederlande;Europa ohne Deutschland;Ausland;23148;49485
2025;Norwegen;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;2977;5562
2025;Österreich;Österreich;Europa ohne Deutschland;Ausland;31759;70573
2025;Polen;Polen;Europa ohne Deutschland;Ausland;49811;92441
2025;Schweden;Schweden;Europa ohne Deutschland;Ausland;7331;13580
2025;Schweiz;Schweiz;Europa ohne Deutschland;Ausland;22423;53734
2025;Russland;Russland;Europa ohne Deutschland;Ausland;1730;3428
2025;Spanien;Spanien;Europa ohne Deutschland;Ausland;13094;31026
2025;Tschechische Republik;Tschechische Republik;Europa ohne Deutschland;Ausland;26856;45275
2025;Ungarn;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;5372;10546
2025;Ukraine;sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;9873;15902
2025;Großbritannien;Großbritannien;Europa ohne Deutschland;Ausland;17289;38512
2025;sonst.europäische Länder (o.20Länder);sonst.europäische Länder (o.13 Länder);Europa ohne Deutschland;Ausland;50282;108156
2025;afrikanische Länder;afrikanische Länder;Sonst. Ausland;Ausland;1944;5168
2025;USA;USA;Amerika;Ausland;36667;78222
2025;Kanada;Kanada;Amerika;Ausland;5564;14356
2025;Brasilien;amerik. Länder (o.USA, Kanada);Amerika;Ausland;3642;7648
2025;Mittelamerika und Karibik;amerik. Länder (o.USA, Kanada);Amerika;Ausland;2049;4156
2025;"sonst. nordamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;421;739
2025;"sonst. südamerik. Länder ";amerik. Länder (o.USA, Kanada);Amerika;Ausland;3468;7760
2025;China;China;Asien;Ausland;12179;22052
2025;"Indien  ";asiatische Länder (o.China, Japan);Asien;Ausland;2492;6499
2025;Israel;asiatische Länder (o.China, Japan);Asien;Ausland;3515;7587
2025;Japan;Japan;Asien;Ausland;8344;22472
2025;Südkorea;asiatische Länder (o.China, Japan);Asien;Ausland;6403;12546
2025;Taiwan;asiatische Länder (o.China, Japan);Asien;Ausland;2936;7514
2025;Arabische Golfstaaten;asiatische Länder (o.China, Japan);Asien;Ausland;1683;4197
2025;sonst. asiatische Länder;asiatische Länder (o.China, Japan);Asien;Ausland;8489;19248
2025;"Australien, Neuseeland u. Ozeanien    ";"Australien, Neuseeland u. Ozeanien    ";Sonst. Ausland;Ausland;5750;13505
