Jahr;Stadtteil zus.;Stadtbezirk mit zugeordneten Ortschaften;Stadtraum;AltK_05D__-24-44-59-64-;Geschlecht;Anzahl Einwohner
2018;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;71
2018;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;78
2018;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;207
2018;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;118
2018;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;59
2018;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;38
2018;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;11
2018;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;11
2018;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;44
2018;01 Innere Altstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;143
2018;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;258
2018;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;255
2018;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;678
2018;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;326
2018;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;191
2018;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;165
2018;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;54
2018;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;53
2018;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;175
2018;02 Pirnaische Vorstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;556
2018;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;218
2018;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;108
2018;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;648
2018;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;251
2018;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;263
2018;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;182
2018;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;73
2018;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;74
2018;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;205
2018;03 Seevorstadt-Ost;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;636
2018;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;213
2018;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;195
2018;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;706
2018;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;393
2018;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;294
2018;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;215
2018;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;83
2018;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;100
2018;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;289
2018;04 Wilsdruffer Vs./Seevs.-West;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;949
2018;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;männlich;452
2018;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;bis 24 Jahre;weiblich;368
2018;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;männlich;1145
2018;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;25 - 44 Jahre;weiblich;480
2018;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;männlich;231
2018;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;45 - 59 Jahre;weiblich;144
2018;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;männlich;68
2018;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;60 - 64 Jahre;weiblich;57
2018;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;männlich;101
2018;05 Friedrichstadt;StB 0 Altstadt;01 StB Altstadt ohne Johannstadt;65 Jahre u.älter;weiblich;181
2018;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;männlich;207
2018;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;weiblich;267
2018;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;männlich;758
2018;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;weiblich;499
2018;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;männlich;287
2018;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;weiblich;238
2018;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;männlich;74
2018;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;weiblich;102
2018;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;männlich;266
2018;06 Johannstadt-Nord;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;weiblich;776
2018;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;männlich;128
2018;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;bis 24 Jahre;weiblich;138
2018;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;männlich;515
2018;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;25 - 44 Jahre;weiblich;305
2018;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;männlich;333
2018;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;45 - 59 Jahre;weiblich;351
2018;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;männlich;85
2018;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;60 - 64 Jahre;weiblich;173
2018;07 Johannstadt-Süd;StB 0 Altstadt;02 Johannstadt;65 Jahre u.älter;männlich;469
